role,recipient_id,donor_id,seed,repeat,fold,recipient_role,donor_role
train,484,366,20262925,3,1,train,train
train,485,374,20262925,3,1,train,train
train,486,400,20262925,3,1,train,train
train,487,457,20262925,3,1,train,train
train,488,476,20262925,3,1,train,train
train,489,479,20262925,3,1,train,train
train,490,483,20262925,3,1,train,train
train,491,345,20262925,3,1,train,train
train,492,429,20262925,3,1,train,train
test,305,440,20262925,3,1,test,test
test,310,392,20262925,3,1,test,test
test,322,310,20262925,3,1,test,test
test,339,434,20262925,3,1,test,test
test,340,428,20262925,3,1,test,test
test,341,441,20262925,3,1,test,test
test,344,409,20262925,3,1,test,test
test,350,341,20262925,3,1,test,test
test,351,464,20262925,3,1,test,test
test,353,385,20262925,3,1,test,test
test,357,371,20262925,3,1,test,test
test,371,395,20262925,3,1,test,test
test,379,447,20262925,3,1,test,test
test,382,351,20262925,3,1,test,test
test,385,353,20262925,3,1,test,test
test,392,382,20262925,3,1,test,test
test,395,344,20262925,3,1,test,test
test,409,357,20262925,3,1,test,test
test,418,379,20262925,3,1,test,test
test,425,436,20262925,3,1,test,test
test,428,478,20262925,3,1,test,test
test,434,350,20262925,3,1,test,test
test,436,322,20262925,3,1,test,test
test,440,305,20262925,3,1,test,test
test,441,443,20262925,3,1,test,test
test,443,340,20262925,3,1,test,test
test,447,425,20262925,3,1,test,test
test,464,418,20262925,3,1,test,test
test,478,339,20262925,3,1,test,test
train,302,413,20262926,3,2,train,train
train,303,376,20262926,3,2,train,train
train,305,401,20262926,3,2,train,train
train,310,397,20262926,3,2,train,train
train,313,343,20262926,3,2,train,train
train,315,443,20262926,3,2,train,train
train,317,427,20262926,3,2,train,train
train,318,402,20262926,3,2,train,train
train,321,425,20262926,3,2,train,train
train,322,326,20262926,3,2,train,train
train,324,352,20262926,3,2,train,train
train,325,419,20262926,3,2,train,train
train,326,305,20262926,3,2,train,train
train,327,393,20262926,3,2,train,train
train,330,390,20262926,3,2,train,train
train,331,360,20262926,3,2,train,train
train,333,321,20262926,3,2,train,train
train,338,476,20262926,3,2,train,train
train,339,338,20262926,3,2,train,train
train,340,428,20262926,3,2,train,train
train,341,478,20262926,3,2,train,train
train,343,350,20262926,3,2,train,train
train,344,464,20262926,3,2,train,train
train,345,430,20262926,3,2,train,train
train,346,473,20262926,3,2,train,train
train,347,447,20262926,3,2,train,train
train,348,451,20262926,3,2,train,train
train,350,472,20262926,3,2,train,train
train,351,395,20262926,3,2,train,train
train,352,482,20262926,3,2,train,train
train,353,386,20262926,3,2,train,train
train,355,444,20262926,3,2,train,train
train,356,353,20262926,3,2,train,train
train,357,310,20262926,3,2,train,train
train,358,366,20262926,3,2,train,train
train,360,439,20262926,3,2,train,train
train,366,302,20262926,3,2,train,train
train,368,434,20262926,3,2,train,train
train,370,426,20262926,3,2,train,train
train,371,436,20262926,3,2,train,train
train,372,457,20262926,3,2,train,train
train,375,382,20262926,3,2,train,train
train,376,423,20262926,3,2,train,train
train,379,324,20262926,3,2,train,train
train,380,331,20262926,3,2,train,train
train,382,414,20262926,3,2,train,train
train,383,322,20262926,3,2,train,train
train,385,459,20262926,3,2,train,train
train,386,422,20262926,3,2,train,train
train,389,345,20262926,3,2,train,train
train,390,448,20262926,3,2,train,train
train,391,454,20262926,3,2,train,train
train,392,379,20262926,3,2,train,train
train,393,484,20262926,3,2,train,train
train,395,325,20262926,3,2,train,train
train,397,333,20262926,3,2,train,train
train,400,368,20262926,3,2,train,train
train,401,458,20262926,3,2,train,train
train,402,400,20262926,3,2,train,train
train,403,392,20262926,3,2,train,train
train,404,339,20262926,3,2,train,train
train,406,441,20262926,3,2,train,train
train,409,375,20262926,3,2,train,train
train,412,318,20262926,3,2,train,train
train,413,471,20262926,3,2,train,train
train,414,456,20262926,3,2,train,train
train,418,485,20262926,3,2,train,train
train,419,371,20262926,3,2,train,train
train,422,340,20262926,3,2,train,train
train,423,315,20262926,3,2,train,train
train,425,330,20262926,3,2,train,train
train,426,391,20262926,3,2,train,train
train,427,357,20262926,3,2,train,train
train,428,406,20262926,3,2,train,train
train,429,475,20262926,3,2,train,train
train,430,383,20262926,3,2,train,train
train,434,341,20262926,3,2,train,train
train,436,429,20262926,3,2,train,train
train,437,409,20262926,3,2,train,train
train,439,303,20262926,3,2,train,train
train,440,385,20262926,3,2,train,train
train,441,486,20262926,3,2,train,train
train,443,489,20262926,3,2,train,train
train,444,317,20262926,3,2,train,train
train,446,479,20262926,3,2,train,train
train,447,440,20262926,3,2,train,train
train,448,437,20262926,3,2,train,train
train,449,358,20262926,3,2,train,train
train,451,403,20262926,3,2,train,train
train,454,490,20262926,3,2,train,train
train,456,355,20262926,3,2,train,train
train,457,404,20262926,3,2,train,train
train,458,372,20262926,3,2,train,train
train,459,327,20262926,3,2,train,train
train,464,347,20262926,3,2,train,train
train,471,370,20262926,3,2,train,train
train,472,483,20262926,3,2,train,train
train,473,344,20262926,3,2,train,train
train,474,348,20262926,3,2,train,train
train,475,412,20262926,3,2,train,train
train,476,491,20262926,3,2,train,train
train,478,449,20262926,3,2,train,train
train,479,346,20262926,3,2,train,train
train,482,356,20262926,3,2,train,train
train,483,492,20262926,3,2,train,train
train,484,351,20262926,3,2,train,train
train,485,446,20262926,3,2,train,train
train,486,380,20262926,3,2,train,train
train,488,418,20262926,3,2,train,train
train,489,474,20262926,3,2,train,train
train,490,313,20262926,3,2,train,train
train,491,389,20262926,3,2,train,train
train,492,488,20262926,3,2,train,train
test,304,477,20262926,3,2,test,test
test,307,319,20262926,3,2,test,test
test,312,381,20262926,3,2,test,test
test,316,307,20262926,3,2,test,test
test,319,416,20262926,3,2,test,test
test,320,363,20262926,3,2,test,test
test,328,388,20262926,3,2,test,test
test,335,369,20262926,3,2,test,test
test,336,320,20262926,3,2,test,test
test,362,420,20262926,3,2,test,test
test,363,487,20262926,3,2,test,test
test,364,328,20262926,3,2,test,test
test,367,463,20262926,3,2,test,test
test,369,468,20262926,3,2,test,test
test,374,316,20262926,3,2,test,test
test,377,367,20262926,3,2,test,test
test,381,433,20262926,3,2,test,test
test,388,304,20262926,3,2,test,test
test,415,336,20262926,3,2,test,test
test,416,364,20262926,3,2,test,test
test,417,362,20262926,3,2,test,test
test,420,374,20262926,3,2,test,test
test,433,415,20262926,3,2,test,test
test,445,455,20262926,3,2,test,test
test,455,445,20262926,3,2,test,test
test,463,335,20262926,3,2,test,test
test,468,377,20262926,3,2,test,test
test,477,417,20262926,3,2,test,test
test,487,312,20262926,3,2,test,test
train,304,474,20262927,3,3,train,train
train,305,446,20262927,3,3,train,train
train,307,335,20262927,3,3,train,train
train,310,489,20262927,3,3,train,train
train,312,428,20262927,3,3,train,train
train,315,473,20262927,3,3,train,train
train,316,327,20262927,3,3,train,train
train,317,304,20262927,3,3,train,train
train,318,389,20262927,3,3,train,train
train,319,486,20262927,3,3,train,train
train,320,485,20262927,3,3,train,train
train,321,487,20262927,3,3,train,train
train,322,379,20262927,3,3,train,train
train,324,449,20262927,3,3,train,train
train,325,472,20262927,3,3,train,train
train,327,392,20262927,3,3,train,train
train,328,443,20262927,3,3,train,train
train,330,423,20262927,3,3,train,train
train,331,395,20262927,3,3,train,train
train,335,412,20262927,3,3,train,train
train,336,330,20262927,3,3,train,train
train,338,312,20262927,3,3,train,train
train,339,414,20262927,3,3,train,train
train,340,318,20262927,3,3,train,train
train,341,353,20262927,3,3,train,train
train,343,341,20262927,3,3,train,train
train,344,430,20262927,3,3,train,train
train,345,478,20262927,3,3,train,train
train,350,420,20262927,3,3,train,train
train,351,310,20262927,3,3,train,train
train,353,305,20262927,3,3,train,train
train,355,490,20262927,3,3,train,train
train,356,463,20262927,3,3,train,train
train,357,444,20262927,3,3,train,train
train,362,321,20262927,3,3,train,train
train,363,468,20262927,3,3,train,train
train,364,445,20262927,3,3,train,train
train,367,380,20262927,3,3,train,train
train,369,409,20262927,3,3,train,train
train,370,457,20262927,3,3,train,train
train,371,416,20262927,3,3,train,train
train,372,356,20262927,3,3,train,train
train,374,386,20262927,3,3,train,train
train,375,436,20262927,3,3,train,train
train,376,320,20262927,3,3,train,train
train,377,362,20262927,3,3,train,train
train,379,350,20262927,3,3,train,train
train,380,434,20262927,3,3,train,train
train,381,371,20262927,3,3,train,train
train,382,417,20262927,3,3,train,train
train,383,343,20262927,3,3,train,train
train,385,477,20262927,3,3,train,train
train,386,390,20262927,3,3,train,train
train,388,331,20262927,3,3,train,train
train,389,456,20262927,3,3,train,train
train,390,437,20262927,3,3,train,train
train,391,345,20262927,3,3,train,train
train,392,382,20262927,3,3,train,train
train,395,448,20262927,3,3,train,train
train,402,427,20262927,3,3,train,train
train,404,402,20262927,3,3,train,train
train,406,316,20262927,3,3,train,train
train,409,455,20262927,3,3,train,train
train,412,491,20262927,3,3,train,train
train,414,369,20262927,3,3,train,train
train,415,391,20262927,3,3,train,train
train,416,351,20262927,3,3,train,train
train,417,451,20262927,3,3,train,train
train,418,425,20262927,3,3,train,train
train,419,475,20262927,3,3,train,train
train,420,374,20262927,3,3,train,train
train,422,328,20262927,3,3,train,train
train,423,415,20262927,3,3,train,train
train,425,336,20262927,3,3,train,train
train,427,385,20262927,3,3,train,train
train,428,344,20262927,3,3,train,train
train,429,381,20262927,3,3,train,train
train,430,492,20262927,3,3,train,train
train,433,464,20262927,3,3,train,train
train,434,406,20262927,3,3,train,train
train,436,377,20262927,3,3,train,train
train,437,357,20262927,3,3,train,train
train,439,317,20262927,3,3,train,train
train,440,419,20262927,3,3,train,train
train,441,370,20262927,3,3,train,train
train,443,433,20262927,3,3,train,train
train,444,338,20262927,3,3,train,train
train,445,363,20262927,3,3,train,train
train,446,340,20262927,3,3,train,train
train,447,429,20262927,3,3,train,train
train,448,418,20262927,3,3,train,train
train,449,324,20262927,3,3,train,train
train,451,372,20262927,3,3,train,train
train,455,375,20262927,3,3,train,train
train,456,471,20262927,3,3,train,train
train,457,325,20262927,3,3,train,train
train,463,364,20262927,3,3,train,train
train,464,319,20262927,3,3,train,train
train,468,355,20262927,3,3,train,train
train,471,367,20262927,3,3,train,train
train,472,307,20262927,3,3,train,train
train,473,447,20262927,3,3,train,train
train,474,322,20262927,3,3,train,train
train,475,376,20262927,3,3,train,train
train,477,440,20262927,3,3,train,train
train,478,315,20262927,3,3,train,train
train,479,383,20262927,3,3,train,train
train,485,479,20262927,3,3,train,train
train,486,441,20262927,3,3,train,train
train,487,339,20262927,3,3,train,train
train,489,404,20262927,3,3,train,train
train,490,388,20262927,3,3,train,train
train,491,422,20262927,3,3,train,train
train,492,439,20262927,3,3,train,train
test,302,348,20262927,3,3,test,test
test,303,454,20262927,3,3,test,test
test,313,333,20262927,3,3,test,test
test,326,347,20262927,3,3,test,test
test,333,360,20262927,3,3,test,test
test,346,352,20262927,3,3,test,test
test,347,366,20262927,3,3,test,test
test,348,368,20262927,3,3,test,test
test,352,400,20262927,3,3,test,test
test,358,488,20262927,3,3,test,test
test,360,458,20262927,3,3,test,test
test,366,326,20262927,3,3,test,test
test,368,346,20262927,3,3,test,test
test,393,302,20262927,3,3,test,test
test,397,482,20262927,3,3,test,test
test,400,401,20262927,3,3,test,test
test,401,303,20262927,3,3,test,test
test,403,426,20262927,3,3,test,test
test,413,484,20262927,3,3,test,test
test,426,413,20262927,3,3,test,test
test,454,358,20262927,3,3,test,test
test,458,459,20262927,3,3,test,test
test,459,403,20262927,3,3,test,test
test,476,313,20262927,3,3,test,test
test,482,483,20262927,3,3,test,test
test,483,476,20262927,3,3,test,test
test,484,393,20262927,3,3,test,test
test,488,397,20262927,3,3,test,test
train,302,312,20262928,3,4,train,train
train,303,326,20262928,3,4,train,train
train,304,336,20262928,3,4,train,train
train,305,489,20262928,3,4,train,train
train,307,360,20262928,3,4,train,train
train,310,319,20262928,3,4,train,train
train,312,367,20262928,3,4,train,train
train,313,382,20262928,3,4,train,train
train,315,307,20262928,3,4,train,train
train,316,425,20262928,3,4,train,train
train,317,344,20262928,3,4,train,train
train,319,420,20262928,3,4,train,train
train,320,375,20262928,3,4,train,train
train,322,441,20262928,3,4,train,train
train,326,335,20262928,3,4,train,train
train,328,381,20262928,3,4,train,train
train,333,341,20262928,3,4,train,train
train,335,317,20262928,3,4,train,train
train,336,339,20262928,3,4,train,train
train,338,374,20262928,3,4,train,train
train,339,357,20262928,3,4,train,train
train,340,455,20262928,3,4,train,train
train,341,492,20262928,3,4,train,train
train,343,415,20262928,3,4,train,train
train,344,451,20262928,3,4,train,train
train,345,409,20262928,3,4,train,train
train,346,313,20262928,3,4,train,train
train,347,379,20262928,3,4,train,train
train,348,364,20262928,3,4,train,train
train,350,310,20262928,3,4,train,train
train,351,417,20262928,3,4,train,train
train,352,366,20262928,3,4,train,train
train,353,368,20262928,3,4,train,train
train,355,377,20262928,3,4,train,train
train,356,370,20262928,3,4,train,train
train,357,403,20262928,3,4,train,train
train,358,413,20262928,3,4,train,train
train,360,363,20262928,3,4,train,train
train,362,302,20262928,3,4,train,train
train,363,464,20262928,3,4,train,train
train,364,487,20262928,3,4,train,train
train,366,446,20262928,3,4,train,train
train,367,333,20262928,3,4,train,train
train,368,412,20262928,3,4,train,train
train,369,350,20262928,3,4,train,train
train,370,459,20262928,3,4,train,train
train,371,347,20262928,3,4,train,train
train,374,418,20262928,3,4,train,train
train,375,351,20262928,3,4,train,train
train,377,491,20262928,3,4,train,train
train,379,483,20262928,3,4,train,train
train,381,482,20262928,3,4,train,train
train,382,305,20262928,3,4,train,train
train,383,416,20262928,3,4,train,train
train,385,443,20262928,3,4,train,train
train,388,316,20262928,3,4,train,train
train,389,400,20262928,3,4,train,train
train,390,433,20262928,3,4,train,train
train,392,447,20262928,3,4,train,train
train,393,389,20262928,3,4,train,train
train,395,485,20262928,3,4,train,train
train,397,476,20262928,3,4,train,train
train,400,477,20262928,3,4,train,train
train,401,458,20262928,3,4,train,train
train,403,383,20262928,3,4,train,train
train,404,478,20262928,3,4,train,train
train,409,362,20262928,3,4,train,train
train,412,320,20262928,3,4,train,train
train,413,353,20262928,3,4,train,train
train,414,385,20262928,3,4,train,train
train,415,388,20262928,3,4,train,train
train,416,392,20262928,3,4,train,train
train,417,434,20262928,3,4,train,train
train,418,303,20262928,3,4,train,train
train,420,488,20262928,3,4,train,train
train,422,436,20262928,3,4,train,train
train,425,404,20262928,3,4,train,train
train,426,473,20262928,3,4,train,train
train,428,358,20262928,3,4,train,train
train,429,356,20262928,3,4,train,train
train,433,440,20262928,3,4,train,train
train,434,456,20262928,3,4,train,train
train,436,338,20262928,3,4,train,train
train,440,422,20262928,3,4,train,train
train,441,454,20262928,3,4,train,train
train,443,397,20262928,3,4,train,train
train,445,414,20262928,3,4,train,train
train,446,340,20262928,3,4,train,train
train,447,346,20262928,3,4,train,train
train,448,352,20262928,3,4,train,train
train,451,322,20262928,3,4,train,train
train,454,428,20262928,3,4,train,train
train,455,468,20262928,3,4,train,train
train,456,479,20262928,3,4,train,train
train,458,355,20262928,3,4,train,train
train,459,315,20262928,3,4,train,train
train,463,343,20262928,3,4,train,train
train,464,304,20262928,3,4,train,train
train,468,371,20262928,3,4,train,train
train,473,445,20262928,3,4,train,train
train,474,390,20262928,3,4,train,train
train,476,448,20262928,3,4,train,train
train,477,401,20262928,3,4,train,train
train,478,429,20262928,3,4,train,train
train,479,426,20262928,3,4,train,train
train,482,393,20262928,3,4,train,train
train,483,345,20262928,3,4,train,train
train,484,474,20262928,3,4,train,train
train,485,348,20262928,3,4,train,train
train,487,328,20262928,3,4,train,train
train,488,463,20262928,3,4,train,train
train,489,369,20262928,3,4,train,train
train,491,395,20262928,3,4,train,train
train,492,484,20262928,3,4,train,train
test,318,457,20262928,3,4,test,test
test,321,380,20262928,3,4,test,test
test,324,327,20262928,3,4,test,test
test,325,324,20262928,3,4,test,test
test,327,330,20262928,3,4,test,test
test,330,318,20262928,3,4,test,test
test,331,472,20262928,3,4,test,test
test,372,402,20262928,3,4,test,test
test,376,444,20262928,3,4,test,test
test,380,321,20262928,3,4,test,test
test,386,449,20262928,3,4,test,test
test,391,406,20262928,3,4,test,test
test,402,437,20262928,3,4,test,test
test,406,372,20262928,3,4,test,test
test,419,376,20262928,3,4,test,test
test,423,475,20262928,3,4,test,test
test,427,419,20262928,3,4,test,test
test,430,486,20262928,3,4,test,test
test,437,471,20262928,3,4,test,test
test,439,423,20262928,3,4,test,test
test,444,430,20262928,3,4,test,test
test,449,427,20262928,3,4,test,test
test,457,325,20262928,3,4,test,test
test,471,439,20262928,3,4,test,test
test,472,490,20262928,3,4,test,test
test,475,386,20262928,3,4,test,test
test,486,391,20262928,3,4,test,test
test,490,331,20262928,3,4,test,test
train,302,439,20262929,3,5,train,train
train,303,376,20262929,3,5,train,train
train,304,475,20262929,3,5,train,train
train,305,335,20262929,3,5,train,train
train,307,344,20262929,3,5,train,train
train,310,457,20262929,3,5,train,train
train,312,386,20262929,3,5,train,train
train,313,333,20262929,3,5,train,train
train,316,371,20262929,3,5,train,train
train,318,321,20262929,3,5,train,train
train,319,363,20262929,3,5,train,train
train,320,362,20262929,3,5,train,train
train,321,364,20262929,3,5,train,train
train,322,331,20262929,3,5,train,train
train,324,482,20262929,3,5,train,train
train,325,366,20262929,3,5,train,train
train,326,340,20262929,3,5,train,train
train,327,486,20262929,3,5,train,train
train,328,433,20262929,3,5,train,train
train,330,418,20262929,3,5,train,train
train,331,487,20262929,3,5,train,train
train,333,444,20262929,3,5,train,train
train,335,464,20262929,3,5,train,train
train,336,420,20262929,3,5,train,train
train,339,402,20262929,3,5,train,train
train,340,352,20262929,3,5,train,train
train,341,417,20262929,3,5,train,train
train,344,391,20262929,3,5,train,train
train,346,351,20262929,3,5,train,train
train,347,320,20262929,3,5,train,train
train,348,397,20262929,3,5,train,train
train,350,360,20262929,3,5,train,train
train,351,428,20262929,3,5,train,train
train,352,400,20262929,3,5,train,train
train,353,304,20262929,3,5,train,train
train,357,346,20262929,3,5,train,train
train,358,341,20262929,3,5,train,train
train,360,382,20262929,3,5,train,train
train,362,358,20262929,3,5,train,train
train,363,401,20262929,3,5,train,train
train,364,406,20262929,3,5,train,train
train,366,447,20262929,3,5,train,train
train,367,458,20262929,3,5,train,train
train,368,350,20262929,3,5,train,train
train,369,445,20262929,3,5,train,train
train,371,471,20262929,3,5,train,train
train,372,478,20262929,3,5,train,train
train,374,419,20262929,3,5,train,train
train,376,374,20262929,3,5,train,train
train,377,434,20262929,3,5,train,train
train,379,395,20262929,3,5,train,train
train,380,325,20262929,3,5,train,train
train,381,369,20262929,3,5,train,train
train,382,377,20262929,3,5,train,train
train,385,403,20262929,3,5,train,train
train,386,326,20262929,3,5,train,train
train,388,415,20262929,3,5,train,train
train,391,368,20262929,3,5,train,train
train,392,443,20262929,3,5,train,train
train,393,409,20262929,3,5,train,train
train,395,318,20262929,3,5,train,train
train,397,393,20262929,3,5,train,train
train,400,427,20262929,3,5,train,train
train,401,454,20262929,3,5,train,train
train,402,468,20262929,3,5,train,train
train,403,312,20262929,3,5,train,train
train,406,303,20262929,3,5,train,train
train,409,357,20262929,3,5,train,train
train,413,353,20262929,3,5,train,train
train,415,416,20262929,3,5,train,train
train,416,484,20262929,3,5,train,train
train,417,316,20262929,3,5,train,train
train,418,388,20262929,3,5,train,train
train,419,490,20262929,3,5,train,train
train,420,430,20262929,3,5,train,train
train,423,372,20262929,3,5,train,train
train,425,336,20262929,3,5,train,train
train,426,423,20262929,3,5,train,train
train,427,385,20262929,3,5,train,train
train,428,348,20262929,3,5,train,train
train,430,322,20262929,3,5,train,train
train,433,324,20262929,3,5,train,train
train,434,379,20262929,3,5,train,train
train,436,347,20262929,3,5,train,train
train,437,455,20262929,3,5,train,train
train,439,330,20262929,3,5,train,train
train,440,367,20262929,3,5,train,train
train,441,488,20262929,3,5,train,train
train,443,319,20262929,3,5,train,train
train,444,328,20262929,3,5,train,train
train,445,440,20262929,3,5,train,train
train,447,381,20262929,3,5,train,train
train,449,302,20262929,3,5,train,train
train,454,437,20262929,3,5,train,train
train,455,483,20262929,3,5,train,train
train,457,472,20262929,3,5,train,train
train,458,463,20262929,3,5,train,train
train,459,305,20262929,3,5,train,train
train,463,436,20262929,3,5,train,train
train,464,339,20262929,3,5,train,train
train,468,476,20262929,3,5,train,train
train,471,310,20262929,3,5,train,train
train,472,313,20262929,3,5,train,train
train,475,477,20262929,3,5,train,train
train,476,426,20262929,3,5,train,train
train,477,459,20262929,3,5,train,train
train,478,380,20262929,3,5,train,train
train,482,449,20262929,3,5,train,train
train,483,327,20262929,3,5,train,train
train,484,307,20262929,3,5,train,train
train,486,425,20262929,3,5,train,train
train,487,392,20262929,3,5,train,train
train,488,413,20262929,3,5,train,train
train,490,441,20262929,3,5,train,train
test,315,370,20262929,3,5,test,test
test,317,390,20262929,3,5,test,test
test,338,355,20262929,3,5,test,test
test,343,317,20262929,3,5,test,test
test,345,389,20262929,3,5,test,test
test,355,343,20262929,3,5,test,test
test,356,383,20262929,3,5,test,test
test,370,492,20262929,3,5,test,test
test,375,485,20262929,3,5,test,test
test,383,474,20262929,3,5,test,test
test,389,422,20262929,3,5,test,test
test,390,451,20262929,3,5,test,test
test,404,315,20262929,3,5,test,test
test,412,404,20262929,3,5,test,test
test,414,489,20262929,3,5,test,test
test,422,412,20262929,3,5,test,test
test,429,448,20262929,3,5,test,test
test,446,345,20262929,3,5,test,test
test,448,375,20262929,3,5,test,test
test,451,356,20262929,3,5,test,test
test,456,414,20262929,3,5,test,test
test,473,429,20262929,3,5,test,test
test,474,456,20262929,3,5,test,test
test,479,446,20262929,3,5,test,test
test,485,491,20262929,3,5,test,test
test,489,338,20262929,3,5,test,test
test,491,479,20262929,3,5,test,test
test,492,473,20262929,3,5,test,test
train,303,346,20263025,4,1,train,train
train,304,403,20263025,4,1,train,train
train,307,315,20263025,4,1,train,train
train,310,428,20263025,4,1,train,train
train,312,416,20263025,4,1,train,train
train,315,382,20263025,4,1,train,train
train,316,406,20263025,4,1,train,train
train,317,475,20263025,4,1,train,train
train,318,439,20263025,4,1,train,train
train,320,419,20263025,4,1,train,train
train,321,391,20263025,4,1,train,train
train,322,474,20263025,4,1,train,train
train,324,328,20263025,4,1,train,train
train,325,477,20263025,4,1,train,train
train,326,443,20263025,4,1,train,train
train,327,338,20263025,4,1,train,train
train,328,413,20263025,4,1,train,train
train,331,395,20263025,4,1,train,train
train,333,372,20263025,4,1,train,train
train,335,318,20263025,4,1,train,train
train,336,484,20263025,4,1,train,train
train,338,367,20263025,4,1,train,train
train,341,483,20263025,4,1,train,train
train,346,415,20263025,4,1,train,train
train,347,379,20263025,4,1,train,train
train,348,335,20263025,4,1,train,train
train,350,357,20263025,4,1,train,train
train,351,352,20263025,4,1,train,train
train,352,430,20263025,4,1,train,train
train,353,392,20263025,4,1,train,train
train,356,321,20263025,4,1,train,train
train,357,363,20263025,4,1,train,train
train,358,316,20263025,4,1,train,train
train,360,463,20263025,4,1,train,train
train,362,476,20263025,4,1,train,train
train,363,307,20263025,4,1,train,train
train,366,444,20263025,4,1,train,train
train,367,333,20263025,4,1,train,train
train,368,366,20263025,4,1,train,train
train,369,375,20263025,4,1,train,train
train,371,385,20263025,4,1,train,train
train,372,324,20263025,4,1,train,train
train,374,459,20263025,4,1,train,train
train,375,360,20263025,4,1,train,train
train,376,350,20263025,4,1,train,train
train,377,488,20263025,4,1,train,train
train,379,397,20263025,4,1,train,train
train,380,376,20263025,4,1,train,train
train,381,422,20263025,4,1,train,train
train,382,433,20263025,4,1,train,train
train,383,426,20263025,4,1,train,train
train,385,417,20263025,4,1,train,train
train,386,331,20263025,4,1,train,train
train,388,471,20263025,4,1,train,train
train,389,490,20263025,4,1,train,train
train,391,380,20263025,4,1,train,train
train,392,489,20263025,4,1,train,train
train,395,348,20263025,4,1,train,train
train,397,445,20263025,4,1,train,train
train,401,447,20263025,4,1,train,train
train,402,418,20263025,4,1,train,train
train,403,434,20263025,4,1,train,train
train,406,371,20263025,4,1,train,train
train,409,369,20263025,4,1,train,train
train,413,317,20263025,4,1,train,train
train,415,448,20263025,4,1,train,train
train,416,454,20263025,4,1,train,train
train,417,362,20263025,4,1,train,train
train,418,388,20263025,4,1,train,train
train,419,473,20263025,4,1,train,train
train,420,381,20263025,4,1,train,train
train,422,386,20263025,4,1,train,train
train,423,368,20263025,4,1,train,train
train,426,353,20263025,4,1,train,train
train,428,322,20263025,4,1,train,train
train,430,457,20263025,4,1,train,train
train,433,458,20263025,4,1,train,train
train,434,377,20263025,4,1,train,train
train,437,472,20263025,4,1,train,train
train,439,336,20263025,4,1,train,train
train,441,479,20263025,4,1,train,train
train,443,437,20263025,4,1,train,train
train,444,303,20263025,4,1,train,train
train,445,464,20263025,4,1,train,train
train,446,491,20263025,4,1,train,train
train,447,326,20263025,4,1,train,train
train,448,310,20263025,4,1,train,train
train,451,492,20263025,4,1,train,train
train,454,423,20263025,4,1,train,train
train,455,478,20263025,4,1,train,train
train,457,374,20263025,4,1,train,train
train,458,401,20263025,4,1,train,train
train,459,304,20263025,4,1,train,train
train,463,320,20263025,4,1,train,train
train,464,325,20263025,4,1,train,train
train,468,451,20263025,4,1,train,train
train,471,402,20263025,4,1,train,train
train,472,446,20263025,4,1,train,train
train,473,351,20263025,4,1,train,train
train,474,441,20263025,4,1,train,train
train,475,409,20263025,4,1,train,train
train,476,486,20263025,4,1,train,train
train,477,341,20263025,4,1,train,train
train,478,356,20263025,4,1,train,train
train,479,358,20263025,4,1,train,train
train,483,347,20263025,4,1,train,train
train,484,327,20263025,4,1,train,train
train,486,383,20263025,4,1,train,train
train,488,312,20263025,4,1,train,train
train,489,455,20263025,4,1,train,train
train,490,389,20263025,4,1,train,train
train,491,420,20263025,4,1,train,train
train,492,468,20263025,4,1,train,train
test,302,343,20263025,4,1,test,test
test,305,449,20263025,4,1,test,test
test,313,393,20263025,4,1,test,test
test,319,456,20263025,4,1,test,test
test,330,485,20263025,4,1,test,test
test,339,427,20263025,4,1,test,test
test,340,364,20263025,4,1,test,test
test,343,482,20263025,4,1,test,test
test,344,355,20263025,4,1,test,test
test,345,302,20263025,4,1,test,test
test,355,412,20263025,4,1,test,test
test,364,319,20263025,4,1,test,test
test,370,440,20263025,4,1,test,test
test,390,330,20263025,4,1,test,test
test,393,429,20263025,4,1,test,test
test,400,436,20263025,4,1,test,test
test,404,370,20263025,4,1,test,test
test,412,404,20263025,4,1,test,test
test,414,339,20263025,4,1,test,test
test,425,487,20263025,4,1,test,test
test,427,345,20263025,4,1,test,test
test,429,313,20263025,4,1,test,test
test,436,340,20263025,4,1,test,test
test,440,390,20263025,4,1,test,test
test,449,400,20263025,4,1,test,test
test,456,344,20263025,4,1,test,test
test,482,425,20263025,4,1,test,test
test,485,305,20263025,4,1,test,test
test,487,414,20263025,4,1,test,test
train,302,400,20263026,4,2,train,train
train,304,449,20263026,4,2,train,train
train,305,395,20263026,4,2,train,train
train,307,412,20263026,4,2,train,train
train,310,364,20263026,4,2,train,train
train,312,391,20263026,4,2,train,train
train,313,419,20263026,4,2,train,train
train,315,471,20263026,4,2,train,train
train,317,490,20263026,4,2,train,train
train,318,463,20263026,4,2,train,train
train,319,486,20263026,4,2,train,train
train,320,343,20263026,4,2,train,train
train,321,482,20263026,4,2,train,train
train,322,423,20263026,4,2,train,train
train,324,443,20263026,4,2,train,train
train,326,417,20263026,4,2,train,train
train,327,320,20263026,4,2,train,train
train,330,317,20263026,4,2,train,train
train,331,430,20263026,4,2,train,train
train,335,366,20263026,4,2,train,train
train,336,377,20263026,4,2,train,train
train,338,458,20263026,4,2,train,train
train,339,485,20263026,4,2,train,train
train,340,375,20263026,4,2,train,train
train,341,344,20263026,4,2,train,train
train,343,353,20263026,4,2,train,train
train,344,386,20263026,4,2,train,train
