pid,path,bytes,sha256
455,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\455_TRANSCRIPT.csv,14228,5e54fc95ff0051cd367a0f824cb7fcc106777b725f76386336b549ba6e29fcad
456,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\456_TRANSCRIPT.csv,17448,9161038270c4ed5264e9171794ec2bfcdb035095ca47754fcb0fd21d3cc23678
457,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\457_TRANSCRIPT.csv,18025,7c00ca4e39db1e33bf6857dd9843ae62515b01e98ae1b94a73354c6c6c3991da
458,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\458_TRANSCRIPT.csv,9609,affe717db72f5f5c208908c4db65b7c137bec531be381b0b69c8f55d845526d5
459,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\459_TRANSCRIPT.csv,17227,029d8d93a0dcd1063200cc630da891bc03d8abe78dfcc0577af96935e8b79104
461,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\461_TRANSCRIPT.csv,15169,c7df23adb17c86e4a6e8c65c1ee96a1c313f3fe1e965fb1a4519a49971042b38
462,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\462_TRANSCRIPT.csv,19983,38cf3bdcb3f58a2ec99b85c0a0bbd651a9e7eb609a9a14ffbec3a6f4852b8c5f
463,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\463_TRANSCRIPT.csv,13237,0e258c82031057aee238e28ad404bd08b8c6f2bdc8efad1b08ad3062b3bb0741
464,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\464_TRANSCRIPT.csv,25438,24d5519effe77f253912bdc32e9e9c16dfd49b12874925b9c0868dc2bc0d3694
465,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\465_TRANSCRIPT.csv,27205,93004f808ed76002cb157e887c3d6165bd4e135b18942e536878406925f1442d
466,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\466_TRANSCRIPT.csv,27210,cede0e16a0e0f9fb7721cd168c905a892e3db9a2c15d538db56dec5188d2a67a
467,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\467_TRANSCRIPT.csv,18592,992d6a052234ae01a7242f8318ad74f63ac94bdaf43e0f7fa21056b7f51ab8e9
468,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\468_TRANSCRIPT.csv,19558,f554abb9bf3b78a8fd1470647ad58c5bc1c3019562f2c29a37990f4dee618802
469,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\469_TRANSCRIPT.csv,19102,bb356ed1902563fb4e05d8659a9f824c654736b384efa86202ea684efd99a9d9
470,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\470_TRANSCRIPT.csv,17565,7a82435f85c5b352ad15371e70a4a1c7e3b279aecc37a7e8b78bc32e44c85457
471,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\471_TRANSCRIPT.csv,16691,ccc395e4b34063ffa875be3556b7459c1cf47d703d21f21b2b47c39fbaaa7a13
472,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\472_TRANSCRIPT.csv,14690,8f77d61cd6654347149f5049627a5a62b34f407b2ecd11a1bad633e148add0dc
473,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\473_TRANSCRIPT.csv,9693,0e2fbea2ccc0f309b1eea3f33f68a341d93c0f1b48f4a760bbe89cebde6a02cb
474,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\474_TRANSCRIPT.csv,19449,4ec85d97453f24fcca7ca44e25cd21e2a21e3dcf190d1d79658d98e30e3ae022
475,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\475_TRANSCRIPT.csv,10744,30cf4fe314b25ffaea83ca78af38077b18aa692905d095eb866e93889eaabcf7
476,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\476_TRANSCRIPT.csv,11141,c4bb5d0c306d9f0ff2c7202f0ad9cec545bd6c3976c1b60f880c80b0f6e62b54
477,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\477_TRANSCRIPT.csv,25986,263313d3ee61601f2e8d2d4026ac0759054ab2f4ca78724ee9bac21585b25d6a
478,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\478_TRANSCRIPT.csv,16266,84094d26733bd4c7ed03bd7953395d9215f5c1496f2168d35130f5c870888506
479,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\479_TRANSCRIPT.csv,14276,b00e83f9e44072384ace332e2b566ae7d53814656dfdb141238b05f267df8d95
480,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\480_TRANSCRIPT.csv,10885,6796f6da9d749e70330e9ad92c750eeec5344dbb35616ff36547e3010858e196
481,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\481_TRANSCRIPT.csv,22650,a0afc4aed373ec47182b4c0fc61786537ffa2b587f16d4503504f9c685adb24c
482,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\482_TRANSCRIPT.csv,21531,d91c1660444334a13d794a98c45cabdad26b9efccfe86b15b41d3f2204415dd9
483,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\483_TRANSCRIPT.csv,27894,28206ba883b928033440e1cb62923a8a3519965b2dc5b3b5497a90d9aa9fe178
484,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\484_TRANSCRIPT.csv,17468,608aaa2e5c3c9422fe702173b1232186963795527306f62a18db09cfe5a4885e
485,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\485_TRANSCRIPT.csv,11743,6563df03438c70f00e67ca71d1f83a055e80aeb19cc351ac00eaf99723234cda
486,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\486_TRANSCRIPT.csv,12626,5b1d16a292a0601b2a1f58926270ecd0c8b6f6c2308527d00f7b1fe6bf5b2db2
487,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\487_TRANSCRIPT.csv,20406,8a6643764bdbe3f1c4360fb5b06566412987540cefb5c31bd6597d0ca553c4fa
488,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\488_TRANSCRIPT.csv,15339,ec6f15ccee38f86faaad33644a9a5f369957368a3115a9ee41236f4b8cf4d68c
489,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\489_TRANSCRIPT.csv,11612,9abd2e6ba4ce0027bf8a5564343cfe1e5bd0a830fd03348c1dc2e02f8c57ca5b
490,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\490_TRANSCRIPT.csv,11395,c7ddd6498deb5d32410a0b3148910827f31273a9ef7393be834d7d691136c0e1
491,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\491_TRANSCRIPT.csv,16100,c57336d685330d1c819913d6b64442f0259be7c7f567e62de2f3e81da6f2248a
492,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\492_TRANSCRIPT.csv,17295,a6f20a2ac36d5803ef12dcdd9d0a2d57c8323891e486ba0bda656cdf8e76a52b
