representation,repeat,outer_fold,draw,domain_type,participant_id,label,interviewer_logit,predicted_interviewer_logit,outer_train_mean_null_prediction
tfidf,1,3,10,fake,344,1,0.28425383537812343,0.024798983520972234,-0.1527325332380422
tfidf,1,3,10,fake,352,1,-0.21155043302602478,0.18192693813762645,-0.1527325332380422
tfidf,1,3,10,fake,356,1,0.5012796244081582,0.19529541760507213,-0.1527325332380422
tfidf,1,3,10,fake,367,1,0.6244235035244244,0.38653553273678576,-0.1527325332380422
tfidf,1,3,10,fake,371,0,-0.35897006036123,-0.4284832148533477,-0.1527325332380422
tfidf,1,3,10,fake,380,1,-0.4613726267864364,-0.250835589258455,-0.1527325332380422
tfidf,1,3,10,fake,383,0,-0.4995768493028707,-0.36079915759666464,-0.1527325332380422
tfidf,1,3,10,fake,393,0,-0.548674928750991,-0.4952338870716188,-0.1527325332380422
tfidf,1,3,10,fake,395,0,-0.1850492584463646,-0.36203453247927175,-0.1527325332380422
tfidf,1,3,10,fake,397,0,-0.5467771325229672,-0.4395860564284344,-0.1527325332380422
tfidf,1,3,10,fake,425,0,0.3739369654898017,0.1330096501073949,-0.1527325332380422
tfidf,1,3,10,fake,430,0,0.02686477499655429,0.052586647864065555,-0.1527325332380422
tfidf,1,3,10,fake,436,0,-0.7352200754801274,-0.542676176266266,-0.1527325332380422
tfidf,1,3,10,fake,439,0,-0.30106388568503345,-0.2639385368845852,-0.1527325332380422
tfidf,1,3,10,fake,446,0,-0.33886272860743694,-0.37573726295628007,-0.1527325332380422
tfidf,1,3,10,fake,447,0,-0.6311612402005569,-0.5112833007937588,-0.1527325332380422
tfidf,1,3,10,fake,459,1,0.10093028341543828,0.06068391769811862,-0.1527325332380422
tfidf,1,3,10,fake,474,0,-0.7708908428382037,-0.5147393898925126,-0.1527325332380422
tfidf,1,3,10,fake,475,0,-0.7845665446857457,-0.6288931753887886,-0.1527325332380422
tfidf,1,3,10,fake,489,0,-0.6323107624981888,-0.5260407025351714,-0.1527325332380422
tfidf,1,3,10,fake,491,0,-0.07275805921783857,-0.15693734830296427,-0.1527325332380422
tfidf,1,4,10,fake,318,0,-0.3460905048930942,0.17112272427681302,-0.15967299402876906
tfidf,1,4,10,fake,322,0,0.4747155509686242,0.2951210301710399,-0.15967299402876906
tfidf,1,4,10,fake,326,0,-0.2582354245206282,0.15816167784754825,-0.15967299402876906
tfidf,1,4,10,fake,327,0,0.3891506796359692,0.3600627558391564,-0.15967299402876906
tfidf,1,4,10,fake,335,1,-0.07914923089242676,0.15612386427494934,-0.15967299402876906
tfidf,1,4,10,fake,343,0,0.5291772239170245,0.3873430276189615,-0.15967299402876906
tfidf,1,4,10,fake,347,1,0.22940558397211386,0.1709487114161501,-0.15967299402876906
tfidf,1,4,10,fake,351,1,0.8331745859348387,0.3575328861066242,-0.15967299402876906
tfidf,1,4,10,fake,374,0,0.35027259238276837,0.18274289895185375,-0.15967299402876906
tfidf,1,4,10,fake,377,1,0.20811625829740038,-0.19194611721217764,-0.15967299402876906
tfidf,1,4,10,fake,389,1,0.20443521116420155,-0.07779258682136767,-0.15967299402876906
tfidf,1,4,10,fake,414,1,-0.27100556567713463,-0.0394464367105444,-0.15967299402876906
tfidf,1,4,10,fake,415,0,-0.752725231480988,-0.6089870373692732,-0.15967299402876906
tfidf,1,4,10,fake,419,0,-0.641554699097783,-0.3899335512111712,-0.15967299402876906
tfidf,1,4,10,fake,445,0,-0.45966218624871924,-0.5273106011204962,-0.15967299402876906
tfidf,1,4,10,fake,448,1,-0.11575636906524031,-0.07336614282023185,-0.15967299402876906
tfidf,1,4,10,fake,449,0,-0.5731410436085246,-0.3979013038616407,-0.15967299402876906
tfidf,1,4,10,fake,455,0,-0.7034638444605144,-0.641251355979221,-0.15967299402876906
tfidf,1,4,10,fake,458,0,-0.14129796076240503,-0.1868841049511308,-0.15967299402876906
tfidf,1,4,10,fake,463,0,-0.821189131942134,-0.4747914937853403,-0.15967299402876906
tfidf,1,4,10,fake,464,0,-0.8337113234195364,-0.6187149201438833,-0.15967299402876906
tfidf,1,4,10,fake,471,0,-0.861635663727115,-0.4936742774569272,-0.15967299402876906
tfidf,1,4,10,fake,472,0,-0.5987776852564959,-0.37167112030584476,-0.15967299402876906
tfidf,1,4,10,fake,477,0,-0.48262245092077427,-0.4630973411312486,-0.15967299402876906
tfidf,1,4,10,fake,478,0,0.1028342391543983,-0.10903220952658016,-0.15967299402876906
tfidf,1,4,10,fake,483,1,-0.10821818036555443,-0.001298740144500321,-0.15967299402876906
tfidf,1,4,10,fake,488,0,-0.6260831433412948,-0.3518435170449318,-0.15967299402876906
tfidf,1,4,10,fake,492,0,-0.5325598372322766,-0.5561236411932384,-0.15967299402876906
tfidf,1,5,10,fake,302,0,-0.2135217988787335,-0.10890264087825498,-0.13132131936899535
tfidf,1,5,10,fake,321,1,0.5415362834636385,0.3970207675249017,-0.13132131936899535
tfidf,1,5,10,fake,325,1,0.2704476289080334,0.2978924908450408,-0.13132131936899535
tfidf,1,5,10,fake,330,1,0.2077544766388804,0.19739800260819074,-0.13132131936899535
tfidf,1,5,10,fake,333,0,0.18280162927725088,0.2087664993873124,-0.13132131936899535
tfidf,1,5,10,fake,336,0,-0.1522213149339816,0.12809462932024668,-0.13132131936899535
tfidf,1,5,10,fake,340,0,-0.0532169633523252,0.09698344238058129,-0.13132131936899535
tfidf,1,5,10,fake,341,0,0.04387599236450876,0.19195899669730543,-0.13132131936899535
tfidf,1,5,10,fake,348,1,0.3246644346336065,0.35626683891543376,-0.13132131936899535
tfidf,1,5,10,fake,350,1,0.6595478683415626,0.27302176292367364,-0.13132131936899535
tfidf,1,5,10,fake,360,0,0.14136242564500892,0.07888997667821326,-0.13132131936899535
tfidf,1,5,10,fake,368,0,-0.18245463691769112,-0.2052341268463366,-0.13132131936899535
tfidf,1,5,10,fake,370,0,-0.42067493272267786,-0.4944473646102621,-0.13132131936899535
tfidf,1,5,10,fake,385,0,-0.4136181715248177,-0.39628071716076024,-0.13132131936899535
tfidf,1,5,10,fake,388,1,-0.29184652443523174,-0.3825778544918765,-0.13132131936899535
tfidf,1,5,10,fake,406,0,-0.688547846903915,-0.5753465636170018,-0.13132131936899535
tfidf,1,5,10,fake,409,1,-0.2424247555064135,-0.2966501004157692,-0.13132131936899535
tfidf,1,5,10,fake,417,0,-0.2619257935703291,-0.1405613124954403,-0.13132131936899535
tfidf,1,5,10,fake,418,1,0.29562742332006153,-0.0345456725829153,-0.13132131936899535
tfidf,1,5,10,fake,428,0,-0.5742622866149637,-0.43212334505078626,-0.13132131936899535
tfidf,1,5,10,fake,429,0,-0.3098720876801796,-0.46624292102111586,-0.13132131936899535
tfidf,1,5,10,fake,434,0,-0.5525761303085714,-0.3288957708072259,-0.13132131936899535
tfidf,1,5,10,fake,437,0,-0.6267447712170022,-0.49033347193724075,-0.13132131936899535
tfidf,1,5,10,fake,441,1,0.036399678874018015,-0.07849373331192573,-0.13132131936899535
tfidf,1,5,10,fake,444,0,-0.36104583868423434,-0.30188107309573264,-0.13132131936899535
tfidf,1,5,10,fake,456,0,-0.7628888757634836,-0.6011396473338964,-0.13132131936899535
tfidf,1,5,10,fake,468,0,-0.7819225422296068,-0.46698757738781826,-0.13132131936899535
tfidf,1,5,10,fake,485,0,-0.6243201023194219,-0.4530822474078538,-0.13132131936899535
tfidf,1,1,11,fake,319,1,0.7021057344536314,0.2755474117587022,-0.17679388669548066
tfidf,1,1,11,fake,331,0,0.5432219623774535,0.18304399833014234,-0.17679388669548066
tfidf,1,1,11,fake,345,1,0.8086939082985112,0.37998242800337073,-0.17679388669548066
tfidf,1,1,11,fake,346,1,0.5869899020795952,0.3166878656602155,-0.17679388669548066
tfidf,1,1,11,fake,357,0,0.17424893858987572,0.028914818208041287,-0.17679388669548066
tfidf,1,1,11,fake,358,0,0.7132434506354575,0.19067318135676797,-0.17679388669548066
tfidf,1,1,11,fake,362,1,0.8394931311097791,0.2608308097981874,-0.17679388669548066
tfidf,1,1,11,fake,363,0,-0.34792521554752687,-0.3735957550144785,-0.17679388669548066
tfidf,1,1,11,fake,364,0,0.21956490972088683,-0.17315111512637557,-0.17679388669548066
tfidf,1,1,11,fake,369,0,-0.47973288928452734,-0.36687644929023205,-0.17679388669548066
tfidf,1,1,11,fake,372,1,0.43307543112848684,0.2621506098036995,-0.17679388669548066
tfidf,1,1,11,fake,391,0,-0.3189371511008544,-0.6167810178119948,-0.17679388669548066
tfidf,1,1,11,fake,400,0,-0.08969133717340501,-0.14297586228730277,-0.17679388669548066
tfidf,1,1,11,fake,402,1,0.16649611207276982,-0.034246783182292434,-0.17679388669548066
tfidf,1,1,11,fake,403,0,-0.7732268012224185,-0.5600687140594307,-0.17679388669548066
tfidf,1,1,11,fake,404,0,-0.14877459581218846,-0.4335171852588629,-0.17679388669548066
tfidf,1,1,11,fake,413,1,0.22845672511165488,-0.026747118679315007,-0.17679388669548066
tfidf,1,1,11,fake,416,0,-0.6674219809309218,-0.5578545687372356,-0.17679388669548066
tfidf,1,1,11,fake,420,0,-0.6247994165942848,-0.3806425299822871,-0.17679388669548066
tfidf,1,1,11,fake,423,0,-0.010122991979763837,-0.2663093583899916,-0.17679388669548066
tfidf,1,1,11,fake,426,1,0.1627744726375322,-0.022158711941505177,-0.17679388669548066
tfidf,1,1,11,fake,433,1,-0.8044783117208003,-0.6738769291116402,-0.17679388669548066
tfidf,1,1,11,fake,451,0,-0.07683748977276054,-0.10931581691650033,-0.17679388669548066
tfidf,1,1,11,fake,454,0,-0.6465184665506347,-0.6321932869523479,-0.17679388669548066
tfidf,1,1,11,fake,473,0,-0.6730468937290233,-0.5882286349262691,-0.17679388669548066
tfidf,1,1,11,fake,476,0,-0.7571731567280353,-0.6269311269369802,-0.17679388669548066
tfidf,1,1,11,fake,484,0,0.07099082344671064,-0.13781358496152074,-0.17679388669548066
tfidf,1,1,11,fake,487,0,-0.49836467990088756,-0.4271254924424159,-0.17679388669548066
tfidf,1,1,11,fake,490,0,-0.4997918674030498,-0.374606705592901,-0.17679388669548066
tfidf,1,2,11,fake,303,0,-0.05947879600921148,-0.013822285659219058,-0.15687048650349145
tfidf,1,2,11,fake,304,0,-0.14339331586550294,0.12020235486575107,-0.15687048650349145
tfidf,1,2,11,fake,310,0,-0.18105785517683134,0.23195806737392385,-0.15687048650349145
tfidf,1,2,11,fake,312,0,-0.07363397773220194,0.2330756101690937,-0.15687048650349145
tfidf,1,2,11,fake,316,0,0.4958109538235306,0.4468237839741175,-0.15687048650349145
tfidf,1,2,11,fake,324,0,0.3946167486007911,0.27362872403112803,-0.15687048650349145
tfidf,1,2,11,fake,328,0,-0.040327482966321215,0.21664931767906095,-0.15687048650349145
tfidf,1,2,11,fake,339,1,0.678980302242895,0.6979230916810563,-0.15687048650349145
tfidf,1,2,11,fake,353,1,0.4545021132787713,0.35186795289998163,-0.15687048650349145
tfidf,1,2,11,fake,355,1,0.298069787857245,0.17689094512770795,-0.15687048650349145
tfidf,1,2,11,fake,366,0,-0.6752103865695549,-0.405798557119738,-0.15687048650349145
tfidf,1,2,11,fake,375,0,-0.8677122997491687,-0.48140283891870916,-0.15687048650349145
tfidf,1,2,11,fake,376,1,0.2706636828277489,0.018182431239643276,-0.15687048650349145
tfidf,1,2,11,fake,379,0,-0.6051891427429491,-0.40738941993443123,-0.15687048650349145
tfidf,1,2,11,fake,381,1,-0.01713030805009233,-0.2611079872626801,-0.15687048650349145
tfidf,1,2,11,fake,382,0,-0.7173170968640924,-0.360025322858435,-0.15687048650349145
tfidf,1,2,11,fake,386,1,-0.4397938512671383,-0.4550486465400332,-0.15687048650349145
tfidf,1,2,11,fake,390,0,0.4590912606498587,0.1725213821443575,-0.15687048650349145
tfidf,1,2,11,fake,392,0,-0.6892278006229304,-0.5254281598712619,-0.15687048650349145
tfidf,1,2,11,fake,401,0,-0.6273176669642055,-0.48568170415328527,-0.15687048650349145
tfidf,1,2,11,fake,412,1,-0.6768288181914053,-0.6083495958540664,-0.15687048650349145
tfidf,1,2,11,fake,422,1,-0.4416647477770037,-0.27200379264711533,-0.15687048650349145
tfidf,1,2,11,fake,427,0,-0.8455677472277129,-0.5282519157971057,-0.15687048650349145
tfidf,1,2,11,fake,440,1,0.2352258333258551,0.1434933187099751,-0.15687048650349145
tfidf,1,2,11,fake,443,0,-0.6255068725325924,-0.44675722590272005,-0.15687048650349145
tfidf,1,2,11,fake,457,0,-0.7796409834236101,-0.4258006466337009,-0.15687048650349145
tfidf,1,2,11,fake,479,0,-0.6755226357134596,-0.4177157292182524,-0.15687048650349145
tfidf,1,2,11,fake,482,0,-0.6927938399912903,-0.46015558228851905,-0.15687048650349145
tfidf,1,2,11,fake,486,0,-0.8656459530272318,-0.6179812442348751,-0.15687048650349145
tfidf,1,3,11,fake,305,0,0.21591952103918835,0.2385692817460861,-0.1527325332380422
tfidf,1,3,11,fake,307,0,-0.3053960795741474,0.09689267946510677,-0.1527325332380422
tfidf,1,3,11,fake,313,0,0.07871423904770478,0.09021173465058885,-0.1527325332380422
tfidf,1,3,11,fake,315,0,-0.4202867179589273,0.08493874240896021,-0.1527325332380422
tfidf,1,3,11,fake,317,0,0.5428573247122302,0.16717751914776463,-0.1527325332380422
tfidf,1,3,11,fake,320,1,0.8391951036692248,0.3347816660348151,-0.1527325332380422
tfidf,1,3,11,fake,338,1,0.5515936605574887,0.11631571229772714,-0.1527325332380422
tfidf,1,3,11,fake,344,1,0.28425383537812343,0.04348246894310251,-0.1527325332380422
tfidf,1,3,11,fake,352,1,-0.21155043302602478,0.19604193940658304,-0.1527325332380422
tfidf,1,3,11,fake,356,1,0.5012796244081582,0.18290525223890053,-0.1527325332380422
tfidf,1,3,11,fake,367,1,0.6244235035244244,0.4060290561178451,-0.1527325332380422
tfidf,1,3,11,fake,371,0,-0.35897006036123,-0.41716374215928115,-0.1527325332380422
tfidf,1,3,11,fake,380,1,-0.4613726267864364,-0.21482231914987318,-0.1527325332380422
tfidf,1,3,11,fake,383,0,-0.4995768493028707,-0.39265765161766675,-0.1527325332380422
tfidf,1,3,11,fake,393,0,-0.548674928750991,-0.5268650364553736,-0.1527325332380422
tfidf,1,3,11,fake,395,0,-0.1850492584463646,-0.35468881199044866,-0.1527325332380422
tfidf,1,3,11,fake,397,0,-0.5467771325229672,-0.4514383909041546,-0.1527325332380422
tfidf,1,3,11,fake,425,0,0.3739369654898017,0.20039694147389692,-0.1527325332380422
tfidf,1,3,11,fake,430,0,0.02686477499655429,0.015526408788120033,-0.1527325332380422
tfidf,1,3,11,fake,436,0,-0.7352200754801274,-0.5445918694899308,-0.1527325332380422
tfidf,1,3,11,fake,439,0,-0.30106388568503345,-0.2868464728424261,-0.1527325332380422
tfidf,1,3,11,fake,446,0,-0.33886272860743694,-0.3941211235812655,-0.1527325332380422
tfidf,1,3,11,fake,447,0,-0.6311612402005569,-0.5449329757579855,-0.1527325332380422
tfidf,1,3,11,fake,459,1,0.10093028341543828,-0.006541535757036004,-0.1527325332380422
tfidf,1,3,11,fake,474,0,-0.7708908428382037,-0.5098914465697308,-0.1527325332380422
tfidf,1,3,11,fake,475,0,-0.7845665446857457,-0.6292475700989841,-0.1527325332380422
tfidf,1,3,11,fake,489,0,-0.6323107624981888,-0.562316659721737,-0.1527325332380422
tfidf,1,3,11,fake,491,0,-0.07275805921783857,-0.15240673963788867,-0.1527325332380422
tfidf,1,4,11,fake,318,0,-0.3460905048930942,0.15912635239204806,-0.15967299402876906
tfidf,1,4,11,fake,322,0,0.4747155509686242,0.31590404853263687,-0.15967299402876906
tfidf,1,4,11,fake,326,0,-0.2582354245206282,0.18902817888716247,-0.15967299402876906
tfidf,1,4,11,fake,327,0,0.3891506796359692,0.3668599898202264,-0.15967299402876906
tfidf,1,4,11,fake,335,1,-0.07914923089242676,0.16407375090231816,-0.15967299402876906
tfidf,1,4,11,fake,343,0,0.5291772239170245,0.4019637722298055,-0.15967299402876906
tfidf,1,4,11,fake,347,1,0.22940558397211386,0.16036783009990066,-0.15967299402876906
tfidf,1,4,11,fake,351,1,0.8331745859348387,0.4076383366119085,-0.15967299402876906
tfidf,1,4,11,fake,374,0,0.35027259238276837,0.21946285191454393,-0.15967299402876906
tfidf,1,4,11,fake,377,1,0.20811625829740038,-0.0850714383925812,-0.15967299402876906
tfidf,1,4,11,fake,389,1,0.20443521116420155,-0.08001017630293633,-0.15967299402876906
tfidf,1,4,11,fake,414,1,-0.27100556567713463,-0.06918657930280481,-0.15967299402876906
tfidf,1,4,11,fake,415,0,-0.752725231480988,-0.6106105920717558,-0.15967299402876906
tfidf,1,4,11,fake,419,0,-0.641554699097783,-0.40879057819609177,-0.15967299402876906
tfidf,1,4,11,fake,445,0,-0.45966218624871924,-0.5420054496850516,-0.15967299402876906
tfidf,1,4,11,fake,448,1,-0.11575636906524031,-0.07883905642195704,-0.15967299402876906
tfidf,1,4,11,fake,449,0,-0.5731410436085246,-0.3808970052330194,-0.15967299402876906
tfidf,1,4,11,fake,455,0,-0.7034638444605144,-0.59118927736122,-0.15967299402876906
tfidf,1,4,11,fake,458,0,-0.14129796076240503,-0.17696071377724779,-0.15967299402876906
tfidf,1,4,11,fake,463,0,-0.821189131942134,-0.5190017968258532,-0.15967299402876906
tfidf,1,4,11,fake,464,0,-0.8337113234195364,-0.5767393053485321,-0.15967299402876906
tfidf,1,4,11,fake,471,0,-0.861635663727115,-0.4851817513781391,-0.15967299402876906
tfidf,1,4,11,fake,472,0,-0.5987776852564959,-0.4626027306782451,-0.15967299402876906
tfidf,1,4,11,fake,477,0,-0.48262245092077427,-0.47765861776821694,-0.15967299402876906
tfidf,1,4,11,fake,478,0,0.1028342391543983,-0.09405897544662158,-0.15967299402876906
tfidf,1,4,11,fake,483,1,-0.10821818036555443,-0.033995894866320236,-0.15967299402876906
tfidf,1,4,11,fake,488,0,-0.6260831433412948,-0.3847596820637813,-0.15967299402876906
tfidf,1,4,11,fake,492,0,-0.5325598372322766,-0.5312899475755944,-0.15967299402876906
tfidf,1,5,11,fake,302,0,-0.2135217988787335,-0.08758941959338404,-0.13132131936899535
tfidf,1,5,11,fake,321,1,0.5415362834636385,0.3809771291742886,-0.13132131936899535
tfidf,1,5,11,fake,325,1,0.2704476289080334,0.3074943897600735,-0.13132131936899535
tfidf,1,5,11,fake,330,1,0.2077544766388804,0.18152751395472985,-0.13132131936899535
tfidf,1,5,11,fake,333,0,0.18280162927725088,0.1866897932602666,-0.13132131936899535
tfidf,1,5,11,fake,336,0,-0.1522213149339816,0.1252593340830783,-0.13132131936899535
tfidf,1,5,11,fake,340,0,-0.0532169633523252,0.09171035179199041,-0.13132131936899535
tfidf,1,5,11,fake,341,0,0.04387599236450876,0.140667345494392,-0.13132131936899535
tfidf,1,5,11,fake,348,1,0.3246644346336065,0.29686120993292653,-0.13132131936899535
tfidf,1,5,11,fake,350,1,0.6595478683415626,0.2597407309380966,-0.13132131936899535
tfidf,1,5,11,fake,360,0,0.14136242564500892,0.10516905168603297,-0.13132131936899535
tfidf,1,5,11,fake,368,0,-0.18245463691769112,-0.21515525817697395,-0.13132131936899535
tfidf,1,5,11,fake,370,0,-0.42067493272267786,-0.4612840858283064,-0.13132131936899535
tfidf,1,5,11,fake,385,0,-0.4136181715248177,-0.39248158882618367,-0.13132131936899535
tfidf,1,5,11,fake,388,1,-0.29184652443523174,-0.2671278426605192,-0.13132131936899535
tfidf,1,5,11,fake,406,0,-0.688547846903915,-0.51339808716653,-0.13132131936899535
tfidf,1,5,11,fake,409,1,-0.2424247555064135,-0.2966042000123821,-0.13132131936899535
tfidf,1,5,11,fake,417,0,-0.2619257935703291,-0.11302524580837806,-0.13132131936899535
tfidf,1,5,11,fake,418,1,0.29562742332006153,0.062163895395092206,-0.13132131936899535
tfidf,1,5,11,fake,428,0,-0.5742622866149637,-0.48575530472423967,-0.13132131936899535
tfidf,1,5,11,fake,429,0,-0.3098720876801796,-0.43318179057713524,-0.13132131936899535
tfidf,1,5,11,fake,434,0,-0.5525761303085714,-0.31497956456357706,-0.13132131936899535
tfidf,1,5,11,fake,437,0,-0.6267447712170022,-0.5397976678535373,-0.13132131936899535
tfidf,1,5,11,fake,441,1,0.036399678874018015,-0.13060658126761754,-0.13132131936899535
tfidf,1,5,11,fake,444,0,-0.36104583868423434,-0.365461257764652,-0.13132131936899535
tfidf,1,5,11,fake,456,0,-0.7628888757634836,-0.650213441907373,-0.13132131936899535
tfidf,1,5,11,fake,468,0,-0.7819225422296068,-0.4594999856975176,-0.13132131936899535
tfidf,1,5,11,fake,485,0,-0.6243201023194219,-0.4846819581979238,-0.13132131936899535
tfidf,1,1,12,fake,319,1,0.7021057344536314,0.39117259818326616,-0.17679388669548066
tfidf,1,1,12,fake,331,0,0.5432219623774535,0.16950748696850687,-0.17679388669548066
tfidf,1,1,12,fake,345,1,0.8086939082985112,0.3169230060000646,-0.17679388669548066
tfidf,1,1,12,fake,346,1,0.5869899020795952,0.30063685229496023,-0.17679388669548066
tfidf,1,1,12,fake,357,0,0.17424893858987572,0.044664849432967835,-0.17679388669548066
tfidf,1,1,12,fake,358,0,0.7132434506354575,0.1911401025322899,-0.17679388669548066
tfidf,1,1,12,fake,362,1,0.8394931311097791,0.20294210779295846,-0.17679388669548066
tfidf,1,1,12,fake,363,0,-0.34792521554752687,-0.3676037333795653,-0.17679388669548066
tfidf,1,1,12,fake,364,0,0.21956490972088683,-0.2020855541209182,-0.17679388669548066
tfidf,1,1,12,fake,369,0,-0.47973288928452734,-0.3730080667513241,-0.17679388669548066
tfidf,1,1,12,fake,372,1,0.43307543112848684,0.19530396888245222,-0.17679388669548066
tfidf,1,1,12,fake,391,0,-0.3189371511008544,-0.5741981889254737,-0.17679388669548066
tfidf,1,1,12,fake,400,0,-0.08969133717340501,-0.11497782134919687,-0.17679388669548066
tfidf,1,1,12,fake,402,1,0.16649611207276982,-0.053844860535098446,-0.17679388669548066
tfidf,1,1,12,fake,403,0,-0.7732268012224185,-0.541839777321411,-0.17679388669548066
tfidf,1,1,12,fake,404,0,-0.14877459581218846,-0.4658447163002202,-0.17679388669548066
tfidf,1,1,12,fake,413,1,0.22845672511165488,-0.08403167511973098,-0.17679388669548066
tfidf,1,1,12,fake,416,0,-0.6674219809309218,-0.5907203387424687,-0.17679388669548066
tfidf,1,1,12,fake,420,0,-0.6247994165942848,-0.38328505533559076,-0.17679388669548066
tfidf,1,1,12,fake,423,0,-0.010122991979763837,-0.27620813432065205,-0.17679388669548066
tfidf,1,1,12,fake,426,1,0.1627744726375322,-0.043777214585039026,-0.17679388669548066
tfidf,1,1,12,fake,433,1,-0.8044783117208003,-0.673563191360918,-0.17679388669548066
tfidf,1,1,12,fake,451,0,-0.07683748977276054,-0.10217366561690565,-0.17679388669548066
tfidf,1,1,12,fake,454,0,-0.6465184665506347,-0.6265061291938736,-0.17679388669548066
tfidf,1,1,12,fake,473,0,-0.6730468937290233,-0.5729652865845101,-0.17679388669548066
tfidf,1,1,12,fake,476,0,-0.7571731567280353,-0.5692591342238196,-0.17679388669548066
tfidf,1,1,12,fake,484,0,0.07099082344671064,-0.18710534135066156,-0.17679388669548066
tfidf,1,1,12,fake,487,0,-0.49836467990088756,-0.4160130467581094,-0.17679388669548066
tfidf,1,1,12,fake,490,0,-0.4997918674030498,-0.43037748306721485,-0.17679388669548066
tfidf,1,2,12,fake,303,0,-0.05947879600921148,0.009132816857751275,-0.15687048650349145
tfidf,1,2,12,fake,304,0,-0.14339331586550294,0.12269541020998201,-0.15687048650349145
tfidf,1,2,12,fake,310,0,-0.18105785517683134,0.24669366179022054,-0.15687048650349145
tfidf,1,2,12,fake,312,0,-0.07363397773220194,0.23164303097279684,-0.15687048650349145
tfidf,1,2,12,fake,316,0,0.4958109538235306,0.4900311295946004,-0.15687048650349145
tfidf,1,2,12,fake,324,0,0.3946167486007911,0.27776235235735736,-0.15687048650349145
tfidf,1,2,12,fake,328,0,-0.040327482966321215,0.21209205243603532,-0.15687048650349145
tfidf,1,2,12,fake,339,1,0.678980302242895,0.5448400116179897,-0.15687048650349145
tfidf,1,2,12,fake,353,1,0.4545021132787713,0.39231497127468706,-0.15687048650349145
tfidf,1,2,12,fake,355,1,0.298069787857245,0.16825531030741311,-0.15687048650349145
tfidf,1,2,12,fake,366,0,-0.6752103865695549,-0.43542900883710167,-0.15687048650349145
tfidf,1,2,12,fake,375,0,-0.8677122997491687,-0.445858507137212,-0.15687048650349145
tfidf,1,2,12,fake,376,1,0.2706636828277489,0.01206542943547273,-0.15687048650349145
tfidf,1,2,12,fake,379,0,-0.6051891427429491,-0.44124002108621396,-0.15687048650349145
tfidf,1,2,12,fake,381,1,-0.01713030805009233,-0.2759478911872668,-0.15687048650349145
tfidf,1,2,12,fake,382,0,-0.7173170968640924,-0.40837852896424254,-0.15687048650349145
tfidf,1,2,12,fake,386,1,-0.4397938512671383,-0.5063379960805189,-0.15687048650349145
tfidf,1,2,12,fake,390,0,0.4590912606498587,0.18617348535311054,-0.15687048650349145
tfidf,1,2,12,fake,392,0,-0.6892278006229304,-0.5068864367454726,-0.15687048650349145
tfidf,1,2,12,fake,401,0,-0.6273176669642055,-0.5016403189748532,-0.15687048650349145
tfidf,1,2,12,fake,412,1,-0.6768288181914053,-0.5977686321125202,-0.15687048650349145
tfidf,1,2,12,fake,422,1,-0.4416647477770037,-0.25528754634405776,-0.15687048650349145
tfidf,1,2,12,fake,427,0,-0.8455677472277129,-0.5303363043076409,-0.15687048650349145
tfidf,1,2,12,fake,440,1,0.2352258333258551,0.07301026958388698,-0.15687048650349145
tfidf,1,2,12,fake,443,0,-0.6255068725325924,-0.4339384134724157,-0.15687048650349145
tfidf,1,2,12,fake,457,0,-0.7796409834236101,-0.4168775579212157,-0.15687048650349145
tfidf,1,2,12,fake,479,0,-0.6755226357134596,-0.35067321637694393,-0.15687048650349145
tfidf,1,2,12,fake,482,0,-0.6927938399912903,-0.4803380146524495,-0.15687048650349145
tfidf,1,2,12,fake,486,0,-0.8656459530272318,-0.6175885825804964,-0.15687048650349145
tfidf,1,3,12,fake,305,0,0.21591952103918835,0.16585225394378555,-0.1527325332380422
tfidf,1,3,12,fake,307,0,-0.3053960795741474,0.08293849732157188,-0.1527325332380422
tfidf,1,3,12,fake,313,0,0.07871423904770478,0.09752036320488461,-0.1527325332380422
tfidf,1,3,12,fake,315,0,-0.4202867179589273,0.07590752690759525,-0.1527325332380422
tfidf,1,3,12,fake,317,0,0.5428573247122302,0.17781713830120893,-0.1527325332380422
tfidf,1,3,12,fake,320,1,0.8391951036692248,0.3175386036270026,-0.1527325332380422
tfidf,1,3,12,fake,338,1,0.5515936605574887,0.09191323639567767,-0.1527325332380422
tfidf,1,3,12,fake,344,1,0.28425383537812343,0.07112868931300276,-0.1527325332380422
tfidf,1,3,12,fake,352,1,-0.21155043302602478,0.1584284396365872,-0.1527325332380422
tfidf,1,3,12,fake,356,1,0.5012796244081582,0.19865039186491806,-0.1527325332380422
tfidf,1,3,12,fake,367,1,0.6244235035244244,0.3981517891215688,-0.1527325332380422
tfidf,1,3,12,fake,371,0,-0.35897006036123,-0.41432928808447217,-0.1527325332380422
tfidf,1,3,12,fake,380,1,-0.4613726267864364,-0.22642197620593654,-0.1527325332380422
tfidf,1,3,12,fake,383,0,-0.4995768493028707,-0.3848620985458895,-0.1527325332380422
tfidf,1,3,12,fake,393,0,-0.548674928750991,-0.5029781455541537,-0.1527325332380422
tfidf,1,3,12,fake,395,0,-0.1850492584463646,-0.361299083891154,-0.1527325332380422
tfidf,1,3,12,fake,397,0,-0.5467771325229672,-0.43636167076084026,-0.1527325332380422
tfidf,1,3,12,fake,425,0,0.3739369654898017,0.21623574424500341,-0.1527325332380422
