representation,repeat,outer_fold,draw,partition,label,recipient_index,donor_index,recipient_id,donor_id,self_match,same_label,donor_reuse_count,one_to_one
tfidf,1,1,74,train,0,55,102,374,439,False,True,1,True
tfidf,1,1,74,train,0,56,16,375,324,False,True,1,True
tfidf,1,1,74,train,0,59,71,379,393,False,True,1,True
tfidf,1,1,74,train,0,62,116,382,457,False,True,1,True
tfidf,1,1,74,train,0,63,100,383,436,False,True,1,True
tfidf,1,1,74,train,0,64,135,385,486,False,True,1,True
tfidf,1,1,74,train,0,68,95,390,428,False,True,1,True
tfidf,1,1,74,train,0,70,137,392,488,False,True,1,True
tfidf,1,1,74,train,0,71,64,393,385,False,True,1,True
tfidf,1,1,74,train,0,72,50,395,368,False,True,1,True
tfidf,1,1,74,train,0,73,122,397,471,False,True,1,True
tfidf,1,1,74,train,0,75,2,401,304,False,True,1,True
tfidf,1,1,74,train,0,79,97,406,430,False,True,1,True
tfidf,1,1,74,train,0,84,20,415,328,False,True,1,True
tfidf,1,1,74,train,0,86,138,417,489,False,True,1,True
tfidf,1,1,74,train,0,88,70,419,392,False,True,1,True
tfidf,1,1,74,train,0,92,88,425,419,False,True,1,True
tfidf,1,1,74,train,0,94,131,427,482,False,True,1,True
tfidf,1,1,74,train,0,95,84,428,415,False,True,1,True
tfidf,1,1,74,train,0,96,5,429,310,False,True,1,True
tfidf,1,1,74,train,0,97,15,430,322,False,True,1,True
tfidf,1,1,74,train,0,99,109,434,447,False,True,1,True
tfidf,1,1,74,train,0,100,117,436,458,False,True,1,True
tfidf,1,1,74,train,0,101,141,437,492,False,True,1,True
tfidf,1,1,74,train,0,102,121,439,468,False,True,1,True
tfidf,1,1,74,train,0,105,128,443,477,False,True,1,True
tfidf,1,1,74,train,0,106,130,444,479,False,True,1,True
tfidf,1,1,74,train,0,107,96,445,429,False,True,1,True
tfidf,1,1,74,train,0,108,107,446,445,False,True,1,True
tfidf,1,1,74,train,0,109,129,447,478,False,True,1,True
tfidf,1,1,74,train,0,111,18,449,326,False,True,1,True
tfidf,1,1,74,train,0,114,19,455,327,False,True,1,True
tfidf,1,1,74,train,0,115,30,456,343,False,True,1,True
tfidf,1,1,74,train,0,116,8,457,315,False,True,1,True
tfidf,1,1,74,train,0,117,63,458,383,False,True,1,True
tfidf,1,1,74,train,0,119,3,463,305,False,True,1,True
tfidf,1,1,74,train,0,120,134,464,485,False,True,1,True
tfidf,1,1,74,train,0,121,123,468,472,False,True,1,True
tfidf,1,1,74,train,0,122,44,471,360,False,True,1,True
tfidf,1,1,74,train,0,123,92,472,425,False,True,1,True
tfidf,1,1,74,train,0,125,23,474,333,False,True,1,True
tfidf,1,1,74,train,0,126,105,475,443,False,True,1,True
tfidf,1,1,74,train,0,128,53,477,371,False,True,1,True
tfidf,1,1,74,train,0,129,140,478,491,False,True,1,True
tfidf,1,1,74,train,0,130,62,479,382,False,True,1,True
tfidf,1,1,74,train,0,131,7,482,313,False,True,1,True
tfidf,1,1,74,train,0,134,10,485,317,False,True,1,True
tfidf,1,1,74,train,0,135,29,486,341,False,True,1,True
tfidf,1,1,74,train,0,137,28,488,340,False,True,1,True
tfidf,1,1,74,train,0,138,73,489,397,False,True,1,True
tfidf,1,1,74,train,0,140,125,491,474,False,True,1,True
tfidf,1,1,74,train,0,141,56,492,375,False,True,1,True
tfidf,1,1,74,train,1,13,17,320,325,False,True,1,True
tfidf,1,1,74,train,1,14,27,321,339,False,True,1,True
tfidf,1,1,74,train,1,17,41,325,356,False,True,1,True
tfidf,1,1,74,train,1,21,83,330,414,False,True,1,True
tfidf,1,1,74,train,1,24,38,335,352,False,True,1,True
tfidf,1,1,74,train,1,26,81,338,412,False,True,1,True
tfidf,1,1,74,train,1,27,87,339,418,False,True,1,True
tfidf,1,1,74,train,1,31,26,344,338,False,True,1,True
tfidf,1,1,74,train,1,34,37,347,351,False,True,1,True
tfidf,1,1,74,train,1,35,21,348,330,False,True,1,True
tfidf,1,1,74,train,1,36,57,350,376,False,True,1,True
tfidf,1,1,74,train,1,37,61,351,381,False,True,1,True
tfidf,1,1,74,train,1,38,103,352,440,False,True,1,True
tfidf,1,1,74,train,1,39,49,353,367,False,True,1,True
tfidf,1,1,74,train,1,40,118,355,459,False,True,1,True
tfidf,1,1,74,train,1,41,80,356,409,False,True,1,True
tfidf,1,1,74,train,1,49,90,367,422,False,True,1,True
tfidf,1,1,74,train,1,57,39,376,353,False,True,1,True
tfidf,1,1,74,train,1,58,24,377,335,False,True,1,True
tfidf,1,1,74,train,1,60,13,380,320,False,True,1,True
tfidf,1,1,74,train,1,61,40,381,355,False,True,1,True
tfidf,1,1,74,train,1,65,34,386,347,False,True,1,True
tfidf,1,1,74,train,1,66,110,388,448,False,True,1,True
tfidf,1,1,74,train,1,67,66,389,388,False,True,1,True
tfidf,1,1,74,train,1,80,58,409,377,False,True,1,True
tfidf,1,1,74,train,1,81,36,412,350,False,True,1,True
tfidf,1,1,74,train,1,83,35,414,348,False,True,1,True
tfidf,1,1,74,train,1,87,132,418,483,False,True,1,True
tfidf,1,1,74,train,1,90,31,422,344,False,True,1,True
tfidf,1,1,74,train,1,103,60,440,380,False,True,1,True
tfidf,1,1,74,train,1,104,65,441,386,False,True,1,True
tfidf,1,1,74,train,1,110,14,448,321,False,True,1,True
tfidf,1,1,74,train,1,118,67,459,389,False,True,1,True
tfidf,1,1,74,train,1,132,104,483,441,False,True,1,True
tfidf,1,1,75,test,0,22,139,331,490,False,True,1,True
tfidf,1,1,75,test,0,42,69,357,391,False,True,1,True
tfidf,1,1,75,test,0,43,136,358,487,False,True,1,True
tfidf,1,1,75,test,0,46,22,363,331,False,True,1,True
tfidf,1,1,75,test,0,47,85,364,416,False,True,1,True
tfidf,1,1,75,test,0,51,42,369,357,False,True,1,True
tfidf,1,1,75,test,0,69,46,391,363,False,True,1,True
tfidf,1,1,75,test,0,74,133,400,484,False,True,1,True
tfidf,1,1,75,test,0,77,91,403,423,False,True,1,True
tfidf,1,1,75,test,0,78,51,404,369,False,True,1,True
tfidf,1,1,75,test,0,85,124,416,473,False,True,1,True
tfidf,1,1,75,test,0,89,77,420,403,False,True,1,True
tfidf,1,1,75,test,0,91,43,423,358,False,True,1,True
tfidf,1,1,75,test,0,112,89,451,420,False,True,1,True
tfidf,1,1,75,test,0,113,127,454,476,False,True,1,True
tfidf,1,1,75,test,0,124,113,473,454,False,True,1,True
tfidf,1,1,75,test,0,127,78,476,404,False,True,1,True
tfidf,1,1,75,test,0,133,74,484,400,False,True,1,True
tfidf,1,1,75,test,0,136,112,487,451,False,True,1,True
tfidf,1,1,75,test,0,139,47,490,364,False,True,1,True
tfidf,1,1,75,test,1,12,32,319,345,False,True,1,True
tfidf,1,1,75,test,1,32,82,345,413,False,True,1,True
tfidf,1,1,75,test,1,33,54,346,372,False,True,1,True
tfidf,1,1,75,test,1,45,98,362,433,False,True,1,True
tfidf,1,1,75,test,1,54,12,372,319,False,True,1,True
tfidf,1,1,75,test,1,76,33,402,346,False,True,1,True
tfidf,1,1,75,test,1,82,93,413,426,False,True,1,True
tfidf,1,1,75,test,1,93,45,426,362,False,True,1,True
tfidf,1,1,75,test,1,98,76,433,402,False,True,1,True
tfidf,1,1,75,train,0,0,68,302,390,False,True,1,True
tfidf,1,1,75,train,0,1,130,303,479,False,True,1,True
tfidf,1,1,75,train,0,2,100,304,436,False,True,1,True
tfidf,1,1,75,train,0,3,105,305,443,False,True,1,True
tfidf,1,1,75,train,0,4,63,307,383,False,True,1,True
tfidf,1,1,75,train,0,5,128,310,477,False,True,1,True
tfidf,1,1,75,train,0,6,141,312,492,False,True,1,True
tfidf,1,1,75,train,0,7,75,313,401,False,True,1,True
tfidf,1,1,75,train,0,8,126,315,475,False,True,1,True
tfidf,1,1,75,train,0,9,102,316,439,False,True,1,True
tfidf,1,1,75,train,0,10,109,317,447,False,True,1,True
tfidf,1,1,75,train,0,11,0,318,302,False,True,1,True
tfidf,1,1,75,train,0,15,5,322,310,False,True,1,True
tfidf,1,1,75,train,0,16,52,324,370,False,True,1,True
tfidf,1,1,75,train,0,18,135,326,486,False,True,1,True
tfidf,1,1,75,train,0,19,6,327,312,False,True,1,True
tfidf,1,1,75,train,0,20,117,328,458,False,True,1,True
tfidf,1,1,75,train,0,23,95,333,428,False,True,1,True
tfidf,1,1,75,train,0,25,9,336,316,False,True,1,True
tfidf,1,1,75,train,0,28,11,340,318,False,True,1,True
tfidf,1,1,75,train,0,29,71,341,393,False,True,1,True
tfidf,1,1,75,train,0,30,97,343,430,False,True,1,True
tfidf,1,1,75,train,0,44,73,360,397,False,True,1,True
tfidf,1,1,75,train,0,48,44,366,360,False,True,1,True
tfidf,1,1,75,train,0,50,2,368,304,False,True,1,True
tfidf,1,1,75,train,0,52,15,370,322,False,True,1,True
tfidf,1,1,75,train,0,53,140,371,491,False,True,1,True
tfidf,1,1,75,train,0,55,137,374,488,False,True,1,True
tfidf,1,1,75,train,0,56,10,375,317,False,True,1,True
tfidf,1,1,75,train,0,59,7,379,313,False,True,1,True
tfidf,1,1,75,train,0,62,138,382,489,False,True,1,True
tfidf,1,1,75,train,0,63,64,383,385,False,True,1,True
tfidf,1,1,75,train,0,64,59,385,379,False,True,1,True
tfidf,1,1,75,train,0,68,20,390,328,False,True,1,True
tfidf,1,1,75,train,0,70,107,392,445,False,True,1,True
tfidf,1,1,75,train,0,71,134,393,485,False,True,1,True
tfidf,1,1,75,train,0,72,99,395,434,False,True,1,True
tfidf,1,1,75,train,0,73,116,397,457,False,True,1,True
tfidf,1,1,75,train,0,75,129,401,478,False,True,1,True
tfidf,1,1,75,train,0,79,28,406,340,False,True,1,True
tfidf,1,1,75,train,0,84,1,415,303,False,True,1,True
tfidf,1,1,75,train,0,86,119,417,463,False,True,1,True
tfidf,1,1,75,train,0,88,3,419,305,False,True,1,True
tfidf,1,1,75,train,0,92,53,425,371,False,True,1,True
tfidf,1,1,75,train,0,94,106,427,444,False,True,1,True
tfidf,1,1,75,train,0,95,79,428,406,False,True,1,True
tfidf,1,1,75,train,0,96,86,429,417,False,True,1,True
tfidf,1,1,75,train,0,97,23,430,333,False,True,1,True
tfidf,1,1,75,train,0,99,62,434,382,False,True,1,True
tfidf,1,1,75,train,0,100,94,436,427,False,True,1,True
tfidf,1,1,75,train,0,101,131,437,482,False,True,1,True
tfidf,1,1,75,train,0,102,30,439,343,False,True,1,True
tfidf,1,1,75,train,0,105,48,443,366,False,True,1,True
tfidf,1,1,75,train,0,106,84,444,415,False,True,1,True
tfidf,1,1,75,train,0,107,50,445,368,False,True,1,True
tfidf,1,1,75,train,0,108,4,446,307,False,True,1,True
tfidf,1,1,75,train,0,109,108,447,446,False,True,1,True
tfidf,1,1,75,train,0,111,72,449,395,False,True,1,True
tfidf,1,1,75,train,0,114,123,455,472,False,True,1,True
tfidf,1,1,75,train,0,115,101,456,437,False,True,1,True
tfidf,1,1,75,train,0,116,122,457,471,False,True,1,True
tfidf,1,1,75,train,0,117,29,458,341,False,True,1,True
tfidf,1,1,75,train,0,119,115,463,456,False,True,1,True
tfidf,1,1,75,train,0,120,19,464,327,False,True,1,True
tfidf,1,1,75,train,0,121,16,468,324,False,True,1,True
tfidf,1,1,75,train,0,122,55,471,374,False,True,1,True
tfidf,1,1,75,train,0,123,70,472,392,False,True,1,True
tfidf,1,1,75,train,0,125,8,474,315,False,True,1,True
tfidf,1,1,75,train,0,126,18,475,326,False,True,1,True
tfidf,1,1,75,train,0,128,92,477,425,False,True,1,True
tfidf,1,1,75,train,0,129,88,478,419,False,True,1,True
tfidf,1,1,75,train,0,130,121,479,468,False,True,1,True
tfidf,1,1,75,train,0,131,56,482,375,False,True,1,True
tfidf,1,1,75,train,0,134,125,485,474,False,True,1,True
tfidf,1,1,75,train,0,135,96,486,429,False,True,1,True
tfidf,1,1,75,train,0,137,120,488,464,False,True,1,True
tfidf,1,1,75,train,0,138,114,489,455,False,True,1,True
tfidf,1,1,75,train,0,140,25,491,336,False,True,1,True
tfidf,1,1,75,train,0,141,111,492,449,False,True,1,True
tfidf,1,1,75,train,1,13,58,320,377,False,True,1,True
tfidf,1,1,75,train,1,14,60,321,380,False,True,1,True
tfidf,1,1,75,train,1,17,66,325,388,False,True,1,True
tfidf,1,1,75,train,1,21,31,330,344,False,True,1,True
tfidf,1,1,75,train,1,24,132,335,483,False,True,1,True
tfidf,1,1,75,train,1,26,21,338,330,False,True,1,True
tfidf,1,1,75,train,1,27,57,339,376,False,True,1,True
tfidf,1,1,75,train,1,31,81,344,412,False,True,1,True
tfidf,1,1,75,train,1,34,49,347,367,False,True,1,True
tfidf,1,1,75,train,1,35,41,348,356,False,True,1,True
tfidf,1,1,75,train,1,36,27,350,339,False,True,1,True
tfidf,1,1,75,train,1,37,36,351,350,False,True,1,True
tfidf,1,1,75,train,1,38,103,352,440,False,True,1,True
tfidf,1,1,75,train,1,39,38,353,352,False,True,1,True
tfidf,1,1,75,train,1,40,13,355,320,False,True,1,True
tfidf,1,1,75,train,1,41,104,356,441,False,True,1,True
tfidf,1,1,75,train,1,49,14,367,321,False,True,1,True
tfidf,1,1,75,train,1,57,90,376,422,False,True,1,True
tfidf,1,1,75,train,1,58,83,377,414,False,True,1,True
tfidf,1,1,75,train,1,60,110,380,448,False,True,1,True
tfidf,1,1,75,train,1,61,67,381,389,False,True,1,True
tfidf,1,1,75,train,1,65,118,386,459,False,True,1,True
tfidf,1,1,75,train,1,66,26,388,338,False,True,1,True
tfidf,1,1,75,train,1,67,80,389,409,False,True,1,True
tfidf,1,1,75,train,1,80,35,409,348,False,True,1,True
tfidf,1,1,75,train,1,81,24,412,335,False,True,1,True
tfidf,1,1,75,train,1,83,39,414,353,False,True,1,True
tfidf,1,1,75,train,1,87,40,418,355,False,True,1,True
tfidf,1,1,75,train,1,90,65,422,386,False,True,1,True
tfidf,1,1,75,train,1,103,34,440,347,False,True,1,True
tfidf,1,1,75,train,1,104,61,441,381,False,True,1,True
tfidf,1,1,75,train,1,110,17,448,325,False,True,1,True
tfidf,1,1,75,train,1,118,37,459,351,False,True,1,True
tfidf,1,1,75,train,1,132,87,483,418,False,True,1,True
tfidf,1,1,76,test,0,22,42,331,357,False,True,1,True
tfidf,1,1,76,test,0,42,74,357,400,False,True,1,True
tfidf,1,1,76,test,0,43,46,358,363,False,True,1,True
tfidf,1,1,76,test,0,46,47,363,364,False,True,1,True
tfidf,1,1,76,test,0,47,133,364,484,False,True,1,True
tfidf,1,1,76,test,0,51,139,369,490,False,True,1,True
tfidf,1,1,76,test,0,69,113,391,454,False,True,1,True
tfidf,1,1,76,test,0,74,127,400,476,False,True,1,True
tfidf,1,1,76,test,0,77,43,403,358,False,True,1,True
tfidf,1,1,76,test,0,78,136,404,487,False,True,1,True
tfidf,1,1,76,test,0,85,22,416,331,False,True,1,True
tfidf,1,1,76,test,0,89,78,420,404,False,True,1,True
tfidf,1,1,76,test,0,91,89,423,420,False,True,1,True
tfidf,1,1,76,test,0,112,91,451,423,False,True,1,True
tfidf,1,1,76,test,0,113,85,454,416,False,True,1,True
tfidf,1,1,76,test,0,124,69,473,391,False,True,1,True
tfidf,1,1,76,test,0,127,112,476,451,False,True,1,True
tfidf,1,1,76,test,0,133,51,484,369,False,True,1,True
tfidf,1,1,76,test,0,136,77,487,403,False,True,1,True
tfidf,1,1,76,test,0,139,124,490,473,False,True,1,True
tfidf,1,1,76,test,1,12,98,319,433,False,True,1,True
tfidf,1,1,76,test,1,32,76,345,402,False,True,1,True
tfidf,1,1,76,test,1,33,93,346,426,False,True,1,True
tfidf,1,1,76,test,1,45,12,362,319,False,True,1,True
tfidf,1,1,76,test,1,54,32,372,345,False,True,1,True
tfidf,1,1,76,test,1,76,33,402,346,False,True,1,True
tfidf,1,1,76,test,1,82,45,413,362,False,True,1,True
tfidf,1,1,76,test,1,93,82,426,413,False,True,1,True
tfidf,1,1,76,test,1,98,54,433,372,False,True,1,True
tfidf,1,1,76,train,0,0,16,302,324,False,True,1,True
tfidf,1,1,76,train,0,1,30,303,343,False,True,1,True
tfidf,1,1,76,train,0,2,10,304,317,False,True,1,True
tfidf,1,1,76,train,0,3,123,305,472,False,True,1,True
tfidf,1,1,76,train,0,4,108,307,446,False,True,1,True
tfidf,1,1,76,train,0,5,52,310,370,False,True,1,True
tfidf,1,1,76,train,0,6,107,312,445,False,True,1,True
tfidf,1,1,76,train,0,7,105,313,443,False,True,1,True
tfidf,1,1,76,train,0,8,116,315,457,False,True,1,True
tfidf,1,1,76,train,0,9,18,316,326,False,True,1,True
tfidf,1,1,76,train,0,10,92,317,425,False,True,1,True
tfidf,1,1,76,train,0,11,72,318,395,False,True,1,True
tfidf,1,1,76,train,0,15,88,322,419,False,True,1,True
tfidf,1,1,76,train,0,16,135,324,486,False,True,1,True
tfidf,1,1,76,train,0,18,120,326,464,False,True,1,True
tfidf,1,1,76,train,0,19,134,327,485,False,True,1,True
tfidf,1,1,76,train,0,20,140,328,491,False,True,1,True
tfidf,1,1,76,train,0,23,71,333,393,False,True,1,True
tfidf,1,1,76,train,0,25,68,336,390,False,True,1,True
tfidf,1,1,76,train,0,28,29,340,341,False,True,1,True
tfidf,1,1,76,train,0,29,99,341,434,False,True,1,True
tfidf,1,1,76,train,0,30,63,343,383,False,True,1,True
tfidf,1,1,76,train,0,44,101,360,437,False,True,1,True
tfidf,1,1,76,train,0,48,20,366,328,False,True,1,True
tfidf,1,1,76,train,0,50,70,368,392,False,True,1,True
tfidf,1,1,76,train,0,52,4,370,307,False,True,1,True
tfidf,1,1,76,train,0,53,28,371,340,False,True,1,True
tfidf,1,1,76,train,0,55,114,374,455,False,True,1,True
tfidf,1,1,76,train,0,56,11,375,318,False,True,1,True
tfidf,1,1,76,train,0,59,75,379,401,False,True,1,True
tfidf,1,1,76,train,0,62,102,382,439,False,True,1,True
tfidf,1,1,76,train,0,63,55,383,374,False,True,1,True
tfidf,1,1,76,train,0,64,15,385,322,False,True,1,True
tfidf,1,1,76,train,0,68,117,390,458,False,True,1,True
tfidf,1,1,76,train,0,70,53,392,371,False,True,1,True
tfidf,1,1,76,train,0,71,3,393,305,False,True,1,True
tfidf,1,1,76,train,0,72,79,395,406,False,True,1,True
tfidf,1,1,76,train,0,73,128,397,477,False,True,1,True
tfidf,1,1,76,train,0,75,9,401,316,False,True,1,True
tfidf,1,1,76,train,0,79,50,406,368,False,True,1,True
tfidf,1,1,76,train,0,84,19,415,327,False,True,1,True
tfidf,1,1,76,train,0,86,2,417,304,False,True,1,True
tfidf,1,1,76,train,0,88,8,419,315,False,True,1,True
tfidf,1,1,76,train,0,92,23,425,333,False,True,1,True
tfidf,1,1,76,train,0,94,48,427,366,False,True,1,True
tfidf,1,1,76,train,0,95,5,428,310,False,True,1,True
tfidf,1,1,76,train,0,96,111,429,449,False,True,1,True
tfidf,1,1,76,train,0,97,56,430,375,False,True,1,True
tfidf,1,1,76,train,0,99,106,434,444,False,True,1,True
tfidf,1,1,76,train,0,100,25,436,336,False,True,1,True
tfidf,1,1,76,train,0,101,126,437,475,False,True,1,True
tfidf,1,1,76,train,0,102,86,439,417,False,True,1,True
tfidf,1,1,76,train,0,105,97,443,430,False,True,1,True
tfidf,1,1,76,train,0,106,44,444,360,False,True,1,True
tfidf,1,1,76,train,0,107,138,445,489,False,True,1,True
tfidf,1,1,76,train,0,108,59,446,379,False,True,1,True
tfidf,1,1,76,train,0,109,130,447,479,False,True,1,True
tfidf,1,1,76,train,0,111,1,449,303,False,True,1,True
tfidf,1,1,76,train,0,114,109,455,447,False,True,1,True
tfidf,1,1,76,train,0,115,95,456,428,False,True,1,True
tfidf,1,1,76,train,0,116,0,457,302,False,True,1,True
tfidf,1,1,76,train,0,117,119,458,463,False,True,1,True
tfidf,1,1,76,train,0,119,125,463,474,False,True,1,True
tfidf,1,1,76,train,0,120,115,464,456,False,True,1,True
tfidf,1,1,76,train,0,121,73,468,397,False,True,1,True
tfidf,1,1,76,train,0,122,141,471,492,False,True,1,True
tfidf,1,1,76,train,0,123,100,472,436,False,True,1,True
tfidf,1,1,76,train,0,125,84,474,415,False,True,1,True
tfidf,1,1,76,train,0,126,7,475,313,False,True,1,True
tfidf,1,1,76,train,0,128,94,477,427,False,True,1,True
tfidf,1,1,76,train,0,129,122,478,471,False,True,1,True
tfidf,1,1,76,train,0,130,64,479,385,False,True,1,True
tfidf,1,1,76,train,0,131,137,482,488,False,True,1,True
tfidf,1,1,76,train,0,134,96,485,429,False,True,1,True
tfidf,1,1,76,train,0,135,129,486,478,False,True,1,True
tfidf,1,1,76,train,0,137,62,488,382,False,True,1,True
tfidf,1,1,76,train,0,138,121,489,468,False,True,1,True
tfidf,1,1,76,train,0,140,6,491,312,False,True,1,True
tfidf,1,1,76,train,0,141,131,492,482,False,True,1,True
tfidf,1,1,76,train,1,13,65,320,386,False,True,1,True
tfidf,1,1,76,train,1,14,38,321,352,False,True,1,True
tfidf,1,1,76,train,1,17,41,325,356,False,True,1,True
tfidf,1,1,76,train,1,21,26,330,338,False,True,1,True
tfidf,1,1,76,train,1,24,104,335,441,False,True,1,True
tfidf,1,1,76,train,1,26,110,338,448,False,True,1,True
tfidf,1,1,76,train,1,27,49,339,367,False,True,1,True
tfidf,1,1,76,train,1,31,83,344,414,False,True,1,True
tfidf,1,1,76,train,1,34,57,347,376,False,True,1,True
tfidf,1,1,76,train,1,35,40,348,355,False,True,1,True
tfidf,1,1,76,train,1,36,90,350,422,False,True,1,True
tfidf,1,1,76,train,1,37,80,351,409,False,True,1,True
tfidf,1,1,76,train,1,38,37,352,351,False,True,1,True
tfidf,1,1,76,train,1,39,27,353,339,False,True,1,True
tfidf,1,1,76,train,1,40,61,355,381,False,True,1,True
tfidf,1,1,76,train,1,41,17,356,325,False,True,1,True
tfidf,1,1,76,train,1,49,60,367,380,False,True,1,True
tfidf,1,1,76,train,1,57,81,376,412,False,True,1,True
tfidf,1,1,76,train,1,58,67,377,389,False,True,1,True
tfidf,1,1,76,train,1,60,14,380,321,False,True,1,True
tfidf,1,1,76,train,1,61,103,381,440,False,True,1,True
tfidf,1,1,76,train,1,65,24,386,335,False,True,1,True
tfidf,1,1,76,train,1,66,132,388,483,False,True,1,True
tfidf,1,1,76,train,1,67,21,389,330,False,True,1,True
tfidf,1,1,76,train,1,80,58,409,377,False,True,1,True
tfidf,1,1,76,train,1,81,35,412,348,False,True,1,True
tfidf,1,1,76,train,1,83,87,414,418,False,True,1,True
tfidf,1,1,76,train,1,87,39,418,353,False,True,1,True
tfidf,1,1,76,train,1,90,36,422,350,False,True,1,True
tfidf,1,1,76,train,1,103,13,440,320,False,True,1,True
tfidf,1,1,76,train,1,104,34,441,347,False,True,1,True
tfidf,1,1,76,train,1,110,118,448,459,False,True,1,True
tfidf,1,1,76,train,1,118,66,459,388,False,True,1,True
tfidf,1,1,76,train,1,132,31,483,344,False,True,1,True
tfidf,1,1,77,test,0,22,46,331,363,False,True,1,True
tfidf,1,1,77,test,0,42,91,357,423,False,True,1,True
tfidf,1,1,77,test,0,43,69,358,391,False,True,1,True
tfidf,1,1,77,test,0,46,42,363,357,False,True,1,True
tfidf,1,1,77,test,0,47,78,364,404,False,True,1,True
tfidf,1,1,77,test,0,51,89,369,420,False,True,1,True
tfidf,1,1,77,test,0,69,113,391,454,False,True,1,True
tfidf,1,1,77,test,0,74,43,400,358,False,True,1,True
tfidf,1,1,77,test,0,77,127,403,476,False,True,1,True
tfidf,1,1,77,test,0,78,22,404,331,False,True,1,True
tfidf,1,1,77,test,0,85,77,416,403,False,True,1,True
tfidf,1,1,77,test,0,89,112,420,451,False,True,1,True
tfidf,1,1,77,test,0,91,74,423,400,False,True,1,True
tfidf,1,1,77,test,0,112,51,451,369,False,True,1,True
tfidf,1,1,77,test,0,113,133,454,484,False,True,1,True
tfidf,1,1,77,test,0,124,139,473,490,False,True,1,True
tfidf,1,1,77,test,0,127,85,476,416,False,True,1,True
tfidf,1,1,77,test,0,133,124,484,473,False,True,1,True
tfidf,1,1,77,test,0,136,47,487,364,False,True,1,True
tfidf,1,1,77,test,0,139,136,490,487,False,True,1,True
tfidf,1,1,77,test,1,12,45,319,362,False,True,1,True
tfidf,1,1,77,test,1,32,93,345,426,False,True,1,True
tfidf,1,1,77,test,1,33,76,346,402,False,True,1,True
tfidf,1,1,77,test,1,45,98,362,433,False,True,1,True
tfidf,1,1,77,test,1,54,12,372,319,False,True,1,True
tfidf,1,1,77,test,1,76,82,402,413,False,True,1,True
tfidf,1,1,77,test,1,82,33,413,346,False,True,1,True
tfidf,1,1,77,test,1,93,54,426,372,False,True,1,True
tfidf,1,1,77,test,1,98,32,433,345,False,True,1,True
tfidf,1,1,77,train,0,0,48,302,366,False,True,1,True
tfidf,1,1,77,train,0,1,44,303,360,False,True,1,True
tfidf,1,1,77,train,0,2,106,304,444,False,True,1,True
tfidf,1,1,77,train,0,3,119,305,463,False,True,1,True
tfidf,1,1,77,train,0,4,11,307,318,False,True,1,True
tfidf,1,1,77,train,0,5,140,310,491,False,True,1,True
tfidf,1,1,77,train,0,6,53,312,371,False,True,1,True
tfidf,1,1,77,train,0,7,117,313,458,False,True,1,True
tfidf,1,1,77,train,0,8,0,315,302,False,True,1,True
tfidf,1,1,77,train,0,9,70,316,392,False,True,1,True
tfidf,1,1,77,train,0,10,125,317,474,False,True,1,True
tfidf,1,1,77,train,0,11,6,318,312,False,True,1,True
tfidf,1,1,77,train,0,15,56,322,375,False,True,1,True
tfidf,1,1,77,train,0,16,25,324,336,False,True,1,True
tfidf,1,1,77,train,0,18,52,326,370,False,True,1,True
tfidf,1,1,77,train,0,19,68,327,390,False,True,1,True
tfidf,1,1,77,train,0,20,4,328,307,False,True,1,True
tfidf,1,1,77,train,0,23,88,333,419,False,True,1,True
tfidf,1,1,77,train,0,25,105,336,443,False,True,1,True
tfidf,1,1,77,train,0,28,130,340,479,False,True,1,True
tfidf,1,1,77,train,0,29,55,341,374,False,True,1,True
tfidf,1,1,77,train,0,30,2,343,304,False,True,1,True
tfidf,1,1,77,train,0,44,129,360,478,False,True,1,True
tfidf,1,1,77,train,0,48,122,366,471,False,True,1,True
tfidf,1,1,77,train,0,50,138,368,489,False,True,1,True
tfidf,1,1,77,train,0,52,62,370,382,False,True,1,True
tfidf,1,1,77,train,0,53,50,371,368,False,True,1,True
tfidf,1,1,77,train,0,55,141,374,492,False,True,1,True
tfidf,1,1,77,train,0,56,73,375,397,False,True,1,True
tfidf,1,1,77,train,0,59,120,379,464,False,True,1,True
tfidf,1,1,77,train,0,62,5,382,310,False,True,1,True
tfidf,1,1,77,train,0,63,16,383,324,False,True,1,True
tfidf,1,1,77,train,0,64,108,385,446,False,True,1,True
tfidf,1,1,77,train,0,68,107,390,445,False,True,1,True
tfidf,1,1,77,train,0,70,95,392,428,False,True,1,True
tfidf,1,1,77,train,0,71,92,393,425,False,True,1,True
tfidf,1,1,77,train,0,72,96,395,429,False,True,1,True
tfidf,1,1,77,train,0,73,94,397,427,False,True,1,True
tfidf,1,1,77,train,0,75,7,401,313,False,True,1,True
tfidf,1,1,77,train,0,79,1,406,303,False,True,1,True
tfidf,1,1,77,train,0,84,59,415,379,False,True,1,True
tfidf,1,1,77,train,0,86,111,417,449,False,True,1,True
tfidf,1,1,77,train,0,88,18,419,326,False,True,1,True
tfidf,1,1,77,train,0,92,19,425,327,False,True,1,True
tfidf,1,1,77,train,0,94,20,427,328,False,True,1,True
tfidf,1,1,77,train,0,95,30,428,343,False,True,1,True
tfidf,1,1,77,train,0,96,126,429,475,False,True,1,True
tfidf,1,1,77,train,0,97,109,430,447,False,True,1,True
tfidf,1,1,77,train,0,99,86,434,417,False,True,1,True
tfidf,1,1,77,train,0,100,72,436,395,False,True,1,True
