block,feature,source_side,source_file,operational_definition,uses_phq_label,uses_source_score,interpretation_scope
R,protocol_prompt__influence_positive_04c30d8d__presence,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__isee_downer_3254dcac__count,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__isee_downer_3254dcac__presence,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__job_virtually_76ec132b__count,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__job_virtually_76ec132b__presence,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__kids_elaborate_b1f05f29__count,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__kids_elaborate_b1f05f29__presence,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__landed_trouble_153e303a__count,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__landed_trouble_153e303a__presence,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__last_argument_f2d0ea68__count,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__last_argument_f2d0ea68__presence,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__like_about_la_0b59da23__count,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__like_about_la_0b59da23__presence,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__like_what_2cb95c8d__count,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__like_what_2cb95c8d__presence,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__long_time_c86760b5__count,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__long_time_c86760b5__presence,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__makes_sense_5700d42d__count,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__makes_sense_5700d42d__presence,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__memorableb_f217397e__count,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__memorableb_f217397e__presence,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__memory_erase_b611c75b__count,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__memory_erase_b611c75b__presence,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__mhm_ef6117ca__count,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__mhm_ef6117ca__presence,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__mind_d42c0112__count,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__mind_d42c0112__presence,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__mm_b8d09b4d__count,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__mm_b8d09b4d__presence,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__more_e7c95b4c__count,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__more_e7c95b4c__presence,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__nice_5929e58a__count,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__nice_5929e58a__presence,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__often_backb_e04003c9__count,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__often_backb_e04003c9__presence,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__oh_no_2754804b__count,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__oh_no_2754804b__presence,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__okay_confirm_f5830664__count,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__okay_confirm_f5830664__presence,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__parent_best_76d6c92e__count,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__parent_best_76d6c92e__presence,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__parent_differences_821b1fe3__count,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__parent_differences_821b1fe3__presence,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__parent_hardest_30f16b0c__count,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__parent_hardest_30f16b0c__presence,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__ptsd_diagnosed_708de288__count,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__ptsd_diagnosed_708de288__presence,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__really_084ab409__count,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__really_084ab409__presence,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__regret_66450d95__count,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__regret_66450d95__presence,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__relax_fishtank_4a8676d8__count,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__relax_fishtank_4a8676d8__presence,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__right2_60c3323f__count,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__right2_60c3323f__presence,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__see_mean_405086ab__count,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__see_mean_405086ab__presence,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__self_change_6139469b__count,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__self_change_6139469b__presence,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__shyoutgoing_450876cd__count,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__shyoutgoing_450876cd__presence,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__situation_handled_18b6c68c__count,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__situation_handled_18b6c68c__presence,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__sleep_affects_7e447540__count,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__sleep_affects_7e447540__presence,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__sorry_hear_e7d280f6__count,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__sorry_hear_e7d280f6__presence,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__sounds_interesting_35c07537__count,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__sounds_interesting_35c07537__presence,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__still_doing_x_be51de6e__count,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__still_doing_x_be51de6e__presence,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__still_working_on_x_6aacac22__count,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__still_working_on_x_6aacac22__presence,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__stop_going_5f841868__count,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__stop_going_5f841868__presence,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__study_885534c1__count,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__study_885534c1__presence,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__symptoms_cope_94ec5458__count,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__symptoms_cope_94ec5458__presence,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__symptoms_what_cee379fa__count,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__symptoms_what_cee379fa__presence,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__tell_about_that_ad08bd77__count,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__tell_about_that_ad08bd77__presence,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__that_sucks_0a7549b0__count,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__that_sucks_0a7549b0__presence,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__thats_good_2c51b064__count,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__thats_good_2c51b064__presence,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__thats_great_73b37da3__count,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__thats_great_73b37da3__presence,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__therapy_changes_47e86fb6__count,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__therapy_changes_47e86fb6__presence,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__therapy_going_1adee812__count,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__therapy_going_1adee812__presence,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__therapy_useful_d35862b2__count,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__therapy_useful_d35862b2__presence,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__travel_changed_9795a67f__count,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__travel_changed_9795a67f__presence,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__travel_shoes_c7884d6d__count,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__travel_shoes_c7884d6d__presence,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__travel_trips_e22b70b7__count,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__travel_trips_e22b70b7__presence,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__trigger_63d62d4a__count,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__trigger_63d62d4a__presence,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__uh_huh_f77de3e0__count,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__uh_huh_f77de3e0__presence,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__understand_8e73840b__count,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__understand_8e73840b__presence,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__when_la_2ec899eb__count,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__when_la_2ec899eb__presence,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__when_diagnosed_9a73d380__count,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__when_diagnosed_9a73d380__presence,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__where_originally_5b637e30__count,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__where_originally_5b637e30__presence,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__why2_1edc69cd__count,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__why2_1edc69cd__presence,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__why_la_944dc86d__count,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__why_la_944dc86d__presence,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__why_seek_help_96c35560__count,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__why_seek_help_96c35560__presence,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__wild_laughter3_b4dfc7d3__count,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__wild_laughter3_b4dfc7d3__presence,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__wild_laughter5_6b671ed1__count,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__wild_laughter5_6b671ed1__presence,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__wow_5bae372e__count,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__wow_5bae372e__presence,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__yeah2_1f96338c__count,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__yeah2_1f96338c__presence,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__yeah3_2c78b33f__count,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__yeah3_2c78b33f__presence,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__yeah_downer_64ec69fb__count,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__yeah_downer_64ec69fb__presence,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__yes_fb360f9c__count,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
R,protocol_prompt__yes_fb360f9c__presence,interviewer-side protocol structure,structural baseline plus frozen interviewer path coverage features,"frozen protocol count, prompt coverage, or audited path/prompt feature",False,False,descriptive statistical recoverability source mapping
D,anhedonia_interest,participant-derived D-P symptom-domain count,analysis_v2/04_c5_controls/domain_count/input.csv,one of the ten frozen D-P symptom-domain counts,False,False,descriptive statistical recoverability source mapping
D,appetite_weight,participant-derived D-P symptom-domain count,analysis_v2/04_c5_controls/domain_count/input.csv,one of the ten frozen D-P symptom-domain counts,False,False,descriptive statistical recoverability source mapping
