dataset,section,filename,url,size_text,expected_bytes,status,local_path,local_bytes,note
eDAIC,data,435_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/435_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\435_P.tar.gz,523406707,"found, size not checked"
eDAIC,data,436_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/436_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\436_P.tar.gz,307883736,"found, size not checked"
eDAIC,data,437_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/437_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\437_P.tar.gz,381583730,"found, size not checked"
eDAIC,data,438_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/438_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\438_P.tar.gz,650026049,"found, size not checked"
eDAIC,data,439_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/439_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\439_P.tar.gz,543998472,"found, size not checked"
eDAIC,data,440_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/440_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\440_P.tar.gz,630650092,"found, size not checked"
eDAIC,data,441_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/441_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\441_P.tar.gz,392415492,"found, size not checked"
eDAIC,data,442_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/442_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\442_P.tar.gz,377543217,"found, size not checked"
eDAIC,data,443_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/443_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\443_P.tar.gz,300970578,"found, size not checked"
eDAIC,data,444_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/444_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\444_P.tar.gz,590311353,"found, size not checked"
eDAIC,data,445_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/445_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\445_P.tar.gz,258604984,"found, size not checked"
eDAIC,data,446_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/446_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\446_P.tar.gz,447805129,"found, size not checked"
eDAIC,data,447_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/447_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\447_P.tar.gz,328484616,"found, size not checked"
eDAIC,data,448_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/448_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\448_P.tar.gz,550322596,"found, size not checked"
eDAIC,data,449_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/449_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\449_P.tar.gz,470975835,"found, size not checked"
eDAIC,data,450_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/450_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\450_P.tar.gz,548847471,"found, size not checked"
eDAIC,data,451_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/451_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\451_P.tar.gz,523777267,"found, size not checked"
eDAIC,data,452_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/452_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\452_P.tar.gz,392125394,"found, size not checked"
eDAIC,data,453_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/453_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\453_P.tar.gz,429761234,"found, size not checked"
eDAIC,data,454_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/454_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\454_P.tar.gz,351958775,"found, size not checked"
eDAIC,data,455_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/455_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\455_P.tar.gz,324921796,"found, size not checked"
eDAIC,data,456_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/456_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\456_P.tar.gz,398005022,"found, size not checked"
eDAIC,data,457_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/457_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\457_P.tar.gz,423743947,"found, size not checked"
eDAIC,data,458_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/458_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\458_P.tar.gz,423097172,"found, size not checked"
eDAIC,data,459_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/459_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\459_P.tar.gz,434967936,"found, size not checked"
eDAIC,data,461_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/461_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\461_P.tar.gz,429589096,"found, size not checked"
eDAIC,data,462_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/462_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\462_P.tar.gz,392018818,"found, size not checked"
eDAIC,data,463_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/463_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\463_P.tar.gz,365395419,"found, size not checked"
eDAIC,data,464_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/464_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\464_P.tar.gz,444633649,"found, size not checked"
eDAIC,data,465_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/465_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\465_P.tar.gz,510745338,"found, size not checked"
eDAIC,data,466_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/466_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\466_P.tar.gz,672277055,"found, size not checked"
eDAIC,data,467_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/467_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\467_P.tar.gz,438654273,"found, size not checked"
eDAIC,data,468_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/468_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\468_P.tar.gz,410381422,"found, size not checked"
eDAIC,data,469_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/469_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\469_P.tar.gz,465326642,"found, size not checked"
eDAIC,data,470_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/470_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\470_P.tar.gz,363813875,"found, size not checked"
eDAIC,data,471_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/471_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\471_P.tar.gz,449815776,"found, size not checked"
eDAIC,data,472_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/472_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\472_P.tar.gz,406520333,"found, size not checked"
eDAIC,data,473_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/473_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\473_P.tar.gz,231414351,"found, size not checked"
eDAIC,data,474_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/474_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\474_P.tar.gz,387607427,"found, size not checked"
eDAIC,data,475_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/475_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\475_P.tar.gz,263200465,"found, size not checked"
eDAIC,data,476_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/476_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\476_P.tar.gz,264031261,"found, size not checked"
eDAIC,data,477_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/477_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\477_P.tar.gz,567541748,"found, size not checked"
eDAIC,data,478_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/478_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\478_P.tar.gz,412830878,"found, size not checked"
eDAIC,data,479_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/479_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\479_P.tar.gz,361634622,"found, size not checked"
eDAIC,data,480_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/480_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\480_P.tar.gz,362650890,"found, size not checked"
eDAIC,data,481_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/481_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\481_P.tar.gz,497396188,"found, size not checked"
eDAIC,data,482_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/482_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\482_P.tar.gz,456995730,"found, size not checked"
eDAIC,data,483_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/483_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\483_P.tar.gz,645310031,"found, size not checked"
eDAIC,data,484_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/484_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\484_P.tar.gz,439724374,"found, size not checked"
eDAIC,data,485_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/485_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\485_P.tar.gz,261314868,"found, size not checked"
eDAIC,data,486_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/486_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\486_P.tar.gz,297807824,"found, size not checked"
eDAIC,data,487_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/487_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\487_P.tar.gz,452751587,"found, size not checked"
eDAIC,data,488_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/488_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\488_P.tar.gz,397181382,"found, size not checked"
eDAIC,data,489_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/489_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\489_P.tar.gz,315283263,"found, size not checked"
eDAIC,data,490_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/490_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\490_P.tar.gz,273189914,"found, size not checked"
eDAIC,data,491_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/491_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\491_P.tar.gz,344219694,"found, size not checked"
eDAIC,data,492_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/492_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\492_P.tar.gz,391170246,"found, size not checked"
eDAIC,data,600_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/600_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\600_P.tar.gz,282005798,"found, size not checked"
eDAIC,data,601_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/601_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\601_P.tar.gz,305432966,"found, size not checked"
eDAIC,data,602_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/602_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\602_P.tar.gz,368045622,"found, size not checked"
eDAIC,data,603_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/603_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\603_P.tar.gz,670934535,"found, size not checked"
eDAIC,data,604_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/604_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\604_P.tar.gz,272854051,"found, size not checked"
eDAIC,data,605_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/605_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\605_P.tar.gz,366289622,"found, size not checked"
eDAIC,data,606_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/606_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\606_P.tar.gz,217756113,"found, size not checked"
eDAIC,data,607_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/607_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\607_P.tar.gz,339920125,"found, size not checked"
eDAIC,data,608_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/608_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\608_P.tar.gz,556345336,"found, size not checked"
eDAIC,data,609_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/609_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\609_P.tar.gz,534666622,"found, size not checked"
eDAIC,data,612_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/612_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\612_P.tar.gz,390106240,"found, size not checked"
eDAIC,data,615_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/615_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\615_P.tar.gz,535324295,"found, size not checked"
eDAIC,data,617_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/617_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\617_P.tar.gz,573431486,"found, size not checked"
eDAIC,data,618_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/618_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\618_P.tar.gz,376631443,"found, size not checked"
eDAIC,data,619_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/619_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\619_P.tar.gz,499318941,"found, size not checked"
eDAIC,data,620_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/620_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\620_P.tar.gz,525122305,"found, size not checked"
eDAIC,data,622_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/622_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\622_P.tar.gz,376117739,"found, size not checked"
eDAIC,data,623_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/623_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\623_P.tar.gz,560116472,"found, size not checked"
eDAIC,data,624_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/624_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\624_P.tar.gz,303248520,"found, size not checked"
eDAIC,data,625_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/625_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\625_P.tar.gz,460187331,"found, size not checked"
eDAIC,data,626_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/626_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\626_P.tar.gz,261647361,"found, size not checked"
eDAIC,data,627_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/627_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\627_P.tar.gz,673670650,"found, size not checked"
eDAIC,data,628_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/628_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\628_P.tar.gz,504395820,"found, size not checked"
eDAIC,data,629_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/629_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\629_P.tar.gz,654382941,"found, size not checked"
eDAIC,data,631_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/631_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\631_P.tar.gz,237729633,"found, size not checked"
eDAIC,data,632_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/632_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\632_P.tar.gz,553309415,"found, size not checked"
eDAIC,data,633_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/633_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\633_P.tar.gz,807320854,"found, size not checked"
eDAIC,data,634_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/634_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\634_P.tar.gz,382116002,"found, size not checked"
eDAIC,data,635_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/635_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\635_P.tar.gz,235549165,"found, size not checked"
eDAIC,data,636_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/636_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\636_P.tar.gz,765544155,"found, size not checked"
eDAIC,data,637_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/637_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\637_P.tar.gz,569852777,"found, size not checked"
eDAIC,data,638_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/638_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\638_P.tar.gz,216695645,"found, size not checked"
eDAIC,data,640_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/640_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\640_P.tar.gz,342242167,"found, size not checked"
eDAIC,data,641_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/641_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\641_P.tar.gz,266576925,"found, size not checked"
eDAIC,data,649_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/649_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\649_P.tar.gz,470261106,"found, size not checked"
eDAIC,data,650_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/650_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\650_P.tar.gz,441434532,"found, size not checked"
eDAIC,data,651_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/651_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\651_P.tar.gz,228128000,"found, size not checked"
eDAIC,data,652_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/652_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\652_P.tar.gz,338921022,"found, size not checked"
eDAIC,data,653_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/653_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\653_P.tar.gz,315215694,"found, size not checked"
eDAIC,data,654_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/654_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\654_P.tar.gz,232534461,"found, size not checked"
eDAIC,data,655_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/655_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\655_P.tar.gz,338644499,"found, size not checked"
eDAIC,data,656_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/656_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\656_P.tar.gz,316501367,"found, size not checked"
eDAIC,data,657_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/657_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\657_P.tar.gz,192922712,"found, size not checked"
eDAIC,data,658_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/658_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\658_P.tar.gz,429983257,"found, size not checked"
eDAIC,data,659_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/659_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\659_P.tar.gz,292959814,"found, size not checked"
eDAIC,data,660_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/660_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\660_P.tar.gz,38439814,"found, size not checked"
eDAIC,data,661_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/661_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\661_P.tar.gz,83855814,"found, size not checked"
eDAIC,data,662_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/662_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\662_P.tar.gz,283079814,"found, size not checked"
eDAIC,data,663_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/663_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\663_P.tar.gz,392297066,"found, size not checked"
eDAIC,data,664_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/664_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\664_P.tar.gz,518173444,"found, size not checked"
eDAIC,data,666_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/666_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\666_P.tar.gz,550113430,"found, size not checked"
eDAIC,data,667_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/667_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\667_P.tar.gz,377107796,"found, size not checked"
eDAIC,data,669_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/669_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\669_P.tar.gz,648814350,"found, size not checked"
eDAIC,data,670_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/670_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\670_P.tar.gz,252118272,"found, size not checked"
eDAIC,data,673_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/673_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\673_P.tar.gz,255747834,"found, size not checked"
eDAIC,data,676_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/676_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\676_P.tar.gz,210112528,"found, size not checked"
eDAIC,data,677_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/677_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\677_P.tar.gz,385848910,"found, size not checked"
eDAIC,data,679_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/679_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\679_P.tar.gz,379807883,"found, size not checked"
eDAIC,data,680_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/680_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\680_P.tar.gz,692983900,"found, size not checked"
eDAIC,data,682_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/682_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\682_P.tar.gz,318046434,"found, size not checked"
eDAIC,data,683_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/683_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\683_P.tar.gz,580878842,"found, size not checked"
eDAIC,data,684_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/684_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\684_P.tar.gz,427853617,"found, size not checked"
eDAIC,data,687_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/687_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\687_P.tar.gz,445800671,"found, size not checked"
eDAIC,data,688_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/688_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\688_P.tar.gz,496790363,"found, size not checked"
eDAIC,data,689_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/689_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\689_P.tar.gz,375145267,"found, size not checked"
eDAIC,data,691_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/691_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\691_P.tar.gz,576410406,"found, size not checked"
eDAIC,data,692_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/692_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\692_P.tar.gz,245959659,"found, size not checked"
eDAIC,data,693_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/693_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\693_P.tar.gz,292437283,"found, size not checked"
eDAIC,data,695_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/695_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\695_P.tar.gz,511945813,"found, size not checked"
eDAIC,data,696_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/696_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\696_P.tar.gz,313142204,"found, size not checked"
eDAIC,data,697_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/697_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\697_P.tar.gz,478282334,"found, size not checked"
eDAIC,data,698_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/698_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\698_P.tar.gz,647581908,"found, size not checked"
eDAIC,data,699_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/699_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\699_P.tar.gz,305139827,"found, size not checked"
eDAIC,data,702_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/702_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\702_P.tar.gz,294711265,"found, size not checked"
eDAIC,data,703_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/703_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\703_P.tar.gz,313549245,"found, size not checked"
eDAIC,data,705_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/705_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\705_P.tar.gz,316046567,"found, size not checked"
eDAIC,data,707_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/707_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\707_P.tar.gz,406016591,"found, size not checked"
eDAIC,data,708_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/708_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\708_P.tar.gz,363698968,"found, size not checked"
