pairing_condition,draw_id,recipient_participant_id,donor_participant_id,donor_row_index,self_match,standardized_structural_distance
structure_matched_random,9,344,336,25,False,0.7496333031970571
structure_matched_random,9,345,319,12,False,0.20732366157988666
structure_matched_random,9,346,324,16,False,0.19357082696501343
structure_matched_random,9,347,307,4,False,0.8078791551349297
structure_matched_random,9,348,339,27,False,0.8321014033874692
structure_matched_random,9,350,353,39,False,0.17989408156350054
structure_matched_random,9,351,325,17,False,0.2813188567249581
structure_matched_random,9,352,357,42,False,0.07036835269777668
structure_matched_random,9,353,350,36,False,0.17989408156350054
structure_matched_random,9,355,338,26,False,0.019900078822722735
structure_matched_random,9,356,312,6,False,0.006676687232520066
structure_matched_random,9,357,360,44,False,0.03572630041091843
structure_matched_random,9,358,362,45,False,0.5533822071484651
structure_matched_random,9,360,352,38,False,0.015943523425673782
structure_matched_random,9,362,358,43,False,0.5533822071484651
structure_matched_random,9,363,369,51,False,0.05873585642847886
structure_matched_random,9,364,483,132,False,0.06430901046913984
structure_matched_random,9,366,368,50,False,0.6215722131994695
structure_matched_random,9,367,448,110,False,0.8687510272707033
structure_matched_random,9,368,444,106,False,0.09989100922604835
structure_matched_random,9,369,363,46,False,0.05873585642847886
structure_matched_random,9,370,409,80,False,0.05355098909161954
structure_matched_random,9,371,478,129,False,0.223358516671239
structure_matched_random,9,372,380,60,False,0.6396713545757351
structure_matched_random,9,374,425,92,False,0.05197724808118809
structure_matched_random,9,375,413,82,False,0.1147561932026252
structure_matched_random,9,376,426,93,False,0.12557313730122815
structure_matched_random,9,377,441,104,False,2.060629609160137
structure_matched_random,9,379,454,113,False,1.3402939612443283
structure_matched_random,9,380,372,54,False,0.6396713545757351
structure_matched_random,9,381,392,70,False,0.02742162485079889
structure_matched_random,9,382,412,81,False,0.0494314578356377
structure_matched_random,9,383,464,120,False,0.17907670595808173
structure_matched_random,9,385,471,122,False,0.041852186650068464
structure_matched_random,9,386,436,100,False,0.042357609542566926
structure_matched_random,9,388,456,115,False,0.08486423934366599
structure_matched_random,9,389,459,118,False,0.6197714730131817
structure_matched_random,9,390,400,74,False,0.41357893733038625
structure_matched_random,9,391,472,123,False,0.018076761503841927
structure_matched_random,9,392,457,116,False,0.0024434976281665225
structure_matched_random,9,393,488,137,False,0.008957699664570508
structure_matched_random,9,395,486,135,False,0.0064373940464941245
structure_matched_random,9,397,420,89,False,0.07519063923213581
structure_matched_random,9,400,390,68,False,0.41357893733038625
structure_matched_random,9,401,437,101,False,0.031083562276542066
structure_matched_random,9,402,417,86,False,0.06161646760819144
structure_matched_random,9,403,487,136,False,0.09200489824848235
structure_matched_random,9,404,415,84,False,0.028682022991245476
structure_matched_random,9,406,475,126,False,0.048757662567782384
structure_matched_random,9,409,370,52,False,0.05355098909161954
structure_matched_random,9,412,382,62,False,0.0494314578356377
structure_matched_random,9,413,375,56,False,0.1147561932026252
structure_matched_random,9,414,449,111,False,0.0206545178545507
structure_matched_random,9,415,404,78,False,0.028682022991245476
structure_matched_random,9,416,489,138,False,0.032697032046864104
structure_matched_random,9,417,402,76,False,0.06161646760819144
structure_matched_random,9,418,430,97,False,0.5821114673388421
structure_matched_random,9,419,455,114,False,0.038472628915089145
structure_matched_random,9,420,397,73,False,0.07519063923213581
structure_matched_random,9,422,482,131,False,0.0544452109510402
structure_matched_random,9,423,473,124,False,0.19989894222908713
structure_matched_random,9,425,374,55,False,0.05197724808118809
structure_matched_random,9,426,484,133,False,0.12297992662091181
structure_matched_random,9,427,463,119,False,0.009617125564078663
structure_matched_random,9,428,491,140,False,0.3985388675868943
structure_matched_random,9,429,479,130,False,0.36383669972075555
structure_matched_random,9,430,418,87,False,0.5821114673388421
structure_matched_random,9,433,474,125,False,0.036242939845474616
structure_matched_random,9,434,477,128,False,0.025478316894792137
structure_matched_random,9,436,386,65,False,0.042357609542566926
structure_matched_random,9,437,401,75,False,0.031083562276542066
structure_matched_random,9,439,446,108,False,0.006559289252563841
structure_matched_random,9,440,371,53,False,0.4396216637846223
structure_matched_random,9,441,377,58,False,2.060629609160137
structure_matched_random,9,443,485,134,False,0.09579909368534582
structure_matched_random,9,444,366,48,False,0.5495051484583537
structure_matched_random,9,445,492,141,False,0.14940301468318049
structure_matched_random,9,446,439,102,False,0.006559289252563841
structure_matched_random,9,447,468,121,False,0.009367469573002166
structure_matched_random,9,448,367,49,False,0.8687510272707033
structure_matched_random,9,449,414,83,False,0.0206545178545507
structure_matched_random,9,451,458,117,False,0.0
structure_matched_random,9,454,379,59,False,1.3402939612443283
structure_matched_random,9,455,419,88,False,0.038472628915089145
structure_matched_random,9,456,490,139,False,0.05084935328327017
structure_matched_random,9,457,381,61,False,0.04425509428818859
structure_matched_random,9,458,451,112,False,0.0
structure_matched_random,9,459,389,67,False,0.6197714730131817
structure_matched_random,9,463,427,94,False,0.009617125564078663
structure_matched_random,9,464,383,63,False,0.17907670595808173
structure_matched_random,9,468,447,109,False,0.009367469573002166
structure_matched_random,9,471,385,64,False,0.041852186650068464
structure_matched_random,9,472,391,69,False,0.018076761503841927
structure_matched_random,9,473,423,91,False,0.19989894222908713
structure_matched_random,9,474,433,98,False,0.036242939845474616
structure_matched_random,9,475,406,79,False,0.048757662567782384
structure_matched_random,9,476,434,99,False,0.06121483092183096
structure_matched_random,9,477,476,127,False,0.01547515066974222
structure_matched_random,9,478,440,103,False,0.07010943800593666
structure_matched_random,9,479,429,96,False,0.36383669972075555
structure_matched_random,9,482,422,90,False,0.0544452109510402
structure_matched_random,9,483,364,47,False,0.06430901046913984
structure_matched_random,9,484,376,57,False,0.08023962902176818
structure_matched_random,9,485,443,105,False,0.09579909368534582
structure_matched_random,9,486,395,72,False,0.0064373940464941245
structure_matched_random,9,487,403,77,False,0.09200489824848235
structure_matched_random,9,488,393,71,False,0.008957699664570508
structure_matched_random,9,489,416,85,False,0.032697032046864104
structure_matched_random,9,490,388,66,False,0.022700734326688624
structure_matched_random,9,491,428,95,False,0.3985388675868943
structure_matched_random,9,492,445,107,False,0.14940301468318049
random,10,302,477,128,False,10.619515924472529
random,10,303,492,141,False,10.710276824547574
random,10,304,454,113,False,22.99035384940369
random,10,305,406,79,False,21.29185018320503
random,10,307,302,0,False,0.5451687088639824
random,10,310,449,111,False,11.084040602552985
random,10,312,324,16,False,1.1479727512651574
random,10,313,348,35,False,10.293563591138158
random,10,315,404,78,False,10.112033280731762
random,10,316,328,20,False,7.21196650511851
random,10,317,321,14,False,6.215149098662955
random,10,318,305,3,False,10.641329915429717
random,10,319,397,73,False,24.871554773955516
random,10,320,483,132,False,21.79832094675913
random,10,321,364,47,False,18.708688668606055
random,10,322,434,99,False,13.911325412650715
random,10,324,375,56,False,9.862806007557277
random,10,325,327,19,False,1.9699587945348664
random,10,326,479,130,False,15.376058993765843
random,10,327,374,55,False,11.731455050658191
random,10,328,316,9,False,7.21196650511851
random,10,330,318,11,False,2.266922608550699
random,10,331,433,98,False,14.072716694345782
random,10,333,482,131,False,11.459219856646666
random,10,335,358,43,False,16.7413999414105
random,10,336,347,34,False,0.4523701334364489
random,10,338,377,58,False,35.61204110900831
random,10,339,360,44,False,30.356819307799306
random,10,340,416,85,False,12.350804598113859
random,10,341,389,67,False,18.857373784041464
random,10,343,331,22,False,4.709318341091266
random,10,344,352,38,False,22.52307217103019
random,10,345,468,121,False,16.652511458469725
random,10,346,417,86,False,9.65442309430168
random,10,347,346,33,False,2.536070521690787
random,10,348,371,53,False,16.74745680868326
random,10,350,472,123,False,19.085256456770995
random,10,351,393,71,False,17.038580763718294
random,10,352,382,62,False,24.509498014302828
random,10,353,362,45,False,3.984473467979069
random,10,355,330,21,False,2.869293015043885
random,10,356,441,104,False,27.379118735991785
random,10,357,457,116,False,19.997978048838746
random,10,358,478,129,False,18.18187912419461
random,10,360,446,108,False,10.166554509762245
random,10,362,490,139,False,24.408678217442166
random,10,363,340,28,False,8.717949841378163
random,10,364,390,68,False,3.5695229070754677
random,10,366,303,1,False,8.491382139173007
random,10,367,464,120,False,4.294337884126728
random,10,368,335,24,False,10.7961245501524
random,10,369,491,140,False,8.09233503580584
random,10,370,458,117,False,38.71316583944263
random,10,371,381,61,False,1.629644413445881
random,10,372,429,96,False,1.8843217566597232
random,10,374,339,27,False,14.820868052609415
random,10,375,325,17,False,11.62601351251829
random,10,376,383,63,False,9.400257535650075
random,10,377,368,50,False,25.58365634552566
random,10,379,315,8,False,17.691900849210924
random,10,380,427,94,False,0.6043248119884185
random,10,381,476,127,False,0.6263697144533206
random,10,382,356,41,False,14.631035090192041
random,10,383,487,136,False,0.2010154383763152
random,10,385,428,95,False,4.15959065553649
random,10,386,413,82,False,2.9144923569337675
random,10,388,451,112,False,72.2052539823946
random,10,389,307,4,False,22.82641584101251
random,10,390,391,69,False,16.458752001300816
random,10,391,357,42,False,21.43672408155427
random,10,392,443,105,False,0.19941001465228853
random,10,393,388,66,False,1.3475802289715488
random,10,395,343,30,False,22.859282386531792
random,10,397,355,40,False,18.028482380991754
random,10,400,471,122,False,9.695595848257566
random,10,401,336,25,False,11.193677670832008
random,10,402,440,103,False,2.8913853225872765
random,10,403,415,84,False,0.6372359737097888
random,10,404,326,18,False,12.55411557017663
random,10,406,363,46,False,0.7618400958150237
random,10,409,463,119,False,5.724748907106562
random,10,412,341,29,False,15.514661630878189
random,10,413,473,124,False,2.9449692946292823
random,10,414,475,126,False,0.32049707384917003
random,10,415,350,36,False,15.432390336015866
random,10,416,344,31,False,13.942542785496517
random,10,417,459,118,False,10.806370445556517
random,10,418,392,70,False,4.923798960142943
random,10,419,489,138,False,4.594125976063754
random,10,420,445,107,False,3.761612001700091
random,10,422,418,87,False,7.371115496327505
random,10,423,412,81,False,0.6285784161215745
random,10,425,414,83,False,9.60094067708014
random,10,426,409,80,False,12.74264376554492
random,10,427,484,133,False,5.2459063344156345
random,10,428,351,37,False,12.257444712440059
random,10,429,485,134,False,2.882045407184574
random,10,430,400,74,False,0.9973953367915994
random,10,433,380,60,False,0.23850793935422007
random,10,434,372,54,False,2.3193367542132277
random,10,436,439,102,False,2.711590600245967
random,10,437,423,91,False,0.7536256023456125
random,10,439,420,89,False,8.639546156285379
random,10,440,386,65,False,2.44888704469436
random,10,441,456,115,False,9.340398011021792
random,10,443,447,109,False,1.5118175501431341
random,10,444,370,52,False,1.5794381653730762
random,10,445,474,125,False,1.2952418081492576
random,10,446,304,2,False,11.914102126678362
random,10,447,345,32,False,16.975775642267372
random,10,448,486,135,False,4.822191654973422
random,10,449,310,5,False,11.084040602552985
random,10,451,369,51,False,54.13219425472215
random,10,454,448,110,False,22.306545936959974
random,10,455,395,72,False,2.110764061736133
random,10,456,379,59,False,5.184440485268709
random,10,457,320,13,False,28.06482181295781
random,10,458,385,64,False,66.06304080929173
random,10,459,367,49,False,11.872449543896725
random,10,463,425,92,False,5.848820487119561
random,10,464,401,75,False,0.735848672890388
random,10,468,322,15,False,13.669267850684102
random,10,471,317,10,False,14.019608623575825
random,10,472,376,57,False,8.861707230769591
random,10,473,426,93,False,2.989369532321298
random,10,474,437,101,False,0.24040878184468914
random,10,475,353,39,False,15.822702909607385
random,10,476,419,88,False,1.5018288149310721
random,10,477,366,48,False,2.3846156424041087
random,10,478,455,114,False,7.414382285014991
random,10,479,444,106,False,8.168580666887534
random,10,482,403,77,False,1.4731742980013445
random,10,483,338,26,False,14.468932621754092
random,10,484,333,23,False,11.107260355922731
random,10,485,319,12,False,15.940268384232455
random,10,486,312,6,False,11.45539939296811
random,10,487,313,7,False,9.939495714739257
random,10,488,402,76,False,0.6327330663090043
random,10,489,430,97,False,14.459312626823074
random,10,490,488,137,False,1.590415239074325
random,10,491,422,90,False,5.89791387837841
random,10,492,436,100,False,0.6200966431835189
structure_matched_random,10,302,303,1,False,0.5653343015770502
structure_matched_random,10,303,302,0,False,0.5653343015770502
structure_matched_random,10,304,335,24,False,0.014954384576411496
structure_matched_random,10,305,331,22,False,2.0187287207626614
structure_matched_random,10,307,347,34,False,0.8078791551349297
structure_matched_random,10,310,315,8,False,0.10709092485464691
structure_matched_random,10,312,356,41,False,0.006676687232520066
structure_matched_random,10,313,318,11,False,0.5180266016902589
structure_matched_random,10,315,340,28,False,0.16558961136127667
structure_matched_random,10,316,327,19,False,0.3110122801372606
structure_matched_random,10,317,322,15,False,0.308180159721187
structure_matched_random,10,318,313,7,False,0.5180266016902589
structure_matched_random,10,319,345,32,False,0.20732366157988666
structure_matched_random,10,320,321,14,False,0.6090228564381212
structure_matched_random,10,321,320,13,False,0.6090228564381212
structure_matched_random,10,322,317,10,False,0.308180159721187
structure_matched_random,10,324,346,33,False,0.19357082696501343
structure_matched_random,10,325,351,37,False,0.2813188567249581
structure_matched_random,10,326,333,23,False,0.02670674893008033
structure_matched_random,10,327,343,30,False,0.8956884523152425
structure_matched_random,10,328,341,29,False,0.42570697575911703
structure_matched_random,10,330,324,16,False,0.084423159559054
structure_matched_random,10,331,305,3,False,2.0187287207626614
structure_matched_random,10,333,326,18,False,0.02670674893008033
structure_matched_random,10,335,304,2,False,0.014954384576411496
structure_matched_random,10,336,344,31,False,0.7496333031970571
structure_matched_random,10,338,355,40,False,0.019900078822722735
structure_matched_random,10,339,348,35,False,0.8321014033874692
structure_matched_random,10,340,310,5,False,0.5307364008051898
structure_matched_random,10,341,328,20,False,0.42570697575911703
structure_matched_random,10,343,316,9,False,0.3349693368887058
structure_matched_random,10,344,336,25,False,0.7496333031970571
structure_matched_random,10,345,319,12,False,0.20732366157988666
structure_matched_random,10,346,330,21,False,0.10210322411160677
structure_matched_random,10,347,307,4,False,0.8078791551349297
structure_matched_random,10,348,339,27,False,0.8321014033874692
structure_matched_random,10,350,353,39,False,0.17989408156350054
structure_matched_random,10,351,325,17,False,0.2813188567249581
structure_matched_random,10,352,357,42,False,0.07036835269777668
structure_matched_random,10,353,350,36,False,0.17989408156350054
structure_matched_random,10,355,338,26,False,0.019900078822722735
structure_matched_random,10,356,312,6,False,0.006676687232520066
structure_matched_random,10,357,360,44,False,0.03572630041091843
structure_matched_random,10,358,362,45,False,0.5533822071484651
structure_matched_random,10,360,352,38,False,0.015943523425673782
structure_matched_random,10,362,358,43,False,0.5533822071484651
structure_matched_random,10,363,369,51,False,0.05873585642847886
structure_matched_random,10,364,483,132,False,0.06430901046913984
structure_matched_random,10,366,368,50,False,0.6215722131994695
structure_matched_random,10,367,448,110,False,0.8687510272707033
structure_matched_random,10,368,444,106,False,0.09989100922604835
structure_matched_random,10,369,363,46,False,0.05873585642847886
structure_matched_random,10,370,409,80,False,0.05355098909161954
structure_matched_random,10,371,440,103,False,0.4396216637846223
structure_matched_random,10,372,380,60,False,0.6396713545757351
structure_matched_random,10,374,425,92,False,0.05197724808118809
structure_matched_random,10,375,413,82,False,0.1147561932026252
structure_matched_random,10,376,484,133,False,0.08023962902176818
structure_matched_random,10,377,441,104,False,2.060629609160137
structure_matched_random,10,379,454,113,False,1.3402939612443283
structure_matched_random,10,380,372,54,False,0.6396713545757351
structure_matched_random,10,381,457,116,False,0.04425509428818859
structure_matched_random,10,382,412,81,False,0.0494314578356377
structure_matched_random,10,383,464,120,False,0.17907670595808173
structure_matched_random,10,385,471,122,False,0.041852186650068464
structure_matched_random,10,386,436,100,False,0.042357609542566926
structure_matched_random,10,388,490,139,False,0.022700734326688624
structure_matched_random,10,389,459,118,False,0.6197714730131817
structure_matched_random,10,390,400,74,False,0.41357893733038625
structure_matched_random,10,391,472,123,False,0.018076761503841927
structure_matched_random,10,392,381,61,False,0.02742162485079889
structure_matched_random,10,393,488,137,False,0.008957699664570508
structure_matched_random,10,395,486,135,False,0.0064373940464941245
structure_matched_random,10,397,420,89,False,0.07519063923213581
structure_matched_random,10,400,390,68,False,0.41357893733038625
structure_matched_random,10,401,437,101,False,0.031083562276542066
structure_matched_random,10,402,417,86,False,0.06161646760819144
structure_matched_random,10,403,487,136,False,0.09200489824848235
structure_matched_random,10,404,415,84,False,0.028682022991245476
structure_matched_random,10,406,475,126,False,0.048757662567782384
structure_matched_random,10,409,370,52,False,0.05355098909161954
structure_matched_random,10,412,382,62,False,0.0494314578356377
structure_matched_random,10,413,375,56,False,0.1147561932026252
structure_matched_random,10,414,449,111,False,0.0206545178545507
structure_matched_random,10,415,404,78,False,0.028682022991245476
structure_matched_random,10,416,489,138,False,0.032697032046864104
structure_matched_random,10,417,402,76,False,0.06161646760819144
structure_matched_random,10,418,430,97,False,0.5821114673388421
structure_matched_random,10,419,455,114,False,0.038472628915089145
structure_matched_random,10,420,397,73,False,0.07519063923213581
structure_matched_random,10,422,482,131,False,0.0544452109510402
structure_matched_random,10,423,473,124,False,0.19989894222908713
structure_matched_random,10,425,374,55,False,0.05197724808118809
structure_matched_random,10,426,376,57,False,0.12557313730122815
structure_matched_random,10,427,463,119,False,0.009617125564078663
structure_matched_random,10,428,491,140,False,0.3985388675868943
structure_matched_random,10,429,479,130,False,0.36383669972075555
structure_matched_random,10,430,418,87,False,0.5821114673388421
structure_matched_random,10,433,474,125,False,0.036242939845474616
structure_matched_random,10,434,477,128,False,0.025478316894792137
structure_matched_random,10,436,386,65,False,0.042357609542566926
structure_matched_random,10,437,401,75,False,0.031083562276542066
structure_matched_random,10,439,446,108,False,0.006559289252563841
structure_matched_random,10,440,478,129,False,0.07010943800593666
structure_matched_random,10,441,377,58,False,2.060629609160137
structure_matched_random,10,443,485,134,False,0.09579909368534582
structure_matched_random,10,444,366,48,False,0.5495051484583537
structure_matched_random,10,445,492,141,False,0.14940301468318049
structure_matched_random,10,446,439,102,False,0.006559289252563841
structure_matched_random,10,447,468,121,False,0.009367469573002166
structure_matched_random,10,448,367,49,False,0.8687510272707033
structure_matched_random,10,449,414,83,False,0.0206545178545507
structure_matched_random,10,451,458,117,False,0.0
structure_matched_random,10,454,379,59,False,1.3402939612443283
structure_matched_random,10,455,419,88,False,0.038472628915089145
structure_matched_random,10,456,388,66,False,0.08486423934366599
structure_matched_random,10,457,392,70,False,0.0024434976281665225
structure_matched_random,10,458,451,112,False,0.0
structure_matched_random,10,459,389,67,False,0.6197714730131817
structure_matched_random,10,463,427,94,False,0.009617125564078663
structure_matched_random,10,464,383,63,False,0.17907670595808173
structure_matched_random,10,468,447,109,False,0.009367469573002166
structure_matched_random,10,471,385,64,False,0.041852186650068464
structure_matched_random,10,472,391,69,False,0.018076761503841927
structure_matched_random,10,473,423,91,False,0.19989894222908713
structure_matched_random,10,474,433,98,False,0.036242939845474616
structure_matched_random,10,475,406,79,False,0.048757662567782384
structure_matched_random,10,476,434,99,False,0.06121483092183096
structure_matched_random,10,477,476,127,False,0.01547515066974222
structure_matched_random,10,478,371,53,False,0.223358516671239
structure_matched_random,10,479,429,96,False,0.36383669972075555
structure_matched_random,10,482,422,90,False,0.0544452109510402
structure_matched_random,10,483,364,47,False,0.06430901046913984
structure_matched_random,10,484,426,93,False,0.12297992662091181
structure_matched_random,10,485,443,105,False,0.09579909368534582
structure_matched_random,10,486,395,72,False,0.0064373940464941245
structure_matched_random,10,487,403,77,False,0.09200489824848235
structure_matched_random,10,488,393,71,False,0.008957699664570508
structure_matched_random,10,489,416,85,False,0.032697032046864104
structure_matched_random,10,490,456,115,False,0.05084935328327017
structure_matched_random,10,491,428,95,False,0.3985388675868943
structure_matched_random,10,492,445,107,False,0.14940301468318049
random,11,302,393,71,False,10.351796514900586
random,11,303,371,53,False,23.604375028097415
random,11,304,315,8,False,1.0762435432608388
random,11,305,482,131,False,16.46565850878204
random,11,307,335,24,False,0.8697042995876731
random,11,310,418,87,False,15.620916063045275
random,11,312,374,55,False,12.078241636845044
random,11,313,416,85,False,15.09576635610464
random,11,315,305,3,False,4.589909173531171
random,11,316,448,110,False,20.32821707562495
random,11,317,419,88,False,16.131532020316
random,11,318,351,37,False,6.41923109681723
random,11,319,303,1,False,20.364567918227518
random,11,320,333,23,False,11.32527877032459
random,11,321,380,60,False,28.225119712970315
random,11,322,491,140,False,11.717868700847795
random,11,324,353,39,False,1.3822908712173527
random,11,325,369,51,False,15.737834728998775
random,11,326,395,72,False,12.85524123231324
random,11,327,344,31,False,12.231716164863801
random,11,328,400,74,False,18.50415531325213
random,11,330,484,133,False,10.036419260852712
random,11,331,302,0,False,5.576855719830475
random,11,333,321,14,False,7.717939561092104
random,11,335,451,112,False,68.79378328382035
random,11,336,468,121,False,11.085187271236446
random,11,338,439,102,False,7.347850033032534
random,11,339,367,49,False,22.14796484233816
random,11,340,316,9,False,7.578576401008062
random,11,341,455,114,False,16.17801155463018
random,11,343,341,29,False,7.369261774713885
random,11,344,457,116,False,15.132594270025521
random,11,345,426,93,False,11.892857814698187
random,11,346,340,28,False,1.2770006835597905
random,11,347,346,33,False,2.536070521690787
random,11,348,492,141,False,28.31798692305707
random,11,350,319,12,False,0.8587637701813928
random,11,351,392,70,False,14.811984516977066
random,11,352,403,77,False,16.527746252200945
random,11,353,428,95,False,11.940804332531187
random,11,355,437,101,False,10.811692813261
random,11,356,472,123,False,13.221092449638222
random,11,357,327,19,False,25.05653075325319
random,11,358,385,64,False,17.777653357616227
random,11,360,363,46,False,11.187337923430619
random,11,362,487,136,False,24.69949081872835
random,11,363,447,109,False,0.29591998901445443
random,11,364,449,111,False,8.228149757174444
random,11,366,433,98,False,4.248224035761296
random,11,367,476,127,False,1.4751993559948713
random,11,368,376,57,False,9.662802423757936
random,11,369,477,128,False,0.5262797598234047
random,11,370,310,5,False,11.449386207217852
random,11,371,370,52,False,13.218982551565611
random,11,372,381,61,False,3.557751658653097
random,11,374,486,135,False,5.4360619367656025
random,11,375,406,79,False,5.007095814717931
random,11,376,377,58,False,11.353283292012222
random,11,377,483,132,False,8.050775276604401
random,11,379,390,68,False,10.60592080366768
random,11,380,427,94,False,0.6043248119884185
random,11,381,336,25,False,12.473128082677094
random,11,382,412,81,False,0.0494314578356377
random,11,383,372,54,False,1.1891706918780136
random,11,385,382,62,False,1.125170621182027
random,11,386,355,40,False,11.705978028002537
random,11,388,325,17,False,19.71031432539372
random,11,389,304,2,False,20.832051167255965
random,11,390,318,11,False,21.19683696924513
random,11,391,402,76,False,4.258144385989252
random,11,392,441,104,False,7.632180914367462
random,11,393,368,50,False,0.7568905974060377
random,11,395,488,137,False,1.2395982020814489
random,11,397,331,22,False,17.312414163117204
random,11,400,414,83,False,17.746209982795705
random,11,401,434,99,False,0.36636615017080126
random,11,402,425,92,False,2.7026911571155794
random,11,403,429,96,False,4.98780734945883
random,11,404,379,59,False,6.405083149103103
random,11,406,464,120,False,1.1281225072798966
random,11,409,383,63,False,3.1541644122994055
random,11,412,364,47,False,2.78921048188893
random,11,413,345,32,False,11.348144502527393
random,11,414,313,7,False,9.357309649021987
random,11,415,430,97,False,13.618134359427708
random,11,416,388,66,False,0.6381798675230221
random,11,417,317,10,False,9.560693371661444
random,11,418,339,27,False,12.215430299365499
random,11,419,397,73,False,6.877031855832655
random,11,420,413,82,False,6.559968127990954
random,11,422,444,106,False,1.401228332916196
random,11,423,463,119,False,0.5959594112285137
random,11,425,409,80,False,10.936975835415106
random,11,426,326,18,False,11.44518927824299
random,11,427,446,108,False,3.3157464941655768
random,11,428,478,129,False,0.29225706057328854
random,11,429,422,90,False,6.145334047733819
random,11,430,307,4,False,26.40923132898142
random,11,433,436,100,False,0.2655124135285923
random,11,434,485,134,False,1.3266351538932315
random,11,436,456,115,False,0.2717803718387729
random,11,437,358,43,False,19.753101183258558
random,11,439,404,78,False,2.256612090555018
random,11,440,445,107,False,5.123974616383278
random,11,441,348,35,False,18.72233294156655
random,11,443,350,36,False,13.351652100606211
random,11,444,356,41,False,10.084418069448006
random,11,445,475,126,False,0.5422410028691246
random,11,446,401,75,False,2.6664705148061834
random,11,447,474,125,False,1.536479485094397
random,11,448,375,56,False,2.655335820943528
random,11,449,343,30,False,30.545584881442185
random,11,451,471,122,False,63.61400404639082
random,11,454,417,86,False,14.010146206460108
random,11,455,454,113,False,16.869190829313716
random,11,456,366,48,False,3.9821999308519023
random,11,457,320,13,False,28.06482181295781
random,11,458,490,139,False,73.20039534033364
random,11,459,347,34,False,23.210354077213672
random,11,463,391,69,False,0.6099985599686274
random,11,464,362,45,False,29.558285546510394
random,11,468,324,16,False,10.863532321235622
random,11,471,459,118,False,11.938213508756506
random,11,472,440,103,False,4.933877467405322
random,11,473,389,67,False,2.2827268452070784
random,11,474,443,105,False,0.9418043560547199
random,11,475,386,65,False,2.0566813995031104
random,11,476,328,20,False,11.401976820189235
random,11,477,479,130,False,4.7578977511538705
random,11,478,423,91,False,0.557288079117445
random,11,479,458,117,False,102.84085725513188
random,11,482,322,15,False,12.68939383326753
random,11,483,357,42,False,25.819979422783245
random,11,484,312,6,False,12.135153849681908
random,11,485,338,26,False,12.833711090809818
random,11,486,360,44,False,18.48809397926683
random,11,487,415,84,False,0.9143821827892604
random,11,488,352,38,False,11.097574652086966
random,11,489,330,21,False,14.422012882815523
random,11,490,420,89,False,1.6939028859375367
random,11,491,473,124,False,2.270439186026477
random,11,492,489,138,False,1.365722156560793
structure_matched_random,11,302,303,1,False,0.5653343015770502
structure_matched_random,11,303,302,0,False,0.5653343015770502
structure_matched_random,11,304,335,24,False,0.014954384576411496
structure_matched_random,11,305,331,22,False,2.0187287207626614
structure_matched_random,11,307,347,34,False,0.8078791551349297
structure_matched_random,11,310,340,28,False,0.5307364008051898
structure_matched_random,11,312,356,41,False,0.006676687232520066
structure_matched_random,11,313,318,11,False,0.5180266016902589
structure_matched_random,11,315,310,5,False,0.10709092485464691
structure_matched_random,11,316,343,30,False,0.3349693368887058
structure_matched_random,11,317,322,15,False,0.308180159721187
structure_matched_random,11,318,313,7,False,0.5180266016902589
structure_matched_random,11,319,345,32,False,0.20732366157988666
structure_matched_random,11,320,321,14,False,0.6090228564381212
structure_matched_random,11,321,320,13,False,0.6090228564381212
structure_matched_random,11,322,317,10,False,0.308180159721187
structure_matched_random,11,324,346,33,False,0.19357082696501343
structure_matched_random,11,325,351,37,False,0.2813188567249581
structure_matched_random,11,326,333,23,False,0.02670674893008033
structure_matched_random,11,327,316,9,False,0.3110122801372606
structure_matched_random,11,328,341,29,False,0.42570697575911703
structure_matched_random,11,330,324,16,False,0.084423159559054
structure_matched_random,11,331,305,3,False,2.0187287207626614
structure_matched_random,11,333,326,18,False,0.02670674893008033
structure_matched_random,11,335,304,2,False,0.014954384576411496
structure_matched_random,11,336,344,31,False,0.7496333031970571
structure_matched_random,11,338,355,40,False,0.019900078822722735
structure_matched_random,11,339,348,35,False,0.8321014033874692
structure_matched_random,11,340,315,8,False,0.16558961136127667
structure_matched_random,11,341,328,20,False,0.42570697575911703
structure_matched_random,11,343,327,19,False,0.8956884523152425
structure_matched_random,11,344,336,25,False,0.7496333031970571
structure_matched_random,11,345,319,12,False,0.20732366157988666
structure_matched_random,11,346,330,21,False,0.10210322411160677
structure_matched_random,11,347,307,4,False,0.8078791551349297
structure_matched_random,11,348,339,27,False,0.8321014033874692
structure_matched_random,11,350,353,39,False,0.17989408156350054
structure_matched_random,11,351,325,17,False,0.2813188567249581
structure_matched_random,11,352,360,44,False,0.015943523425673782
structure_matched_random,11,353,350,36,False,0.17989408156350054
structure_matched_random,11,355,338,26,False,0.019900078822722735
structure_matched_random,11,356,312,6,False,0.006676687232520066
structure_matched_random,11,357,352,38,False,0.07036835269777668
structure_matched_random,11,358,362,45,False,0.5533822071484651
structure_matched_random,11,360,357,42,False,0.03572630041091843
structure_matched_random,11,362,358,43,False,0.5533822071484651
structure_matched_random,11,363,369,51,False,0.05873585642847886
structure_matched_random,11,364,483,132,False,0.06430901046913984
structure_matched_random,11,366,444,106,False,0.5495051484583537
structure_matched_random,11,367,448,110,False,0.8687510272707033
structure_matched_random,11,368,366,48,False,0.6215722131994695
