condition,draw_id,recipient_participant_id,donor_participant_id,donor_row_index,self_match,standardized_structural_distance
fake_d,12,418,355,40,False,19.38887728810742
fake_d,12,419,371,53,False,9.396490753233095
fake_d,12,420,455,114,False,7.765032311249812
fake_d,12,422,395,72,False,1.1809176637394911
fake_d,12,423,388,66,False,0.6699621389091047
fake_d,12,425,420,89,False,9.445412951044958
fake_d,12,426,369,51,False,6.3273951394685355
fake_d,12,427,303,1,False,14.26712579196756
fake_d,12,428,367,49,False,4.071412544599822
fake_d,12,429,348,35,False,25.71452138333968
fake_d,12,430,413,82,False,5.226076846640231
fake_d,12,433,356,41,False,13.392178150856736
fake_d,12,434,391,69,False,1.0012433460859955
fake_d,12,436,491,140,False,5.199796858632971
fake_d,12,437,333,23,False,12.276779596893995
fake_d,12,439,305,3,False,22.925347781614818
fake_d,12,440,366,48,False,10.086770833067284
fake_d,12,441,400,74,False,2.3745365182811637
fake_d,12,443,338,26,False,12.296791083348653
fake_d,12,444,430,97,False,20.524612868402023
fake_d,12,445,328,20,False,14.220737602120447
fake_d,12,446,358,43,False,16.1795869901795
fake_d,12,447,416,85,False,2.625366466890263
fake_d,12,448,331,22,False,13.536961364469372
fake_d,12,449,440,103,False,7.530164470416372
fake_d,12,451,414,83,False,45.06778662971978
fake_d,12,454,448,110,False,22.306545936959974
fake_d,12,455,449,111,False,0.06446687320321184
fake_d,12,456,368,50,False,2.996222703835312
fake_d,12,457,324,16,False,10.56647806467314
fake_d,12,458,456,115,False,75.1988395799294
fake_d,12,459,479,130,False,5.211857130932829
fake_d,12,463,317,10,False,15.015546790849141
fake_d,12,464,351,37,False,23.029664751644965
fake_d,12,468,360,44,False,12.920706383457278
fake_d,12,471,392,70,False,0.7200702968849619
fake_d,12,472,434,99,False,0.9537971545492346
fake_d,12,473,330,21,False,14.019173383978865
fake_d,12,474,423,91,False,0.5995264075461758
fake_d,12,475,318,11,False,9.76967757833573
fake_d,12,476,316,9,False,21.13780114204177
fake_d,12,477,374,55,False,5.136072145151157
fake_d,12,478,472,123,False,4.990057584341985
fake_d,12,479,485,134,False,2.4096126306863175
fake_d,12,482,428,95,False,3.3132123995668836
fake_d,12,483,393,71,False,4.43874794584222
fake_d,12,484,362,45,False,13.153094338535954
fake_d,12,485,478,129,False,0.6603098247420353
fake_d,12,486,489,138,False,0.6222087739353725
fake_d,12,487,343,30,False,27.234136365523472
fake_d,12,488,427,94,False,1.8197659799133108
fake_d,12,489,352,38,False,24.681290390559937
fake_d,12,490,444,106,False,1.8977550858425136
fake_d,12,491,445,107,False,9.546645173793602
fake_d,12,492,439,102,False,1.4537501811265894
fake_d,13,302,346,33,False,4.961675551659571
fake_d,13,303,348,35,False,27.721081126023265
fake_d,13,304,448,110,False,13.596309695425106
fake_d,13,305,325,17,False,7.204031409994875
fake_d,13,307,429,96,False,18.681178714743577
fake_d,13,310,357,42,False,12.537953439003862
fake_d,13,312,417,86,False,8.021509953552114
fake_d,13,313,403,77,False,11.120692326338515
fake_d,13,315,425,92,False,11.847580906311123
fake_d,13,316,389,67,False,15.119658216358587
fake_d,13,317,313,7,False,2.4830438029430995
fake_d,13,318,436,100,False,12.831551666488856
fake_d,13,319,370,52,False,19.711709142514632
fake_d,13,320,374,55,False,22.261288701041003
fake_d,13,321,351,37,False,4.029745495194619
fake_d,13,322,490,139,False,15.223453939303086
fake_d,13,324,471,122,False,12.132220362190882
fake_d,13,325,303,1,False,19.86212897106585
fake_d,13,326,459,118,False,16.958324794181156
fake_d,13,327,397,73,False,21.905350075549872
fake_d,13,328,312,6,False,1.3244418684637516
fake_d,13,330,414,83,False,13.255757494175839
fake_d,13,331,463,119,False,13.910397751476893
fake_d,13,333,336,25,False,2.3175445465885627
fake_d,13,335,455,114,False,12.041327541470682
fake_d,13,336,478,129,False,14.127585925107928
fake_d,13,338,390,68,False,24.300631566620183
fake_d,13,339,485,134,False,24.482370633318826
fake_d,13,340,477,128,False,8.837231169908387
fake_d,13,341,483,132,False,12.916419064171391
fake_d,13,343,338,26,False,17.213264895350765
fake_d,13,344,320,13,False,23.165276425724763
fake_d,13,345,324,16,False,3.9461925810818306
fake_d,13,346,375,56,False,10.659180876923465
fake_d,13,347,328,20,False,0.9329491838760604
fake_d,13,348,409,80,False,29.27977315567592
fake_d,13,350,355,40,False,5.148052138521345
fake_d,13,351,468,121,False,16.77731812132798
fake_d,13,352,331,22,False,16.208186355918304
fake_d,13,353,364,47,False,12.484491661444077
fake_d,13,355,474,125,False,13.474004076887015
fake_d,13,356,388,66,False,12.105831141119852
fake_d,13,357,344,31,False,25.090388411249616
fake_d,13,358,371,53,False,22.074482053339004
fake_d,13,360,358,43,False,5.375255271117293
fake_d,13,362,488,137,False,17.160416217079334
fake_d,13,363,322,15,False,14.2260157984276
fake_d,13,364,393,71,False,4.336154760765453
fake_d,13,366,457,116,False,5.7875882452989345
fake_d,13,367,412,81,False,4.737700681718497
fake_d,13,368,449,111,False,0.21928601368238052
fake_d,13,369,487,136,False,0.9781444146878769
fake_d,13,370,352,38,False,6.90049759271135
fake_d,13,371,475,126,False,8.20323795222179
fake_d,13,372,420,89,False,1.0874397719551183
fake_d,13,374,395,72,False,5.561467843795258
fake_d,13,375,476,127,False,2.499565960194521
fake_d,13,376,316,9,False,12.340957792349633
fake_d,13,377,362,45,False,41.36400027252586
fake_d,13,379,472,123,False,7.359727539432496
fake_d,13,380,350,36,False,17.544065505884205
fake_d,13,381,347,34,False,10.672653625502166
fake_d,13,382,369,51,False,3.4836403462808683
fake_d,13,383,491,140,False,9.777664300242494
fake_d,13,385,310,5,False,11.20067704649312
fake_d,13,386,335,24,False,11.454605995499294
fake_d,13,388,434,99,False,0.6584154026901945
fake_d,13,389,404,78,False,6.516108687391332
fake_d,13,390,486,135,False,11.194412252248132
fake_d,13,391,383,63,False,0.512024700695626
fake_d,13,392,304,2,False,12.337606643645124
fake_d,13,393,437,101,False,1.2411536872557143
fake_d,13,395,492,141,False,0.6265402873182043
fake_d,13,397,479,130,False,0.7778765239905563
fake_d,13,400,327,19,False,11.844398622578504
fake_d,13,401,440,103,False,2.2593588324671985
fake_d,13,402,385,64,False,1.629114333070664
fake_d,13,403,315,8,False,10.771314698298486
fake_d,13,404,377,58,False,14.705006025943097
fake_d,13,406,430,97,False,20.037674379914115
fake_d,13,409,392,70,False,5.984794577265631
fake_d,13,412,376,57,False,5.976867478731192
fake_d,13,413,330,21,False,9.373442781731944
fake_d,13,414,445,107,False,1.5570897599924642
fake_d,13,415,482,131,False,0.6562155871239644
fake_d,13,416,381,61,False,1.7877162688565622
fake_d,13,417,386,65,False,2.525263586813096
fake_d,13,418,380,60,False,10.18874227127832
fake_d,13,419,451,112,False,47.64599041691151
fake_d,13,420,439,102,False,8.639546156285379
fake_d,13,422,427,94,False,1.6310418196732317
fake_d,13,423,464,120,False,2.5993927214933996
fake_d,13,425,326,18,False,11.795667069283388
fake_d,13,426,353,39,False,10.454461851350366
fake_d,13,427,454,113,False,6.048995876000642
fake_d,13,428,419,88,False,9.475263764486556
fake_d,13,429,473,124,False,1.1870475895652017
fake_d,13,430,382,62,False,14.36589884420428
fake_d,13,433,447,109,False,1.7814556132377941
fake_d,13,434,343,30,False,23.082017503070045
fake_d,13,436,456,115,False,0.2717803718387729
fake_d,13,437,433,98,False,0.2940915115438556
fake_d,13,439,426,93,False,10.56074957162908
fake_d,13,440,444,106,False,6.312338268884744
fake_d,13,441,484,133,False,5.692622571520852
fake_d,13,443,307,4,False,13.197408353593605
fake_d,13,444,400,74,False,15.798013754474065
fake_d,13,445,391,69,False,0.17723177123193787
fake_d,13,446,379,59,False,15.543598825231829
fake_d,13,447,305,3,False,18.75562963210144
fake_d,13,448,366,48,False,6.609074869272293
fake_d,13,449,333,23,False,15.252694552043582
fake_d,13,451,422,90,False,60.56592185193776
fake_d,13,454,340,28,False,22.228856999101783
fake_d,13,455,368,50,False,0.21357700369479637
fake_d,13,456,458,117,False,75.1988395799294
fake_d,13,457,441,104,False,7.5508685787777265
fake_d,13,458,418,87,False,96.47037495641457
fake_d,13,459,401,75,False,10.360927327613366
fake_d,13,463,489,138,False,0.19875255140404746
fake_d,13,464,356,41,False,12.829453930254962
fake_d,13,468,423,91,False,2.1101123720204216
fake_d,13,471,367,49,False,1.472236419334205
fake_d,13,472,443,105,False,2.351078979746156
fake_d,13,473,406,79,False,5.002576880667619
fake_d,13,474,363,46,False,2.770510158787099
fake_d,13,475,321,14,False,35.28922721058436
fake_d,13,476,360,44,False,16.56333719670266
fake_d,13,477,317,10,False,13.330973271183867
fake_d,13,478,415,84,False,2.405604108538687
fake_d,13,479,302,0,False,20.79999861712015
fake_d,13,482,318,11,False,9.283011103226935
fake_d,13,483,402,76,False,3.9726335803116104
fake_d,13,484,341,29,False,15.556211860947911
fake_d,13,485,413,82,False,1.2720786392474894
fake_d,13,486,319,12,False,18.552534397179258
fake_d,13,487,416,85,False,2.6024349853179
fake_d,13,488,345,32,False,16.1679762689565
fake_d,13,489,446,108,False,5.058500770959269
fake_d,13,490,372,54,False,1.335137159606024
fake_d,13,491,339,27,False,16.983478562633255
fake_d,13,492,428,95,False,6.983152193200073
fake_d,14,302,414,83,False,9.09494836143405
fake_d,14,303,358,43,False,20.457649051036334
fake_d,14,304,474,125,False,12.295693222554398
fake_d,14,305,356,41,False,6.3898811285337604
fake_d,14,307,338,26,False,0.9360614123435163
fake_d,14,310,409,80,False,10.73297549926088
fake_d,14,312,458,117,False,57.62422936599836
fake_d,14,313,428,95,False,13.18811887848977
fake_d,14,315,420,89,False,15.74036664039668
fake_d,14,316,476,127,False,21.13780114204177
fake_d,14,317,423,91,False,13.327500591654465
fake_d,14,318,449,111,False,8.739635672463624
fake_d,14,319,464,120,False,23.621290257842503
fake_d,14,320,303,1,False,39.83139463436343
fake_d,14,321,436,100,False,27.944830365730795
fake_d,14,322,327,19,False,0.6692675913343145
fake_d,14,324,446,108,False,13.859508671918752
fake_d,14,325,447,109,False,17.120069445899343
fake_d,14,326,419,88,False,15.113418020783802
fake_d,14,327,422,90,False,17.284742957665504
fake_d,14,328,426,93,False,14.119381554556227
fake_d,14,330,370,52,False,13.264244752553587
fake_d,14,331,491,140,False,13.986867072011245
fake_d,14,333,304,2,False,2.2128860471163616
fake_d,14,335,369,51,False,10.615413779344067
fake_d,14,336,484,133,False,16.223523498747614
fake_d,14,338,418,87,False,19.10473764213152
fake_d,14,339,471,122,False,29.331490704486328
fake_d,14,340,360,44,False,10.421326257554686
fake_d,14,341,478,129,False,14.3029513069003
fake_d,14,343,406,79,False,28.52111905956936
fake_d,14,344,377,58,False,25.836427801350236
fake_d,14,345,439,102,False,20.136056965715376
fake_d,14,346,425,92,False,11.403264264983065
fake_d,14,347,328,20,False,0.9329491838760604
fake_d,14,348,307,4,False,15.08856528032319
fake_d,14,350,313,7,False,2.2627297686919468
fake_d,14,351,404,78,False,18.286793054717386
fake_d,14,352,375,56,False,16.053272991293472
fake_d,14,353,479,130,False,20.801945993570897
fake_d,14,355,391,69,False,12.302625956993438
fake_d,14,356,445,107,False,13.032454488910956
fake_d,14,357,331,22,False,18.266248261215996
fake_d,14,358,376,57,False,12.948590858707897
fake_d,14,360,403,77,False,16.85737360719475
fake_d,14,362,379,59,False,37.51526420374914
fake_d,14,363,330,21,False,10.703282204521003
fake_d,14,364,335,24,False,14.21355225875113
fake_d,14,366,400,74,False,21.761443061043234
fake_d,14,367,326,18,False,10.852735407338063
fake_d,14,368,451,112,False,49.60707618985019
fake_d,14,369,390,68,False,13.30536043404422
fake_d,14,370,427,94,False,5.930619264279835
fake_d,14,371,310,5,False,14.449324757842232
fake_d,14,372,374,55,False,11.610086111327362
fake_d,14,374,434,99,False,5.2219789433951815
fake_d,14,375,346,33,False,10.659180876923465
fake_d,14,376,336,25,False,16.978229736789483
fake_d,14,377,352,38,False,53.681597986940496
fake_d,14,379,472,123,False,7.359727539432496
fake_d,14,380,367,49,False,4.162153065474616
fake_d,14,381,382,62,False,1.39808552191516
fake_d,14,382,441,104,False,8.507518523924308
fake_d,14,383,440,103,False,5.675920861476813
fake_d,14,385,475,126,False,1.0681779470039756
fake_d,14,386,455,114,False,2.689577745585783
fake_d,14,388,459,118,False,10.109514506815282
fake_d,14,389,483,132,False,1.5607547374716435
fake_d,14,390,347,34,False,22.375006491757492
fake_d,14,391,315,8,False,12.36680101152807
fake_d,14,392,490,139,False,0.6147700112247733
fake_d,14,393,343,30,False,24.580441698420948
fake_d,14,395,333,23,False,13.101536805779535
fake_d,14,397,340,28,False,14.065174441107299
fake_d,14,400,320,13,False,17.0630244291035
fake_d,14,401,325,17,False,19.430611540945915
fake_d,14,402,344,31,False,17.32279244285199
fake_d,14,403,457,116,False,2.3012654422595404
fake_d,14,404,324,16,False,11.912066963123605
fake_d,14,406,322,15,False,17.16884382980099
fake_d,14,409,368,50,False,0.7432582899801747
fake_d,14,412,386,65,False,0.5566010422043131
fake_d,14,413,443,105,False,1.5369205661374525
fake_d,14,414,321,14,False,37.28607814713695
fake_d,14,415,486,135,False,0.01636824950774766
fake_d,14,416,429,96,False,0.9576823483061363
fake_d,14,417,468,121,False,0.6808040313584028
fake_d,14,418,305,3,False,17.682605084432353
fake_d,14,419,371,53,False,9.396490753233095
fake_d,14,420,412,81,False,0.6409048404111892
fake_d,14,422,388,66,False,1.4383285605075844
fake_d,14,423,339,27,False,24.853290626431942
fake_d,14,425,463,119,False,5.848820487119561
fake_d,14,426,366,48,False,14.49817002810015
fake_d,14,427,380,60,False,0.6043248119884185
fake_d,14,428,362,45,False,18.712533174507843
fake_d,14,429,454,113,False,1.5522473855252157
fake_d,14,430,488,137,False,14.452628638711614
fake_d,14,433,318,11,False,15.172846838632722
fake_d,14,434,430,97,False,14.052456859253487
fake_d,14,436,416,85,False,0.6838290788957617
fake_d,14,437,312,6,False,10.963116891547166
fake_d,14,439,473,124,False,7.364139623219462
fake_d,14,440,393,71,False,3.642905422927862
fake_d,14,441,383,63,False,16.94997268468208
fake_d,14,443,415,84,False,0.8558356593967427
fake_d,14,444,482,131,False,1.3737504234502063
fake_d,14,445,433,98,False,1.5437634547113794
fake_d,14,446,402,76,False,2.238275312682869
fake_d,14,447,389,67,False,8.467532851983876
fake_d,14,448,355,40,False,7.487915181939534
fake_d,14,449,350,36,False,16.353185270992252
fake_d,14,451,351,37,False,87.13387233011042
fake_d,14,454,353,39,False,29.368170492626383
fake_d,14,455,417,86,False,2.194532456745602
fake_d,14,456,444,106,False,2.391604974300534
fake_d,14,457,485,134,False,0.06984968614152183
fake_d,14,458,437,101,False,70.96164757916478
fake_d,14,459,364,47,False,3.734790171647059
fake_d,14,463,477,128,False,0.537702942302987
fake_d,14,464,448,110,False,7.70518140736955
fake_d,14,468,345,32,False,16.652511458469725
fake_d,14,471,381,61,False,0.6310185445809142
fake_d,14,472,489,138,False,1.0187809375764512
fake_d,14,473,385,64,False,2.0299682856285055
fake_d,14,474,302,0,False,13.771498124810927
fake_d,14,475,317,10,False,16.09197694424679
fake_d,14,476,492,141,False,0.5673949834773936
fake_d,14,477,397,73,False,2.8087868039774437
fake_d,14,478,401,75,False,2.2759152782128163
fake_d,14,479,413,82,False,5.664666363866427
fake_d,14,482,392,70,False,0.7756075839735529
fake_d,14,483,316,9,False,13.7160390416345
fake_d,14,484,348,35,False,11.433214799567931
fake_d,14,485,456,115,False,0.5635976643076931
fake_d,14,486,341,29,False,14.038457065844884
fake_d,14,487,319,12,False,20.928322845778297
fake_d,14,488,372,54,False,4.548088454136967
fake_d,14,489,363,46,False,3.6323001454277843
fake_d,14,490,357,42,False,21.67226622935015
fake_d,14,491,487,136,False,10.09292633065923
fake_d,14,492,395,72,False,0.6265402873182043
fake_d,15,302,425,92,False,20.000950644228375
fake_d,15,303,458,117,False,47.83310296112653
fake_d,15,304,429,96,False,16.07018107176842
fake_d,15,305,471,122,False,19.600955489676704
fake_d,15,307,479,130,False,19.135243147274885
fake_d,15,310,341,29,False,1.465280025147384
fake_d,15,312,423,91,False,12.956325298048956
fake_d,15,313,346,33,False,1.086547072940654
fake_d,15,315,355,40,False,1.6368229264142196
fake_d,15,316,439,102,False,27.464854851317014
fake_d,15,317,358,43,False,5.562675981422213
fake_d,15,318,478,129,False,14.606192881358238
fake_d,15,319,434,99,False,17.072567258517157
fake_d,15,320,366,48,False,49.72268725795644
fake_d,15,321,374,55,False,17.266261060816497
fake_d,15,322,392,70,False,12.09838553378523
fake_d,15,324,369,51,False,10.34825844227718
fake_d,15,325,391,69,False,24.741563842831813
fake_d,15,326,397,73,False,16.021317693682377
fake_d,15,327,475,126,False,23.21211992416268
fake_d,15,328,416,85,False,14.11390576591751
fake_d,15,330,427,94,False,13.106513222397913
fake_d,15,331,381,61,False,12.57172493270172
fake_d,15,333,455,114,False,15.028952766466674
fake_d,15,335,448,110,False,14.304770890662265
fake_d,15,336,395,72,False,11.445272801514504
fake_d,15,338,492,141,False,10.4038601497948
fake_d,15,339,403,77,False,35.25688921299372
fake_d,15,340,428,95,False,11.29607379736335
fake_d,15,341,307,4,False,2.559061756942783
fake_d,15,343,433,98,False,22.235026481268417
fake_d,15,344,446,108,False,16.071856164827484
fake_d,15,345,473,124,False,21.04074462439926
fake_d,15,346,322,15,False,0.9570332858848951
fake_d,15,347,418,87,False,18.761227484594023
fake_d,15,348,454,113,False,28.94905662178045
fake_d,15,350,383,63,False,17.61928476009222
fake_d,15,351,305,3,False,5.590374218434078
fake_d,15,352,420,89,False,32.34693856619284
fake_d,15,353,371,53,False,15.14930535017014
fake_d,15,355,447,109,False,8.632313564221494
fake_d,15,356,386,65,False,11.951363954955331
fake_d,15,357,390,68,False,34.85027299119236
fake_d,15,358,430,97,False,16.515539424515676
fake_d,15,360,315,8,False,11.113584763467518
fake_d,15,362,412,81,False,28.64535103335676
fake_d,15,363,328,20,False,11.691256070165299
fake_d,15,364,319,12,False,13.995262466101476
fake_d,15,366,489,138,False,4.767756100365735
fake_d,15,367,491,140,False,5.8255404032537985
fake_d,15,368,477,128,False,1.0466934329029682
fake_d,15,369,400,74,False,11.711795169956323
fake_d,15,370,303,1,False,9.39763650162282
fake_d,15,371,360,44,False,28.684755037812625
fake_d,15,372,444,106,False,2.796514382955042
fake_d,15,374,325,17,False,10.043781253305438
fake_d,15,375,343,30,False,16.986241381026616
fake_d,15,376,350,36,False,10.359481074811699
fake_d,15,377,449,111,False,28.072985628183453
fake_d,15,379,457,116,False,5.883731201159154
fake_d,15,380,437,101,False,0.7509504945753565
fake_d,15,381,483,132,False,1.219632633428021
fake_d,15,382,415,84,False,0.655751975048293
fake_d,15,383,482,131,False,1.6406843136764846
fake_d,15,385,347,34,False,9.944264402231521
fake_d,15,386,463,119,False,0.10303791340831879
fake_d,15,388,409,80,False,5.205147816783066
fake_d,15,389,348,35,False,15.71568490431307
fake_d,15,390,310,5,False,18.931078110121863
fake_d,15,391,490,139,False,0.5671794676100672
fake_d,15,392,331,22,False,12.438498806269873
fake_d,15,393,404,78,False,0.9261685770829885
fake_d,15,395,402,76,False,2.473363317940224
fake_d,15,397,326,18,False,16.021317693682377
fake_d,15,400,321,14,False,13.896474327126114
fake_d,15,401,376,57,False,5.128805971504165
fake_d,15,402,388,66,False,2.6921478445774776
fake_d,15,403,486,135,False,0.6656362493688688
fake_d,15,404,456,115,False,0.3392083053480176
fake_d,15,406,312,6,False,10.424277284529746
fake_d,15,409,377,58,False,33.18453665857724
fake_d,15,412,474,125,False,0.14774437052092268
fake_d,15,413,304,2,False,13.653478451060096
fake_d,15,414,352,38,False,9.560091920825775
fake_d,15,415,393,71,False,0.8518338589636648
fake_d,15,416,318,11,False,17.656843403385846
fake_d,15,417,426,93,False,3.421219475887336
fake_d,15,418,485,134,False,5.096229819434311
fake_d,15,419,488,137,False,0.6209170581724532
fake_d,15,420,379,59,False,1.953347685475901
fake_d,15,422,327,19,False,17.284742957665504
fake_d,15,423,468,121,False,2.1101123720204216
fake_d,15,425,451,112,False,82.75159218553641
fake_d,15,426,317,10,False,9.76506060799055
fake_d,15,427,375,56,False,3.129480558360556
fake_d,15,428,417,86,False,3.6832091673077443
fake_d,15,429,336,25,False,15.078756424420588
fake_d,15,430,302,0,False,32.223278731152
fake_d,15,433,351,37,False,19.835933051468704
fake_d,15,434,443,105,False,1.5807114549065746
fake_d,15,436,370,52,False,5.064030598574057
fake_d,15,437,419,88,False,2.38195372023357
fake_d,15,439,330,21,False,13.005580310184804
fake_d,15,440,380,60,False,3.091822837833583
fake_d,15,441,464,120,False,15.164848586716367
fake_d,15,443,422,90,False,1.8870184344761776
fake_d,15,444,368,50,False,0.09989100922604835
fake_d,15,445,441,104,False,15.957004661382806
fake_d,15,446,484,133,False,9.811264793476054
fake_d,15,447,436,100,False,0.7165720869042588
fake_d,15,448,316,9,False,20.32821707562495
fake_d,15,449,324,16,False,13.627712984876505
fake_d,15,451,335,24,False,68.79378328382035
fake_d,15,454,364,47,False,5.982968283913497
fake_d,15,455,344,31,False,15.266767484062305
fake_d,15,456,340,28,False,10.907034154294104
fake_d,15,457,459,118,False,6.801034539621989
fake_d,15,458,356,41,False,56.9795581209917
fake_d,15,459,313,7,False,22.663900773393536
fake_d,15,463,320,13,False,32.96190741492494
fake_d,15,464,338,26,False,11.497409739916156
fake_d,15,468,357,42,False,13.886752648188567
fake_d,15,471,353,39,False,14.215790995202337
fake_d,15,472,440,103,False,4.933877467405322
fake_d,15,473,476,127,False,2.1125525855061142
fake_d,15,474,406,79,False,2.177731511424491
fake_d,15,475,445,107,False,0.5422410028691246
fake_d,15,476,333,23,False,12.347786858093245
fake_d,15,477,367,49,False,1.25082514089672
fake_d,15,478,472,123,False,4.990057584341985
fake_d,15,479,413,82,False,5.664666363866427
fake_d,15,482,414,83,False,2.018768705928653
fake_d,15,483,487,136,False,5.701439304148472
fake_d,15,484,372,54,False,10.24706208550055
fake_d,15,485,401,75,False,0.6771862959656643
fake_d,15,486,345,32,False,19.738116380679493
fake_d,15,487,363,46,False,1.1303332778903112
fake_d,15,488,339,27,False,28.276242844805694
fake_d,15,489,385,64,False,1.2264175562966582
fake_d,15,490,382,62,False,0.2882784484184213
fake_d,15,491,389,67,False,0.3319190018924607
fake_d,15,492,362,45,False,26.824464743555122
fake_d,16,302,428,95,False,19.227092577505914
fake_d,16,303,489,138,False,15.626410697014421
fake_d,16,304,347,34,False,0.3654717481256085
fake_d,16,305,307,4,False,6.910723026502195
fake_d,16,307,397,73,False,17.12417803561395
fake_d,16,310,380,60,False,12.579126347181473
fake_d,16,312,326,18,False,1.971043276269289
fake_d,16,313,327,19,False,6.8739662840754745
fake_d,16,315,425,92,False,11.847580906311123
fake_d,16,316,382,62,False,22.203903633640742
fake_d,16,317,479,130,False,18.464173383523914
fake_d,16,318,448,110,False,5.903590319142536
fake_d,16,319,445,107,False,22.987644200519117
fake_d,16,320,391,69,False,40.76372660250127
fake_d,16,321,330,21,False,9.199381065928904
fake_d,16,322,352,38,False,16.627606946324185
fake_d,16,324,392,70,False,10.647051036461674
fake_d,16,325,406,79,False,21.457863739381313
fake_d,16,326,360,44,False,16.766126447728425
fake_d,16,327,395,72,False,18.96650765699207
fake_d,16,328,371,53,False,14.774639691531105
fake_d,16,330,439,102,False,13.005580310184804
fake_d,16,331,486,135,False,13.893964224001472
fake_d,16,333,317,10,False,1.2663642744073855
fake_d,16,335,474,125,False,12.519042044913988
fake_d,16,336,488,137,False,11.781468293096427
fake_d,16,338,492,141,False,10.4038601497948
fake_d,16,339,372,54,False,39.25384714666541
fake_d,16,340,310,5,False,0.5307364008051898
fake_d,16,341,459,118,False,21.514062540555653
fake_d,16,343,321,14,False,0.5454984218137361
fake_d,16,344,336,25,False,0.7496333031970571
fake_d,16,345,490,139,False,20.88146691410554
fake_d,16,346,483,132,False,11.250128029421486
fake_d,16,347,386,65,False,9.987837507809958
fake_d,16,348,353,39,False,3.7632724290626003
fake_d,16,350,454,113,False,28.32973558502365
fake_d,16,351,473,124,False,18.1658228584381
fake_d,16,352,335,24,False,15.109296545071867
fake_d,16,353,315,8,False,2.831332434569417
fake_d,16,355,362,45,False,11.957719187862805
fake_d,16,356,383,63,False,11.501476385323766
fake_d,16,357,415,84,False,19.463274107731465
fake_d,16,358,370,52,False,13.940642980764483
fake_d,16,360,412,81,False,25.366618306092796
fake_d,16,362,434,99,False,20.760647568129187
fake_d,16,363,441,104,False,16.72317675336774
fake_d,16,364,475,126,False,6.955172360753358
fake_d,16,366,319,12,False,26.66400884096408
fake_d,16,367,364,47,False,3.0918886261437164
fake_d,16,368,305,3,False,20.94828681158343
fake_d,16,369,393,71,False,0.17516448532311638
fake_d,16,370,468,121,False,2.138970989093185
fake_d,16,371,302,0,False,20.440159417691497
fake_d,16,372,358,43,False,30.97070511904122
fake_d,16,374,422,90,False,3.748732400392858
fake_d,16,375,485,134,False,1.2390492545668443
fake_d,16,376,388,66,False,5.097250756056775
fake_d,16,377,363,46,False,22.502203255228764
fake_d,16,379,333,23,False,17.622022857870633
fake_d,16,380,355,40,False,14.00870123101924
fake_d,16,381,458,117,False,73.3067726968109
fake_d,16,382,331,22,False,15.189422912566501
fake_d,16,383,313,7,False,11.213636980188456
fake_d,16,385,345,32,False,18.99954819525288
fake_d,16,386,344,31,False,13.037284440281564
fake_d,16,388,357,42,False,20.81990643219322
fake_d,16,389,426,93,False,1.4029239126382218
fake_d,16,390,440,103,False,3.593760756071788
fake_d,16,391,368,50,False,1.6043907243837903
fake_d,16,392,400,74,False,5.252010646630105
fake_d,16,393,385,64,False,0.5530540934196105
fake_d,16,395,374,55,False,5.561467843795258
fake_d,16,397,350,36,False,21.054520991968086
fake_d,16,400,381,61,False,5.438115990947103
fake_d,16,401,338,26,False,11.124378491646285
fake_d,16,402,456,115,False,3.257002944841754
fake_d,16,403,328,20,False,12.595553056057815
fake_d,16,404,463,119,False,0.14621718871510153
fake_d,16,406,477,128,False,0.696945428421947
fake_d,16,409,416,85,False,8.881145394560491
fake_d,16,412,482,131,False,2.363303677145759
fake_d,16,413,418,87,False,2.335772081251712
fake_d,16,414,430,97,False,21.501412312817074
fake_d,16,415,437,101,False,0.1063675048142875
fake_d,16,416,377,58,False,9.732303910297276
fake_d,16,417,375,56,False,0.7993855491563736
fake_d,16,418,491,140,False,1.3833808224232773
fake_d,16,419,325,17,False,20.827400280565843
fake_d,16,420,414,83,False,9.330217356991062
fake_d,16,422,356,41,False,9.152460491359799
fake_d,16,423,402,76,False,3.2590470367027633
fake_d,16,425,346,33,False,11.403264264983065
fake_d,16,426,457,116,False,2.1761910135707376
fake_d,16,427,451,112,False,74.39067008649974
fake_d,16,428,464,120,False,6.796096279003712
fake_d,16,429,318,11,False,22.727239866136603
fake_d,16,430,404,78,False,13.726172320492411
fake_d,16,433,427,94,False,0.1660983389302091
fake_d,16,434,420,89,False,3.852220857202168
fake_d,16,436,449,111,False,2.842156928348582
fake_d,16,437,351,37,False,18.00768804533646
fake_d,16,439,417,86,False,2.2816641877495254
fake_d,16,440,324,16,False,10.923119831942282
fake_d,16,441,390,68,False,3.468359093059558
fake_d,16,443,303,1,False,16.840241381162617
fake_d,16,444,455,114,False,0.45609776649682404
fake_d,16,445,429,96,False,5.329930684497647
fake_d,16,446,312,6,False,10.075925368013486
fake_d,16,447,413,82,False,2.225594711642619
fake_d,16,448,446,108,False,2.6769857369575076
fake_d,16,449,476,127,False,1.8118642875169666
fake_d,16,451,447,109,False,59.969345492224946
fake_d,16,454,401,75,False,7.078672147404236
fake_d,16,455,379,59,False,14.18310551081776
fake_d,16,456,487,136,False,1.6438392770768342
fake_d,16,457,369,51,False,1.9110180986261487
fake_d,16,458,366,48,False,49.19867484687681
fake_d,16,459,409,80,False,24.72939443411432
