condition,participant_id,document_index,word_count,chunk_count,is_empty,cache_key,cache_path
participant_speech,343,30,722,5,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,344,31,1944,13,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,345,32,1436,10,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,346,33,2253,15,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,347,34,441,3,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,348,35,960,7,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,350,36,1442,10,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,351,37,1176,8,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,352,38,1674,11,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,353,39,1246,8,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,355,40,1021,7,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,356,41,1629,11,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,357,42,404,3,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,358,43,653,5,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,360,44,612,4,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,362,45,782,5,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,363,46,2171,15,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,364,47,4112,28,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,366,48,2548,17,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,367,49,3036,20,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,368,50,3524,24,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,369,51,2240,15,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,370,52,3086,21,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,371,53,821,6,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,372,54,2170,15,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,374,55,2403,16,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,375,56,535,4,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,376,57,1720,12,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,377,58,2412,16,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,379,59,2526,17,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,380,60,3933,26,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,381,61,1650,11,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,382,62,1111,8,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,383,63,2116,14,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,385,64,167,1,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,386,65,2115,14,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,388,66,459,3,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,389,67,566,4,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,390,68,1407,10,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,391,69,598,4,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,392,70,692,5,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,393,71,722,5,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,395,72,1223,8,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,397,73,1712,12,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,400,74,1198,8,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,401,75,1193,8,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,402,76,1140,8,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,403,77,1429,10,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,404,78,1069,7,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,406,79,999,7,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,409,80,2399,16,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,412,81,875,6,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,413,82,1692,11,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,414,83,1467,10,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,415,84,1197,8,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,416,85,1450,10,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,417,86,1205,8,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,418,87,1634,11,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,419,88,1646,11,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,420,89,1085,7,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,422,90,2411,16,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,423,91,1006,7,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,425,92,1734,12,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,426,93,1193,8,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,427,94,1059,7,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,428,95,980,7,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,429,96,1178,8,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,430,97,1442,10,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,433,98,923,6,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,434,99,2582,17,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,436,100,1401,10,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,437,101,1211,8,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,439,102,3010,20,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,440,103,1854,13,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,441,104,947,6,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,443,105,519,4,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,444,106,2792,19,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,445,107,1007,7,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,446,108,1743,12,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,447,109,1370,9,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,448,110,2506,17,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,449,111,3066,21,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,451,112,1724,12,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,454,113,673,5,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,455,114,1072,7,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,456,115,1633,11,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,457,116,1371,9,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,458,117,1297,9,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,459,118,1204,8,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,463,119,913,6,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,464,120,2030,14,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,468,121,1870,13,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,471,122,1479,10,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,472,123,900,6,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,473,124,337,2,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,474,125,1745,12,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,475,126,720,5,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,476,127,635,4,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,477,128,2789,19,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,478,129,1293,9,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,479,130,662,5,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,482,131,1887,13,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,483,132,2259,15,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,484,133,1377,9,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,485,134,705,5,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,486,135,768,5,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,487,136,1809,12,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,488,137,1413,10,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,489,138,491,3,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,490,139,592,4,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,491,140,1241,8,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
participant_speech,492,141,1259,9,False,b369a9ce54810fe37ea9fef1de589c081879280cfa6997a569ff82e76cfe4eb8,participant_speech_b369a9ce54810fe3.npz
interviewer_speech,302,0,431,3,False,5124d7a5fa6d9cf14f6cbadf59e0fe7faab2b27d5028c6274cd64c7b8d78fa53,interviewer_speech_5124d7a5fa6d9cf1.npz
interviewer_speech,303,1,448,3,False,5124d7a5fa6d9cf14f6cbadf59e0fe7faab2b27d5028c6274cd64c7b8d78fa53,interviewer_speech_5124d7a5fa6d9cf1.npz
interviewer_speech,304,2,501,4,False,5124d7a5fa6d9cf14f6cbadf59e0fe7faab2b27d5028c6274cd64c7b8d78fa53,interviewer_speech_5124d7a5fa6d9cf1.npz
interviewer_speech,305,3,530,4,False,5124d7a5fa6d9cf14f6cbadf59e0fe7faab2b27d5028c6274cd64c7b8d78fa53,interviewer_speech_5124d7a5fa6d9cf1.npz
interviewer_speech,307,4,431,3,False,5124d7a5fa6d9cf14f6cbadf59e0fe7faab2b27d5028c6274cd64c7b8d78fa53,interviewer_speech_5124d7a5fa6d9cf1.npz
interviewer_speech,310,5,481,3,False,5124d7a5fa6d9cf14f6cbadf59e0fe7faab2b27d5028c6274cd64c7b8d78fa53,interviewer_speech_5124d7a5fa6d9cf1.npz
interviewer_speech,312,6,439,3,False,5124d7a5fa6d9cf14f6cbadf59e0fe7faab2b27d5028c6274cd64c7b8d78fa53,interviewer_speech_5124d7a5fa6d9cf1.npz
interviewer_speech,313,7,448,3,False,5124d7a5fa6d9cf14f6cbadf59e0fe7faab2b27d5028c6274cd64c7b8d78fa53,interviewer_speech_5124d7a5fa6d9cf1.npz
interviewer_speech,315,8,511,4,False,5124d7a5fa6d9cf14f6cbadf59e0fe7faab2b27d5028c6274cd64c7b8d78fa53,interviewer_speech_5124d7a5fa6d9cf1.npz
interviewer_speech,316,9,578,4,False,5124d7a5fa6d9cf14f6cbadf59e0fe7faab2b27d5028c6274cd64c7b8d78fa53,interviewer_speech_5124d7a5fa6d9cf1.npz
interviewer_speech,317,10,504,4,False,5124d7a5fa6d9cf14f6cbadf59e0fe7faab2b27d5028c6274cd64c7b8d78fa53,interviewer_speech_5124d7a5fa6d9cf1.npz
interviewer_speech,318,11,405,3,False,5124d7a5fa6d9cf14f6cbadf59e0fe7faab2b27d5028c6274cd64c7b8d78fa53,interviewer_speech_5124d7a5fa6d9cf1.npz
interviewer_speech,319,12,472,3,False,5124d7a5fa6d9cf14f6cbadf59e0fe7faab2b27d5028c6274cd64c7b8d78fa53,interviewer_speech_5124d7a5fa6d9cf1.npz
interviewer_speech,320,13,642,4,False,5124d7a5fa6d9cf14f6cbadf59e0fe7faab2b27d5028c6274cd64c7b8d78fa53,interviewer_speech_5124d7a5fa6d9cf1.npz
interviewer_speech,321,14,615,4,False,5124d7a5fa6d9cf14f6cbadf59e0fe7faab2b27d5028c6274cd64c7b8d78fa53,interviewer_speech_5124d7a5fa6d9cf1.npz
interviewer_speech,322,15,534,4,False,5124d7a5fa6d9cf14f6cbadf59e0fe7faab2b27d5028c6274cd64c7b8d78fa53,interviewer_speech_5124d7a5fa6d9cf1.npz
interviewer_speech,324,16,511,4,False,5124d7a5fa6d9cf14f6cbadf59e0fe7faab2b27d5028c6274cd64c7b8d78fa53,interviewer_speech_5124d7a5fa6d9cf1.npz
interviewer_speech,325,17,443,3,False,5124d7a5fa6d9cf14f6cbadf59e0fe7faab2b27d5028c6274cd64c7b8d78fa53,interviewer_speech_5124d7a5fa6d9cf1.npz
interviewer_speech,326,18,532,4,False,5124d7a5fa6d9cf14f6cbadf59e0fe7faab2b27d5028c6274cd64c7b8d78fa53,interviewer_speech_5124d7a5fa6d9cf1.npz
interviewer_speech,327,19,555,4,False,5124d7a5fa6d9cf14f6cbadf59e0fe7faab2b27d5028c6274cd64c7b8d78fa53,interviewer_speech_5124d7a5fa6d9cf1.npz
interviewer_speech,328,20,496,3,False,5124d7a5fa6d9cf14f6cbadf59e0fe7faab2b27d5028c6274cd64c7b8d78fa53,interviewer_speech_5124d7a5fa6d9cf1.npz
interviewer_speech,330,21,486,3,False,5124d7a5fa6d9cf14f6cbadf59e0fe7faab2b27d5028c6274cd64c7b8d78fa53,interviewer_speech_5124d7a5fa6d9cf1.npz
interviewer_speech,331,22,495,3,False,5124d7a5fa6d9cf14f6cbadf59e0fe7faab2b27d5028c6274cd64c7b8d78fa53,interviewer_speech_5124d7a5fa6d9cf1.npz
interviewer_speech,333,23,514,4,False,5124d7a5fa6d9cf14f6cbadf59e0fe7faab2b27d5028c6274cd64c7b8d78fa53,interviewer_speech_5124d7a5fa6d9cf1.npz
interviewer_speech,335,24,503,4,False,5124d7a5fa6d9cf14f6cbadf59e0fe7faab2b27d5028c6274cd64c7b8d78fa53,interviewer_speech_5124d7a5fa6d9cf1.npz
interviewer_speech,336,25,541,4,False,5124d7a5fa6d9cf14f6cbadf59e0fe7faab2b27d5028c6274cd64c7b8d78fa53,interviewer_speech_5124d7a5fa6d9cf1.npz
interviewer_speech,338,26,430,3,False,5124d7a5fa6d9cf14f6cbadf59e0fe7faab2b27d5028c6274cd64c7b8d78fa53,interviewer_speech_5124d7a5fa6d9cf1.npz
interviewer_speech,339,27,509,4,False,5124d7a5fa6d9cf14f6cbadf59e0fe7faab2b27d5028c6274cd64c7b8d78fa53,interviewer_speech_5124d7a5fa6d9cf1.npz
interviewer_speech,340,28,541,4,False,5124d7a5fa6d9cf14f6cbadf59e0fe7faab2b27d5028c6274cd64c7b8d78fa53,interviewer_speech_5124d7a5fa6d9cf1.npz
interviewer_speech,341,29,523,4,False,5124d7a5fa6d9cf14f6cbadf59e0fe7faab2b27d5028c6274cd64c7b8d78fa53,interviewer_speech_5124d7a5fa6d9cf1.npz
interviewer_speech,343,30,613,4,False,5124d7a5fa6d9cf14f6cbadf59e0fe7faab2b27d5028c6274cd64c7b8d78fa53,interviewer_speech_5124d7a5fa6d9cf1.npz
interviewer_speech,344,31,575,4,False,5124d7a5fa6d9cf14f6cbadf59e0fe7faab2b27d5028c6274cd64c7b8d78fa53,interviewer_speech_5124d7a5fa6d9cf1.npz
interviewer_speech,345,32,426,3,False,5124d7a5fa6d9cf14f6cbadf59e0fe7faab2b27d5028c6274cd64c7b8d78fa53,interviewer_speech_5124d7a5fa6d9cf1.npz
interviewer_speech,346,33,463,3,False,5124d7a5fa6d9cf14f6cbadf59e0fe7faab2b27d5028c6274cd64c7b8d78fa53,interviewer_speech_5124d7a5fa6d9cf1.npz
interviewer_speech,347,34,530,4,False,5124d7a5fa6d9cf14f6cbadf59e0fe7faab2b27d5028c6274cd64c7b8d78fa53,interviewer_speech_5124d7a5fa6d9cf1.npz
interviewer_speech,348,35,568,4,False,5124d7a5fa6d9cf14f6cbadf59e0fe7faab2b27d5028c6274cd64c7b8d78fa53,interviewer_speech_5124d7a5fa6d9cf1.npz
interviewer_speech,350,36,456,3,False,5124d7a5fa6d9cf14f6cbadf59e0fe7faab2b27d5028c6274cd64c7b8d78fa53,interviewer_speech_5124d7a5fa6d9cf1.npz
interviewer_speech,351,37,491,3,False,5124d7a5fa6d9cf14f6cbadf59e0fe7faab2b27d5028c6274cd64c7b8d78fa53,interviewer_speech_5124d7a5fa6d9cf1.npz
interviewer_speech,352,38,333,2,False,5124d7a5fa6d9cf14f6cbadf59e0fe7faab2b27d5028c6274cd64c7b8d78fa53,interviewer_speech_5124d7a5fa6d9cf1.npz
interviewer_speech,353,39,459,3,False,5124d7a5fa6d9cf14f6cbadf59e0fe7faab2b27d5028c6274cd64c7b8d78fa53,interviewer_speech_5124d7a5fa6d9cf1.npz
interviewer_speech,355,40,422,3,False,5124d7a5fa6d9cf14f6cbadf59e0fe7faab2b27d5028c6274cd64c7b8d78fa53,interviewer_speech_5124d7a5fa6d9cf1.npz
interviewer_speech,356,41,430,3,False,5124d7a5fa6d9cf14f6cbadf59e0fe7faab2b27d5028c6274cd64c7b8d78fa53,interviewer_speech_5124d7a5fa6d9cf1.npz
interviewer_speech,357,42,321,2,False,5124d7a5fa6d9cf14f6cbadf59e0fe7faab2b27d5028c6274cd64c7b8d78fa53,interviewer_speech_5124d7a5fa6d9cf1.npz
interviewer_speech,358,43,404,3,False,5124d7a5fa6d9cf14f6cbadf59e0fe7faab2b27d5028c6274cd64c7b8d78fa53,interviewer_speech_5124d7a5fa6d9cf1.npz
interviewer_speech,360,44,337,2,False,5124d7a5fa6d9cf14f6cbadf59e0fe7faab2b27d5028c6274cd64c7b8d78fa53,interviewer_speech_5124d7a5fa6d9cf1.npz
interviewer_speech,362,45,416,3,False,5124d7a5fa6d9cf14f6cbadf59e0fe7faab2b27d5028c6274cd64c7b8d78fa53,interviewer_speech_5124d7a5fa6d9cf1.npz
interviewer_speech,363,46,426,3,False,5124d7a5fa6d9cf14f6cbadf59e0fe7faab2b27d5028c6274cd64c7b8d78fa53,interviewer_speech_5124d7a5fa6d9cf1.npz
interviewer_speech,364,47,493,3,False,5124d7a5fa6d9cf14f6cbadf59e0fe7faab2b27d5028c6274cd64c7b8d78fa53,interviewer_speech_5124d7a5fa6d9cf1.npz
interviewer_speech,366,48,433,3,False,5124d7a5fa6d9cf14f6cbadf59e0fe7faab2b27d5028c6274cd64c7b8d78fa53,interviewer_speech_5124d7a5fa6d9cf1.npz
interviewer_speech,367,49,405,3,False,5124d7a5fa6d9cf14f6cbadf59e0fe7faab2b27d5028c6274cd64c7b8d78fa53,interviewer_speech_5124d7a5fa6d9cf1.npz
interviewer_speech,368,50,421,3,False,5124d7a5fa6d9cf14f6cbadf59e0fe7faab2b27d5028c6274cd64c7b8d78fa53,interviewer_speech_5124d7a5fa6d9cf1.npz
interviewer_speech,369,51,421,3,False,5124d7a5fa6d9cf14f6cbadf59e0fe7faab2b27d5028c6274cd64c7b8d78fa53,interviewer_speech_5124d7a5fa6d9cf1.npz
