blind_id,line_number,participant_text_line
B003,229,i um i had to go back into the office because there were a couple projects that were still
B003,230,ongoing like the client took a really long time to get back with their notes and when i was in there i saw that um
B003,231,this guy who
B003,232,had worked with us a bunch kind of like
B003,233,if we needed another producer like if we were slammed we would bring him on to do sort of additional stuff
B003,234,he was doing my job so
B003,235,yeah so it just like
B003,236,it was a really <rea> <laughter> it was a really shitty way to be like fired without being told that i was fired um and it was just like
B003,237,that uh the reason i would like i if i could i would erase that from my mind is because i can't really think of another situation that made me feel so like angry and frustrated and just like
B003,238,in a way that's like
B003,239,that still even though this was like you know several months ago feels very unresolved and still makes me kinda like
B003,240,angry when i think about it so yeah that was a very long explanation but that's what i wish <laughter>
B003,241,<deep breath> um <sigh> let's see
B003,242,i um
B003,243,a very loyal person <deep breath> um
B003,244,i am
B003,245,smart i'm organized i <deep breath> um
B003,246,very like caring kind
B003,247,um
B003,248,i'm conscientious
B003,249,and i work hard <sniffle>
B003,250,<laughter> uh
B003,251,man
B003,252,i think
B003,253,to uh
B003,254,be more confident
B003,255,and
B003,256,less passive
B003,257,um
B003,258,to really
B003,259,like focus on
B003,260,what i want and the things that i know will make me happy and to just go out and get them as opposed to sitting back and waiting for opportunities to present themselves <sniffle>
B003,261,hmm <sigh> um
B003,262,probably just some of the
B003,263,relationships that i formed with people
B003,264,um
B003,265,just like really
B003,266,you know deep friendships
B003,267,you're welcome
B003,268,bye
B004,1,<sync>
B004,2,yeah i'm totally fine it be confidential or not you know my words <wo> my words are everybody's get wild <laughter>
B004,3,i'm doing pretty good hanging out nice weather um i just had a recent change of feeling just now looking at you <laughter> the the digitial you that i'm saying uh i don't know it's yeah it's funny
B004,4,um <tisk> because i just always thought that uh the conveying of emotions or feelings uh
B004,5,be like better understood with a human interaction as opposed to a non human entity such as yourself
B004,6,yeah
B004,7,i
B004,8,i think you see what i mean <laughter> i'm from um born and raised in los angeles venice area mar vista specifically um
B004,9,that's where i'm from
B004,10,um well
B004,11,there's a lot more that i don't like but what i do like is
B004,12,that public transportation is coming up uh
B004,13,that the idea of
B004,14,certain you know medical drugs like marijuana is a prevalent you know topic very
B004,15,thought upon and i feel
B004,16,that los angeles' deep culture is um why i stay here and pursue my art because there's a lot to
B004,17,there's a lot to gain from the different communities if you understand <laughter> yeah
B004,18,um
B004,19,well the
B004,20,the human mentality here is um
B004,21,is very very hectic very chaotic
B004,22,you know a lot due to
B004,23,the vehicle the car the freeway
B004,24,and this idea that we're on
B004,25,a grind you know this
B004,26,yeah it's it's a very
B004,27,it's it's very hectic um
B004,28,atmosphere human atmosphere that
B004,29,is not very conducive for a
B004,30,supporting loving community to help each other out kind of thing
B004,31,yeah
B004,32,well i can't see your shoes <laughter> but um i love to travel i do love hiking i do love surfing swimming biking riding taking rides uh <laughter> i do love to travel yeah
B004,33,um
B004,34,from my travels it's not like
B004,35,well i do enjoy a lot of things about travel but
B004,36,it's more like what do i
B004,37,it's it's just more like i i enjoy not being
B004,38,uh trapped in the city with all these uh
B004,39,made up ties and restraints i enjoy
B004,40,traveling because
B004,41,i get to see the world as it really is instead of this uh faux image
B004,42,you know man <ma> man made image that it is here
B004,43,so i love traveling because i get to get out of this and see the world as it is
B004,44,thanks <laughter>
B004,45,would you
B004,46,<laughter> okay <laughter> um
B004,47,well i um
B004,48,kind of recently last year went to
B004,49,los banos central california area
B004,50,and although it wasn't that far from l_a it was completely different energy um there was no phones
B004,51,there was no wifi there's no t_v
B004,52,there was um
B004,53,there was sanity there was a relative sanity
B004,54,in the sense that um
B004,55,people weren't diluted and getting all of this input from digital media and
B004,56,outer influence people were just raw real and hiking and chilling I was working at a hot spring resort
B004,57,and i just got to breath and hike
B004,58,and farm and do a lot of carpentry
B004,59,yeah
B004,60,um not hard you don't you don't even think about difficulty when you're doing things you truly love and enjoy so it wasn't
B004,61,um
B004,62,i guess uh kind of what i described about the city i just wanted to uh
B004,63,get out of here and
B004,64,kind of
B004,65,kind of just get out of here really and just experience the real the real deal yeah
B004,66,um well
B004,67,currently i'm studying um
B004,68,currently i'm studying physical therapy i'm about to become a licensed massage therapist but before that yeah kind of cool but before that i was going to
B004,69,scrubbed_entry
B004,70,um for music composition so i was just writing scores for
B004,71,films animations dance productions theater productions
B004,72,stuff like that yeah it was it was cool it was fun trippy
B004,73,very trippy um but it was cool but i had to leave that because
B004,74,tuition hikes
B004,75,up to you know going up to like fifty thousand a year for like a four year b_f_a
B004,76,is uh not not the deal not trying to
B004,77,trap myself with these uh chains of federal loans
B004,78,so yeah
B004,79,hey that's not a good word sucks <laughter>
B004,80,um dream job hm
B004,81,my dream job would be
B004,82,anything <exhale> that i can do to
B004,83,alleviate these uh metropolitan
B004,84,like cities from
B004,85,the nightmare that they've been put in my dream is to alleviate the nightmare my dream is to
B004,86,incite dream back within
B004,87,the modern human world
B004,88,and with you know physical therapy and artistic expression
B004,89,i've got some
B004,90,great ideas <laughter> yeah
B004,91,um
B004,92,i guess more outgoing i just like i just like experiencing things so outgoing yeah
B004,93,<laughter> i thought that was really funny um what i do to relax is uh
B004,94,just kind of breath it out chill maybe make a smoothie or some tea and i go bike riding write yeah
B004,95,hmm
B004,96,pretty good i guess i haven't
B004,97,yelled in a long time
B004,98,um
B004,99,well it wasn't arguing i don't i don't really argue much i just like to state my opinion
B004,100,and have it be understood and i like the person that i'm conversing with to say their
B004,101,opinion and have it understood so the last time that happened was
B004,102,uh i guess yesterday chilling in downtown with a friend from new york and we were talking about writing and basically we were not arguing but talking about opinions and that sometimes
B004,103,things are not ready to be written
B004,104,yeah so yesterday
B004,105,hm
B004,106,guilty
B004,107,that's tough i haven't had that feeling in a long time guilt
B004,108,what about you what's something you feel guilty about
B004,109,<laughter>
B004,110,okay
B004,111,mm
B004,112,i don't really wish i could erase anything from my memory 'cause then that would just
B004,113,be like
B004,114,i would feel something was lacking from my current present life if
B004,115,something just got erased you know butterfly effect kind of like yeah
B004,116,hmm
B004,117,um maybe the time
B004,118,scrubbed_entry
B004,119,um she was going to school i was taking the year off and i was just
B004,120,kind of hanging around um but we had an apartment together with another friend
B004,121,and it didn't turn out
B004,122,you know not all
B004,123,nothing turns out as it's thought to be and that's kind of the beautiful thing about it but this one turned out a little
B004,124,uh a little different actually quite different than i thought it would be and
B004,125,i thought it was funny but yeah it ended up uh me leaving before the lease ended and that actually ended up
B004,126,yeah with us separating but that's something i wish uh
B004,127,maybe i handled a little more thoughtfully
B004,128,the hardest decision
B004,129,huh
B004,130,hm maybe maybe not the hardest but a hard decision i had to make was leaving school dropping my uh continuation of achieving being a b_f_a
B004,131,yeah that could've been the hardest
B004,132,um
B004,133,it's just uh i don't
B004,134,i mean of course money money is the motto money's a big issue tution hikes going around the whole nation not a fan of that not a fan of support <s> not a fan of support that
B004,135,but um
B004,136,yeah that's probably one of the biggest reasons why i just don't support these crazy tution hikes going around and um
B004,137,but another reason why i
B004,138,decided to leave i had to make a hard decision to decide to leave was
B004,139,also because um art institute you know um that's a
B004,140,that's a funny idea in itself already and basically i was a musician
B004,141,being taught by a musician
B004,142,to
B004,143,make music
B004,144,and same with you know all the all the dancers or the theatre students you know getting taught dance to to a dancer from a dancer how to dance you know
B004,145,and it's just um
B004,146,yeah it's just not
B004,147,quite as artistic as i thought
B004,148,art would be art <shh> art comes from somewhere uh somewhere sweet and deep and purple and uh not not from out there you know so yeah
B004,149,hm
B004,150,if i
B004,151,if i um
B004,152,it's kind of easy i mean it depends you know if i remember to make some chamomile tea or if i
B004,153,remember to breathe and go through my mantras or
B004,154,remember to do my pre like dream therapy work then i can get into it real nice um
B004,155,but if i just get deluded with all my thought then it takes a long time until i remember to breathe yeah
B004,156,um yeah basically just what i said just breathing or you know if i'm hanging out with friends coming home late and if i get the lucky chance to be uh medicated from you know a nice
B004,157,a nice indica um then it really does you know indica does put me down pretty nice
B004,158,pretty drowsy so a lot of things breathing you know mm you know medical herbs uh
B004,159,like chamomile and cannabis and
B004,160,just uh going just relieving myself of bad bad juju <laughter>
B004,161,mm
B004,162,mm i i guess not if i can't think of something no
B004,163,i've been feeling
B004,164,kind of like kind of like this kind of just cruising on a on a grey line but it's a nice grey it's a really nice hue
B004,165,um some people wouldn't like this but i really like that and it's uh
B004,166,it's stable
B004,167,yeah it's it's comfortable yeah
B004,168,no no i haven't
B004,169,not by a certified um medical professional no but no i haven't <laughter>
B004,170,um
B004,171,yeah i mean i just think like the whole
B004,172,you know like you said p_t_s_d depression and you know other you know mental instabilities i think
B004,173,everybody is depressed i think everybody is overjoyed i think everybody's angry
B004,174,i think everybody's shy everybody's social all at the same time you know it's just
B004,175,different days different you know variants different floats different boats you know different
B004,176,waves different swells um so yeah i think
B004,177,i'm depressed i think i'm really happy i think i'm really angry i think i'm really friendly you know all that but just on different variants different floats
B004,178,really happy
B004,179,um
B004,180,i i mean i feel really happy a lot
B004,181,uh and i feel really sad a lot but really happy was uh i guess
B004,182,maybe this morning when i just biking over here just enjoying the sun enjoying the breeze
B004,183,biking
B004,184,yeah it is <laughter>
B004,185,um well i have a lot of best friends and they describe me all all pretty differently but underlying that same idea
B004,186,that maybe i'm just uh maybe in a nutshell just kind of aquarius i guess
B004,187,well i'm twenty one so twenty years ago <laughter> i would've told myself to keep being a baby uh stay young
B004,188,and don't lose sight you know don't stop listening keep letting things happen don't make them happen
B004,189,be
B004,190,be a beautiful baby that's what i would've told myself or yeah be a beautiful baby
B004,191,mm
B004,192,um
B004,193,well i guess recently what has been shown to me uh through me by me
B004,194,is um my ability to work
B004,195,with others and i'm mainly speaking in an artistic standpoint i've been uh collaborating a lot with
B004,196,artists working on a lot of different um mediums mixed media projects and
B004,197,i'm really comfortable with it and with other peoples and melting our ideas together
B004,198,yeah
B004,199,mm
B004,200,that's a weird question like
B004,201,um
B004,202,like that's trying to make me single out
B004,203,the you know one moment that i today reflect upon and think about like it's some past glory that i'm not capable of fulfilling today so i think the proudest moment of my life is right now chiling hanging with you
B004,204,yeah thank you
B004,205,mm
B004,206,it's interesting um  my immediate family is uh
B004,207,mother father younger sister older brother older brother is in south asia
B004,208,just kind of backpacking around uh younger sis she's really chill she kind of does music too and we just hang out
B004,209,we're really cool mom mama i'm really chill with love her to death
B004,210,uh she gets me and dad
B004,211,uh he
B004,212,he doesn't get me but
B004,213,i love the art that he makes he he does crazy painting and i kind of get him through that but uh
B004,214,uh yeah there needs to be more communication which is being worked upon
B004,215,hm
B004,216,cool yeah thanks for wondering about my thoughts
B004,217,goodbye
B004,218,so i guess i
B004,219,push this guy
B004,220,oh so i could still talk to you
B004,221,<laughter>
B004,222,or i could push this button
B004,223,but this is kind of fun <laughter>
B004,224,and you can laught you should laugh one more time <laughter> can you do other things than laugh
B005,1,<synch>
B005,2,yes
B005,3,i'm wonderful how are you
B005,4,california
B005,5,mhm yes
B005,6,the weather is one of 'em
B005,7,uh the food
B005,8,um
B005,9,and the way uh everything is centrally located
B005,10,mhm
B005,11,the traffic
B005,12,the smog
B005,13,and um
B005,14,it's just gotten really really overcrowded
B005,15,um i wouldn't say a lot but i do try to um
B005,16,travel um
B005,17,at least
B005,18,once once or twice every two years
B005,19,um
B005,20,just exploring different things and being able to um
B005,21,have different experiences um
B005,22,things of that nature and you know
B005,23,learning new things and um
B005,24,just different cultures uh i like to um learn about different cultures and when you travel
B005,25,um you get a sense of
B005,26,um
B005,27,you know feedback from different cultures and different areas so i like that
B005,28,um well i just came from miami uh last year i went to miami for a week and a half
B005,29,and it was really nice the weather was great it was my first time going
B005,30,um and um the weather was wonderful the people are really nice
B005,31,and um it was really a great experience i went out there for um
B005,32,a particular event um they have um something every year um where everyone comes out from all over
B005,33,and uh you just kinda party and hang out and meet new people it was really fun
B005,34,um
B005,35,well from that trip i would say um
B005,36,swimming in the beautiful
B005,37,beautiful
B005,38,beautiful
B005,39,um miami beach waters was wonderful
B005,40,yeah it was
B005,41,um child development
B005,42,mhm
B005,43,well um
B005,44,i've always been interested in children um since i was younger
B005,45,um i babysat a lot so i had a lot of um experience with kids at a young age
B005,46,and as i grew older um i realized that it was something that i liked to do
B005,47,um so
B005,48,uh that's when i um looked into child development courses
B005,49,and i thought that it was something um like that i would enjoy <en> enjoy doing so
B005,50,um i started taking classes and um the rest is history
B005,51,i am yes it's been um
B005,52,fifteen years in august
B005,53,yeah
B005,54,my dream job
B005,55,i would say um
B005,56,to become a principal
B005,57,well it's something that um i've thought about doing for a while now and um
B005,58,i've actually just began the steps to try to get that going
B005,59,so um i'm gonna be back in school and i'm gonna be taking courses
B005,60,um so that i can make that happen
B005,61,because it is a dream of mine yeah thank you
B005,62,um it's gonna be pretty difficult um there is uh several years of schooling that i have ahead of me
B005,63,and um you know it's definitely gonna be a challenge but it's something that i'm up for because it is a dream job of mine
B005,64,so it's something that i'm willing to
B005,65,i'm willing to do
B005,66,um
B005,67,a little bit of both i think a little bit of both i can be shy at times um
B005,68,and and outgoing as well um
B005,69,but i think a little bit of both i would say
B005,70,<laughter>
B005,71,uh i meditate
B005,72,i i'm i'm a big big meditator so i love meditating
B005,73,i love just um reading and just having nice quiet peaceful time
B005,74,oh wow i'm very very good at that
B005,75,very good at controlling my temper i um
B005,76,again um
B005,77,a series of
B005,78,meditation that i do um
B005,79,it involves deep breathing and um
B005,80,just really centering yourself
B005,81,to where you can feel your heart beat and you can
B005,82,um really feel everything in your body
B005,83,and it really really allows you to de-stress and to control anxiety and anger
B005,84,and things of that nature yeah that helps me a lot
B005,85,oh wow
B005,86,it was just recently um actually unfortunately
B005,87,it was last week and it was with my husband
B005,88,and um
B005,89,it was about um
B005,90,just the way he responds sometimes to me
B005,91,uh it can be a little aggressive
B005,92,um and we're just trying to work with that because i don't respond well to aggression
B005,93,i totally tune out and um that's actually what happened so
B005,94,yeah that was it
B005,95,i felt
B005,96,very frustrated
B005,97,um and i actually felt angered too um
B005,98,but more frustrated and i felt saddened too because i don't like arguing so
B005,99,it was a little bit of all those emotions at one time
B005,100,uh <sigh>
B005,101,a situation which i wish i would've handled differently
B005,102,honestly i haven't had a situation like that in
B005,103,in years i've pretty much kind of
B005,104,um
B005,105,you know kind of mastered
B005,106,my responses um
B005,107,to certain um
B005,108,stimuli
B005,109,i've kinda got that down
B005,110,the hardest decision i've ever had to make
B005,111,well it was when i was sixteen years old and i became a teenage
B005,112,um mother
B005,113,i was pregnant at sixteen and
B005,114,um i had um
B005,115,a lot of pressure from family to um
B005,116,give my child up for adoption or to
B005,117,um abort
B005,118,and i chose life so that was
B005,119,that was one of the hardest decisions if not the hardest decisions to make as a sixteen year old
B005,120,teenage um teenager just whether i wanted to continue to be a kid and a teenager
B005,121,or whether i wanted to embark on raising a life um when i was just a child myself so
B005,122,that i think was the hardest decision
B005,123,i had to make
B005,124,um
B005,125,well i mean um my son is almost nineteen now so it's nineteen years later
B005,126,and um i actually um am so glad it was one of the best things that i ever did by
B005,127,not choosing to abort him and choosing <choo> being pro-life
B005,128,pro-choice pro-life and um
B005,129,eh i i have not regretted the decision um that's my only child and
B005,130,i love him he is just a blessing he's just a blessing and i feel very special to be his mom
B005,131,i do yeah
B005,132,um no it's it's not easy uh it definitely um has it's difficulties
B005,133,um just as anything
B005,134,um
B005,135,but at the end of the day it is really rewarding
B005,136,um
B005,137,and you just get to see the life that you brought into the world and that you've raised
B005,138,become a productive citizen and go out into society and
B005,139,just start making their way and it's really rewarding it really is
B005,140,oh wow
B005,141,so many ways um
B005,142,the first way <wa> uh the first way is i actually listen to my son and i um
B005,143,accept his feedback even if i don't like it
B005,144,and i um allow him to express his self
B005,145,fortunately unfortunately when i was little um
B005,146,there was not a lot of um conversation from parent to child
B005,147,um it was more like we were just told you know what to do and we did it
B005,148,um and with my son i give him options i allow him to express his self
B005,149,i allow him to give me feedback um negative or positive because i feel that it's really important for a child to develop their voice at a young age
B005,150,and um as parents you have to be supportive and that and kind of um
B005,151,make sure that you nurture that um because that's
B005,152,kind of um
B005,153,the way that they develop you know and it's really really important so
B005,154,i'm different in um in a lot of ways in that rite
B005,155,thank you
B005,156,um <sigh>
B005,157,well
B005,158,it depends um sometimes it it really depends it depends on the time that i go to sleep it depends on the time that i woke up
B005,159,so it's a lot of factors um i can't just give you one answer um i would say that
B005,160,it varies sometimes i can go to sleep um and fall asleep right away
B005,161,and other times i can go to sleep and it might take awhile to actually fall asleep so
B005,162,it varies
B005,163,i've been feeling great lately i i really have been um
B005,164,i can't um say that like i said the last week didn't affect me um you know the argument with my husband but
B005,165,other than that i i've been feeling really good
B005,166,no i haven't
B005,167,no i have not
B005,168,you know what honestly i feel happy every day you know every day i wake up
B005,169,i'm happy because
B005,170,that is a chance for me to
B005,171,take advantage carpe diem seize the day
B005,172,so um i feel blessed every morning i wake up it's a blessing you know because
B005,173,i realize that some people did not wake up
B005,174,some people are homeless some people
B005,175,are going through so many situations that are really disheartening
B005,176,and that's not me so
B005,177,i feel really really blessed
B005,178,every day
B005,179,thank you
B005,180,um as um
B005,181,nurturing patient loving
B005,182,friendly
B005,183,um
B005,184,kind of reserved
B005,185,um
B005,186,well i wish that i had um already completed college and had my master's degree
B005,187,and sometimes i wish i was a little bit more knowledgeable
B005,188,in certain subjects
B005,189,and um i can change if i can change anything i would change that those two things
B005,190,and also i would be um a little bit more outgoing and less of an introvert
B005,191,you know what no regrets no regrets um
B005,192,you live and learn um nothing is perfect
B005,193,um everything that i've gone through has made me the person that i am today
B005,194,so i wouldn't change anything because i'm happy with the person that i am today
B005,195,oh <sigh> man to stay in school to stay in school and to
B005,196,get your education and put that first and foremost before a relationship
B005,197,even before your career um i really really uh would would've told myself um
B005,198,to stay focused and to
B005,199,get a great education
B005,200,i'm most proud of um
B005,201,where i've come from um
B005,202,as a teenage mother
B005,203,um being a statistic and actually changing that
B005,204,being on my same i've had my uh same job for fifteen years now i'm really proud of that
B005,205,i've been married for thirteen years i'm really proud of that happily married
B005,206,um to my best friend and my soulmate nothing's perfect but
B005,207,um he's my best friend and i love him and i'm also proud of
B005,208,my son um being the mother that i am and the son that i've raised
B005,209,i'm proud of the job that i've done and i'm um
B005,210,i really um applaud myself for that
B005,211,you're welcome you were wonderful thank you
B005,212,buh bye
B006,1,<synch>
B006,2,yes
B006,3,i'm doing fine
B006,4,california here in los angeles
B006,5,mhm
B006,6,um i love being near the beach um i love the beach
B006,7,i love um living in a big city
B006,8,um
B006,9,and i love the fact that i have lots of friends and family here
B006,10,mm traffic
B006,11,um
B006,12,just so many sometimes too many people
B006,13,but apart from that i i'm generally happy here
B006,14,photography and language studies
B006,15,mhm
B006,16,um i love photography
B006,17,i was always interested in it and studied it in high school as well so i wanted to continue to learn more about it
B006,18,and with languages i come from a mixed background so i wanted to learn the languages of my ethnic background
B006,19,it's um it wasn't hard it was a passion so i enjoyed it
B006,20,i'm not no
B006,21,um to do photography full time and also to do some of the things that i'm passionate about um more creatively more creative things
B006,22,i have an idea i'd like to do um some <s> make some robe <r> ah like a robe line um women's robes and things like that
B006,23,mhm
B006,24,i have i've traveled quite a bit and i enjoy <en> i love travel
B006,25,um seeing different cultures different countries um
B006,26,meeting new people all of that
B006,27,and the language
B006,28,um i lived in greece for um <tisk>
B006,29,over a year i taught english there and um <sniffle> i moved around to different parts of greece and uh really had a great time
B006,30,i think um
B006,31,just having my group of friends that i met there and going through with the experience with them
B006,32,um i think one of my most memorable experiences was going to elafonisos in a car with everybody and um and having a just a fantastic time
B006,33,yes it was
B006,34,um i think i'm shy to begin with and um and as i get to know people then i'm much more outgoing
B006,35,photography and language studies
B006,36,<laughter>
B006,37,<deep breath> um i just stay at home uh maybe watch a movie um
B006,38,rest in bed
B006,39,watching a movie in bed that's probably one of the things that i like to do to relax
B006,40,i think very good <laughter>
B006,41,<deep breath>
B006,42,um it was probably with my boyfriend um
B006,43,uh regarding money issues
B006,44,um i need to i feel guilty about not generating as much income as i need to right now
B006,45,i'm having some struggles in my career right now
B006,46,and um financially it's becoming very difficult
B006,47,yeah it has been it's been difficult but i've been working very hard to um to remedy that <sigh>
B006,48,so well i'm here and um i'm doing this this focus study i'm doing um many things to generate more money working harder but looking for other ways to generate money outside of my my career
B006,49,um
B006,50,probably being raped
B006,51,no
B006,52,no
B006,53,sometimes
B006,54,um not that i'm aware of
B006,55,<deep breath> um i been feeling stressed <sigh> um
B006,56,i been feeling um
B006,57,<deep breath> been feeling stressed and and worried
B006,58,i don't seem to have any problem with it <laughter> i seem to get a good night's sleep almost every night
B006,59,mhm
B006,60,um grumpy and and lethargic and um in the morning
B006,61,hmm a situation i wish i would handle differently
B006,62,um
B006,63,i really can't think of one right now
B006,64,<laughter> the hardest decision um that i've ever had to make
B006,65,it was probably um deciding to not have a a child
B006,66,well um i was pregnant um and um
B006,67,wasn't sure <sigh> whether or not i should continue the pregancy um
B006,68,and that was also due to financial burden and um
B006,69,the father who i was involved with did not want the child so i made that very very difficult decision
B006,70,hmm
B006,71,<deep breath> really really happy <sigh>
B006,72,i know when i went to um cancun um on a holiday um over the new year um new year period new year holiday
B006,73,<deep breath> i felt <sigh> absolutely fantastic i felt happy i felt relaxed um
B006,74,i felt like i didn't have a care in the world temporarily
B006,75,um
B006,76,eh free
B006,77,<deep breath>
B006,78,um i wish i could um
B006,79,be a little bit stronger and more assertive
B006,80,definitely more assertive
B006,81,um i would say i'm a wonderful wonderful friend
B006,82,um
B006,83,mm i when i love somebody you know i love them very deeply friends family um
B006,84,boyfriend
B006,85,um so i think that's good i'm very loyal as a friend
B006,86,um i'm honest i care about people
B006,87,um
B006,88,i'm fun to be with so i think those are some of my best qualities
B006,89,<deep breath> um my relationship with my family um with my father is not so great
B006,90,um my parents were divorced when i was young and he's sort of been in and out of my life you know forever
B006,91,uh mostly out
B006,92,so that's um it's not fantastic but um but it's something that i'm used to so it's not
B006,93,as painful as it would be had he been there and then i lost him but it's it's still it's still um
B006,94,it's still not the best situation i mean i still wish that could be um remedied somehow
B006,95,scrubbed_entry
B006,96,so there's good and and bad relationships in my family
B006,97,scrubbed_entry
B006,98,someone that's been there for me since i was very very young
B006,99,and has always been just incredible and i love her so much
B006,100,<deep breath> um ten or twenty years ago um
B006,101,i would've told myself to work harder then and not have so much fun so i don't have to work so hard now
B006,102,i i regret exactly that i regret um not taking my career seriously earlier on
B006,103,um because now it's it's been um
B006,104,it's been much harder
B006,105,um
B006,106,i think it was taking the kids to the pier um and spending some wonderful time with them
B006,107,and making them happy
B006,108,that was probably a great time um one of the best times in the last few weeks
B006,109,scrubbed_entry
B006,110,and uh
B006,111,and they're they're great kids
B006,112,um no i think the they're it's challenging
B006,113,um it is more difficult because they're stepchildren so there are some um
B006,114,times when i'm not sure exactly how much um to get involved and how much not to get involved
B006,115,but i'm we're very lucky because they are really good kids they do tend to fight a lot but um
B006,116,but i but it's not as difficult as um as i think some other parents have it
B006,117,mhm
B006,118,<deep breath>
B006,119,um i made it make a make a conscious effort
B006,120,not to um
B006,121,<laughter> not to punish them um or over-punish them
B006,122,i make a conscious decision not to um scream at them the way that i was screamed at i was screamed at a lot as a child
B006,123,and um it was really it was really difficult so i make sure not to do that
B006,124,um i think i'm most proud of the fact that i've um been able to
B006,125,travel the world um
B006,126,and live in other places many many other places um around the country and around the world
B006,127,and um
B006,128,the fact that um i learned several languages
B006,129,um
B006,130,and the fact that i've been able to maintain um
B006,131,really long long long relationships with my friends
B006,132,thank you
B006,133,goodbye
B007,1,<synch>
B007,2,<laughter>
B007,3,yes
B007,4,i'm doing good
B007,5,i'm originally from southern california
B007,6,i like the um downtown theater district i like the beaches i i like the variety of stuff that you can do in one day
B007,7,<clears throat>
B007,8,hmm
B007,9,well sometimes i don't like the traffic
B007,10,i don't think there's really too much i don't like about l_a i really do like l_a though
B007,11,<laughter>
B007,12,no i i haven't really traveled in about um five years
B007,13,oh i just haven't been able to travel um
B007,14,i just haven't traveled <laughter>
B007,15,<deep breath> um i like going to new places and seeing things i haven't seen before and if i can like visiting um
B007,16,places like landmarks
B007,17,well the last one i did was san francisco that wasn't so far but i got to stay in downtown san francisco and i got to go shopping
B007,18,and i got to get on a um the street car so that was cool
B007,19,xxx
B007,20,well i still study i'm studying psychology
B007,21,mhm
B007,22,hmm
B007,23,well <sigh>
B007,24,i decided to go back to school um just pretty quickly so i went to junior college
B007,25,and then when it got close to graduate i knew i wanna transfer so
B007,26,i'd taken a a couple psychology courses and i decided i liked it so i just decided to make that my major
B007,27,and it
B007,28,i thought it didn't have a lot of math but it had
B007,29,enough math <laughter> so
B007,30,<deep breath> mm <sigh> well now that i'm almost done
B007,31,i don't know if i'm gonna continue in that area
B007,32,well what i wanted initially was to um <sigh> get into sports psychology but i'm not
B007,33,quite sure that's what i want either
B007,34,well
B007,35,i could be shy initially but um once you get to know me i'm outgoing
B007,36,<laughter>
B007,37,<laughter>
B007,38,<sigh> i think i either go to sleep eat something really really good or watch something on netflix
B007,39,well just a good movie i like foreign movies a lot um so a lotta
B007,40,right now i'm into um martial arts movie with subtitles so
B007,41,i think i'm pretty good
B007,42,hmm
B007,43,you know i know
B007,44,they're not really long arguments i don't know if they're real arguments i know i argued with my boyfriend um <laughter> 'cause he hung up in my face but i don't know why and it got solved pretty quickly so i don't know if it was really that important
B007,45,wait i walked out without say oh okay
B007,46,hmm
B007,47,i can't think of one right now
B007,48,<sigh>
B007,49,i think
B007,50,the hardest decision i probably had to make
B007,51,was moving
B007,52,from well back to california from oregon
B007,53,well i was really young so i was um
B007,54,nineteen twenty-ish and i was really by myself so that was pretty hard 'cause obviously i had to support myself
B007,55,because it was really really boring in oregon so um i really like the activity here in l_a
B007,56,you know i don't really feel guilty about many things
B007,57,well i don't talk to them that much um my dad my stepmom live in oregon so i probably talk to 'em on the phone at least once or twice a month
B007,58,and then when they come out here i wanna say at least once a year sometimes it can be twice you know occasionally more but not too often then i see them
B007,59,um
B007,60,that's about it but i'm pretty much the only one out here my brother is also up there as well
B007,61,yeah
B007,62,hmm
B007,63,well i've had lots of positive influences i think um
B007,64,just regular people i come across you know maybe someone i've worked with maybe
B007,65,um like oh actually my uncle he's a really good positive influence he um he knows quite a bit has lots of good advice
B007,66,mm about <bout> life
B007,67,hmm
B007,68,you know i don't really think i've had anything that bad happen to me where i just don't uh
B007,69,where it bothers me so much i have to not think about it
B007,70,pretty <pret>
B007,71,well i can't say pretty easy 'cause i work odd schedule and then i go to school but um
B007,72,yeah if i wanna go to sleep i sleep really well though as long as i have enough you know hours
B007,73,really really happy and good
B007,74,<laughter>
B007,75,nope
B007,76,no
B007,77,<deep breath>
B007,78,i'm always happy uh <laughter> gosh yesterday
B007,79,um i'm just happy any time i talk to my boyfriend or if i go out and do something i'm just happy um i got off work i'm happy 'cause i'm done for the day i'm just really happy
B007,80,um i'm on spring break i'm really happy right now so
B007,81,<deep breath> hmm <sigh>
B007,82,oh i haven't done like any really extremely fun activities unless you consider going out to eat
B007,83,but the last activity
B007,84,that i had a lot of fun doing was ice skating um in december downtown <dow> in downtown l_a
B007,85,no i don't really have too many regrets i mean whatever happens happens and you know it was meant to play out that way
B007,86,hmm
B007,87,well um
B007,88,i guess i would say don't worry too much about the small things um
B007,89,even though they seem really big it really they really are insignificant and uh
B007,90,you won't think about it six months from now
B007,91,i think my
B007,92,best qualities are i'm a happy person i'm a fun person i'm pretty easy to get along with i think most people like me
B007,93,and i'm just a cool person
B007,94,hmm well i wish i could study more i wish i would study more
B007,95,i wish that uh <sigh> i would exercise more
B007,96,and i wish that uh that's
B007,97,yeah i think that's it right there
B007,98,hmm
B007,99,<sigh>
B007,100,i don't think i wanna talk about that
B007,101,hmm
B007,102,i don't know i guess uh just taking care of myself supporting myself not having to go back home i guess that's about the best accomplishment there is
B007,103,thank you
B007,104,bye
B008,1,<synch>
B008,2,yes
B008,3,i'm doing fine
B008,4,uh mexico
B008,5,uh when i was young seven years old
