representation,repeat,outer_fold,draw,domain_type,participant_id,label,base_probability,enhanced_probability
tfidf,1,2,29,fake,386,1,0.5450116657775819,0.544717682321722
tfidf,1,2,29,fake,390,0,0.9662827152661827,0.968882693119598
tfidf,1,2,29,fake,392,0,0.07118472310958633,0.06743909502169461
tfidf,1,2,29,fake,401,0,0.6155848395619657,0.6096650442976281
tfidf,1,2,29,fake,412,1,0.9784367281328964,0.9771408636351585
tfidf,1,2,29,fake,422,1,0.8169265203592319,0.8049229348784018
tfidf,1,2,29,fake,427,0,0.015051715414899356,0.013037165382625606
tfidf,1,2,29,fake,440,1,0.8488820051106638,0.8511274182524399
tfidf,1,2,29,fake,443,0,0.16121452421609742,0.15059321196400607
tfidf,1,2,29,fake,457,0,0.014222674528731783,0.012525289052262295
tfidf,1,2,29,fake,479,0,0.010743407561392688,0.009575684339422528
tfidf,1,2,29,fake,482,0,0.04019481501536165,0.03818045883494276
tfidf,1,2,29,fake,486,0,0.008084388712611858,0.0076523026341720896
tfidf,1,3,29,fake,305,0,0.5159116827707911,0.5100635946017474
tfidf,1,3,29,fake,307,0,0.4551030873790741,0.41316699331047224
tfidf,1,3,29,fake,313,0,0.5361306771292844,0.5317146169720154
tfidf,1,3,29,fake,315,0,0.5961578157214256,0.5444202487663984
tfidf,1,3,29,fake,317,0,0.6272789296189583,0.6584950771701645
tfidf,1,3,29,fake,320,1,0.7556023137346198,0.7873050323919656
tfidf,1,3,29,fake,338,1,0.7170703967493005,0.7569081160920678
tfidf,1,3,29,fake,344,1,0.7018287560839468,0.7285561530444177
tfidf,1,3,29,fake,352,1,0.7205691047209131,0.6894078150671251
tfidf,1,3,29,fake,356,1,0.6438919934471452,0.6722944921124829
tfidf,1,3,29,fake,367,1,0.9174308377306863,0.921433946063532
tfidf,1,3,29,fake,371,0,0.457006790967185,0.4660372882908005
tfidf,1,3,29,fake,380,1,0.7319472056132953,0.7124955352859119
tfidf,1,3,29,fake,383,0,0.3090986659799374,0.3061282542921605
tfidf,1,3,29,fake,393,0,0.20973518464610927,0.20916629125184927
tfidf,1,3,29,fake,395,0,0.45744454635259113,0.4715611100572765
tfidf,1,3,29,fake,397,0,0.3364961098810622,0.33012864415468035
tfidf,1,3,29,fake,425,0,0.7359209398165673,0.7374015506024916
tfidf,1,3,29,fake,430,0,0.44062211924096567,0.4336721024861586
tfidf,1,3,29,fake,436,0,0.19482273232760106,0.1842400924863921
tfidf,1,3,29,fake,439,0,0.35527481746646683,0.3543742063127707
tfidf,1,3,29,fake,446,0,0.2578284982658209,0.2612910538336872
tfidf,1,3,29,fake,447,0,0.3512012694555397,0.3470553545962667
tfidf,1,3,29,fake,459,1,0.7449989815424262,0.7494190547504426
tfidf,1,3,29,fake,474,0,0.1614931293302796,0.15021689926032689
tfidf,1,3,29,fake,475,0,0.10932545395622584,0.10401784229966347
tfidf,1,3,29,fake,489,0,0.35485796358347693,0.355484597589686
tfidf,1,3,29,fake,491,0,0.4383814285818303,0.4413310608100542
tfidf,1,4,29,fake,318,0,0.05420425386607098,0.24695150760387954
tfidf,1,4,29,fake,322,0,0.34908797522049456,0.654752155363771
tfidf,1,4,29,fake,326,0,0.16420507614624644,0.2851198144609121
tfidf,1,4,29,fake,327,0,0.3190264192920539,0.5880254112417875
tfidf,1,4,29,fake,335,1,0.9543354865411565,0.7660116814399506
tfidf,1,4,29,fake,343,0,0.3007058766301303,0.5525864093185173
tfidf,1,4,29,fake,347,1,0.9116284202450547,0.7882168921043734
tfidf,1,4,29,fake,351,1,0.5500072140449068,0.7376044352018707
tfidf,1,4,29,fake,374,0,0.025671606764748577,0.17569173354773573
tfidf,1,4,29,fake,377,1,0.9999108149565641,0.9967035466827927
tfidf,1,4,29,fake,389,1,0.7604163080786867,0.790271977983761
tfidf,1,4,29,fake,414,1,0.9052784445402186,0.7567511267457477
tfidf,1,4,29,fake,415,0,0.04924528945568272,0.1358364239375323
tfidf,1,4,29,fake,419,0,6.645012711906701e-05,0.005674845844650265
tfidf,1,4,29,fake,445,0,0.0056820579257367285,0.10695319246989701
tfidf,1,4,29,fake,448,1,0.9866773132067568,0.7931489013322028
tfidf,1,4,29,fake,449,0,0.0031465705304980556,0.06043037410653329
tfidf,1,4,29,fake,455,0,0.006142224603272985,0.0763460012078541
tfidf,1,4,29,fake,458,0,0.2657017567875873,0.2955184435091716
tfidf,1,4,29,fake,463,0,8.039998702013235e-05,0.0038810835389729626
tfidf,1,4,29,fake,464,0,0.0075286475483765354,0.03247455900627569
tfidf,1,4,29,fake,471,0,0.0018956072763358111,0.033777543229652825
tfidf,1,4,29,fake,472,0,0.0009991872785582471,0.024153653381486465
tfidf,1,4,29,fake,477,0,0.17501989518420102,0.42378219228758246
tfidf,1,4,29,fake,478,0,0.9936708341065741,0.8762495718054166
tfidf,1,4,29,fake,483,1,0.46193315016668707,0.5082775714443231
tfidf,1,4,29,fake,488,0,0.44631485575803137,0.30971549616287597
tfidf,1,4,29,fake,492,0,0.0009546686990215485,0.038923567011610455
tfidf,1,5,29,fake,302,0,0.28773202935375713,0.006738679292636263
tfidf,1,5,29,fake,321,1,0.8711041888584006,0.9991014487617533
tfidf,1,5,29,fake,325,1,0.7272950864540642,0.9918465196837642
tfidf,1,5,29,fake,330,1,0.2725033505694102,1.5030881052087597e-05
tfidf,1,5,29,fake,333,0,0.6373805988207345,0.6160803434304272
tfidf,1,5,29,fake,336,0,0.32683422446661253,0.011170976476400155
tfidf,1,5,29,fake,340,0,0.2905732033962938,0.0018322465042753542
tfidf,1,5,29,fake,341,0,0.4412878556870731,0.09837815071389851
tfidf,1,5,29,fake,348,1,0.9807685928563082,0.9999963824866627
tfidf,1,5,29,fake,350,1,0.9269545972509586,0.9999840106742388
tfidf,1,5,29,fake,360,0,0.4580736668547748,0.5700442417423431
tfidf,1,5,29,fake,368,0,0.08237922857576863,3.932222223957148e-05
tfidf,1,5,29,fake,370,0,0.5730043943671297,0.8493294553709712
tfidf,1,5,29,fake,385,0,0.0961174475734806,8.868930722610463e-05
tfidf,1,5,29,fake,388,1,0.6392113087312268,0.21772311328850505
tfidf,1,5,29,fake,406,0,0.03883207386260611,1.0601123695651872e-05
tfidf,1,5,29,fake,409,1,0.14938767431071423,0.00020119634471028557
tfidf,1,5,29,fake,417,0,0.03996717410578705,1.3423509061072426e-05
tfidf,1,5,29,fake,418,1,0.9447236701943387,0.9995239988143471
tfidf,1,5,29,fake,428,0,0.6828311466582647,0.9546978085055844
tfidf,1,5,29,fake,429,0,0.10593050781698028,0.00016688688921810503
tfidf,1,5,29,fake,434,0,0.035647127719168455,0.0010183059354568144
tfidf,1,5,29,fake,437,0,0.09027458378778658,0.00019052951142400833
tfidf,1,5,29,fake,441,1,0.9104907821490373,0.9991144598804235
tfidf,1,5,29,fake,444,0,0.0921508278502983,0.0001705533458044798
tfidf,1,5,29,fake,456,0,0.024708178911804785,1.4216893829707124e-05
tfidf,1,5,29,fake,468,0,0.05470712816065288,0.00032815783593579436
tfidf,1,5,29,fake,485,0,0.012444223840936094,3.054928549969344e-05
tfidf,1,1,30,fake,319,1,0.6480579658137458,0.7441409808570849
tfidf,1,1,30,fake,331,0,0.6400163658235778,0.725196120317605
tfidf,1,1,30,fake,345,1,0.951925417254385,0.9697550244216483
tfidf,1,1,30,fake,346,1,0.7355064937474641,0.7863132884841101
tfidf,1,1,30,fake,357,0,0.5332077393109904,0.6001656712548847
tfidf,1,1,30,fake,358,0,0.9436871762971889,0.9635890419491869
tfidf,1,1,30,fake,362,1,0.8350558843568322,0.9092560175788946
tfidf,1,1,30,fake,363,0,0.15462991275142254,0.15447582325067563
tfidf,1,1,30,fake,364,0,0.8623569263898191,0.8882221277829057
tfidf,1,1,30,fake,369,0,0.22376402873439502,0.18708242860324412
tfidf,1,1,30,fake,372,1,0.5047979567096414,0.5474354864512401
tfidf,1,1,30,fake,391,0,0.34979154767640785,0.44792041273259237
tfidf,1,1,30,fake,400,0,0.9439324250664819,0.9403808780728864
tfidf,1,1,30,fake,402,1,0.9972677589867592,0.9975830138295884
tfidf,1,1,30,fake,403,0,0.014858898703949627,0.012396403066772269
tfidf,1,1,30,fake,404,0,0.11124858747140384,0.1371771690659537
tfidf,1,1,30,fake,413,1,0.960615248282484,0.9669932035436352
tfidf,1,1,30,fake,416,0,0.03130178776115669,0.03235220465922978
tfidf,1,1,30,fake,420,0,0.04610896157546653,0.03788395445311528
tfidf,1,1,30,fake,423,0,0.7267771865271279,0.7701026125288394
tfidf,1,1,30,fake,426,1,0.9961434421692289,0.9958907337056224
tfidf,1,1,30,fake,433,1,0.6045398539852258,0.6250946896724167
tfidf,1,1,30,fake,451,0,0.4015475046829228,0.37270767152477086
tfidf,1,1,30,fake,454,0,0.05674388952568703,0.063298774370933
tfidf,1,1,30,fake,473,0,0.0334354466688899,0.032857268250067594
tfidf,1,1,30,fake,476,0,0.054321714775916886,0.04787391442395408
tfidf,1,1,30,fake,484,0,0.21812871601951112,0.25234481243832
tfidf,1,1,30,fake,487,0,0.3394633433791935,0.3226200587692272
tfidf,1,1,30,fake,490,0,0.03725394594179229,0.038900892852050804
tfidf,1,2,30,fake,303,0,0.08980305219659726,0.08815263235839771
tfidf,1,2,30,fake,304,0,0.05064522748933681,0.05466427655045011
tfidf,1,2,30,fake,310,0,0.47443516677741504,0.5092656917368109
tfidf,1,2,30,fake,312,0,0.3604855844379832,0.3896417332060585
tfidf,1,2,30,fake,316,0,0.6234471222597396,0.6269742487318161
tfidf,1,2,30,fake,324,0,0.44045124269413094,0.4143335106883288
tfidf,1,2,30,fake,328,0,0.7314522419986855,0.7470767864987274
tfidf,1,2,30,fake,339,1,0.783932911853867,0.7768668210602008
tfidf,1,2,30,fake,353,1,0.7830991078292229,0.7764720366366878
tfidf,1,2,30,fake,355,1,0.9924646088796341,0.9909350021812006
tfidf,1,2,30,fake,366,0,0.01779776992549629,0.019189214916517414
tfidf,1,2,30,fake,375,0,0.008711368737395015,0.010788635001334533
tfidf,1,2,30,fake,376,1,0.9885598317323765,0.9872783832408459
tfidf,1,2,30,fake,379,0,0.5450363327290465,0.5698079707363608
tfidf,1,2,30,fake,381,1,0.9178994973131356,0.9089558078961966
tfidf,1,2,30,fake,382,0,0.11894548863410269,0.13068110772173355
tfidf,1,2,30,fake,386,1,0.7923106772707014,0.7889780011537912
tfidf,1,2,30,fake,390,0,0.9007106269489312,0.8807447163055507
tfidf,1,2,30,fake,392,0,0.17743078339827828,0.19012789262620564
tfidf,1,2,30,fake,401,0,0.7117210872427187,0.7134640445048289
tfidf,1,2,30,fake,412,1,0.8967064659195499,0.8954227760193758
tfidf,1,2,30,fake,422,1,0.6450432204996004,0.6718307596909513
tfidf,1,2,30,fake,427,0,0.015758187961823888,0.018635731007070364
tfidf,1,2,30,fake,440,1,0.8128694872218556,0.807141350054436
tfidf,1,2,30,fake,443,0,0.2025178210952753,0.21206774691422492
tfidf,1,2,30,fake,457,0,0.018467775060731873,0.02250152123292218
tfidf,1,2,30,fake,479,0,0.03410901676939132,0.041384991658978486
tfidf,1,2,30,fake,482,0,0.28495291707810927,0.3201109148989197
tfidf,1,2,30,fake,486,0,0.017262563566183796,0.01946249088030948
tfidf,1,3,30,fake,305,0,0.22865495039341177,0.226447784797485
tfidf,1,3,30,fake,307,0,0.30287903113829695,0.22455003270642254
tfidf,1,3,30,fake,313,0,0.577926966140979,0.577482820072866
tfidf,1,3,30,fake,315,0,0.3143323870950026,0.22619214111532954
tfidf,1,3,30,fake,317,0,0.5679966465395312,0.6557596795527548
tfidf,1,3,30,fake,320,1,0.9289365017475679,0.9485591768996323
tfidf,1,3,30,fake,338,1,0.8620726079094652,0.9072265006515883
tfidf,1,3,30,fake,344,1,0.4211472142784681,0.5143404539434767
tfidf,1,3,30,fake,352,1,0.9598618190892668,0.9416157657431552
tfidf,1,3,30,fake,356,1,0.6259708941184018,0.7025945250523011
tfidf,1,3,30,fake,367,1,0.99327207480202,0.9932025547629161
tfidf,1,3,30,fake,371,0,0.32019658943742785,0.3706279492416526
tfidf,1,3,30,fake,380,1,0.6160142678756607,0.6002519162018617
tfidf,1,3,30,fake,383,0,0.07380299810150669,0.07307465867083694
tfidf,1,3,30,fake,393,0,0.09993867899058016,0.09869069862873697
tfidf,1,3,30,fake,395,0,0.5750762201746592,0.6507706344321623
tfidf,1,3,30,fake,397,0,0.12126501256561245,0.11307934072633014
tfidf,1,3,30,fake,425,0,0.9328726307407104,0.9332556744561982
tfidf,1,3,30,fake,430,0,0.1956107531876841,0.16681517970669005
tfidf,1,3,30,fake,436,0,0.0581945877714214,0.04938539031100471
tfidf,1,3,30,fake,439,0,0.3185054965347257,0.3309138771719644
tfidf,1,3,30,fake,446,0,0.02199189293821042,0.02579043293459809
tfidf,1,3,30,fake,447,0,0.14047105120909212,0.14800978378699683
tfidf,1,3,30,fake,459,1,0.9317435708749404,0.9324170121377061
tfidf,1,3,30,fake,474,0,0.18562510223810988,0.15276577022417753
tfidf,1,3,30,fake,475,0,0.005200092530151808,0.005008892788035625
tfidf,1,3,30,fake,489,0,0.17856985373325265,0.18470131132570697
tfidf,1,3,30,fake,491,0,0.21121933055147862,0.2106803078493976
tfidf,1,4,30,fake,318,0,0.3158792152813191,0.16830951884217166
tfidf,1,4,30,fake,322,0,0.48654740149674885,0.5281248924792847
tfidf,1,4,30,fake,326,0,0.5052122557473088,0.3225858950840765
tfidf,1,4,30,fake,327,0,0.8091414409771348,0.7776685435868813
tfidf,1,4,30,fake,335,1,0.3311514811265152,0.24906100046194732
tfidf,1,4,30,fake,343,0,0.7612376165669238,0.7824837877947867
tfidf,1,4,30,fake,347,1,0.7072564876390356,0.7811494134697767
tfidf,1,4,30,fake,351,1,0.9337214404194442,0.9708099913332823
tfidf,1,4,30,fake,374,0,0.16800477094406743,0.18027455858567626
tfidf,1,4,30,fake,377,1,0.9828034941857406,0.9941277155168371
tfidf,1,4,30,fake,389,1,0.9170866138974979,0.9636491355924225
tfidf,1,4,30,fake,414,1,0.2590179852200904,0.20773584919576318
tfidf,1,4,30,fake,415,0,0.08226416906653782,0.06909796292630252
tfidf,1,4,30,fake,419,0,0.007489034571703571,0.004504452095402546
tfidf,1,4,30,fake,445,0,0.1672419006442595,0.17348097672119428
tfidf,1,4,30,fake,448,1,0.37314511742139767,0.37111414802509296
tfidf,1,4,30,fake,449,0,0.10990664699825688,0.07910973657013738
tfidf,1,4,30,fake,455,0,0.0658224079499825,0.05906958292505774
tfidf,1,4,30,fake,458,0,0.19369412673641065,0.17887851222999543
tfidf,1,4,30,fake,463,0,0.008799336014195053,0.004161672814825916
tfidf,1,4,30,fake,464,0,0.2268087506999023,0.14053890000330463
tfidf,1,4,30,fake,471,0,0.13561085240827747,0.07782873205596821
tfidf,1,4,30,fake,472,0,0.02334467235370945,0.019169676462220436
tfidf,1,4,30,fake,477,0,0.5082635304351283,0.5253078758248942
tfidf,1,4,30,fake,478,0,0.7523922103223456,0.7986584979782801
tfidf,1,4,30,fake,483,1,0.8674962774897829,0.8742896913963414
tfidf,1,4,30,fake,488,0,0.13986252361799234,0.08841682483951918
tfidf,1,4,30,fake,492,0,0.204025688967522,0.23176217142504793
tfidf,1,5,30,fake,302,0,0.06940790822331776,0.06977098067018114
tfidf,1,5,30,fake,321,1,0.9785885940027668,0.9786748450868972
tfidf,1,5,30,fake,325,1,0.921579481667072,0.9220510535191719
tfidf,1,5,30,fake,330,1,0.28940723556229964,0.2893324010366144
tfidf,1,5,30,fake,333,0,0.3175905930250041,0.31694755951504183
tfidf,1,5,30,fake,336,0,0.2943388292932938,0.2967044120677403
tfidf,1,5,30,fake,340,0,0.24934842028315227,0.24975525020935582
tfidf,1,5,30,fake,341,0,0.22968618993552517,0.2299752511303119
tfidf,1,5,30,fake,348,1,0.8022498175431035,0.8022776920478579
tfidf,1,5,30,fake,350,1,0.7802365023710861,0.77743239830392
tfidf,1,5,30,fake,360,0,0.4978557463657392,0.4973564233868199
tfidf,1,5,30,fake,368,0,0.34814502221824795,0.34832450879058796
tfidf,1,5,30,fake,370,0,0.7667528612417922,0.7666527305641901
tfidf,1,5,30,fake,385,0,0.17609084620253365,0.17556085034450436
tfidf,1,5,30,fake,388,1,0.5939908977056755,0.593482922398532
tfidf,1,5,30,fake,406,0,0.06411277789767598,0.06406354466574826
tfidf,1,5,30,fake,409,1,0.5364511562449885,0.53457898585761
tfidf,1,5,30,fake,417,0,0.07725226143918655,0.07764875537559808
tfidf,1,5,30,fake,418,1,0.6420224026244683,0.6392024079797117
tfidf,1,5,30,fake,428,0,0.5541730629603088,0.5566761937911697
tfidf,1,5,30,fake,429,0,0.06978684502588364,0.06946083477040361
tfidf,1,5,30,fake,434,0,0.06423642134788238,0.06491339133173776
tfidf,1,5,30,fake,437,0,0.31590540381452836,0.3165080833657296
tfidf,1,5,30,fake,441,1,0.8970828539868612,0.8966632168318148
tfidf,1,5,30,fake,444,0,0.21595471023682816,0.2163320480705561
tfidf,1,5,30,fake,456,0,0.03236192000332104,0.032274927192277106
tfidf,1,5,30,fake,468,0,0.05555475656412613,0.056089760811142385
tfidf,1,5,30,fake,485,0,0.022007965937580247,0.022215723332866033
tfidf,1,1,31,fake,319,1,0.9666524682544474,0.9755119053727451
tfidf,1,1,31,fake,331,0,0.4968071476063242,0.5821576010232253
tfidf,1,1,31,fake,345,1,0.8568564248664838,0.8977302085710327
tfidf,1,1,31,fake,346,1,0.5849867195362524,0.6640320567741347
tfidf,1,1,31,fake,357,0,0.5155486886861609,0.5607702677706368
tfidf,1,1,31,fake,358,0,0.7960076931345481,0.8514785480907169
tfidf,1,1,31,fake,362,1,0.9050749100528561,0.9353090553962372
tfidf,1,1,31,fake,363,0,0.17901764147976765,0.1727815110831825
tfidf,1,1,31,fake,364,0,0.75592289225839,0.8204057223041727
tfidf,1,1,31,fake,369,0,0.13309210157648177,0.1328271532505211
tfidf,1,1,31,fake,372,1,0.994519377022428,0.9938853934715832
tfidf,1,1,31,fake,391,0,0.6086715976409007,0.6990737532977477
tfidf,1,1,31,fake,400,0,0.6090994776663732,0.5991641238998738
tfidf,1,1,31,fake,402,1,0.996248814895097,0.9964132808296347
tfidf,1,1,31,fake,403,0,0.05744610038091303,0.04323359907605358
tfidf,1,1,31,fake,404,0,0.0854779245019717,0.126481831717373
tfidf,1,1,31,fake,413,1,0.7295598659381225,0.7692928183839108
tfidf,1,1,31,fake,416,0,0.03354729168689801,0.034395091949797243
tfidf,1,1,31,fake,420,0,0.32068782820176495,0.2511105247247136
tfidf,1,1,31,fake,423,0,0.8389809549457867,0.8811366107720479
tfidf,1,1,31,fake,426,1,0.8200801559191886,0.8392111296030775
tfidf,1,1,31,fake,433,1,0.2999307757372052,0.33620060836202553
tfidf,1,1,31,fake,451,0,0.38061233688916,0.3455400761089261
tfidf,1,1,31,fake,454,0,0.3469874875958328,0.3645014485716865
tfidf,1,1,31,fake,473,0,0.04098666297858297,0.039001641289547744
tfidf,1,1,31,fake,476,0,0.03534875034016549,0.036648556312940665
tfidf,1,1,31,fake,484,0,0.17079986939365627,0.21462690451879265
tfidf,1,1,31,fake,487,0,0.2623778380396995,0.2664398196826545
tfidf,1,1,31,fake,490,0,0.041327264686161165,0.04157763949734668
tfidf,1,2,31,fake,303,0,0.025655438661055824,0.02639701059649131
tfidf,1,2,31,fake,304,0,0.03546871817286553,0.03433761051958917
tfidf,1,2,31,fake,310,0,0.35494815476055946,0.3386107098096489
tfidf,1,2,31,fake,312,0,0.43248831877307603,0.42147412722374916
tfidf,1,2,31,fake,316,0,0.5593795906174631,0.5570461284659853
tfidf,1,2,31,fake,324,0,0.33054235080298894,0.3370541687912459
tfidf,1,2,31,fake,328,0,0.5197292273176383,0.513944613806943
tfidf,1,2,31,fake,339,1,0.8826712564812733,0.8823534102745304
tfidf,1,2,31,fake,353,1,0.8210189741691079,0.8238826674474818
tfidf,1,2,31,fake,355,1,0.5953517050606912,0.6056676072669424
tfidf,1,2,31,fake,366,0,0.028482165426154553,0.02714708219691872
tfidf,1,2,31,fake,375,0,0.010726890601225158,0.010037726545564623
tfidf,1,2,31,fake,376,1,0.9747317093807434,0.974778588646614
tfidf,1,2,31,fake,379,0,0.5189907785610879,0.5113828471133081
tfidf,1,2,31,fake,381,1,0.9618357324908381,0.963634405472562
tfidf,1,2,31,fake,382,0,0.2924813502942869,0.276002455492564
tfidf,1,2,31,fake,386,1,0.5673115684142168,0.5670002331459875
tfidf,1,2,31,fake,390,0,0.9756444902051724,0.9762771159396089
tfidf,1,2,31,fake,392,0,0.09146968314544052,0.08971194936943813
tfidf,1,2,31,fake,401,0,0.6945121673626468,0.6896214537504718
tfidf,1,2,31,fake,412,1,0.9161809196274705,0.915488883990769
tfidf,1,2,31,fake,422,1,0.9903589991672149,0.9892301612893551
tfidf,1,2,31,fake,427,0,0.007305301491771689,0.006795300786667817
tfidf,1,2,31,fake,440,1,0.8825598390987885,0.8809920337014373
tfidf,1,2,31,fake,443,0,0.18768153976439259,0.18415488568036992
tfidf,1,2,31,fake,457,0,0.03353518131729087,0.031356558565397145
tfidf,1,2,31,fake,479,0,0.024165283331440433,0.022728855447685697
tfidf,1,2,31,fake,482,0,0.13499531053752983,0.13141495942334638
tfidf,1,2,31,fake,486,0,0.03935429028669286,0.03749524364594782
tfidf,1,3,31,fake,305,0,0.004703282447278064,0.005752732762129418
tfidf,1,3,31,fake,307,0,0.010364925130050332,0.004532585638877308
tfidf,1,3,31,fake,313,0,0.04891991271063515,0.059882864707669806
tfidf,1,3,31,fake,315,0,0.03135910788503333,0.008872968614365062
tfidf,1,3,31,fake,317,0,0.37830704807744925,0.5905779698028124
tfidf,1,3,31,fake,320,1,0.8857205348915047,0.9662833697099219
tfidf,1,3,31,fake,338,1,0.7494457718721667,0.9129496908768966
tfidf,1,3,31,fake,344,1,0.2333169700895926,0.5544594660953295
tfidf,1,3,31,fake,352,1,0.9975090600079414,0.9917574190977789
tfidf,1,3,31,fake,356,1,0.9022060282190711,0.9592026236183019
tfidf,1,3,31,fake,367,1,0.9943703515871638,0.9965628630208071
tfidf,1,3,31,fake,371,0,0.679603992097452,0.8604956219384521
tfidf,1,3,31,fake,380,1,0.9957953142266591,0.9859875741185729
tfidf,1,3,31,fake,383,0,0.015813308439605447,0.024783844211913417
tfidf,1,3,31,fake,393,0,0.0013608544487085585,0.00267825135195982
tfidf,1,3,31,fake,395,0,0.7551019363610009,0.9381268565737159
tfidf,1,3,31,fake,397,0,0.2839637917472994,0.2682964477784659
tfidf,1,3,31,fake,425,0,0.019369567384960696,0.022427855928902268
tfidf,1,3,31,fake,430,0,0.33378838202069316,0.3242655377187681
tfidf,1,3,31,fake,436,0,0.07771372562907937,0.036303259211519896
tfidf,1,3,31,fake,439,0,0.690852342005971,0.7137607404380687
tfidf,1,3,31,fake,446,0,1.9620255459085833e-05,6.0691868019979725e-05
tfidf,1,3,31,fake,447,0,0.14213550276984832,0.19045459775527115
tfidf,1,3,31,fake,459,1,0.9261446420754381,0.9458952473834307
tfidf,1,3,31,fake,474,0,0.03216749269806487,0.014195289028260845
tfidf,1,3,31,fake,475,0,0.26748116378944353,0.3013568565911649
tfidf,1,3,31,fake,489,0,0.03884268931836142,0.040198576634651775
tfidf,1,3,31,fake,491,0,0.22936298835317215,0.09805078559910528
tfidf,1,4,31,fake,318,0,0.1759462321968737,0.3162753916265601
tfidf,1,4,31,fake,322,0,0.34341841556114666,0.6914806317984152
tfidf,1,4,31,fake,326,0,0.5416954847409428,0.37615621372050057
tfidf,1,4,31,fake,327,0,0.20496182980169572,0.5867176959284456
tfidf,1,4,31,fake,335,1,0.2520141823936261,0.3356072605906174
tfidf,1,4,31,fake,343,0,0.6107644949278621,0.5714315940985407
tfidf,1,4,31,fake,347,1,0.5605760420394972,0.6331566168371778
tfidf,1,4,31,fake,351,1,0.7950368019019296,0.8375005002068338
tfidf,1,4,31,fake,374,0,0.16531123809907,0.3630615242810003
tfidf,1,4,31,fake,377,1,0.9986746748825085,0.9938555945630182
tfidf,1,4,31,fake,389,1,0.8593261436340707,0.8837822504902197
tfidf,1,4,31,fake,414,1,0.8121965612179111,0.6377160865016016
tfidf,1,4,31,fake,415,0,0.06290292879801848,0.11897349029912727
tfidf,1,4,31,fake,419,0,3.216619110428312e-05,0.007369157076948723
tfidf,1,4,31,fake,445,0,0.11888898734173212,0.24824528052843706
tfidf,1,4,31,fake,448,1,0.0974968227152632,0.25986043475177717
tfidf,1,4,31,fake,449,0,0.026696513497788437,0.16468393470362913
tfidf,1,4,31,fake,455,0,0.0025669459173186648,0.06198310206666202
tfidf,1,4,31,fake,458,0,0.013901532355571252,0.08655640222476843
tfidf,1,4,31,fake,463,0,7.040994634594982e-05,0.003039576981378063
tfidf,1,4,31,fake,464,0,0.09191258938451555,0.14169365244477444
tfidf,1,4,31,fake,471,0,0.03597166762857519,0.08298682574768111
tfidf,1,4,31,fake,472,0,0.000993018741343186,0.01735781326856027
tfidf,1,4,31,fake,477,0,0.41678252737565163,0.48117621647829806
tfidf,1,4,31,fake,478,0,0.9424179801494076,0.85473202481807
tfidf,1,4,31,fake,483,1,0.998134552929646,0.9456909029539987
tfidf,1,4,31,fake,488,0,0.021150074666751062,0.12860123768890727
tfidf,1,4,31,fake,492,0,0.19128492313022294,0.25603183861702955
tfidf,1,5,31,fake,302,0,0.12113400359609051,0.12108992019051859
tfidf,1,5,31,fake,321,1,0.609828843333787,0.6082646878562538
tfidf,1,5,31,fake,325,1,0.8898588566195459,0.8924737017841954
tfidf,1,5,31,fake,330,1,0.1933824121293897,0.18303782109682268
tfidf,1,5,31,fake,333,0,0.40108117863379444,0.3990886467853738
tfidf,1,5,31,fake,336,0,0.3206187119641801,0.3378178911719283
tfidf,1,5,31,fake,340,0,0.2631282633708858,0.26695792092235276
tfidf,1,5,31,fake,341,0,0.35562323232144416,0.3601432202530599
tfidf,1,5,31,fake,348,1,0.9636708956251517,0.9656405123561876
tfidf,1,5,31,fake,350,1,0.8084243404714453,0.7888074715067823
tfidf,1,5,31,fake,360,0,0.8984215843484585,0.8958408775760606
tfidf,1,5,31,fake,368,0,0.18081987830146462,0.17641708855288848
tfidf,1,5,31,fake,370,0,0.11085438778604567,0.10369671582214814
tfidf,1,5,31,fake,385,0,0.15460215029340676,0.1517270641067928
tfidf,1,5,31,fake,388,1,0.839992237705653,0.8365374724070715
tfidf,1,5,31,fake,406,0,0.21854797476756516,0.22022700805250403
tfidf,1,5,31,fake,409,1,0.511617758057901,0.5022874228281107
tfidf,1,5,31,fake,417,0,0.10034027596872899,0.10501985823407728
tfidf,1,5,31,fake,418,1,0.9191297294933436,0.9148425930975693
tfidf,1,5,31,fake,428,0,0.13305339208127512,0.13544996761639125
tfidf,1,5,31,fake,429,0,0.07638377723857968,0.07142730493647129
tfidf,1,5,31,fake,434,0,0.030176854679347078,0.03318209773553206
tfidf,1,5,31,fake,437,0,0.1710657637534942,0.17507644975531625
tfidf,1,5,31,fake,441,1,0.8009842165647282,0.7854536745585294
tfidf,1,5,31,fake,444,0,0.03511752955043958,0.03538125549548898
tfidf,1,5,31,fake,456,0,0.017758828294674425,0.018171879234152245
tfidf,1,5,31,fake,468,0,0.1091498042181474,0.1250929654300224
tfidf,1,5,31,fake,485,0,0.14836370479988492,0.15577688935289238
tfidf,1,1,32,fake,319,1,0.7944785947233576,0.8619643036014026
tfidf,1,1,32,fake,331,0,0.4360167638426086,0.5443585260910034
tfidf,1,1,32,fake,345,1,0.7806987038812016,0.8554301625401914
tfidf,1,1,32,fake,346,1,0.9301858462764316,0.9536295288267351
tfidf,1,1,32,fake,357,0,0.5201020476851834,0.5427578021634166
tfidf,1,1,32,fake,358,0,0.8746250120052371,0.9136767727342323
