representation,repeat,outer_fold,subset,inner_fold,alpha,mean_inner_mse,selected
tfidf,4,4,Q+D,3,1.0,0.07882866901908293,False
tfidf,4,4,Q+D,4,10.0,0.07924388039673452,False
tfidf,4,4,Q+D,5,100.0,0.10169946804164061,False
tfidf,4,4,R+D,1,0.01,0.21668990426581938,False
tfidf,4,4,R+D,2,0.1,0.1653182644472809,False
tfidf,4,4,R+D,3,1.0,0.07596147240687091,False
tfidf,4,4,R+D,4,10.0,0.03245527010439766,False
tfidf,4,4,R+D,5,100.0,0.028110837060898463,True
tfidf,4,4,P+Q+R,1,0.01,0.24205248889265707,False
tfidf,4,4,P+Q+R,2,0.1,0.15045248504818895,False
tfidf,4,4,P+Q+R,3,1.0,0.07817671172562278,False
tfidf,4,4,P+Q+R,4,10.0,0.0365011992102345,False
tfidf,4,4,P+Q+R,5,100.0,0.027167004617079896,True
tfidf,4,4,P+Q+D,1,0.01,0.11206313201109401,False
tfidf,4,4,P+Q+D,2,0.1,0.09768974107953649,False
tfidf,4,4,P+Q+D,3,1.0,0.08093141346983769,True
tfidf,4,4,P+Q+D,4,10.0,0.08426532132489213,False
tfidf,4,4,P+Q+D,5,100.0,0.09101748822378508,False
tfidf,4,4,P+R+D,1,0.01,0.37742862142193173,False
tfidf,4,4,P+R+D,2,0.1,0.25301354232645507,False
tfidf,4,4,P+R+D,3,1.0,0.10898415843059073,False
tfidf,4,4,P+R+D,4,10.0,0.04712130644205668,False
tfidf,4,4,P+R+D,5,100.0,0.02925712722010071,True
tfidf,4,4,Q+R+D,1,0.01,0.753728352167171,False
tfidf,4,4,Q+R+D,2,0.1,0.3190326519355393,False
tfidf,4,4,Q+R+D,3,1.0,0.09376340517664172,False
tfidf,4,4,Q+R+D,4,10.0,0.037136544023761514,False
tfidf,4,4,Q+R+D,5,100.0,0.031209992321781305,True
tfidf,4,4,P+Q+R+D,1,0.01,0.5538320690931898,False
tfidf,4,4,P+Q+R+D,2,0.1,0.30576137881229254,False
tfidf,4,4,P+Q+R+D,3,1.0,0.0954693507618732,False
tfidf,4,4,P+Q+R+D,4,10.0,0.03526008586289093,False
tfidf,4,4,P+Q+R+D,5,100.0,0.0247589902007913,True
tfidf,4,5,P,1,0.01,0.1254180780761982,True
tfidf,4,5,P,2,0.1,0.12541856500080775,False
tfidf,4,5,P,3,1.0,0.12542626395493786,False
tfidf,4,5,P,4,10.0,0.12572327177125878,False
tfidf,4,5,P,5,100.0,0.13185847239720436,False
tfidf,4,5,Q,1,0.01,0.11429288763013072,False
tfidf,4,5,Q,2,0.1,0.11274117689638163,True
tfidf,4,5,Q,3,1.0,0.11415961236420351,False
tfidf,4,5,Q,4,10.0,0.11377143044855316,False
tfidf,4,5,Q,5,100.0,0.11363654341557328,False
tfidf,4,5,R,1,0.01,0.07287664160266646,False
tfidf,4,5,R,2,0.1,0.06897653519921608,False
tfidf,4,5,R,3,1.0,0.05633034247736863,False
tfidf,4,5,R,4,10.0,0.040611978476209745,False
tfidf,4,5,R,5,100.0,0.03334386466529265,True
tfidf,4,5,D,1,0.01,0.11146662421580027,False
tfidf,4,5,D,2,0.1,0.11143171931030467,False
tfidf,4,5,D,3,1.0,0.11110271335483694,False
tfidf,4,5,D,4,10.0,0.10919458036461327,True
tfidf,4,5,D,5,100.0,0.11290421196561097,False
tfidf,4,5,P+Q,1,0.01,0.10043817786470811,False
tfidf,4,5,P+Q,2,0.1,0.09334210757295112,False
tfidf,4,5,P+Q,3,1.0,0.08155756848453156,True
tfidf,4,5,P+Q,4,10.0,0.08709854338233756,False
tfidf,4,5,P+Q,5,100.0,0.10600346736006115,False
tfidf,4,5,P+R,1,0.01,0.05813913631866808,False
tfidf,4,5,P+R,2,0.1,0.053977743927930706,False
tfidf,4,5,P+R,3,1.0,0.041964599171059234,False
tfidf,4,5,P+R,4,10.0,0.03053160229992895,False
tfidf,4,5,P+R,5,100.0,0.02699838748204868,True
tfidf,4,5,P+D,1,0.01,0.1047896045027366,False
tfidf,4,5,P+D,2,0.1,0.10474405122512091,False
tfidf,4,5,P+D,3,1.0,0.1043092612266454,False
tfidf,4,5,P+D,4,10.0,0.10149584117566217,True
tfidf,4,5,P+D,5,100.0,0.10430392417277512,False
tfidf,4,5,Q+R,1,0.01,0.43016449784764665,False
tfidf,4,5,Q+R,2,0.1,0.13363883040287994,False
tfidf,4,5,Q+R,3,1.0,0.05409933542804288,False
tfidf,4,5,Q+R,4,10.0,0.03409563790356222,False
tfidf,4,5,Q+R,5,100.0,0.027040340173371535,True
tfidf,4,5,Q+D,1,0.01,0.07804238024577896,False
tfidf,4,5,Q+D,2,0.1,0.07515478771739505,False
tfidf,4,5,Q+D,3,1.0,0.07033833535084488,True
tfidf,4,5,Q+D,4,10.0,0.07349281170028639,False
tfidf,4,5,Q+D,5,100.0,0.08580554708260657,False
tfidf,4,5,R+D,1,0.01,0.19994115543670757,False
tfidf,4,5,R+D,2,0.1,0.15166940624732442,False
tfidf,4,5,R+D,3,1.0,0.07869067232245684,False
tfidf,4,5,R+D,4,10.0,0.04585358477552265,False
tfidf,4,5,R+D,5,100.0,0.029622444900479317,True
tfidf,4,5,P+Q+R,1,0.01,0.19669779504214047,False
tfidf,4,5,P+Q+R,2,0.1,0.09701464996797597,False
tfidf,4,5,P+Q+R,3,1.0,0.06016290802543483,False
tfidf,4,5,P+Q+R,4,10.0,0.03951768242163108,False
tfidf,4,5,P+Q+R,5,100.0,0.030074302142682058,True
tfidf,4,5,P+Q+D,1,0.01,0.09077675337008169,False
tfidf,4,5,P+Q+D,2,0.1,0.0894852497400374,False
tfidf,4,5,P+Q+D,3,1.0,0.0879319949410316,False
tfidf,4,5,P+Q+D,4,10.0,0.08312653913891077,False
tfidf,4,5,P+Q+D,5,100.0,0.08263420895349839,True
tfidf,4,5,P+R+D,1,0.01,0.16376405159759974,False
tfidf,4,5,P+R+D,2,0.1,0.13055815589006434,False
tfidf,4,5,P+R+D,3,1.0,0.07934404463902957,False
tfidf,4,5,P+R+D,4,10.0,0.038046523040046624,False
tfidf,4,5,P+R+D,5,100.0,0.02539898624011755,True
tfidf,4,5,Q+R+D,1,0.01,0.5461792231614664,False
tfidf,4,5,Q+R+D,2,0.1,0.2272749522785006,False
tfidf,4,5,Q+R+D,3,1.0,0.10687263906783229,False
tfidf,4,5,Q+R+D,4,10.0,0.0429458015460088,False
tfidf,4,5,Q+R+D,5,100.0,0.026877639124378395,True
tfidf,4,5,P+Q+R+D,1,0.01,0.3084223311948078,False
tfidf,4,5,P+Q+R+D,2,0.1,0.22496459517325695,False
tfidf,4,5,P+Q+R+D,3,1.0,0.10250093556392847,False
tfidf,4,5,P+Q+R+D,4,10.0,0.042684312660269674,False
tfidf,4,5,P+Q+R+D,5,100.0,0.026261196016895624,True
tfidf,5,1,P,1,0.01,0.09481390914637332,False
tfidf,5,1,P,2,0.1,0.09481109977145884,False
tfidf,5,1,P,3,1.0,0.09478748075858417,True
tfidf,5,1,P,4,10.0,0.09490335023521453,False
tfidf,5,1,P,5,100.0,0.10220775926340701,False
tfidf,5,1,Q,1,0.01,0.11177304861129604,False
tfidf,5,1,Q,2,0.1,0.11112256511312836,False
tfidf,5,1,Q,3,1.0,0.10657437831259796,False
tfidf,5,1,Q,4,10.0,0.10162023194424491,True
tfidf,5,1,Q,5,100.0,0.10677588903230555,False
tfidf,5,1,R,1,0.01,0.07227410119645622,False
tfidf,5,1,R,2,0.1,0.05873614401133522,False
tfidf,5,1,R,3,1.0,0.038025319905631565,False
tfidf,5,1,R,4,10.0,0.029808146920936033,False
tfidf,5,1,R,5,100.0,0.026806504400287978,True
tfidf,5,1,D,1,0.01,0.1157960436438998,False
tfidf,5,1,D,2,0.1,0.1156911517925517,False
tfidf,5,1,D,3,1.0,0.11469612844981193,False
tfidf,5,1,D,4,10.0,0.10818923504251288,False
tfidf,5,1,D,5,100.0,0.09945334148951586,True
tfidf,5,1,P+Q,1,0.01,0.10700981974458723,False
tfidf,5,1,P+Q,2,0.1,0.10432949791754753,False
tfidf,5,1,P+Q,3,1.0,0.0955315128310455,False
tfidf,5,1,P+Q,4,10.0,0.08706796214611544,True
tfidf,5,1,P+Q,5,100.0,0.09111109716242899,False
tfidf,5,1,P+R,1,0.01,0.05704801592375384,False
tfidf,5,1,P+R,2,0.1,0.04901184008774423,False
tfidf,5,1,P+R,3,1.0,0.0344160691178255,False
tfidf,5,1,P+R,4,10.0,0.028253574546145663,False
tfidf,5,1,P+R,5,100.0,0.02716489344102935,True
tfidf,5,1,P+D,1,0.01,0.09439355424475455,False
tfidf,5,1,P+D,2,0.1,0.09436317973736541,False
tfidf,5,1,P+D,3,1.0,0.09407480204088196,False
tfidf,5,1,P+D,4,10.0,0.09226355803175924,True
tfidf,5,1,P+D,5,100.0,0.0936145189518207,False
tfidf,5,1,Q+R,1,0.01,0.1940791976285061,False
tfidf,5,1,Q+R,2,0.1,0.10293183164043339,False
tfidf,5,1,Q+R,3,1.0,0.0392461020504418,False
tfidf,5,1,Q+R,4,10.0,0.03120727776963039,False
tfidf,5,1,Q+R,5,100.0,0.029835582564097383,True
tfidf,5,1,Q+D,1,0.01,0.08454644764212715,False
tfidf,5,1,Q+D,2,0.1,0.08374812206408937,False
tfidf,5,1,Q+D,3,1.0,0.07863948259502912,False
tfidf,5,1,Q+D,4,10.0,0.07068113779409252,True
tfidf,5,1,Q+D,5,100.0,0.07676774011263199,False
tfidf,5,1,R+D,1,0.01,0.18880995661919456,False
tfidf,5,1,R+D,2,0.1,0.13702059299003613,False
tfidf,5,1,R+D,3,1.0,0.09111930565751487,False
tfidf,5,1,R+D,4,10.0,0.04435304393062069,False
tfidf,5,1,R+D,5,100.0,0.028645898424112665,True
tfidf,5,1,P+Q+R,1,0.01,0.16687487803853696,False
tfidf,5,1,P+Q+R,2,0.1,0.09473670973364683,False
tfidf,5,1,P+Q+R,3,1.0,0.054098026852463676,False
tfidf,5,1,P+Q+R,4,10.0,0.036585051970746574,False
tfidf,5,1,P+Q+R,5,100.0,0.02911524250772136,True
tfidf,5,1,P+Q+D,1,0.01,0.10007698516243886,False
tfidf,5,1,P+Q+D,2,0.1,0.09953258218833144,False
tfidf,5,1,P+Q+D,3,1.0,0.09657088542943189,False
tfidf,5,1,P+Q+D,4,10.0,0.08778337758954881,False
tfidf,5,1,P+Q+D,5,100.0,0.08105390154496914,True
tfidf,5,1,P+R+D,1,0.01,0.15120456661046747,False
tfidf,5,1,P+R+D,2,0.1,0.11933076831014729,False
tfidf,5,1,P+R+D,3,1.0,0.07468581862040669,False
tfidf,5,1,P+R+D,4,10.0,0.045667457993437126,False
tfidf,5,1,P+R+D,5,100.0,0.03250114052159791,True
tfidf,5,1,Q+R+D,1,0.01,0.622126053179724,False
tfidf,5,1,Q+R+D,2,0.1,0.2443101870942608,False
tfidf,5,1,Q+R+D,3,1.0,0.09816050100810154,False
tfidf,5,1,Q+R+D,4,10.0,0.042987640169743935,False
tfidf,5,1,Q+R+D,5,100.0,0.027262283825907885,True
tfidf,5,1,P+Q+R+D,1,0.01,0.6919181356718577,False
tfidf,5,1,P+Q+R+D,2,0.1,0.3616386775706671,False
tfidf,5,1,P+Q+R+D,3,1.0,0.12547856096847268,False
tfidf,5,1,P+Q+R+D,4,10.0,0.04084164763908207,False
tfidf,5,1,P+Q+R+D,5,100.0,0.028166695738723584,True
tfidf,5,2,P,1,0.01,0.14020767819896982,True
tfidf,5,2,P,2,0.1,0.1402081011304039,False
tfidf,5,2,P,3,1.0,0.14021419513749153,False
tfidf,5,2,P,4,10.0,0.14041965259196945,False
tfidf,5,2,P,5,100.0,0.1444862977562373,False
tfidf,5,2,Q,1,0.01,0.10247176831230627,True
tfidf,5,2,Q,2,0.1,0.10253550021370184,False
tfidf,5,2,Q,3,1.0,0.11353439591083553,False
tfidf,5,2,Q,4,10.0,0.12281562551144325,False
tfidf,5,2,Q,5,100.0,0.12126031522360742,False
tfidf,5,2,R,1,0.01,0.05231863995858496,False
tfidf,5,2,R,2,0.1,0.04854829103954272,False
tfidf,5,2,R,3,1.0,0.04180364390388796,False
tfidf,5,2,R,4,10.0,0.032200075845513564,False
tfidf,5,2,R,5,100.0,0.028350815902998826,True
tfidf,5,2,D,1,0.01,0.11168071869593889,False
tfidf,5,2,D,2,0.1,0.11165151680631086,False
tfidf,5,2,D,3,1.0,0.111378406347591,False
tfidf,5,2,D,4,10.0,0.1100076081104494,True
tfidf,5,2,D,5,100.0,0.11904417452541015,False
tfidf,5,2,P+Q,1,0.01,0.10633530316670266,False
tfidf,5,2,P+Q,2,0.1,0.10592174187260513,False
tfidf,5,2,P+Q,3,1.0,0.10334146237571794,False
tfidf,5,2,P+Q,4,10.0,0.10261498616844934,True
tfidf,5,2,P+Q,5,100.0,0.11628463872511811,False
tfidf,5,2,P+R,1,0.01,0.06107698811668902,False
tfidf,5,2,P+R,2,0.1,0.05704845897312157,False
tfidf,5,2,P+R,3,1.0,0.046613870849905224,False
tfidf,5,2,P+R,4,10.0,0.03545115352555069,False
tfidf,5,2,P+R,5,100.0,0.029599304807288798,True
tfidf,5,2,P+D,1,0.01,0.10745831033939855,False
tfidf,5,2,P+D,2,0.1,0.1074196423114326,False
tfidf,5,2,P+D,3,1.0,0.10705356444544704,False
tfidf,5,2,P+D,4,10.0,0.10490155679404035,True
tfidf,5,2,P+D,5,100.0,0.11164476001079249,False
tfidf,5,2,Q+R,1,0.01,0.09807745021881782,False
tfidf,5,2,Q+R,2,0.1,0.06462533287375967,False
tfidf,5,2,Q+R,3,1.0,0.042002533707393715,False
tfidf,5,2,Q+R,4,10.0,0.0335942271869041,False
tfidf,5,2,Q+R,5,100.0,0.030293327827137066,True
tfidf,5,2,Q+D,1,0.01,0.10228263778314968,False
tfidf,5,2,Q+D,2,0.1,0.1020493817925201,False
tfidf,5,2,Q+D,3,1.0,0.10011190929702925,False
tfidf,5,2,Q+D,4,10.0,0.0923113207111083,True
tfidf,5,2,Q+D,5,100.0,0.1015539291471405,False
tfidf,5,2,R+D,1,0.01,0.1222445488101388,False
tfidf,5,2,R+D,2,0.1,0.0647051699436445,False
tfidf,5,2,R+D,3,1.0,0.04737664321748906,False
tfidf,5,2,R+D,4,10.0,0.03353265138362634,False
tfidf,5,2,R+D,5,100.0,0.026639125296952084,True
tfidf,5,2,P+Q+R,1,0.01,0.4571669307069763,False
tfidf,5,2,P+Q+R,2,0.1,0.15555602849225306,False
tfidf,5,2,P+Q+R,3,1.0,0.11822915999562912,False
tfidf,5,2,P+Q+R,4,10.0,0.09071085502199407,False
tfidf,5,2,P+Q+R,5,100.0,0.029141739721759274,True
tfidf,5,2,P+Q+D,1,0.01,0.07428102084978533,False
tfidf,5,2,P+Q+D,2,0.1,0.07394569576094008,False
tfidf,5,2,P+Q+D,3,1.0,0.07179336977920801,False
tfidf,5,2,P+Q+D,4,10.0,0.0688941872173582,True
tfidf,5,2,P+Q+D,5,100.0,0.08705010362049721,False
tfidf,5,2,P+R+D,1,0.01,0.3727364614581849,False
tfidf,5,2,P+R+D,2,0.1,0.09860300170467208,False
tfidf,5,2,P+R+D,3,1.0,0.056278339177260946,False
tfidf,5,2,P+R+D,4,10.0,0.0363519527204352,False
tfidf,5,2,P+R+D,5,100.0,0.029005897559552216,True
tfidf,5,2,Q+R+D,1,0.01,0.14848573364616316,False
tfidf,5,2,Q+R+D,2,0.1,0.08864976402579082,False
tfidf,5,2,Q+R+D,3,1.0,0.044233963049985836,False
tfidf,5,2,Q+R+D,4,10.0,0.03316503644789715,False
tfidf,5,2,Q+R+D,5,100.0,0.02777219035876345,True
tfidf,5,2,P+Q+R+D,1,0.01,0.08970655921211725,False
tfidf,5,2,P+Q+R+D,2,0.1,0.07164857705378408,False
tfidf,5,2,P+Q+R+D,3,1.0,0.051634836457905814,False
tfidf,5,2,P+Q+R+D,4,10.0,0.033830689254234346,False
tfidf,5,2,P+Q+R+D,5,100.0,0.02758708974174179,True
tfidf,5,3,P,1,0.01,0.10991015087499328,False
tfidf,5,3,P,2,0.1,0.10990872167575132,False
tfidf,5,3,P,3,1.0,0.10989851339973396,True
tfidf,5,3,P,4,10.0,0.11011680265780084,False
tfidf,5,3,P,5,100.0,0.11759234560207667,False
tfidf,5,3,Q,1,0.01,0.09062841018122973,False
tfidf,5,3,Q,2,0.1,0.09031379956069968,False
tfidf,5,3,Q,3,1.0,0.0887920065748633,True
tfidf,5,3,Q,4,10.0,0.09342164906709445,False
tfidf,5,3,Q,5,100.0,0.10968715384460608,False
tfidf,5,3,R,1,0.01,0.10419818243161484,False
tfidf,5,3,R,2,0.1,0.08855735747223496,False
tfidf,5,3,R,3,1.0,0.0466253842949149,False
tfidf,5,3,R,4,10.0,0.02860494961159932,False
tfidf,5,3,R,5,100.0,0.027771652982276945,True
tfidf,5,3,D,1,0.01,0.10363246367484652,False
tfidf,5,3,D,2,0.1,0.10358839541654735,False
tfidf,5,3,D,3,1.0,0.1031683115435074,False
tfidf,5,3,D,4,10.0,0.10047919274995272,True
tfidf,5,3,D,5,100.0,0.10363266661507604,False
tfidf,5,3,P+Q,1,0.01,0.07760655175687546,True
tfidf,5,3,P+Q,2,0.1,0.0776522555836494,False
tfidf,5,3,P+Q,3,1.0,0.07831410021597911,False
tfidf,5,3,P+Q,4,10.0,0.0838188033883574,False
tfidf,5,3,P+Q,5,100.0,0.1025309827439879,False
tfidf,5,3,P+R,1,0.01,0.06283453317524987,False
tfidf,5,3,P+R,2,0.1,0.05565197630393304,False
tfidf,5,3,P+R,3,1.0,0.03739045060035958,False
tfidf,5,3,P+R,4,10.0,0.0262510122516527,False
tfidf,5,3,P+R,5,100.0,0.02410543287224831,True
tfidf,5,3,P+D,1,0.01,0.09018193713326954,False
tfidf,5,3,P+D,2,0.1,0.09017118502512855,False
tfidf,5,3,P+D,3,1.0,0.09007494639330947,False
tfidf,5,3,P+D,4,10.0,0.08991470043742256,True
tfidf,5,3,P+D,5,100.0,0.10040727026944136,False
tfidf,5,3,Q+R,1,0.01,0.12396180959194895,False
tfidf,5,3,Q+R,2,0.1,0.0819775921198484,False
tfidf,5,3,Q+R,3,1.0,0.04369393977340402,False
tfidf,5,3,Q+R,4,10.0,0.03052453715933931,False
tfidf,5,3,Q+R,5,100.0,0.026975954222727083,True
tfidf,5,3,Q+D,1,0.01,0.07978359261181742,False
tfidf,5,3,Q+D,2,0.1,0.07945748277288699,False
tfidf,5,3,Q+D,3,1.0,0.07764712305320769,False
tfidf,5,3,Q+D,4,10.0,0.07596002940549343,True
tfidf,5,3,Q+D,5,100.0,0.08555217970960483,False
tfidf,5,3,R+D,1,0.01,0.20207868770590495,False
tfidf,5,3,R+D,2,0.1,0.15797035193782027,False
tfidf,5,3,R+D,3,1.0,0.08399129876236773,False
tfidf,5,3,R+D,4,10.0,0.034688924342492954,False
tfidf,5,3,R+D,5,100.0,0.02532520260501976,True
tfidf,5,3,P+Q+R,1,0.01,0.22924623437975167,False
tfidf,5,3,P+Q+R,2,0.1,0.10698828986680746,False
tfidf,5,3,P+Q+R,3,1.0,0.04483185243011258,False
tfidf,5,3,P+Q+R,4,10.0,0.027708473106649343,False
tfidf,5,3,P+Q+R,5,100.0,0.02589611754979082,True
tfidf,5,3,P+Q+D,1,0.01,0.08875555951331693,False
tfidf,5,3,P+Q+D,2,0.1,0.08781519008348032,False
tfidf,5,3,P+Q+D,3,1.0,0.0816674595351833,False
tfidf,5,3,P+Q+D,4,10.0,0.0712826674185625,True
tfidf,5,3,P+Q+D,5,100.0,0.0772590852735447,False
tfidf,5,3,P+R+D,1,0.01,0.40957240968270875,False
tfidf,5,3,P+R+D,2,0.1,0.22828399881015535,False
tfidf,5,3,P+R+D,3,1.0,0.08390409231418568,False
tfidf,5,3,P+R+D,4,10.0,0.03429060178006298,False
tfidf,5,3,P+R+D,5,100.0,0.02319263236077378,True
tfidf,5,3,Q+R+D,1,0.01,0.45617821546141296,False
tfidf,5,3,Q+R+D,2,0.1,0.20086643248703295,False
tfidf,5,3,Q+R+D,3,1.0,0.08269309293032097,False
tfidf,5,3,Q+R+D,4,10.0,0.03579329089266323,False
tfidf,5,3,Q+R+D,5,100.0,0.025943133088531984,True
tfidf,5,3,P+Q+R+D,1,0.01,1.250093087993679,False
tfidf,5,3,P+Q+R+D,2,0.1,0.28557653844642755,False
tfidf,5,3,P+Q+R+D,3,1.0,0.08403465951190814,False
tfidf,5,3,P+Q+R+D,4,10.0,0.03613472034356647,False
tfidf,5,3,P+Q+R+D,5,100.0,0.022195213789258355,True
tfidf,5,4,P,1,0.01,0.11813850392644311,False
tfidf,5,4,P,2,0.1,0.11813212164660276,False
tfidf,5,4,P,3,1.0,0.11807452071683737,False
tfidf,5,4,P,4,10.0,0.11799224654723978,True
tfidf,5,4,P,5,100.0,0.12666296361748475,False
tfidf,5,4,Q,1,0.01,0.11905819564293281,False
tfidf,5,4,Q,2,0.1,0.11818556665682285,False
tfidf,5,4,Q,3,1.0,0.11317966438681056,False
tfidf,5,4,Q,4,10.0,0.11200602321774616,True
tfidf,5,4,Q,5,100.0,0.12397127408301967,False
tfidf,5,4,R,1,0.01,0.05909349921851487,False
tfidf,5,4,R,2,0.1,0.056819161449300916,False
tfidf,5,4,R,3,1.0,0.049834399418058915,False
tfidf,5,4,R,4,10.0,0.039416396118297496,False
tfidf,5,4,R,5,100.0,0.03354999747424595,True
tfidf,5,4,D,1,0.01,0.12109095331287349,False
tfidf,5,4,D,2,0.1,0.12101808335485564,False
tfidf,5,4,D,3,1.0,0.12032097120847098,False
tfidf,5,4,D,4,10.0,0.11564115295477094,False
tfidf,5,4,D,5,100.0,0.11499199361479794,True
tfidf,5,4,P+Q,1,0.01,0.09531782491713832,False
tfidf,5,4,P+Q,2,0.1,0.09411479501143981,False
tfidf,5,4,P+Q,3,1.0,0.08914078687799352,False
tfidf,5,4,P+Q,4,10.0,0.0837359171972523,True
tfidf,5,4,P+Q,5,100.0,0.1012660141199358,False
tfidf,5,4,P+R,1,0.01,0.05003444912778373,False
tfidf,5,4,P+R,2,0.1,0.04851965051438454,False
tfidf,5,4,P+R,3,1.0,0.04419278861793916,False
tfidf,5,4,P+R,4,10.0,0.0339450640274861,False
tfidf,5,4,P+R,5,100.0,0.02886776927716853,True
tfidf,5,4,P+D,1,0.01,0.0968744109244097,False
tfidf,5,4,P+D,2,0.1,0.09684436363801692,False
tfidf,5,4,P+D,3,1.0,0.09655963683448716,False
tfidf,5,4,P+D,4,10.0,0.09488268018132573,True
tfidf,5,4,P+D,5,100.0,0.1025104693954549,False
tfidf,5,4,Q+R,1,0.01,0.21773797980101264,False
tfidf,5,4,Q+R,2,0.1,0.09764364469378412,False
tfidf,5,4,Q+R,3,1.0,0.0658951248403831,False
tfidf,5,4,Q+R,4,10.0,0.04428657241647415,False
tfidf,5,4,Q+R,5,100.0,0.03103685057738796,True
tfidf,5,4,Q+D,1,0.01,0.09953912358621227,False
tfidf,5,4,Q+D,2,0.1,0.0890805366665588,False
tfidf,5,4,Q+D,3,1.0,0.07488020847542026,False
tfidf,5,4,Q+D,4,10.0,0.07137302016651349,True
tfidf,5,4,Q+D,5,100.0,0.08791685512967057,False
tfidf,5,4,R+D,1,0.01,0.13251185293346388,False
tfidf,5,4,R+D,2,0.1,0.11874001581609704,False
tfidf,5,4,R+D,3,1.0,0.08109823191465425,False
tfidf,5,4,R+D,4,10.0,0.043738987981799156,False
tfidf,5,4,R+D,5,100.0,0.03007154700842771,True
tfidf,5,4,P+Q+R,1,0.01,0.3327088551833049,False
tfidf,5,4,P+Q+R,2,0.1,0.12477662168539305,False
tfidf,5,4,P+Q+R,3,1.0,0.06127261319927912,False
tfidf,5,4,P+Q+R,4,10.0,0.04076652826824686,False
tfidf,5,4,P+Q+R,5,100.0,0.029576177149351447,True
tfidf,5,4,P+Q+D,1,0.01,0.07755102120520535,False
tfidf,5,4,P+Q+D,2,0.1,0.07709290947417684,False
tfidf,5,4,P+Q+D,3,1.0,0.07358201234173395,False
tfidf,5,4,P+Q+D,4,10.0,0.063803898412862,True
tfidf,5,4,P+Q+D,5,100.0,0.07462257772960659,False
tfidf,5,4,P+R+D,1,0.01,0.204760154829711,False
tfidf,5,4,P+R+D,2,0.1,0.17544557933758334,False
tfidf,5,4,P+R+D,3,1.0,0.10421712795857141,False
tfidf,5,4,P+R+D,4,10.0,0.04272686738877899,False
tfidf,5,4,P+R+D,5,100.0,0.02685253663897356,True
tfidf,5,4,Q+R+D,1,0.01,0.43565763532302587,False
tfidf,5,4,Q+R+D,2,0.1,0.2252349894199733,False
tfidf,5,4,Q+R+D,3,1.0,0.12621589444750358,False
tfidf,5,4,Q+R+D,4,10.0,0.04974183491843789,False
tfidf,5,4,Q+R+D,5,100.0,0.030036500927491185,True
tfidf,5,4,P+Q+R+D,1,0.01,0.535292672539058,False
tfidf,5,4,P+Q+R+D,2,0.1,0.19445837797308496,False
tfidf,5,4,P+Q+R+D,3,1.0,0.07814723442146046,False
tfidf,5,4,P+Q+R+D,4,10.0,0.038632466017901344,False
tfidf,5,4,P+Q+R+D,5,100.0,0.0274206416738849,True
tfidf,5,5,P,1,0.01,0.14811695249968618,False
tfidf,5,5,P,2,0.1,0.14810493054877658,False
tfidf,5,5,P,3,1.0,0.14799223797185704,False
tfidf,5,5,P,4,10.0,0.1474683617266707,True
tfidf,5,5,P,5,100.0,0.1551767366688828,False
tfidf,5,5,Q,1,0.01,0.13432632155080382,False
tfidf,5,5,Q,2,0.1,0.12617649994806154,False
tfidf,5,5,Q,3,1.0,0.12075531779239874,True
tfidf,5,5,Q,4,10.0,0.1334189072974027,False
tfidf,5,5,Q,5,100.0,0.14567251019385202,False
tfidf,5,5,R,1,0.01,0.07416617201433955,False
tfidf,5,5,R,2,0.1,0.07039909155830361,False
tfidf,5,5,R,3,1.0,0.056529063877900014,False
tfidf,5,5,R,4,10.0,0.04071421423661007,False
tfidf,5,5,R,5,100.0,0.03408230512055163,True
tfidf,5,5,D,1,0.01,0.16285972840442786,False
tfidf,5,5,D,2,0.1,0.16274602563709648,False
tfidf,5,5,D,3,1.0,0.1616595651007851,False
tfidf,5,5,D,4,10.0,0.1543735804969538,False
tfidf,5,5,D,5,100.0,0.14930114349373955,True
tfidf,5,5,P+Q,1,0.01,0.0970877088728182,True
tfidf,5,5,P+Q,2,0.1,0.09813156550758073,False
tfidf,5,5,P+Q,3,1.0,0.10185294733265753,False
tfidf,5,5,P+Q,4,10.0,0.10336136854571805,False
tfidf,5,5,P+Q,5,100.0,0.12242144432451359,False
tfidf,5,5,P+R,1,0.01,0.10993652053588904,False
tfidf,5,5,P+R,2,0.1,0.09303014803546485,False
tfidf,5,5,P+R,3,1.0,0.06000188111406298,False
tfidf,5,5,P+R,4,10.0,0.038967816613143226,False
tfidf,5,5,P+R,5,100.0,0.02965489789091302,True
tfidf,5,5,P+D,1,0.01,0.1332219496141623,False
tfidf,5,5,P+D,2,0.1,0.13316648633421188,False
tfidf,5,5,P+D,3,1.0,0.1326346993316981,False
tfidf,5,5,P+D,4,10.0,0.12904094535752145,True
tfidf,5,5,P+D,5,100.0,0.13241994102357305,False
tfidf,5,5,Q+R,1,0.01,0.13615363688246165,False
tfidf,5,5,Q+R,2,0.1,0.08510504184695793,False
tfidf,5,5,Q+R,3,1.0,0.05796394783765004,False
tfidf,5,5,Q+R,4,10.0,0.04101658152099614,False
tfidf,5,5,Q+R,5,100.0,0.03404704537893923,True
tfidf,5,5,Q+D,1,0.01,0.13363738835954278,False
tfidf,5,5,Q+D,2,0.1,0.12541063948693076,False
tfidf,5,5,Q+D,3,1.0,0.11183003764309885,False
tfidf,5,5,Q+D,4,10.0,0.11083498702385915,True
tfidf,5,5,Q+D,5,100.0,0.12094549969330182,False
