dataset,filename,url,dest,expected_bytes,dest_bytes,part_bytes,complete
DAIC-WOZ,463_P.zip,https://dcapswoz.ict.usc.edu/wwwdaicwoz/463_P.zip,F:\数据库\DAIC-WOZ\463_P.zip,435613013,0,0,False
DAIC-WOZ,464_P.zip,https://dcapswoz.ict.usc.edu/wwwdaicwoz/464_P.zip,F:\数据库\DAIC-WOZ\464_P.zip,508623991,0,0,False
DAIC-WOZ,465_P.zip,https://dcapswoz.ict.usc.edu/wwwdaicwoz/465_P.zip,F:\数据库\DAIC-WOZ\465_P.zip,608419517,0,0,False
DAIC-WOZ,466_P.zip,https://dcapswoz.ict.usc.edu/wwwdaicwoz/466_P.zip,F:\数据库\DAIC-WOZ\466_P.zip,764370986,0,0,False
DAIC-WOZ,467_P.zip,https://dcapswoz.ict.usc.edu/wwwdaicwoz/467_P.zip,F:\数据库\DAIC-WOZ\467_P.zip,456865998,0,0,False
DAIC-WOZ,468_P.zip,https://dcapswoz.ict.usc.edu/wwwdaicwoz/468_P.zip,F:\数据库\DAIC-WOZ\468_P.zip,495083306,0,0,False
DAIC-WOZ,469_P.zip,https://dcapswoz.ict.usc.edu/wwwdaicwoz/469_P.zip,F:\数据库\DAIC-WOZ\469_P.zip,562543982,0,0,False
DAIC-WOZ,470_P.zip,https://dcapswoz.ict.usc.edu/wwwdaicwoz/470_P.zip,F:\数据库\DAIC-WOZ\470_P.zip,479018247,0,0,False
DAIC-WOZ,471_P.zip,https://dcapswoz.ict.usc.edu/wwwdaicwoz/471_P.zip,F:\数据库\DAIC-WOZ\471_P.zip,531168307,0,0,False
DAIC-WOZ,472_P.zip,https://dcapswoz.ict.usc.edu/wwwdaicwoz/472_P.zip,F:\数据库\DAIC-WOZ\472_P.zip,470067932,0,0,False
DAIC-WOZ,473_P.zip,https://dcapswoz.ict.usc.edu/wwwdaicwoz/473_P.zip,F:\数据库\DAIC-WOZ\473_P.zip,268286880,0,0,False
DAIC-WOZ,474_P.zip,https://dcapswoz.ict.usc.edu/wwwdaicwoz/474_P.zip,F:\数据库\DAIC-WOZ\474_P.zip,474427387,0,0,False
DAIC-WOZ,475_P.zip,https://dcapswoz.ict.usc.edu/wwwdaicwoz/475_P.zip,F:\数据库\DAIC-WOZ\475_P.zip,302175596,0,0,False
DAIC-WOZ,476_P.zip,https://dcapswoz.ict.usc.edu/wwwdaicwoz/476_P.zip,F:\数据库\DAIC-WOZ\476_P.zip,307834987,0,0,False
DAIC-WOZ,477_P.zip,https://dcapswoz.ict.usc.edu/wwwdaicwoz/477_P.zip,F:\数据库\DAIC-WOZ\477_P.zip,634851417,0,0,False
DAIC-WOZ,478_P.zip,https://dcapswoz.ict.usc.edu/wwwdaicwoz/478_P.zip,F:\数据库\DAIC-WOZ\478_P.zip,477215889,0,0,False
DAIC-WOZ,479_P.zip,https://dcapswoz.ict.usc.edu/wwwdaicwoz/479_P.zip,F:\数据库\DAIC-WOZ\479_P.zip,467816257,0,0,False
DAIC-WOZ,480_P.zip,https://dcapswoz.ict.usc.edu/wwwdaicwoz/480_P.zip,F:\数据库\DAIC-WOZ\480_P.zip,440476993,0,0,False
DAIC-WOZ,481_P.zip,https://dcapswoz.ict.usc.edu/wwwdaicwoz/481_P.zip,F:\数据库\DAIC-WOZ\481_P.zip,578459636,0,0,False
DAIC-WOZ,482_P.zip,https://dcapswoz.ict.usc.edu/wwwdaicwoz/482_P.zip,F:\数据库\DAIC-WOZ\482_P.zip,528925044,0,0,False
DAIC-WOZ,483_P.zip,https://dcapswoz.ict.usc.edu/wwwdaicwoz/483_P.zip,F:\数据库\DAIC-WOZ\483_P.zip,778116028,0,0,False
DAIC-WOZ,484_P.zip,https://dcapswoz.ict.usc.edu/wwwdaicwoz/484_P.zip,F:\数据库\DAIC-WOZ\484_P.zip,506084096,0,0,False
DAIC-WOZ,485_P.zip,https://dcapswoz.ict.usc.edu/wwwdaicwoz/485_P.zip,F:\数据库\DAIC-WOZ\485_P.zip,296338923,0,0,False
DAIC-WOZ,486_P.zip,https://dcapswoz.ict.usc.edu/wwwdaicwoz/486_P.zip,F:\数据库\DAIC-WOZ\486_P.zip,344331441,0,0,False
DAIC-WOZ,487_P.zip,https://dcapswoz.ict.usc.edu/wwwdaicwoz/487_P.zip,F:\数据库\DAIC-WOZ\487_P.zip,528892266,0,0,False
DAIC-WOZ,488_P.zip,https://dcapswoz.ict.usc.edu/wwwdaicwoz/488_P.zip,F:\数据库\DAIC-WOZ\488_P.zip,404726082,0,0,False
DAIC-WOZ,489_P.zip,https://dcapswoz.ict.usc.edu/wwwdaicwoz/489_P.zip,F:\数据库\DAIC-WOZ\489_P.zip,365493220,0,0,False
DAIC-WOZ,490_P.zip,https://dcapswoz.ict.usc.edu/wwwdaicwoz/490_P.zip,F:\数据库\DAIC-WOZ\490_P.zip,350149236,0,0,False
DAIC-WOZ,491_P.zip,https://dcapswoz.ict.usc.edu/wwwdaicwoz/491_P.zip,F:\数据库\DAIC-WOZ\491_P.zip,436247614,0,0,False
DAIC-WOZ,492_P.zip,https://dcapswoz.ict.usc.edu/wwwdaicwoz/492_P.zip,F:\数据库\DAIC-WOZ\492_P.zip,472780075,0,0,False
DAIC-WOZ,DAICWOZDepression_Documentation_AVEC2017.pdf,https://dcapswoz.ict.usc.edu/wwwdaicwoz/DAICWOZDepression_Documentation_AVEC2017.pdf,F:\数据库\DAIC-WOZ\DAICWOZDepression_Documentation_AVEC2017.pdf,94469,0,0,False
DAIC-WOZ,dev_split_Depression_AVEC2017.csv,https://dcapswoz.ict.usc.edu/wwwdaicwoz/dev_split_Depression_AVEC2017.csv,F:\数据库\DAIC-WOZ\dev_split_Depression_AVEC2017.csv,1112,0,0,False
DAIC-WOZ,documents.zip,https://dcapswoz.ict.usc.edu/wwwdaicwoz/documents.zip,F:\数据库\DAIC-WOZ\documents.zip,6111757,0,0,False
DAIC-WOZ,full_test_split.csv,https://dcapswoz.ict.usc.edu/wwwdaicwoz/full_test_split.csv,F:\数据库\DAIC-WOZ\full_test_split.csv,620,0,0,False
DAIC-WOZ,test_split_Depression_AVEC2017.csv,https://dcapswoz.ict.usc.edu/wwwdaicwoz/test_split_Depression_AVEC2017.csv,F:\数据库\DAIC-WOZ\test_split_Depression_AVEC2017.csv,304,0,0,False
DAIC-WOZ,train_split_Depression_AVEC2017.csv,https://dcapswoz.ict.usc.edu/wwwdaicwoz/train_split_Depression_AVEC2017.csv,F:\数据库\DAIC-WOZ\train_split_Depression_AVEC2017.csv,3074,0,0,False
DAIC-WOZ,util.zip,https://dcapswoz.ict.usc.edu/wwwdaicwoz/util.zip,F:\数据库\DAIC-WOZ\util.zip,1214,0,0,False
