representation,repeat,subset,r2,mae,rmse,spearman_rho,mse_improvement,target_mse,null_mse,interpretation_scope
mpnet,1,P+R,0.3080321386407955,0.29882197764881757,0.4888394312998965,0.5731646238089151,0.3080321386407955,0.23896398959360624,0.345339723038898,statistical_score_recoverability
mpnet,1,P+R+D,0.29088028332265203,0.3008605660733522,0.49486079513210296,0.5500250423834482,0.29088028332265203,0.24488720655877716,0.345339723038898,statistical_score_recoverability
mpnet,1,Q,0.21942625529125115,0.3072931870321063,0.5191946848814564,0.5746776448005096,0.21942625529125115,0.2695631208091548,0.345339723038898,statistical_score_recoverability
mpnet,1,Q+D,0.1732942434434499,0.32196111888851137,0.5343167010340418,0.45624707926176317,0.1732942434434499,0.28549433700390164,0.345339723038898,statistical_score_recoverability
mpnet,1,Q+R,0.2970830136892063,0.3001228256148315,0.4926917468071759,0.5839066537298483,0.2970830136892063,0.24274515737190633,0.345339723038898,statistical_score_recoverability
mpnet,1,Q+R+D,0.28787858730195315,0.30059858417008983,0.49590705926737144,0.5490233470455227,0.28787858730195315,0.24592381143121225,0.345339723038898,statistical_score_recoverability
mpnet,1,R,0.2897972420109841,0.30222743406117614,0.49523855236177666,0.5760104444551554,0.2897972420109841,0.24526122374538822,0.345339723038898,statistical_score_recoverability
mpnet,1,R+D,0.27868715587964366,0.30317963067391823,0.4990971626977293,0.5493837897194206,0.27868715587964366,0.24909797781292367,0.345339723038898,statistical_score_recoverability
mpnet,1,null,0.0,0.35734204369495987,0.5876561265220486,0.27630042661938364,0.0,0.345339723038898,0.345339723038898,statistical_score_recoverability
mpnet,2,D,0.0025310410733101474,0.3689279777682285,0.5878374747587393,0.027041611264279324,0.0025310410733101474,0.34555289673073136,0.346429724592691,statistical_score_recoverability
mpnet,2,P,-5.156048592211278,0.8364576460868862,1.4603555109558002,0.10392693910823969,-5.156048592211278,2.1326382183789763,0.346429724592691,statistical_score_recoverability
mpnet,2,P+D,-1.276593198532383,0.585479688186931,0.888076322608123,0.1323306600501686,-1.276593198532383,0.788679554777167,0.346429724592691,statistical_score_recoverability
mpnet,2,P+Q,-2.246103166457302,0.6686478588469648,1.06044642766868,0.30813028745303245,-2.246103166457302,1.1245466259552652,0.346429724592691,statistical_score_recoverability
mpnet,2,P+Q+D,-0.9139865038800956,0.5493119599768751,0.8142860783614743,0.2903051398706179,-0.9139865038800956,0.663061817413309,0.346429724592691,statistical_score_recoverability
mpnet,2,P+Q+R,-0.12648415437058969,0.42733335802583255,0.6246980033237131,0.3774861638211953,-0.12648415437058969,0.3902475953566338,0.346429724592691,statistical_score_recoverability
mpnet,2,P+Q+R+D,-0.1713350948762995,0.43997416261848216,0.6370127897646561,0.3825784643884734,-0.1713350948762995,0.40578529432375,0.346429724592691,statistical_score_recoverability
mpnet,2,P+R,-0.14550421845300465,0.43228462966691034,0.6299497685676535,0.3746780639198979,-0.14550421845300465,0.39683671091844014,0.346429724592691,statistical_score_recoverability
mpnet,2,P+R+D,-0.17969785241129754,0.44194641701611703,0.6392827247106204,0.38202941798986156,-0.17969785241129754,0.4086824021134349,0.346429724592691,statistical_score_recoverability
mpnet,2,Q,0.011429735999403112,0.36919312871205545,0.5852094704447721,0.34603544492666466,0.011429735999403112,0.34247012429825063,0.346429724592691,statistical_score_recoverability
mpnet,2,Q+D,0.007888555595508495,0.3679037406923161,0.5862566796636989,0.33343252492188663,0.007888555595508495,0.3436968944503049,0.346429724592691,statistical_score_recoverability
mpnet,2,Q+R,0.012972331644417912,0.37338339974443324,0.5847527026990044,0.42374437070271653,0.012972331644417912,0.34193572331379024,0.346429724592691,statistical_score_recoverability
mpnet,2,Q+R+D,0.012202125831597743,0.3739722701243072,0.5849808078060383,0.43664067427927183,0.012202125831597743,0.3422025455014052,0.346429724592691,statistical_score_recoverability
mpnet,2,R,0.01376576945472563,0.372590854770356,0.5845176240898848,0.43286859978499176,0.01376576945472563,0.3416608528716839,0.346429724592691,statistical_score_recoverability
mpnet,2,R+D,0.01283571925700111,0.3734169639719456,0.5847931684839854,0.4482586637216544,0.01283571925700111,0.341983049905539,0.346429724592691,statistical_score_recoverability
mpnet,2,null,0.0,0.3685769140402486,0.5885828103102324,-0.21653175826099313,0.0,0.346429724592691,0.346429724592691,statistical_score_recoverability
mpnet,3,D,-0.02230855654824082,0.3444117475258604,0.5695184841214839,0.309712787660444,-0.02230855654824082,0.3243513037560328,0.31727339234172525,statistical_score_recoverability
mpnet,3,P,-0.00565877231859413,0.32182308302662044,0.564861726647978,0.4393398031396234,-0.00565877231859413,0.319068770231735,0.31727339234172525,statistical_score_recoverability
mpnet,3,P+D,-0.03754739414324537,0.3460067021620515,0.5737474892800356,0.29623567921440264,-0.03754739414324537,0.32918618145514456,0.31727339234172525,statistical_score_recoverability
mpnet,3,P+Q,0.0709079178246308,0.34585229579562515,0.5429329578406678,0.4900448667305125,0.0709079178246308,0.29477619670961636,0.31727339234172525,statistical_score_recoverability
mpnet,3,P+Q+D,0.007985788080350775,0.35019192462776927,0.5610166791343643,0.46217761860554796,0.007985788080350775,0.31473971426695024,0.31727339234172525,statistical_score_recoverability
mpnet,3,P+Q+R,0.07804950034580171,0.3866506885921622,0.5408422714585428,0.504269778767831,0.07804950034580171,0.2925103625964361,0.31727339234172525,statistical_score_recoverability
mpnet,3,P+Q+R+D,0.06788192496188783,0.3866764398151512,0.5438163878832456,0.4885234633511529,0.06788192496188783,0.29573626373038064,0.31727339234172525,statistical_score_recoverability
mpnet,3,P+R,0.09320728480961349,0.3806816653168337,0.5363778527299741,0.5120989289404034,0.09320728480961349,0.2877012008992178,0.31727339234172525,statistical_score_recoverability
mpnet,3,P+R+D,0.08242438405182084,0.38106046624318035,0.5395575302059336,0.48908927452529494,0.08242438405182084,0.29112232840192687,0.31727339234172525,statistical_score_recoverability
mpnet,3,Q,-0.020939884115506624,0.381908766317312,0.5691371191639978,0.420345312463982,-0.020939884115506624,0.3239170604102946,0.31727339234172525,statistical_score_recoverability
mpnet,3,Q+D,0.014973703896616009,0.3501231589100382,0.5590372389300424,0.4684434534599354,0.014973703896616009,0.31252263451052537,0.31727339234172525,statistical_score_recoverability
mpnet,3,Q+R,0.0750010991134189,0.3877380391608228,0.5417356728116147,0.5095297270904103,0.0750010991134189,0.29347753919665287,0.31727339234172525,statistical_score_recoverability
mpnet,3,Q+R+D,0.06385888075188828,0.3872914917290272,0.5449886866848044,0.4904346477615882,0.06385888075188828,0.29701266861442793,0.31727339234172525,statistical_score_recoverability
mpnet,3,R,0.09069335975156889,0.3823245310926356,0.5371208452764391,0.513180256962097,0.09069335975156889,0.2884988024304765,0.31727339234172525,statistical_score_recoverability
mpnet,3,R+D,0.07900605043620545,0.3819429361899972,0.5405616289603886,0.49071126655783537,0.07900605043620545,0.2922068747043089,0.31727339234172525,statistical_score_recoverability
mpnet,3,null,0.0,0.31161696678918077,0.5632702658065001,0.40115481144992227,0.0,0.31727339234172525,0.31727339234172525,statistical_score_recoverability
mpnet,4,D,-0.050601165230948375,0.2561354841703897,0.4074010740066007,0.060678009434377435,-0.050601165230948375,0.16597563510173174,0.1579815829209043,statistical_score_recoverability
mpnet,4,P,0.020531451574232973,0.22956791848405575,0.3933675020912926,0.216934099762988,0.020531451574232973,0.1547379917015431,0.1579815829209043,statistical_score_recoverability
mpnet,4,P+D,-0.03475148087580604,0.2511429358372723,0.40431630795518214,0.11732618595069899,-0.03475148087580604,0.1634716768785097,0.1579815829209043,statistical_score_recoverability
mpnet,4,P+Q,-0.05123535798237944,0.26169779019673123,0.40752401877248884,0.32085475208040387,-0.05123535798237944,0.16607582587647982,0.1579815829209043,statistical_score_recoverability
mpnet,4,P+Q+D,-0.051038312356469495,0.2620055007200335,0.4074858234302034,0.27358227627930953,-0.051038312356469495,0.1660446962965909,0.1579815829209043,statistical_score_recoverability
mpnet,4,P+Q+R,-0.34897997444290896,0.3449524120146253,0.4616427099945279,0.4841310921622579,-0.34897997444290896,0.2131139916910918,0.1579815829209043,statistical_score_recoverability
mpnet,4,P+Q+R+D,-0.3791341310233316,0.34218967166437186,0.46677381361780756,0.48324255905916086,-0.3791341310233316,0.21787779307931177,0.1579815829209043,statistical_score_recoverability
mpnet,4,P+R,-0.36630154385267955,0.34789027872577594,0.4645971164838646,0.49460907686859146,-0.36630154385267955,0.21585048064512166,0.1579815829209043,statistical_score_recoverability
mpnet,4,P+R+D,-0.3953071110443407,0.34566378429232336,0.469502743403677,0.49247995037626446,-0.3953071110443407,0.22043282606357895,0.1579815829209043,statistical_score_recoverability
mpnet,4,Q,-0.04311742830496734,0.25619129370589927,0.40594746272886306,0.3081470522285626,-0.04311742830496734,0.16479334249600167,0.1579815829209043,statistical_score_recoverability
mpnet,4,Q+D,-0.06643583641824558,0.26695291082274847,0.4104597684559755,0.23342644769075693,-0.06643583641824558,0.168477221520933,0.1579815829209043,statistical_score_recoverability
mpnet,4,Q+R,-0.35650975950688846,0.34562430112944476,0.4629293240382958,0.48174630284309644,-0.35650975950688846,0.21430355905455345,0.1579815829209043,statistical_score_recoverability
mpnet,4,Q+R+D,-0.39336273135501676,0.3448835760447088,0.46917550008761144,0.4707569924830938,-0.39336273135501676,0.22012564988246028,0.1579815829209043,statistical_score_recoverability
mpnet,4,R,-0.37445767601020474,0.34882272767333566,0.46598175856344376,0.4945671649297661,-0.37445767601020474,0.2171389993138796,0.1579815829209043,statistical_score_recoverability
mpnet,4,R+D,-0.4098588944868411,0.34782789967812877,0.47194463642057355,0.4897514831587353,-0.4098588944868411,0.22273173984614736,0.1579815829209043,statistical_score_recoverability
mpnet,4,null,0.0,0.23600563376925396,0.39746897101648615,-0.011915235334571245,0.0,0.1579815829209043,0.1579815829209043,statistical_score_recoverability
mpnet,5,D,0.05479218553940546,0.5212756568473548,0.6956429323164991,0.28180598922922795,0.05479218553940546,0.48391908928189736,0.5119711050612266,statistical_score_recoverability
mpnet,5,P,0.023585598424851417,0.5447949434716661,0.7070332100913825,0.26031295644720875,0.023585598424851417,0.49989596017212506,0.5119711050612266,statistical_score_recoverability
mpnet,5,P+D,0.062265161510829614,0.5205604118417129,0.6928875388659486,0.31947584929305045,0.062265161510829614,0.48009314151571136,0.5119711050612266,statistical_score_recoverability
mpnet,5,P+Q,0.053657159002271304,0.5248152066132857,0.696060478746199,0.410940273391577,0.053657159002271304,0.48450019007238776,0.5119711050612266,statistical_score_recoverability
mpnet,5,P+Q+D,0.0969572463690287,0.4988184014448751,0.6799498485138308,0.4402157626610729,0.0969572463690287,0.4623317964939814,0.5119711050612266,statistical_score_recoverability
mpnet,5,P+Q+R,0.14447862645466814,0.500666384096286,0.6618173637926871,0.5047811044215,0.14447862645466814,0.43800222301750197,0.5119711050612266,statistical_score_recoverability
mpnet,5,P+Q+R+D,0.15783607599488736,0.4953136679423504,0.6566304857494787,0.5259466335282938,0.15783607599488736,0.43116359481559635,0.5119711050612266,statistical_score_recoverability
mpnet,5,P+R,0.14638866816733898,0.49810080101235227,0.6610781624370546,0.5126815048900755,0.14638866816733898,0.43702433685115283,0.5119711050612266,statistical_score_recoverability
mpnet,5,P+R+D,0.1611976928576564,0.4924843201304671,0.6553186584521854,0.5404146348107991,0.1611976928576564,0.42944254411557203,0.5119711050612266,statistical_score_recoverability
mpnet,5,Q,0.06486422450414209,0.5065011355372333,0.6919266553348711,0.38523149011611707,0.06486422450414209,0.47876249636290147,0.5119711050612266,statistical_score_recoverability
mpnet,5,Q+D,0.07506515489314991,0.5075422791685911,0.6881423651825169,0.4041463481079904,0.07506515489314991,0.4735399147589885,0.5119711050612266,statistical_score_recoverability
mpnet,5,Q+R,0.14466153837804352,0.499547053047414,0.6617466111722542,0.5057911821471905,0.14466153837804352,0.4379085773979626,0.5119711050612266,statistical_score_recoverability
mpnet,5,Q+R+D,0.15811968966614287,0.4943927852644583,0.6565199104451541,0.5246725105880036,0.15811968966614287,0.4310183928109132,0.5119711050612266,statistical_score_recoverability
mpnet,5,R,0.14638044031772945,0.49701319053292536,0.6610813484529795,0.5139304806670705,0.14638044031772945,0.4370285492724097,0.5119711050612266,statistical_score_recoverability
mpnet,5,R+D,0.161509725408302,0.4915375943460276,0.6551967585892065,0.5397063230446509,0.161509725408302,0.4292827924658029,0.5119711050612266,statistical_score_recoverability
mpnet,5,null,0.0,0.5473537380011703,0.7155215615627711,0.01574154228369132,0.0,0.5119711050612266,0.5119711050612266,statistical_score_recoverability
mpnet,6,D,-0.000988705196252937,0.060271298746122824,0.1238040063139066,-0.16378993295139552,-0.000988705196252937,0.015327431979373828,0.01531229263607799,statistical_score_recoverability
mpnet,6,P,0.0009236639185218332,0.06001169937391246,0.1236856872231391,-0.2104000285001184,0.0009236639185218332,0.015298149223860198,0.01531229263607799,statistical_score_recoverability
mpnet,6,P+D,-0.0008443000636659814,0.0601289197602074,0.12379507585411265,-0.16847970728701925,-0.0008443000636659814,0.015325220805725502,0.01531229263607799,statistical_score_recoverability
mpnet,6,P+Q,-4.7073472848158104e-05,0.0606963248430916,0.12374576129657791,0.2517880680901358,-4.7073472848158104e-05,0.015313013438869639,0.01531229263607799,statistical_score_recoverability
mpnet,6,P+Q+D,-0.0004951703567348531,0.061006009958978424,0.12377348193165218,0.2091049495904156,-0.0004951703567348531,0.015319874829485026,0.01531229263607799,statistical_score_recoverability
mpnet,6,P+Q+R,-0.02764071798586465,0.06481271507229769,0.1254413623911541,0.43940686224174386,-0.02764071798586465,0.015735535398548856,0.01531229263607799,statistical_score_recoverability
mpnet,6,P+Q+R+D,-0.027806733854532917,0.06503389740941677,0.12545149453917293,0.42980064586297734,-0.027806733854532917,0.015738077482112135,0.01531229263607799,statistical_score_recoverability
mpnet,6,P+R,-0.028397790140374468,0.06489934336814861,0.12548756077366927,0.42603276256257977,-0.028397790140374468,0.015747127908925334,0.01531229263607799,statistical_score_recoverability
mpnet,6,P+R+D,-0.028472902833723834,0.06506745016667582,0.12549214340534065,0.42679555984920087,-0.028472902833723834,0.015748278056466586,0.01531229263607799,statistical_score_recoverability
mpnet,6,Q,-0.0007206097360117347,0.060966304661144145,0.1237874259496182,0.25757191564803195,-0.0007206097360117347,0.015323326823232208,0.01531229263607799,statistical_score_recoverability
mpnet,6,Q+D,-0.0025958828349659235,0.061087790769522705,0.12390335569990008,0.15718863096747426,-0.0025958828349659235,0.01535204155369596,0.01531229263607799,statistical_score_recoverability
mpnet,6,Q+R,-0.025800664728761413,0.06461619627977801,0.12532900687634177,0.44347651150168377,-0.025800664728761413,0.01570735996461012,0.01531229263607799,statistical_score_recoverability
mpnet,6,Q+R+D,-0.025594725348325742,0.0647750000920726,0.1253164257412076,0.43382838318409195,-0.025594725348325742,0.015704206560551597,0.01531229263607799,statistical_score_recoverability
mpnet,6,R,-0.026492919384627056,0.06469876890541894,0.12537128846143133,0.4306640318027792,-0.026492919384627056,0.015717959970479423,0.01531229263607799,statistical_score_recoverability
mpnet,6,R+D,-0.026289405189132253,0.06480930966424428,0.12535885968515512,0.4293605705053113,-0.026289405189132253,0.01571484370156241,0.01531229263607799,statistical_score_recoverability
mpnet,6,null,0.0,0.06044576730931414,0.12374284882803527,-0.30934911022911166,0.0,0.01531229263607799,0.01531229263607799,statistical_score_recoverability
mpnet,7,D,-0.008934308558853354,0.14382803549455128,0.342828881802809,0.19500577336957323,-0.008934308558853354,0.11753164219816441,0.11649087676089125,statistical_score_recoverability
mpnet,7,P,-0.06665217617864827,0.16304555561355638,0.35249857758856756,0.19833358131230475,-0.06665217617864827,0.12425524720196338,0.11649087676089125,statistical_score_recoverability
mpnet,7,P+D,-0.028569748321952915,0.1531918743617098,0.3461488000726762,0.2313727626883156,-0.028569748321952915,0.11981899179175355,0.11649087676089125,statistical_score_recoverability
mpnet,7,P+Q,-0.044075170942927455,0.1671230806494094,0.3487480925645602,0.42786012309536436,-0.044075170942927455,0.12162523206741903,0.11649087676089125,statistical_score_recoverability
mpnet,7,P+Q+D,-0.036008615500247476,0.16002572960512199,0.3473982612959669,0.4297461603425044,-0.036008615500247476,0.1206855519514609,0.11649087676089125,statistical_score_recoverability
mpnet,7,P+Q+R,-0.17157018846755223,0.1925319932811922,0.36942825885617864,0.5697068888558251,-0.17157018846755223,0.13647723844150775,0.11649087676089125,statistical_score_recoverability
mpnet,7,P+Q+R+D,-0.1662640887089697,0.18982342830060916,0.36859072998170983,0.5702601264483195,-0.1662640887089697,0.13585912622844973,0.11649087676089125,statistical_score_recoverability
mpnet,7,P+R,-0.1766106682312225,0.19332319645992097,0.3702221067797995,0.5709013791123471,-0.1766106682312225,0.13706440834847325,0.11649087676089125,statistical_score_recoverability
mpnet,7,P+R+D,-0.17354084887888654,0.19064144574264588,0.3697388299876307,0.5649540749930322,-0.17354084887888654,0.13670680240062208,0.11649087676089125,statistical_score_recoverability
mpnet,7,Q,-0.029271756187275955,0.15853680583059135,0.3462669047187127,0.46950382551221637,-0.029271756187275955,0.11990076930347807,0.11649087676089125,statistical_score_recoverability
mpnet,7,Q+D,-0.020052361740894975,0.15218465763657343,0.3447126251839562,0.43320808648947706,-0.020052361740894975,0.11882679396121466,0.11649087676089125,statistical_score_recoverability
mpnet,7,Q+R,-0.15504437252867187,0.1900515736372071,0.3668134834675499,0.592100437770201,-0.15504437252867187,0.13455213165359847,0.11649087676089125,statistical_score_recoverability
mpnet,7,Q+R+D,-0.15413076504241463,0.1877116641296694,0.36666838521545464,0.563491348328028,-0.15413076504241463,0.13444570471650905,0.11649087676089125,statistical_score_recoverability
mpnet,7,R,-0.15916356407500398,0.19097690632821476,0.36746697795635563,0.5907341085644952,-0.15916356407500398,0.13503197988837676,0.11649087676089125,statistical_score_recoverability
mpnet,7,R+D,-0.16025156449469047,0.18881742969794943,0.3676393912670162,0.5637260551854499,-0.16025156449469047,0.13515872201118226,0.11649087676089125,statistical_score_recoverability
mpnet,7,null,0.0,0.1380588229491634,0.3413075984517357,0.024754430759706975,0.0,0.11649087676089125,0.11649087676089125,statistical_score_recoverability
mpnet,8,D,-0.10572066754096654,0.14224554285078814,0.1976725660585938,0.11329228054630106,-0.10572066754096654,0.03907444337218913,0.03533843991456498,statistical_score_recoverability
mpnet,8,P,-16.097944893231812,0.3803799768964236,0.7773124843150376,0.19501415575733827,-16.097944893231812,0.6042146982720156,0.03533843991456498,statistical_score_recoverability
mpnet,8,P+D,-15.440921218705963,0.3806258811884188,0.7622312684660326,0.23420600975290817,-15.440921218705963,0.580996506627337,0.03533843991456498,statistical_score_recoverability
mpnet,8,P+Q,-9.238602852201298,0.3408446250272767,0.6015116388746017,0.423362972059406,-9.238602852201298,0.3618162517016092,0.03533843991456498,statistical_score_recoverability
mpnet,8,P+Q+D,-7.615200405095594,0.3169290135699471,0.5517678333025644,0.4164684581226385,-7.615200405095594,0.30444774186740653,0.03533843991456498,statistical_score_recoverability
mpnet,8,P+Q+R,-1.1872786136902267,0.21319691932361057,0.2780198084063527,0.5507794572823042,-1.1872786136902267,0.07729501386630507,0.03533843991456498,statistical_score_recoverability
mpnet,8,P+Q+R+D,-1.1711386934886878,0.21216670630006404,0.27699215560379525,0.5491323180864686,-1.1711386934886878,0.07672465426603711,0.03533843991456498,statistical_score_recoverability
mpnet,8,P+R,-1.340149483614431,0.22341589614949509,0.2875712640682459,0.5438472226005939,-1.340149483614431,0.08269723191780882,0.03533843991456498,statistical_score_recoverability
mpnet,8,P+R+D,-1.248590332971955,0.21754700169433594,0.28188947191089114,0.5367515313574649,-1.248590332971955,0.07946167437420108,0.03533843991456498,statistical_score_recoverability
mpnet,8,Q,-1.106428427972582,0.19782262972010756,0.2728330889687698,0.4061539299777238,-1.106428427972582,0.07443789443624066,0.03533843991456498,statistical_score_recoverability
mpnet,8,Q+D,-0.1247099636696598,0.1458123189072775,0.1993627233773978,0.40922188389973824,-0.1247099636696598,0.03974549547245283,0.03533843991456498,statistical_score_recoverability
mpnet,8,Q+R,-1.1359737998582111,0.21234965971590458,0.27473984382570804,0.5421330243026378,-1.1359737998582111,0.07548198178537444,0.03533843991456498,statistical_score_recoverability
mpnet,8,Q+R+D,-1.0919592395258135,0.20941698340033724,0.2718944204828448,0.534693655161141,-1.0919592395258135,0.07392657588970201,0.03533843991456498,statistical_score_recoverability
mpnet,8,R,-1.1710891781020423,0.21453157743583667,0.2769889970188731,0.5287547334295911,-1.1710891781020423,0.07672290446952129,0.03533843991456498,statistical_score_recoverability
mpnet,8,R+D,-1.1193174778442998,0.21172107821924588,0.2736665367754855,0.5150369558520593,-1.1193174778442998,0.07489337335068819,0.03533843991456498,statistical_score_recoverability
mpnet,8,null,0.0,0.13296199251486698,0.18798521195712437,-0.05601508049047225,0.0,0.03533843991456498,0.03533843991456498,statistical_score_recoverability
mpnet,9,D,0.023640264090859175,0.2660534004722445,0.5428237186056557,0.2888699586435096,0.023640264090859175,0.29465758948087206,0.30179203283767186,statistical_score_recoverability
mpnet,9,P,0.19811905647912043,0.22161657895807213,0.4919362560728337,0.4532378020541042,0.19811905647912043,0.2420012800389566,0.30179203283767186,statistical_score_recoverability
mpnet,9,P+D,0.09271656527447514,0.25859086553941135,0.5232694450527007,0.4044774524247105,0.09271656527447514,0.2738109121257613,0.30179203283767186,statistical_score_recoverability
mpnet,9,P+Q,0.2535657122151508,0.24413634704684248,0.4746239786297458,0.7260384206743212,0.2535657122151508,0.22526792109032942,0.30179203283767186,statistical_score_recoverability
mpnet,9,P+Q+D,0.13468703763312806,0.27128662299687273,0.511023050315234,0.6516740676165309,0.13468703763312806,0.2611445579534861,0.30179203283767186,statistical_score_recoverability
mpnet,9,P+Q+R,0.20927928147305108,0.2593337665721475,0.48850098572174083,0.706306279875354,0.20927928147305108,0.23863321305111246,0.30179203283767186,statistical_score_recoverability
mpnet,9,P+Q+R+D,0.18917373792213077,0.26276617264654,0.4946725239091525,0.686536418331444,0.18917373792213077,0.24470090591065105,0.30179203283767186,statistical_score_recoverability
mpnet,9,P+R,0.21447771944375993,0.25750477422936346,0.4868925609293612,0.6816369126827623,0.21447771944375993,0.2370643658883517,0.30179203283767186,statistical_score_recoverability
mpnet,9,P+R+D,0.1903270092141408,0.2596463084193599,0.4943206022643827,0.6625837452927654,0.1903270092141408,0.244352857823022,0.30179203283767186,statistical_score_recoverability
mpnet,9,Q,0.17097031062599855,0.2464133283386584,0.5001945174019439,0.6805849230182465,0.17097031062599855,0.25019455523896356,0.30179203283767186,statistical_score_recoverability
mpnet,9,Q+D,0.11918310975355872,0.25973335014204657,0.5155807597896085,0.6473026523970487,0.11918310975355872,0.26582351986523,0.30179203283767186,statistical_score_recoverability
mpnet,9,Q+R,0.1796890738845237,0.2615581536971172,0.49755733534070506,0.6805597758549513,0.1796890738845237,0.24756330195134282,0.30179203283767186,statistical_score_recoverability
mpnet,9,Q+R+D,0.16173647302706706,0.26456760117668743,0.5029724185865841,0.6445574204039892,0.16173647302706706,0.252981253858838,0.30179203283767186,statistical_score_recoverability
mpnet,9,R,0.18746527064723295,0.2583703579462031,0.49519340436094167,0.6586565966248316,0.18746527064723295,0.2452165077225791,0.30179203283767186,statistical_score_recoverability
mpnet,9,R+D,0.164425700597584,0.2598517379142853,0.5021649792683363,0.6332495793089141,0.164425700597584,0.2521696664035686,0.30179203283767186,statistical_score_recoverability
mpnet,9,null,0.0,0.2556019078112696,0.5493560164753563,0.2935027669166294,0.0,0.30179203283767186,0.30179203283767186,statistical_score_recoverability
mpnet,10,D,0.023341259368449663,0.30660779366792884,0.45209057573005235,0.19328569333012538,0.023341259368449663,0.20438588866393018,0.2092705262963861,statistical_score_recoverability
mpnet,10,P,-32.04588794157881,1.1471890429184748,2.629739599554602,0.22791502773522557,-32.04588794157881,6.915530361465597,0.2092705262963861,statistical_score_recoverability
mpnet,10,P+D,-16.51045696611747,0.8883789071396487,1.9142681486640325,0.2409831702609647,-16.51045696611747,3.664422544989623,0.2092705262963861,statistical_score_recoverability
mpnet,10,P+Q,-19.92228005707999,0.9730487428172121,2.092466620729113,0.3839196464308841,-19.92228005707999,4.378416558865513,0.2092705262963861,statistical_score_recoverability
mpnet,10,P+Q+D,-9.90287049330695,0.7373904811433377,1.510512974547284,0.3632025750695214,-9.90287049330695,2.281649446275684,0.2092705262963861,statistical_score_recoverability
mpnet,10,P+Q+R,-1.0823053067637058,0.42453800017353643,0.6601250847045569,0.4433717316546205,-1.0823053067637058,0.4357651274561984,0.2092705262963861,statistical_score_recoverability
mpnet,10,P+Q+R+D,-1.026166128072994,0.4260423302269285,0.6511657638311049,0.43711008799411555,-1.026166128072994,0.4240168519857463,0.2092705262963861,statistical_score_recoverability
mpnet,10,P+R,-0.9350263979046269,0.4140167630604228,0.6363520980454936,0.4440842346146512,-0.9350263979046269,0.4049439926869015,0.2092705262963861,statistical_score_recoverability
mpnet,10,P+R+D,-0.8497101361862252,0.413555452373584,0.6221654230953785,0.43932303836409325,-0.8497101361862252,0.3870898136954513,0.2092705262963861,statistical_score_recoverability
mpnet,10,Q,-0.09961934347547374,0.3314548641271783,0.47970607535739934,0.2897099903392981,-0.09961934347547374,0.23011791873479892,0.2092705262963861,statistical_score_recoverability
mpnet,10,Q+D,-0.02564945970002941,0.31710963485519195,0.46329062393602266,0.2989767200135795,-0.02564945970002941,0.21463820222702917,0.2092705262963861,statistical_score_recoverability
mpnet,10,Q+R,-0.04747189110382122,0.3391030229407338,0.46819332965343224,0.4116360115760776,-0.04747189110382122,0.2192049939319675,0.2092705262963861,statistical_score_recoverability
mpnet,10,Q+R+D,-0.07331267333730662,0.34563786051660106,0.47393323161588835,0.40656047578432963,-0.07331267333730662,0.2246127080298793,0.2092705262963861,statistical_score_recoverability
mpnet,10,R,-0.029110281560222218,0.3369089142869016,0.4640716003367689,0.4179437583692904,-0.029110281560222218,0.21536245023912978,0.2092705262963861,statistical_score_recoverability
mpnet,10,R+D,-0.05286691874394922,0.3430958643329493,0.46939750127754265,0.4181197885123567,-0.05286691874394922,0.22033401420560064,0.2092705262963861,statistical_score_recoverability
mpnet,10,null,0.0,0.29818338352602547,0.45746095603492337,-0.03545910727191826,0.0,0.2092705262963861,0.2092705262963861,statistical_score_recoverability
tfidf,1,D,0.22878065134315884,0.35436698439105835,0.4157461679032875,0.5345810530598158,0.22878065134315884,0.1728448761262685,0.22411895711290938,statistical_score_recoverability
tfidf,1,P,0.24096221247206828,0.34846324892196906,0.41244970281241583,0.4936073815306659,0.24096221247206828,0.17011475735005016,0.22411895711290938,statistical_score_recoverability
tfidf,1,P+D,0.33718712425481523,0.3206736841293416,0.38542045933372454,0.6236517453179126,0.33718712425481523,0.1485489304730192,0.22411895711290938,statistical_score_recoverability
tfidf,1,P+Q,0.4008000030311286,0.30514429018966654,0.36645883591847245,0.6414685105125622,0.4008000030311286,0.13429207842272192,0.22411895711290938,statistical_score_recoverability
tfidf,1,P+Q+D,0.5017935789949981,0.2700394804378799,0.3341519168022175,0.7309924118434759,0.5017935789949981,0.1116575035025961,0.22411895711290938,statistical_score_recoverability
tfidf,1,P+Q+R,0.7630747941533675,0.18647795180689386,0.23043313574247226,0.8973953825616997,0.7630747941533675,0.05309943004810865,0.22411895711290938,statistical_score_recoverability
tfidf,1,P+Q+R+D,0.7797730679471362,0.17865883416991837,0.2221644218588192,0.9082882954624041,0.7797730679471362,0.049357030339863384,0.22411895711290938,statistical_score_recoverability
tfidf,1,P+R,0.7665293475950832,0.18620833924417318,0.22874701994443675,0.9010668684027989,0.7665293475950832,0.05232519913346054,0.22411895711290938,statistical_score_recoverability
tfidf,1,P+R+D,0.7817778197938959,0.17911648176433714,0.22115091554569116,0.9091223430450281,0.7817778197938959,0.04890772744669742,0.22411895711290938,statistical_score_recoverability
tfidf,1,Q,0.20275103023820262,0.3622735231975866,0.4227039243517328,0.48448734364227325,0.20275103023820262,0.17867860766235547,0.22411895711290938,statistical_score_recoverability
