seed_index,master_seed,participant_id,derived_seed,target_words,observed_words
6,20260709,468,2647211892,182,182
6,20260709,471,3864562271,82,82
6,20260709,472,140682596,119,119
6,20260709,473,864999273,53,53
6,20260709,474,1822390725,162,162
6,20260709,475,3981103607,120,120
6,20260709,476,1093180096,89,89
6,20260709,477,1519248494,327,327
6,20260709,478,3514013190,208,208
6,20260709,479,1981186274,57,57
6,20260709,482,2439717470,158,158
6,20260709,483,1812760149,138,138
6,20260709,484,3131702334,241,241
6,20260709,485,3094688389,121,121
6,20260709,486,1204225305,43,43
6,20260709,487,392305778,132,132
6,20260709,488,1510165403,162,162
6,20260709,489,3804437173,46,46
6,20260709,490,2026459135,87,87
6,20260709,491,3628784109,110,110
6,20260709,492,3821992677,28,28
7,20260710,302,924856529,78,78
7,20260710,303,4207712321,120,120
7,20260710,304,3481995885,28,28
7,20260710,305,1061384689,246,246
7,20260710,307,151141320,174,174
7,20260710,310,1208662443,92,92
7,20260710,312,3537452864,64,64
7,20260710,313,1573944696,86,86
7,20260710,315,610119552,128,128
7,20260710,316,2208473348,80,80
7,20260710,317,3746162919,63,63
7,20260710,318,2097775430,34,34
7,20260710,319,1613771062,119,119
7,20260710,320,1966409200,178,178
7,20260710,321,1712784375,184,184
7,20260710,322,271726382,152,152
7,20260710,324,2623633920,139,139
7,20260710,325,3847472402,432,432
7,20260710,326,242314804,18,18
7,20260710,327,4171224852,128,128
7,20260710,328,1563513999,91,91
7,20260710,330,3479796199,73,73
7,20260710,331,971905115,268,268
7,20260710,333,1730089775,148,148
7,20260710,335,2250821799,283,283
7,20260710,336,4273678337,183,183
7,20260710,338,3861344339,220,220
7,20260710,339,1026128269,276,276
7,20260710,340,465965746,77,77
7,20260710,341,467270873,154,154
7,20260710,343,2387371207,96,96
7,20260710,344,2374837609,227,227
7,20260710,345,2394642196,488,488
7,20260710,346,2339306182,477,477
7,20260710,347,2954815411,39,39
7,20260710,348,290983121,109,109
7,20260710,350,41412324,254,254
7,20260710,351,2788580547,340,340
7,20260710,352,3460819529,370,370
7,20260710,353,2680447970,224,224
7,20260710,355,2389674586,155,155
7,20260710,356,863877643,360,360
7,20260710,357,2310733066,51,51
7,20260710,358,1297780915,59,59
7,20260710,360,2529966440,201,201
7,20260710,362,350094057,172,172
7,20260710,363,583662800,200,200
7,20260710,364,3104501118,237,237
7,20260710,366,2600062694,195,195
7,20260710,367,1678483433,415,415
7,20260710,368,2289026222,358,358
7,20260710,369,3124545532,187,187
7,20260710,370,1896498794,180,180
7,20260710,371,3102158430,103,103
7,20260710,372,2513161635,246,246
7,20260710,374,1944532934,205,205
7,20260710,375,2783964102,96,96
7,20260710,376,1778420249,387,387
7,20260710,377,2131820708,216,216
7,20260710,379,1555471237,197,197
7,20260710,380,2666325497,395,395
7,20260710,381,187692085,417,417
7,20260710,382,3885028488,132,132
7,20260710,383,2353108957,110,110
7,20260710,385,1695346740,0,0
7,20260710,386,3388790842,171,171
7,20260710,388,1224811992,76,76
7,20260710,389,70065573,41,41
7,20260710,390,2676197520,246,246
7,20260710,391,2578930519,21,21
7,20260710,392,3351401922,135,135
7,20260710,393,1611546630,117,117
7,20260710,395,4139677348,134,134
7,20260710,397,2370263906,184,184
7,20260710,400,2614749440,123,123
7,20260710,401,170038838,79,79
7,20260710,402,2597153094,219,219
7,20260710,403,3232369009,134,134
7,20260710,404,1981371881,209,209
7,20260710,406,3532870265,144,144
7,20260710,409,2371145330,171,171
7,20260710,412,2858055252,64,64
7,20260710,413,3343906393,242,242
7,20260710,414,1456695239,183,183
7,20260710,415,2412856872,131,131
7,20260710,416,3273794540,106,106
7,20260710,417,3825274054,186,186
7,20260710,418,1227134731,156,156
7,20260710,419,3316301879,174,174
7,20260710,420,2861149565,75,75
7,20260710,422,1529483241,288,288
7,20260710,423,1478209453,106,106
7,20260710,425,4229651741,163,163
7,20260710,426,1702475365,251,251
7,20260710,427,4173978657,58,58
7,20260710,428,1309680806,106,106
7,20260710,429,3588220655,120,120
7,20260710,430,2845949073,200,200
7,20260710,433,3804760317,95,95
7,20260710,434,646877462,275,275
7,20260710,436,488288354,160,160
7,20260710,437,963360412,129,129
7,20260710,439,1046242013,74,74
7,20260710,440,769064483,365,365
7,20260710,441,1382912548,226,226
7,20260710,443,3407455581,22,22
7,20260710,444,4056346060,268,268
7,20260710,445,1481871805,278,278
7,20260710,446,3047692919,163,163
7,20260710,447,1640029053,156,156
7,20260710,448,2049735750,266,266
7,20260710,449,3928872220,97,97
7,20260710,451,167275550,298,298
7,20260710,454,3675891998,45,45
7,20260710,455,77692212,146,146
7,20260710,456,4093899953,117,117
7,20260710,457,1378434357,166,166
7,20260710,458,1304415018,141,141
7,20260710,459,616117343,383,383
7,20260710,463,2460319522,118,118
7,20260710,464,3200561199,112,112
7,20260710,468,3721134541,182,182
7,20260710,471,1463244077,82,82
7,20260710,472,2799426810,119,119
7,20260710,473,3876864466,53,53
7,20260710,474,801905809,162,162
7,20260710,475,4048100392,120,120
7,20260710,476,2543558022,89,89
7,20260710,477,1696847033,327,327
7,20260710,478,1739575446,208,208
7,20260710,479,2736306229,57,57
7,20260710,482,1710241442,158,158
7,20260710,483,1513785800,138,138
7,20260710,484,1488369252,241,241
7,20260710,485,3527048690,121,121
7,20260710,486,584531613,43,43
7,20260710,487,2045019369,132,132
7,20260710,488,967716519,162,162
7,20260710,489,3566014593,46,46
7,20260710,490,2939546257,87,87
7,20260710,491,20740652,110,110
7,20260710,492,1824694353,28,28
8,20260711,302,3562663306,78,78
8,20260711,303,2436598270,120,120
8,20260711,304,489177471,28,28
8,20260711,305,2318788194,246,246
8,20260711,307,311546567,174,174
8,20260711,310,888781324,92,92
8,20260711,312,3121446478,64,64
8,20260711,313,1680127877,86,86
8,20260711,315,2343402862,128,128
8,20260711,316,575176779,80,80
8,20260711,317,123043141,63,63
8,20260711,318,1391051702,34,34
8,20260711,319,1250205297,119,119
8,20260711,320,1039204236,178,178
8,20260711,321,581832609,184,184
8,20260711,322,1433067363,152,152
8,20260711,324,246386491,139,139
8,20260711,325,42126267,432,432
8,20260711,326,1995623294,18,18
8,20260711,327,1543243943,128,128
8,20260711,328,2237676627,91,91
8,20260711,330,3449117171,73,73
8,20260711,331,3325816030,268,268
8,20260711,333,3909305579,148,148
8,20260711,335,3835199941,283,283
8,20260711,336,2019758480,183,183
8,20260711,338,2540274375,220,220
8,20260711,339,3042387897,276,276
8,20260711,340,2062434537,77,77
8,20260711,341,2312662072,154,154
8,20260711,343,800580050,96,96
8,20260711,344,1554760351,227,227
8,20260711,345,188761083,488,488
8,20260711,346,2485797451,477,477
8,20260711,347,3498422418,39,39
8,20260711,348,2432684402,109,109
8,20260711,350,2124360106,254,254
8,20260711,351,2043943270,340,340
8,20260711,352,1689101486,370,370
8,20260711,353,1129754727,224,224
8,20260711,355,133529803,155,155
8,20260711,356,2530043795,360,360
8,20260711,357,1114775845,51,51
8,20260711,358,3877605531,59,59
8,20260711,360,1789197996,201,201
8,20260711,362,1305991290,172,172
8,20260711,363,3194298626,200,200
8,20260711,364,3976442978,237,237
8,20260711,366,4271474839,195,195
8,20260711,367,3102240200,415,415
8,20260711,368,3023256995,358,358
8,20260711,369,3740263833,187,187
8,20260711,370,1585794099,180,180
8,20260711,371,4072577890,103,103
8,20260711,372,370463594,246,246
8,20260711,374,1059501001,205,205
8,20260711,375,309164503,96,96
8,20260711,376,1580732191,387,387
8,20260711,377,2538367182,216,216
8,20260711,379,4284287876,197,197
8,20260711,380,2379046745,395,395
8,20260711,381,743534466,417,417
8,20260711,382,1622370026,132,132
8,20260711,383,801629783,110,110
8,20260711,385,1951696755,0,0
8,20260711,386,538327007,171,171
8,20260711,388,1164897056,76,76
8,20260711,389,3201770409,41,41
8,20260711,390,948715482,246,246
8,20260711,391,3767354834,21,21
8,20260711,392,1751515115,135,135
8,20260711,393,3899781924,117,117
8,20260711,395,2996946613,134,134
8,20260711,397,1158735125,184,184
8,20260711,400,4092276549,123,123
8,20260711,401,2997698941,79,79
8,20260711,402,1318320809,219,219
8,20260711,403,2853791765,134,134
8,20260711,404,165106265,209,209
8,20260711,406,1607838512,144,144
8,20260711,409,78143255,171,171
8,20260711,412,454548988,64,64
8,20260711,413,3500697794,242,242
8,20260711,414,978415600,183,183
8,20260711,415,2984701237,131,131
8,20260711,416,3232563973,106,106
8,20260711,417,269694613,186,186
8,20260711,418,2978918688,156,156
8,20260711,419,3446737118,174,174
8,20260711,420,229299330,75,75
8,20260711,422,2841543352,288,288
8,20260711,423,3352837911,106,106
8,20260711,425,1278318862,163,163
8,20260711,426,372254930,251,251
8,20260711,427,489595936,58,58
8,20260711,428,2195816737,106,106
8,20260711,429,806943504,120,120
8,20260711,430,3972144023,200,200
8,20260711,433,276160963,95,95
8,20260711,434,4093442190,275,275
8,20260711,436,1638041517,160,160
8,20260711,437,1394595750,129,129
8,20260711,439,784679359,74,74
8,20260711,440,2860290166,365,365
8,20260711,441,2071664985,226,226
8,20260711,443,1287788876,22,22
8,20260711,444,30135193,268,268
8,20260711,445,260662335,278,278
8,20260711,446,790180302,163,163
8,20260711,447,3591974854,156,156
8,20260711,448,3708858979,266,266
8,20260711,449,1873878936,97,97
8,20260711,451,1201669871,298,298
8,20260711,454,2071084833,45,45
8,20260711,455,523283068,146,146
8,20260711,456,4217715537,117,117
8,20260711,457,2980319976,166,166
8,20260711,458,1748656580,141,141
8,20260711,459,2250696538,383,383
8,20260711,463,2377234424,118,118
8,20260711,464,2951635611,112,112
8,20260711,468,1466091013,182,182
8,20260711,471,1710003361,82,82
8,20260711,472,3911018526,119,119
8,20260711,473,2307745088,53,53
8,20260711,474,1948130317,162,162
8,20260711,475,852857620,120,120
8,20260711,476,2842769606,89,89
8,20260711,477,1646463439,327,327
8,20260711,478,3432946256,208,208
8,20260711,479,294455082,57,57
8,20260711,482,3990060972,158,158
8,20260711,483,3600002385,138,138
8,20260711,484,731643518,241,241
8,20260711,485,697477955,121,121
8,20260711,486,812266913,43,43
8,20260711,487,1140618818,132,132
8,20260711,488,526358713,162,162
8,20260711,489,1371425056,46,46
8,20260711,490,3410156471,87,87
8,20260711,491,182303577,110,110
8,20260711,492,3926759539,28,28
9,20260712,302,911663576,78,78
9,20260712,303,1972312735,120,120
9,20260712,304,1364262140,28,28
9,20260712,305,3866429785,246,246
9,20260712,307,2074744797,174,174
9,20260712,310,1891626946,92,92
9,20260712,312,2516362034,64,64
9,20260712,313,535294094,86,86
9,20260712,315,294293376,128,128
9,20260712,316,4050293945,80,80
9,20260712,317,3372919651,63,63
9,20260712,318,3081042400,34,34
9,20260712,319,338052451,119,119
9,20260712,320,2897864666,178,178
9,20260712,321,3627726713,184,184
9,20260712,322,22915572,152,152
9,20260712,324,1547697899,139,139
9,20260712,325,1070840007,432,432
9,20260712,326,3420941503,18,18
9,20260712,327,2270197485,128,128
9,20260712,328,1829794578,91,91
9,20260712,330,2256484224,73,73
9,20260712,331,3557708961,268,268
9,20260712,333,1572974464,148,148
9,20260712,335,458632403,283,283
9,20260712,336,670792305,183,183
9,20260712,338,807915046,220,220
9,20260712,339,4268221879,276,276
9,20260712,340,1406688291,77,77
9,20260712,341,2265467746,154,154
9,20260712,343,2982827624,96,96
9,20260712,344,2740400227,227,227
9,20260712,345,834859528,488,488
9,20260712,346,26374673,477,477
9,20260712,347,2671148232,39,39
9,20260712,348,2440220628,109,109
9,20260712,350,1708178063,254,254
9,20260712,351,2884567780,340,340
9,20260712,352,973491469,370,370
9,20260712,353,740789117,224,224
9,20260712,355,563796864,155,155
9,20260712,356,3825718467,360,360
9,20260712,357,230216532,51,51
9,20260712,358,181392599,59,59
9,20260712,360,3692959428,201,201
9,20260712,362,73042932,172,172
9,20260712,363,1989575168,200,200
9,20260712,364,2238671917,237,237
9,20260712,366,3976198849,195,195
9,20260712,367,2205656879,415,415
9,20260712,368,3038820980,358,358
9,20260712,369,2283148719,187,187
9,20260712,370,1572936125,180,180
9,20260712,371,2976248978,103,103
9,20260712,372,1526458200,246,246
9,20260712,374,1763079052,205,205
9,20260712,375,607451447,96,96
9,20260712,376,4131709868,387,387
9,20260712,377,1810292120,216,216
9,20260712,379,727142365,197,197
9,20260712,380,3181444816,395,395
9,20260712,381,1274744892,417,417
9,20260712,382,2927465428,132,132
9,20260712,383,1657982146,110,110
9,20260712,385,3122432381,0,0
9,20260712,386,1176755899,171,171
9,20260712,388,3840860631,76,76
9,20260712,389,2931345156,41,41
9,20260712,390,430910206,246,246
9,20260712,391,3144649983,21,21
9,20260712,392,1102896287,135,135
9,20260712,393,2521763272,117,117
9,20260712,395,640798832,134,134
9,20260712,397,3875576003,184,184
9,20260712,400,3606737691,123,123
9,20260712,401,3432720887,79,79
9,20260712,402,2563439964,219,219
9,20260712,403,2605418112,134,134
9,20260712,404,2454861933,209,209
9,20260712,406,2442429849,144,144
9,20260712,409,1424471904,171,171
9,20260712,412,3368176847,64,64
9,20260712,413,1741513571,242,242
9,20260712,414,201163204,183,183
9,20260712,415,2220085798,131,131
9,20260712,416,1912029373,106,106
9,20260712,417,2831086138,186,186
9,20260712,418,500771822,156,156
9,20260712,419,1273338856,174,174
9,20260712,420,803792617,75,75
9,20260712,422,735216610,288,288
9,20260712,423,4146784941,106,106
9,20260712,425,2178802813,163,163
9,20260712,426,3964269348,251,251
9,20260712,427,1957311152,58,58
9,20260712,428,3009206974,106,106
9,20260712,429,3194764801,120,120
9,20260712,430,2824325159,200,200
9,20260712,433,2946430078,95,95
9,20260712,434,2766783273,275,275
9,20260712,436,132714541,160,160
9,20260712,437,1001815272,129,129
9,20260712,439,1930063896,74,74
9,20260712,440,3546849925,365,365
9,20260712,441,2543150954,226,226
9,20260712,443,1218999492,22,22
9,20260712,444,927282835,268,268
9,20260712,445,4235001369,278,278
9,20260712,446,63140130,163,163
9,20260712,447,311242884,156,156
9,20260712,448,4074872818,266,266
9,20260712,449,3448806236,97,97
9,20260712,451,1604133916,298,298
9,20260712,454,2307497896,45,45
9,20260712,455,2275706823,146,146
9,20260712,456,4015970382,117,117
9,20260712,457,4167711194,166,166
9,20260712,458,2396327308,141,141
9,20260712,459,3207897436,383,383
9,20260712,463,519497396,118,118
9,20260712,464,575658448,112,112
9,20260712,468,1925430094,182,182
9,20260712,471,4031556290,82,82
9,20260712,472,745137388,119,119
9,20260712,473,2609669477,53,53
9,20260712,474,3832125203,162,162
9,20260712,475,585294345,120,120
9,20260712,476,3072934909,89,89
9,20260712,477,465829226,327,327
9,20260712,478,700290163,208,208
9,20260712,479,933763677,57,57
9,20260712,482,1610380339,158,158
9,20260712,483,3769894653,138,138
9,20260712,484,1563527894,241,241
9,20260712,485,2150209923,121,121
9,20260712,486,2118022562,43,43
9,20260712,487,1566363167,132,132
9,20260712,488,2377169978,162,162
9,20260712,489,2157925744,46,46
9,20260712,490,4140512921,87,87
9,20260712,491,2103959889,110,110
9,20260712,492,3881582100,28,28
10,20260713,302,2241067783,78,78
10,20260713,303,231230941,120,120
10,20260713,304,148472305,28,28
10,20260713,305,673762275,246,246
10,20260713,307,2998312236,174,174
10,20260713,310,3856754649,92,92
10,20260713,312,3039167157,64,64
10,20260713,313,3604135289,86,86
10,20260713,315,416247156,128,128
10,20260713,316,2642972099,80,80
10,20260713,317,1069213972,63,63
10,20260713,318,152341334,34,34
10,20260713,319,3422420392,119,119
10,20260713,320,1099685268,178,178
10,20260713,321,953230031,184,184
10,20260713,322,2594232782,152,152
10,20260713,324,1968886567,139,139
10,20260713,325,95427923,432,432
10,20260713,326,2783537683,18,18
10,20260713,327,1763000212,128,128
10,20260713,328,1925832208,91,91
10,20260713,330,1197484383,73,73
10,20260713,331,3018401596,268,268
10,20260713,333,367854245,148,148
10,20260713,335,135446888,283,283
10,20260713,336,2455652753,183,183
10,20260713,338,1126122182,220,220
10,20260713,339,3214445104,276,276
10,20260713,340,373636129,77,77
10,20260713,341,2425038547,154,154
10,20260713,343,71858436,96,96
10,20260713,344,3898060537,227,227
10,20260713,345,747991536,488,488
10,20260713,346,3289472212,477,477
10,20260713,347,3759460814,39,39
10,20260713,348,1642627144,109,109
10,20260713,350,2452907013,254,254
10,20260713,351,953847751,340,340
10,20260713,352,1031131634,370,370
10,20260713,353,4269664556,224,224
10,20260713,355,1618614825,155,155
10,20260713,356,2564290362,360,360
10,20260713,357,1475605631,51,51
10,20260713,358,860561447,59,59
10,20260713,360,1489418912,201,201
10,20260713,362,2658010631,172,172
10,20260713,363,92141648,200,200
10,20260713,364,1536415378,237,237
10,20260713,366,2795430306,195,195
10,20260713,367,1559021234,415,415
10,20260713,368,357022307,358,358
10,20260713,369,1180764067,187,187
10,20260713,370,2171683079,180,180
10,20260713,371,4062564677,103,103
10,20260713,372,1022579552,246,246
10,20260713,374,1932269386,205,205
10,20260713,375,2194233489,96,96
10,20260713,376,457241337,387,387
10,20260713,377,3212737568,216,216
10,20260713,379,341040881,197,197
10,20260713,380,1373250954,395,395
10,20260713,381,1488757568,417,417
10,20260713,382,2795427434,132,132
10,20260713,383,826715127,110,110
10,20260713,385,1023782837,0,0
10,20260713,386,3669079310,171,171
10,20260713,388,1656607297,76,76
10,20260713,389,2680078854,41,41
10,20260713,390,1903159968,246,246
10,20260713,391,3013565117,21,21
10,20260713,392,3405592194,135,135
10,20260713,393,1360031871,117,117
10,20260713,395,3696998910,134,134
10,20260713,397,2564054199,184,184
10,20260713,400,1497007886,123,123
10,20260713,401,2800858920,79,79
10,20260713,402,3595584439,219,219
10,20260713,403,234038866,134,134
10,20260713,404,1866056954,209,209
10,20260713,406,2342325707,144,144
10,20260713,409,3379922714,171,171
10,20260713,412,2743902172,64,64
10,20260713,413,4199358794,242,242
10,20260713,414,4046179074,183,183
10,20260713,415,4043820863,131,131
10,20260713,416,2531388938,106,106
10,20260713,417,3004615881,186,186
10,20260713,418,630951711,156,156
10,20260713,419,3624828851,174,174
10,20260713,420,431722610,75,75
10,20260713,422,2041323499,288,288
10,20260713,423,2787538591,106,106
10,20260713,425,3600050236,163,163
10,20260713,426,1424017943,251,251
10,20260713,427,258604812,58,58
10,20260713,428,3446923524,106,106
10,20260713,429,1773469727,120,120
10,20260713,430,1507529417,200,200
10,20260713,433,1533068087,95,95
10,20260713,434,735840228,275,275
10,20260713,436,3437947972,160,160
10,20260713,437,927880463,129,129
10,20260713,439,1535959573,74,74
10,20260713,440,1703060723,365,365
10,20260713,441,204681180,226,226
10,20260713,443,1141058850,22,22
10,20260713,444,3918053441,268,268
10,20260713,445,1821125351,278,278
10,20260713,446,443031063,163,163
10,20260713,447,1705747954,156,156
10,20260713,448,2942891674,266,266
10,20260713,449,3005078891,97,97
10,20260713,451,3090768794,298,298
10,20260713,454,810420852,45,45
10,20260713,455,1719914043,146,146
10,20260713,456,3493805700,117,117
10,20260713,457,934353148,166,166
10,20260713,458,1917590264,141,141
10,20260713,459,3918381040,383,383
10,20260713,463,1311278838,118,118
10,20260713,464,4197013868,112,112
10,20260713,468,1524177171,182,182
10,20260713,471,4172592432,82,82
10,20260713,472,4038940288,119,119
10,20260713,473,2293164284,53,53
10,20260713,474,2756429368,162,162
10,20260713,475,2869411232,120,120
10,20260713,476,3787528663,89,89
10,20260713,477,328233023,327,327
10,20260713,478,3330067544,208,208
10,20260713,479,2872892566,57,57
10,20260713,482,3180076832,158,158
10,20260713,483,4067238120,138,138
10,20260713,484,1300006920,241,241
10,20260713,485,247696298,121,121
10,20260713,486,3429775388,43,43
10,20260713,487,1459871132,132,132
10,20260713,488,3856300724,162,162
10,20260713,489,298422118,46,46
10,20260713,490,2277961388,87,87
10,20260713,491,3920783851,110,110
10,20260713,492,2855353144,28,28
