blind_id,line_number,participant_text_line
V015,79,just a waste of your energy my energy don't do business with unethical people
V015,80,new york city wise guys
V015,81,new york city type wise guys uh you know chronic liars b_sers
V015,82,and uh
V015,83,would've said kept my room in better order dated more women date more women
V015,84,clean my room
V015,85,do a better job of you know enjoying my nice apartment
V015,86,and my single bachelorhood
V015,87,and
V015,88,probably surviving my difficult childhood
V015,89,with my dysfunctional family
V015,90,staying out of trouble staying away from drugs illegal drugs um
V015,91,making a name for myself as a good stock trader good stock picker
V015,92,and sort of my wisdom i've been able to pass on about eastern philosophy
V015,93,honest
V015,94,trustworthy
V015,95,honesty
V015,96,mm
V015,97,perserverance
V015,98,knowledgeable
V015,99,being able to help people give them advice about different things pretty i've got a good <deep breath> amount of wisdom without having p_h_ds or degrees you know
V015,100,<yawning> excuse me
V015,101,bye
V016,1,yes
V016,2,okay
V016,3,from here from eh from alhambra
V016,4,uh the weather's really nice and everything's very familiar
V016,5,uh sometimes there's too much congestion on the roads too too much traffic
V016,6,i i studied art and photography
V016,7,uh it it wasn't so much a decision i just kept noticing that i was very interested in it
V016,8,yes
V016,9,i'm a photographer
V016,10,mhm
V016,11,oh
V016,12,i suppose uh
V016,13,um
V016,14,running a family portrait studio or some other type of photography business
V016,15,uh no not no i'm an also an apartment manager it keeps me tied down
V016,16,um it's uh fair it's not the greatest because of being an apartment manager
V016,17,i've i do have free rent but i have to stay
V016,18,there a lot
V016,19,so
V016,20,that part does the free rent part is very good
V016,21,oh gosh
V016,22,my most memorable experience
V016,23,that's hard to say
V016,24,um
V016,25,well
V016,26,i mean there's good and bad memorable experiences
V016,27,oh
V016,28,well i guess some s s s like sport success when i was in high school
V016,29,there was a few of the things that i was happy about
V016,30,and
V016,31,some art pieces i've made were memorable
V016,32,and
V016,33,some bad things would be my father's death you know but those are very memorable not good though
V016,34,uh
V016,35,well my parents and my i i have a lot of brothers and sisters uh so <s> so the my family
V016,36,uh fairly close but they most of them live around l_a
V016,37,uh there's a few that are from far <f>
V016,38,distant <di> uh distant my brother lives in new york and
V016,39,my other brother lives in maui <clears throat>
V016,40,mhm
V016,41,oh mostly very talented
V016,42,<ss> um just um more involved in technology than maybe i was
V016,43,or am and they're um
V016,44,i think they're more of a hive mind than when i grew up
V016,45,just seems like they were all hooked into social media
V016,46,uh go on a walk or
V016,47,watch television
V016,48,or play with my computer
V016,49,and uh
V016,50,um well
V016,51,there's some <so> some
V016,52,uh
V016,53,there's some kind of uh
V016,54,injustices that happen in not
V016,55,not <n> not big deals but for example our parking situation got worse with some new district parking
V016,56,eh that's kind of upsetting and the city doesn't seem to wanna
V016,57,uh make any exceptions or change some rules
V016,58,and also uh some unfair things at work sometimes happen that are upsetting <ups>
V016,59,uh that are upsetting
V016,60,uh yeah
V016,61,i worked for <f> in school <sch> uh uh at a high school <sch> i worked at a high school dance uh this last weekend and when we arrived at the site
V016,62,the people at the site said we couldn't set up all of our equipment and backdrops and things at the location where we were assigned to do it that we had to go outside
V016,63,and then to get an okay to go inside because being outside we weren't prepared for nor <no> nor told in advance that we were to be outside
V016,64,um it delayed our setup time and that doesn't <does> wouldn't have bothered me except that on monday morning um the school called <call> called our boss and complained
V016,65,that we were late setting up when it when they told us
V016,66,to wait for them and we told them we would be delayed if we wait and did we still get a complaint so that that part is upsetting and
V016,67,and our work doesn't back us up the at the office they just need to please the school to maintain the account so
V016,68,uh often when that something like that happens it means they will not send you out to work at that school again which to would translate into less payroll hours for the the photographers that were on that job
V016,69,that's yeah that's how they do things
V016,70,so that that is upsetting
V016,71,uh most of the time that will i i dust off my resume <laughter> and start looking for other situations that are
V016,72,that might be better
V016,73,um
V016,74,yeah
V016,75,uh pretty good <sigh> i i i usually xxx
V016,76,might uh i in the moment i don't really lose it but xxx later i might um vent or something like that
V016,77,but on the spot <sp> on the location i wouldn't do that
V016,78,um
V016,79,well just today um we have a uh schedule <sc> tight schedule today and i have a friend that i'm car <c> sharing a car with today and uh we
V016,80,we were arguing where to go first
V016,81,and um so we compromised and
V016,82,did most of her things and one of my things then after
V016,83,this <th> this was one of the things is over then we're gonna do some more of her things so
V016,84,but it
V016,85,yeah
V016,86,no
V016,87,post-traumatic stress syndrome is that what that is
V016,88,uh
V016,89,no i have not
V016,90,yes
V016,91,oh <sigh> i'd say nineteen eighty
V016,92,yeah i think believe it was nineteen eighty
V016,93,yeah
V016,94,um
V016,95,well my father noticed some symptoms my father is just well he's passed away but he was a psychiatrist
V016,96,um
V016,97,well i wasn't sleeping i was laying around the house
V016,98,um i was waking up at
V016,99,noon <laughter> something like and i didn't have a um
V016,100,focus like for getting a job it wasn't clear enough
V016,101,uh i i remember some job interviews that i'd go to their front door and then i wouldn't go in <laughter> and i think that was all all part of depression
V016,102,yeah i thought i had a problem but i didn't know what it was
V016,103,no
V016,104,uh well
V016,105,eh i went for three years and then the psychiatrist said that
V016,106,he thought that i was done <laughter> but uh
V016,107,and i and i i did get to a much better place i have to watch all the time to see what's going on
V016,108,with depression so i think i i'll have good days and bad days
V016,109,um
V016,110,i think therapy makes you see what the um
V016,111,like the i i thought of it as a filter or wearing a pair <pa> as if you were put on a depression pair of sunglasses you don't really
V016,112,you see everything through that so you have to kinda <k> i have to sort of
V016,113,try to take the those glasses off for a little bit and double check am i really perceiving these things accurately
V016,114,or am i seeing it through a depressed viewpoint
V016,115,and i try to look for clues about that
V016,116,i think i'm um
V016,117,slipping back a little bit uh uh i don't do well during unemployed periods
V016,118,i've noticed in my path in my past and um right now we have a work slow down so it's easy to slip back into sleeping too late or putting things off because the schedule's too wide open for
V016,119,for me for me personally as a depressed person i think that structure is really important
V016,120,it um
V016,121,it gets you out of bed and you have to get somewhere in time and
V016,122,deal interact with people is all those are all beneficial things for someone who's tends to be depressed
V016,123,uh
V016,124,well i don't know if it's changes as i a little bit i just tend to be focused on some things that are
V016,125,probably not that um uplifting let's say uh but it's more negative like i
V016,126,have <ha> have been sort of thinking about how um
V016,127,um
V016,128,soldiers in the past uh i don't know why but like the in during the roman era <er> era or the greeks <gree> ancient greeks how it would've been like to be in a in a frontline battle with
V016,129,mm
V016,130,you know just crude <cru> kind of crude <cru> in my opinion crude weapons and no medical help and
V016,131,the i don't know i seem <se> my mind seems to go there a lot where i'm just thinking about that and i've been looking <look> looking at it and reading books about that or um video clips on youtube and
V016,132,eh things like that or um
V016,133,some other things <thi> other uh kinda like terrible doom type themes like i was watching on the animal show like crocodile attacks and things like that
V016,134,where probably shouldn't dwell so much on that
V016,135,oh you mean in life in general yeah well
V016,136,i think i regret not finishing college i think i had a i think i was <wa>
V016,137,uh was going into depression right then and wasn't coping in my senior year very well
V016,138,and um didn't really
V016,139,i didn't get out of college with a degree although i was there seven years but uh so that's very that's a big regret that i have
V016,140,um
V016,141,i think it would've been to um
V016,142,at certain points i probably should've sought <so> um sought therapy and also probably some
V016,143,uh outside help just with um getting through finals just the logistics
V016,144,i had i was an art major and i had no car so
V016,145,a a lot of the art projects and things were difficult to move back and forth and
V016,146,and also to uh meet at away locations i think it probably would've been worth it to
V016,147,do whatever it took to get a car <laughter> at that time
V016,148,so
V016,149,um
V016,150,well i'm i've been told i'm very patient
V016,151,and also i have um some original original artistic ideas
V016,152,so
V016,153,um those are
V016,154,those are good qualities i'm very loyal and and also um
V016,155,you know i support my friends i'm fairly generous with them
V016,156,so
V016,157,yeah
V016,158,um let's see
V016,159,xxx really enjoyed was i had a
V016,160,i had a nice experience uh just uh photographing um a soccer game recently
V016,161,i really enjoyed that so
V016,162,mhm
V016,163,okay
V016,164,it was my pleasure
V016,165,thank you goodbye
V017,1,<synch>
V017,2,hi
V017,3,sure
V017,4,alright
V017,5,uh originally originally i'm from uh korea
V017,6,mhm
V017,7,uh when i was a year old
V017,8,yes
V017,9,uh almost never i've i've been to korea once
V017,10,uh i love the weather <sigh> and being by the ocean and the culture has a lotta things to do the food there's a lot to like
V017,11,um
V017,12,the traffic um
V017,13,it seems like
V017,14,we're having a lot of uh economic difficulties and the
V017,15,the parking tickets are super high i sometimes i'm really
V017,16,annoyed by our government <laughter>
V017,17,by your shoes
V017,18,did you say by your shoes
V017,19,<laughter> your shoes aren't showing um i have traveled a bit i'm i'm sort of traveled i haven't traveled in a little bit in a little while
V017,20,oh just <sigh>
V017,21,it um
V017,22,it helps you keep things in perspective about our life here
V017,23,um it's exciting and it makes me feel like
V017,24,um i'm actually <act> i'm really living 'cause sometimes we're stuck in this bubble here in l_a and seeing other places you realize that
V017,25,you know life is about a lotta different things that you don't think about every day
V017,26,well um
V017,27,one of my trips i went uh
V017,28,i went to
V017,29,singapore and then to thailand
V017,30,and it was when i was with my ex-boyfriend and we went to um
V017,31,he had <ha> he was uh
V017,32,uh
V017,33,a sales engineer
V017,34,or systems engineer but he he did well that year and so this was kind of like a a company thing so we went to singapore for a few days
V017,35,and that was really interesting um you know of course
V017,36,eh
V017,37,it's a lot different over there um not just like going to canada or something
V017,38,but they had a big reception the evening we got there and they had like a play put on by the principals of the company which was real fun and
V017,39,um
V017,40,after singapore uh we did some tours in singapore it was really
V017,41,it was a interesting experience it's really clean there and it's really
V017,42,there's not a lotta crime but the government is very it it's a little bit imposing
V017,43,but it was very interesting then we went to thailand and that was almost <almo> it was really completely different 'cause it's like jungle
V017,44,we went to um
V017,45,phuket it's a little island
V017,46,and it was just it was very
V017,47,primitive compared to
V017,48,singapore just in a lotta different ways but it was very interesting and it was nice and everything was really cheap
V017,49,had a massage on the beach for eight dollars <laughter>
V017,50,it was interesting yeah
V017,51,yeah it was an hour for eight dollars <laughter>
V017,52,mm
V017,53,well i'm in school right now
V017,54,and um i didn't i didn't finish school when i was younger because i had um
V017,55,i had health problems
V017,56,so um here i am i'm
V017,57,i'm just doing my general ed right now i'm going to s_m_c
V017,58,yeah
V017,59,i'm happy
V017,60,ooh <sigh> well my dream job would be <sigh> to be a veterinarian
V017,61,but uh it's probably not very realistic for me at this stage in life and you know also because of monetarily it costs a lot but that would be my dream job working with animals and and
V017,62,in in a veterinary capacity
V017,63,yeah
V017,64,i think i'm right on the cusp um it depends on the environment and the people i'm with and
V017,65,how comfortable i am but um i'm really outgoing when i feel comfortable with people and i'll be really reserved <laughter> if i'm not
V017,66,yeah
V017,67,<laughter>
V017,68,<laughter>
V017,69,uh <sigh> well i mean aside from sleeping
V017,70,um
V017,71,i like
V017,72,like relaxing things uh like going for a bike ride on the strand
V017,73,or um if i'm at home uh just like reading or
V017,74,a lotta times i can just lay there and
V017,75,my mind might be doing things but i'm kinda relaxing
V017,76,ah really good
V017,77,i don't have
V017,78,i would say there's certain things that um
V017,79,they can really
V017,80,like make me
V017,81,like when i see injustices or things like that then
V017,82,i mean i can really feel it
V017,83,but i never just like fly off the handle or throw things or
V017,84,uh even you know yell <laughter>
V017,85,<sigh>
V017,86,argued
V017,87,um <sigh>
V017,88,i can't really say i have arguments i mean just like a disagreement or an actual argument
V017,89,like if we just
V017,90,well
V017,91,uh i would say last summer
V017,92,when
V017,93,um
V017,94,i think it was after a
V017,95,baseball game there was a group of us and we went uh to
V017,96,we went to have shabu shabu after the game
V017,97,and
V017,98,i don't know i think
V017,99,scrubbed_entry
V017,100,and i don't know it's it's it's kind of a tenuous friendship like
V017,101,mm she's a good friend in some ways and she's mm we're we're actually kinda distant in other ways so i i don't consider her
V017,102,um like someone that i would confide in and you know if any
V017,103,deep problems but um
V017,104,sometimes we just have
V017,105,she's very touchy
V017,106,and she doesn't have the same sense of humor i do
V017,107,so i think
V017,108,she had said some things to me during the night which mm kinda bothered me but mm
V017,109,you know i just kinda
V017,110,that's just how she is
V017,111,and then i guess i said some things that she
V017,112,felt were
V017,113,eh well she gets really
V017,114,offended easily i think <laughter> but um after that we didn't talk for a while but then we
V017,115,then one day she called me up and then we were friends again
V017,116,but like she never she never confronted me
V017,117,hardest decision <sigh>
V017,118,uh it was leaving my ex-boyfriend
V017,119,uh well
V017,120,it wasn't
V017,121,<sigh>
V017,122,it was a long time coming i mean i was thinking about it
V017,123,for like five years
V017,124,um
V017,125,you know he wasn't like beating me or anything he was a really good guy but we just
V017,126,had a lot of um
V017,127,we <w> we weren't always on the same wavelength and we did have a lot of like disagreements
V017,128,so i had thought about it and thought about it and
V017,129,we were already engaged but we had been together for a long time so
V017,130,i don't know uh
V017,131,i was always it was always on my mind like should i get married or should i not and then finally
V017,132,eh we were just always having
V017,133,um
V017,134,we were always what what's the word i'm looking for um
V017,135,we were just having these little snippy
V017,136,disagreements all the time and then one day we had one and i just decided that i was gonna leave and
V017,137,um i did
V017,138,it was really hard it was it was the hardest
V017,139,decision in my life and i can stay that definitively um
V017,140,and
V017,141,but i i think it was for the best
V017,142,<deep breath> <sigh> hmm um probably leaving my job
V017,143,for well to help my friend start a business in nevada
V017,144,and when i when i
V017,145,i really liked my job i mean it was it was pretty good um it was right over at the beach
V017,146,and when i told them that i was leaving then they offered me this huge raise and they offered me a a different position which was awesome
V017,147,and that was really stressful for me because um
V017,148,i'd already promised my friend <laughter> to leave i wouldn't have gotten the position you know offer if if it wasn't
V017,149,for her wanting me to come over there um
V017,150,it was really really stressful and i stressed over it for about three weeks until i actually left
V017,151,and um
V017,152,when i went over there
V017,153,like we had we had made agreements about how much they were gonna pay me and blah blah blah
V017,154,when i got there everything like she didn't remember telling me that i needed a certain amount and
V017,155,the other principals of the company were um
V017,156,you know the <th>
V017,157,it was a hard situation 'cause she had she had talked with me but they hadn't talked with me and they're like well that's too much
V017,158,and also
V017,159,they were a different religion
V017,160,and it was very strange i mean they were all one religion <laughter> i was i was surrounded by mormons and i i don't have anything against mormons but it was very different because eh
V017,161,eh i was kind of an outsider there and then
V017,162,also the weather was just it was absolutely awful there <laughter>
V017,163,so i would say that's one decision it it's
V017,164,it just a a pivotal point in my life and i think that um
V017,165,i really wish i i had just stayed
V017,166,<laughter> um well if you're gonna erase something from my memory then <laughter> um i would probably say
V017,167,<sigh>
V017,168,my memory
V017,169,like really if if i could erase something from my memory what would i want to erase
V017,170,is that what you're saying
V017,171,mm <sigh>
V017,172,can't really think of anything i mean
V017,173,even like that
V017,174,that bad decision that i made
V017,175,you know it it has value in it so <sigh> i can't really say that i would want something erased i mean maybe if i was like raped or something
V017,176,and it was really <sigh> horrifying then i would but i don't
V017,177,<sigh> well if you're talking about sleep <s>
V017,178,being in a deep sleep i'm in a deep sleep a lot but
V017,179,i never feel rested and that's um
V017,180,it's a medical problem of mine
V017,181,well i always feel
V017,182,like i haven't slept for two days and
V017,183,um
V017,184,there are points in in the day
V017,185,i would say in some <s> during some days there are points in the day where i really feel alert and alive and
V017,186,and rested but they're short-lived
V017,187,but i sleep a lot i sleep
V017,188,uh pretty crappy <laughter> physically pretty crappy
V017,189,yeah
V017,190,well thanks <laughter>
V017,191,no
V017,192,<sniffle>
V017,193,i haven't been officially diagnosed with depression but um
V017,194,that's
V017,195,that's usually what doctors
V017,196,um
V017,197,like my sleeping problem hasn't been diagnosed i'm i'm in the process of really working to get it diagnosed but um that's the first thing that they try and
V017,198,figure out they they've given me like depression drugs before but they haven't helped with my sleep
V017,199,but i do
V017,200,<sigh> i do <sigh>
V017,201,i would say i feel down sometimes <someti> well
V017,202,my life is very strange right now so there are a lot of reasons to feel down
V017,203,um
V017,204,i would say that i do feel down sometimes
V017,205,a lotta times but it's not
V017,206,i would say
V017,207,it's reasonable considering
V017,208,the situations that i'm in
V017,209,uh they're just triggered by the fact that my health is is not great and it makes it makes life really difficult
V017,210,but um
V017,211,i wouldn't say it's triggered by anything in particular
V017,212,oh there i mean <sigh> you mean for a long period of time or i mean i i experience happiness like when i go out with friends or i go and you know i've
V017,213,find some great new dish i like i mean
V017,214,what type of happiness are you looking for
V017,215,um <sigh>
V017,216,well
V017,217,i mean right now um
V017,218,my friend just had surgery and so i'm staying with her this week
V017,219,um i'm really enjoying it i mean even though
V017,220,we could never live together i could never live with live with her long term and i'm sure she couldn't live with me long term but i'm having fun and um
V017,221,you know she just she i i installed the groupon app on her ah on her phone
V017,222,um yesterday
V017,223,'cause she's been paying too much for laser hair removal
V017,224,<laughter> and so i installed it on her phone and then today she's she's looking up cupcakes so she had me pick up cupcakes on the way here to bring back to her uh as a groupon deal so i mean
V017,225,you know there's little fun things like that
V017,226,<sniffle>
V017,227,uh <sigh>
V017,228,probably um
V017,229,o_c_d <laughter> and um
V017,230,she probably thinks i'm pretty prissy compared to her
V017,231,um
V017,232,i think that she would
V017,233,say that i have a good heart um we're very different
V017,234,um
V017,235,and probably that i'm
V017,236,<sigh>
V017,237,i should ask her <laughter> uh
V017,238,i don't know we we go out so i think she'd say that i'm fun
V017,239,um but
V017,240,she has mentioned that i'm i'm a very private person and that i know i i knew before she said that
V017,241,why um
V017,242,<sigh>
V017,243,i have <ha> well i told you i have i have a lotta problems right now
V017,244,and <sigh>
V017,245,so i don't really
V017,246,tell people about them
V017,247,um
V017,248,it it's kind of a
V017,249,it's kind of a killjoy but also
V017,250,people can feel i feel that people can feel
V017,251,less comfortable if they perceive that you have a have difficulties and they feel kind of
V017,252,um
V017,253,it just uncomfortable like oh they maybe they should help or they feel guilty but they have good busy lives so just kinda creates a gap but i would say even before
V017,254,even before this difficult time in my life i've been
V017,255,i've been a private person i don't know why
V017,256,i think <thi> i think a lot
V017,257,eh you know i'm a deep thinker
V017,258,and
V017,259,maybe it's just
V017,260,you know
V017,261,not like i feels like i feel abnormal but
V017,262,um
V017,263,maybe i just have a lotta thoughts that
V017,264,don't seem doesn't seem appropriate to share with people or i'm not sure
V017,265,<sniffle>
V017,266,ten or twenty years ago <sigh>
V017,267,um
V017,268,well one thing that i regret right now is um
V017,269,you know i haven't really found
V017,270,somebody
V017,271,you know to spend the rest of my life with so i would tell myself to concentrate more on that 'cause once you hit forty it's really <rea> it's it's a lot harder
V017,272,that's it
V017,273,um i would say <sigh>
V017,274,that i've perservered
V017,275,i'm very proud that
V017,276,even though i have a lot of
V017,277,difficulties in my life
V017,278,the fact that i'm you know making this commitment to go to school
V017,279,and i'm doing it on my own
V017,280,and um
V017,281,you know it's
V017,282,it's kind of a
V017,283,if people if people knew all the problems that i have
V017,284,they'd be like well you know why are you worrying about school but um
V017,285,i really feel that
V017,286,you know i'm i'm doing this and and i'm really proud that even through everything um yeah i'm getting a's
V017,287,thanks
V017,288,mm k
V017,289,thanks
V017,290,bye
V018,1,<synch>
V018,2,yes
V018,3,huh overwhelmed
V018,4,i have a funeral to attend tomorrow i found out from my doctor i got some
V018,5,health issues
V018,6,it is hard
V018,7,honey i am just putting one foot in front of the other and just trying to get it done
V018,8,like i said i'm overwhelmed but i can't stop doing what i need to do
V018,9,i am from united states of america i was born here in los angeles
V018,10,oh i love the beach honey i like the weather
V018,11,um
V018,12,the beach and the weather
V018,13,oh the traffic
V018,14,and the people
V018,15,and this hollywood type image
V018,16,uh not as much as i used to but i've been to europe i went on a
V018,17,uh on a cruise um several cruise
V018,18,uh been to jamaica canada mexico
V018,19,spain morocco um
V018,20,london
V018,21,portugal <por> portugal yeah
V018,22,and i'm going to hawaii in august
V018,23,meeting new people and just seeing new things and just
V018,24,assimilating into other people's culture and
V018,25,uh customs and traditions
V018,26,oh the best trip i ever took is when i
V018,27,was a student at santa monica college and
V018,28,took a trip <tr> uh it was a mediterranean cruise oh my god that was the best time of my life
V018,29,oh god um being on that ship
V018,30,i felt electrifying uh fulfilled satisfied
V018,31,i felt like um
V018,32,i can do it
V018,33,and eh and it
V018,34,and i it just
V018,35,i moved past the fear and just said i'm doing this
V018,36,uh i'm in law school i'm xxx gonna i'm gonna be an attorney
V018,37,i've always wanted to be an attorney and it's been
V018,38,a long time coming
V018,39,oh my dream job is to have my own law firm my husband and i
V018,40,living in a beach community and
V018,41,our friends we know each other the community <communit> the community know <kn> we know each other it's a small town beach community
V018,42,having my own law firm working with my husband and
V018,43,providing legal services to people
V018,44,who are indigent
V018,45,uh i'm in the middle
V018,46,um it's one side of me that just like to withdraw and you know don't wanna be out in the front
V018,47,and it's another part of the personality is like oh no we're being in the front we're gonna be seen and eh we're <w> we're constantly in conflict
V018,48,yeah
V018,49,oh i get on my bike and ride my bike
V018,50,ooh it depends on what the situation is i need to control that
V018,51,mm not trouble but it made it has made people back up off of me
V018,52,oh god when was the last time i really had a argument i don't know it's been awhile um
V018,53,argument
V018,54,it's been a long time
V018,55,that i can't even remember
V018,56,oh god let's see
V018,57,<sigh> goodness
V018,58,mm
V018,59,mm
V018,60,oh just dealing with my siblings and my family and
V018,61,just trying to diffuse the situation and not get so heated and
V018,62,just remain cool and calm and collected
V018,63,oh when my mother passed years ago it was a conflict over her belongings and
V018,64,all that stuff and you know it was stressful time and everybody else <el> everybody's emotion was kinda high and
V018,65,arguing back and forth and i'm like i'm not doing that
V018,66,distant <laughter> and the reality <rea> i just i
V018,67,it's just amazing that these people no i shouldn't say these people
V018,68,that my we grew up in the family <fam> we grew up in the same household and then as we got older you know xxx god takes us on different path
V018,69,it's just like who are these people or did i grow up in a household with 'em why <wh> why are they and they may say the same thing about me i don't know i just like to have peaceful living honey
V018,70,pardon me
V018,71,oh god positive <po> um uh positive influences
V018,72,ooh college professors
V018,73,um
V018,74,friends
V018,75,church members
V018,76,um people like that
V018,77,ooh god divorce
V018,78,should <s> should i continue with my education
V018,79,um when my mother was sick to be her primary caretaker put all my dreams and aspirations on hold
V018,80,um those have been some doozies
V018,81,well with my mom it's i you only have one mother and when it was over said and done i just wanted to do what was right according
V018,82,to what god would want me to do and i didn't wanna
V018,83,have any curses over my life but blessings 'cause the bible says honor thy parents
V018,84,my mother and father in all thy days so so you can live longer and i wanted
V018,85,blessings and not curses
V018,86,my marriage <laughter> my marriage
V018,87,ugh god that had such a negative influence on my life such a negative impact but in all that it
V018,88,taught me
V018,89,it made me who i am today
V018,90,and i have no animosity
V018,91,<sigh> lately it's been so difficult 'cause school and finals and midterms and all that is coming up
V018,92,um
V018,93,sometimes rather difficult
V018,94,irritable annoyed
V018,95,grouchy
V018,96,well with all this stuff going on with the last week it's been real real real real real crazy
V018,97,god i pray i just i pray i pray i pray i pray lord i pray
V018,98,and the one thing that's keeping me kinda like grounded is going to church
V018,99,no never
V018,100,yeah when i went through that divorce um and my mother passed that i was really depressed
V018,101,fatigued tired uh xxx
V018,102,xxx
V018,103,xxx
V018,104,i no matter what i did i couldn't get any enjoyment just
V018,105,a feeling of emptiness and loneliness and isolation and
V018,106,shock trauma
V018,107,hard <har> it was very very very very difficult
V018,108,time um
V018,109,just time it just took time just to process to
V018,110,work its way through
V018,111,no no not at all
V018,112,just got busy with life stuff
V018,113,yeah i need somebody to talk to <laughter> yes
V018,114,oh god we i loved my therapist
V018,115,uh we talked things out and she gives me a different perspective and she just listened to me
V018,116,oh god
V018,117,well there's this guy at church and i really like him and he likes me and he throws kisses at me so
V018,118,and he's a
V018,119,oh outgoing um
V018,120,determined
V018,121,yeah trustworthy
V018,122,faithful and loyal
V018,123,oh god
V018,124,to be more patient
V018,125,um
V018,126,to be more patient
V018,127,oh my ex-husband he did that on a daily daily thing and i'm just so glad to get rid of him
V018,128,<sigh>
V018,129,know your worth
V018,130,your value
V018,131,and have high self-esteem
V018,132,well now with school in the library with tutors uh
V018,133,my outlet is riding my bike or either going swimming
V018,134,oh a friend of mine um had a c_d release party and me and a excuse me <yawn>
V018,135,ooh excuse me and me and another friend got together and we catered the party and it was so nice and they were so happy they were so thankful and grateful so thankful
V018,136,and then he invited me on stage 'cause he sings
V018,137,and
V018,138,i felt so when i got up on stage 'cause i like to sing but i'm so shy in front of people and they're judgmental and they might look at me
V018,139,and i got up on that stage and i just i'm like well this <th> is this how this feel this feels good <laughter>
V018,140,oh god i aw man
V018,141,oh my accomplishments <acc> my accomplishments um
V018,142,overcoming 'em one by one
V018,143,setting a goal and reaching 'em
V018,144,okay
V018,145,thank you honey <hon>
V018,146,bye
V019,1,<synch>
V019,2,sure
V019,3,good
V019,4,indiana
V019,5,um the weather i like the weather
V019,6,uh never
V019,7,um
V019,8,didn't wanna get back into the old groove
V019,9,i took some time took a long time took a few years
V019,10,yeah
V019,11,um
V019,12,it doesn't get very cold
V019,13,um
V019,14,i'm more comfortable with the uh environment
V019,15,than the midwest
V019,16,uh the smog uh the crowds
V019,17,um the dirt
V019,18,um
V019,19,mm
V019,20,the hustle
V019,21,yeah
V019,22,no
V019,23,no i haven't for a while
V019,24,uh money takes uh
V019,25,takes a lot of money or credit cards
V019,26,yeah
V019,27,uh just the basics i didn't go very long <sigh> just uh
V019,28,dream <drea>
V019,29,uh my dream job is um
V019,30,some developing land
V019,31,yeah
V019,32,building high-rise buildings
V019,33,probably in the middle
V019,34,uh well i'm not real shy uh and i'm not really outgoing
V019,35,so i'd say uh fifty fifty
V019,36,uh i usually walk walk around the neighborhood or uh
V019,37,listen to music
V019,38,uh <sigh> above average
V019,39,uh <sigh>
V019,40,with someone uh <sigh> hmm it's been awhile
V019,41,eh i think it was about very little uh i don't remember the exact time but it's it was uh something very little
V019,42,uh xxx
V019,43,um ba ba ba just uh
V019,44,instead of getting uh angry just uh ignoring people ignoring them
V019,45,mm
V019,46,<sigh> guess it's fifty fifty
V019,47,sometimes
V019,48,uh what do i feel guilty about
V019,49,<makes sound with mouth>
V019,50,can't think of anything right now
V019,51,<sigh>
V019,52,uh <sigh> what could i erase
V019,53,let's see um
V019,54,a career choice that i made years ago
V019,55,uh i got into the transportation business
V019,56,i went to school and then got employed
V019,57,and then i stayed with it for a few years
V019,58,dream job is um developing land construction
V019,59,high-rise building
V019,60,hardest decision <decisi> you ever had to make
V019,61,hmm
V019,62,can't think of one
V019,63,um not much of one to speak of
V019,64,it's kinda distant
V019,65,mm yeah we don't we talk
V019,66,couple times a year that's about it
V019,67,<sniffle>
V019,68,uh not many people <laughter>
V019,69,mm
V019,70,good night's sleep yeah uh i'd say uh
V019,71,eh it's off and on
V019,72,uh tired
V019,73,uh kind of uh
V019,74,mm
V019,75,ouch
V019,76,kinda like um
V019,77,<sigh>
V019,78,here and there looking searching
V019,79,yeah looking for a job looking for employment <emplo> employment
V019,80,hmm
V019,81,not too much no
V019,82,no
V019,83,no
V019,84,oh i had a dream a few days <d> weeks ago a few days ago and i was really happy in the dream
V019,85,yeah
V019,86,uh i don't remember the dream it was um
V019,87,<makes sound with mouth>
V019,88,not sure what it was about
V019,89,<deep breath>
V019,90,uh <sigh> don't do too much uh go to the library
V019,91,uh park
V019,92,not too much
V019,93,yeah <sigh>
V019,94,i don't have any
V019,95,best qualities uh good listener
V019,96,mm
V019,97,my penis size
V019,98,mm don't remember
V019,99,yeah there's <sigh> there's a few things yep
V019,100,uh i regret uh
V019,101,um <makes sound with mouth>
V019,102,what do i regret
V019,103,uh can't think of anything in particular
V019,104,there's probably a list somewhere
V019,105,to uh
V019,106,to uh meditate more
V019,107,uh
V019,108,uh
V019,109,smelly people
V019,110,they stink
V019,111,music
V019,112,comedies
V019,113,funny movies
V019,114,hmm
V019,115,uh
V019,116,really enjoyed
V019,117,wow hasn't been too much of that
V019,118,listen to music
V019,119,mostly
V019,120,uh yesterday
V019,121,very little
V019,122,goodbye
V020,1,<sync>
V020,2,yes
V020,3,i'm okay um
V020,4,i'm a little
V020,5,pensive i guess a little
V020,6,uh down but
V020,7,more or less okay
V020,8,i was born in annapolis maryland
V020,9,on the east coast
V020,10,originally i moved because i went to film school um
V020,11,and but then i decided to come i moved to washington d_c to do some work and now i'm back here again
V020,12,it's very different um being from the east coast it just has a different feel to it um
V020,13,but living
V020,14,l_a is very has a very different kind of
V020,15,um
V020,16,attitude i guess and so it's a little difficult but i
V020,17,but i've gotten more used to it since i've been here
V020,18,uh not at all um
V020,19,when i left things got things were sort of i
V020,20,i lost my job out there and so i had to move out here kind of quick to um
V020,21,to be with
V020,22,uh some people who were gonna help me out and i'm just sort of
